player_id,선수명,팀명,G,SBA,SB,CS,SB%,OOB,PKO
53006,강건,KT,1,0,0,0,-,0,0
69064,강민성,KT,1,0,0,0,-,0,0
68050,강백호,KT,144,8,6,2,75.0,6,0
50066,강현우,KT,18,0,0,0,-,0,0
51003,권동진,KT,9,0,0,0,-,0,0
51005,김건형,KT,13,0,0,0,-,0,0
68043,김민,KT,1,0,0,0,-,0,0
64004,김민혁,KT,115,6,4,2,66.7,3,0
52002,김병준,KT,35,0,0,0,-,1,0
79402,김상수,KT,113,5,3,2,60.0,1,0
51097,김영현,KT,1,0,0,0,-,0,0
62558,김준태,KT,23,0,0,0,-,0,0
67025,로하스,KT,144,3,2,1,66.7,7,0
64007,문상철,KT,125,7,6,1,85.7,1,1
73113,박경수,KT,5,0,0,0,-,0,0
69056,박민석,KT,20,1,0,1,0.0,0,0
66047,박세진,KT,1,0,0,0,-,0,0
60559,박시영,KT,1,0,0,0,-,0,0
52060,박영현,KT,6,0,0,0,-,0,0
64166,배정대,KT,113,16,9,7,56.3,4,1
50109,성재헌,KT,2,0,0,0,-,0,0
69041,손동현,KT,2,0,0,0,-,0,0
64012,송민섭,KT,36,1,0,1,0.0,0,0
62556,신본기,KT,84,2,2,0,100,0,0
64006,심우준,KT,53,8,7,1,87.5,1,0
67006,안치영,KT,31,1,0,1,0.0,0,0
52001,안현민,KT,16,0,0,0,-,0,0
64504,오윤석,KT,73,1,0,1,0.0,0,0
75334,오재일,KT,105,0,0,0,-,3,0
73117,우규민,KT,2,0,0,0,-,0,0
50092,윤준혁,KT,13,0,0,0,-,0,0
69068,이선우,KT,3,0,0,0,-,0,0
68504,이호연,KT,27,0,0,0,-,0,0
78548,장성우,KT,131,5,5,0,100,3,0
64115,장준원,KT,17,0,0,0,-,0,0
53058,정준영,KT,43,0,0,0,-,0,0
68089,조대현,KT,26,0,0,0,-,0,0
64868,조용호,KT,60,6,5,1,83.3,1,1
65060,주권,KT,2,0,0,0,-,0,0
50054,천성호,KT,75,7,7,0,100,2,1
67005,홍현빈,KT,28,0,0,0,-,0,0
76313,황재균,KT,137,10,4,6,40.0,4,0
