game_id,stadium,team_away,team_home,status,crowd,time_start,time_end,time_run,score_away,score_home
20230401LTOB0,잠실,롯데,두산,finished,23750,14:02,18:45,4:43,10,12
20230401HTSK0,문학,KIA,SSG,finished,23000,14:01,17:24,3:23,1,4
20230401NCSS0,대구,NC,삼성,finished,24000,14:03,17:19,3:16,8,0
20230401LGKT0,수원,LG,KT,finished,18700,14:00,17:12,3:12,6,11
20230401HHWO0,고척,한화,키움,finished,16000,14:01,17:56,3:55,2,3
20230402LTOB0,잠실,롯데,두산,finished,23750,14:00,17:00,3:00,2,0
20230402HTSK0,문학,KIA,SSG,finished,23000,14:01,17:27,3:26,9,5
20230402NCSS0,대구,NC,삼성,finished,18483,13:59,17:30,3:31,6,8
20230402LGKT0,수원,LG,KT,finished,14700,14:00,18:47,4:47,10,9
20230402HHWO0,고척,한화,키움,finished,11562,14:00,17:36,3:36,6,7
20230404NCOB0,잠실,NC,두산,finished,3924,18:30,21:13,2:43,0,1
20230404LTSK0,문학,롯데,SSG,finished,5809,18:30,21:45,2:43,1,3
20230404HHSS0,대구,한화,삼성,finished,5936,18:30,21:40,3:10,6,7
20230404HTKT0,대구,KIA,KT,canceled,nan,,,,nan,nan
20230404LGWO0,고척,LG,키움,finished,4510,18:30,21:33,3:03,7,1
20230405NCOB0,잠실,NC,두산,finished,2172,18:30,21:57,3:27,9,3
20230405LTSK0,잠실,롯데,SSG,canceled,nan,,,,nan,nan
20230405HHSS0,잠실,한화,삼성,canceled,nan,,,,nan,nan
20230405HTKT0,잠실,KIA,KT,canceled,nan,,,,nan,nan
20230405LGWO0,고척,LG,키움,finished,4194,18:30,21:40,3:10,1,2
20230406NCOB0,잠실,NC,두산,finished,3724,18:30,22:05,3:35,2,6
20230406LTSK0,잠실,롯데,SSG,canceled,nan,,,,nan,nan
20230406HHSS0,대구,한화,삼성,finished,6525,18:30,21:15,2:45,8,1
20230406HTKT0,대구,KIA,KT,canceled,nan,,,,nan,nan
20230406LGWO0,고척,LG,키움,finished,4556,18:31,21:45,3:14,5,0
20230407SKHH0,한밭,SSG,한화,finished,10415,18:29,22:31,4:02,7,3
20230407SSLG0,잠실,삼성,LG,finished,17201,18:30,21:11,2:41,2,7
20230407KTLT0,사직,KT,롯데,finished,14734,18:30,21:35,3:05,7,1
20230407WONC0,창원,키움,NC,finished,6867,18:30,20:49,2:19,0,2
20230407OBHT0,광주,두산,KIA,finished,12821,18:30,21:38,3:08,4,1
20230408SKHH0,한밭,SSG,한화,finished,11232,17:00,20:57,3:57,7,5
20230408SSLG0,잠실,삼성,LG,finished,22141,17:00,19:52,2:52,1,2
20230408KTLT0,사직,KT,롯데,finished,16555,16:59,20:05,3:06,7,3
20230408WONC0,창원,키움,NC,finished,9763,17:00,20:41,3:41,5,11
20230408OBHT0,광주,두산,KIA,finished,16432,17:01,21:01,4:00,6,7
20230409SKHH0,한밭,SSG,한화,finished,9455,14:00,17:07,3:07,3,0
20230409SSLG0,잠실,삼성,LG,finished,20439,14:01,17:25,3:24,2,3
20230409KTLT0,사직,KT,롯데,finished,12283,13:59,16:47,2:48,3,5
20230409WONC0,창원,키움,NC,finished,7686,13:59,16:53,2:54,1,6
20230409OBHT0,광주,두산,KIA,finished,14070,14:00,17:15,3:15,3,2
20230411WOOB0,잠실,키움,두산,finished,4372,18:30,21:46,3:16,4,6
20230411LGLT0,사직,LG,롯데,finished,5286,18:30,22:14,3:44,5,6
20230411SKSS0,대구,SSG,삼성,finished,3907,18:30,21:39,3:09,5,4
20230411KTNC0,창원,KT,NC,finished,2069,18:29,20:56,2:27,0,1
20230411HHHT0,광주,한화,KIA,finished,3623,18:29,22:15,3:46,5,4
20230412WOOB0,잠실,키움,두산,canceled,nan,,,,nan,nan
20230412LGLT0,사직,LG,롯데,finished,6519,18:29,22:32,4:03,12,8
20230412SKSS0,대구,SSG,삼성,finished,5405,18:30,21:02,2:32,3,0
20230412KTNC0,창원,KT,NC,finished,2448,18:30,21:12,2:42,1,5
20230412HHHT0,광주,한화,KIA,finished,5252,18:29,21:14,2:45,0,2
20230413WOOB0,잠실,키움,두산,finished,6917,18:31,22:06,3:35,9,2
20230413LGLT0,사직,LG,롯데,finished,6505,18:30,21:54,3:24,7,8
20230413SKSS0,대구,SSG,삼성,finished,4648,18:30,22:08,3:38,9,11
20230413KTNC0,창원,KT,NC,finished,3174,18:30,22:00,3:30,10,3
20230413HHHT0,광주,한화,KIA,finished,5457,18:30,21:59,3:29,5,1
20230414OBLG0,잠실,두산,LG,finished,16528,18:30,22:01,3:31,4,13
20230414NCSK0,문학,NC,SSG,finished,8218,18:30,21:32,3:02,1,2
20230414LTSS0,대구,롯데,삼성,finished,9124,18:31,21:58,3:27,7,9
20230414HHKT0,수원,한화,KT,finished,7145,18:29,23:25,4:56,7,7
20230414HTWO0,고척,KIA,키움,finished,8043,18:31,21:22,2:51,2,9
20230415OBLG0,잠실,두산,LG,finished,21243,17:00,19:32,2:32,1,3
20230415NCSK0,문학,NC,SSG,finished,13956,17:00,20:11,3:11,1,0
20230415LTSS0,대구,롯데,삼성,finished,18231,17:11,21:05,3:54,9,5
20230415HHKT0,수원,한화,KT,finished,13212,17:00,20:26,3:26,7,2
20230415HTWO0,고척,KIA,키움,finished,13752,17:00,19:56,2:56,1,6
20230416OBLG0,잠실,두산,LG,finished,20090,14:00,17:24,3:24,10,5
20230416NCSK0,문학,NC,SSG,finished,13460,14:00,18:10,4:10,10,5
20230416LTSS0,대구,롯데,삼성,finished,16076,14:01,16:44,2:43,1,9
20230416HHKT0,수원,한화,KT,finished,13010,14:00,17:12,3:12,2,14
20230416HTWO0,고척,KIA,키움,finished,11265,14:00,16:48,2:48,0,2
20230418OBHH0,한밭,두산,한화,finished,4012,18:30,21:28,2:58,2,0
20230418NCLG0,잠실,NC,LG,finished,6574,18:30,22:17,3:47,6,4
20230418HTLT0,사직,KIA,롯데,finished,3829,18:30,22:16,3:46,5,7
20230418SKKT0,수원,SSG,KT,finished,3398,18:31,21:15,2:44,2,4
20230418SSWO0,고척,삼성,키움,finished,3104,18:30,21:22,2:52,6,4
20230419OBHH0,한밭,두산,한화,finished,4212,18:30,22:04,3:34,6,7
20230419NCLG0,잠실,NC,LG,finished,7090,18:29,21:36,3:07,5,7
20230419HTLT0,사직,KIA,롯데,finished,4869,18:30,21:43,3:13,6,0
20230419SKKT0,수원,SSG,KT,finished,3405,18:29,21:06,2:37,2,5
20230419SSWO0,고척,삼성,키움,finished,3869,18:30,22:50,4:20,9,5
20230420OBHH0,한밭,두산,한화,finished,4122,18:30,21:27,2:57,5,1
20230420NCLG0,잠실,NC,LG,finished,9090,18:30,22:17,3:47,4,9
20230420HTLT0,사직,KIA,롯데,finished,6423,18:30,21:32,3:02,3,5
20230420SKKT0,수원,SSG,KT,finished,4472,18:29,21:45,3:16,8,5
20230420SSWO0,고척,삼성,키움,finished,3918,18:30,21:12,2:42,1,6
20230421LGHH0,한밭,LG,한화,finished,6004,18:30,21:58,3:28,4,2
20230421KTOB0,잠실,KT,두산,finished,6896,18:30,21:50,3:20,6,10
20230421WOSK0,문학,키움,SSG,finished,12374,18:29,21:16,2:47,1,3
20230421LTNC0,창원,롯데,NC,finished,12613,18:28,22:12,3:44,3,2
20230421SSHT0,광주,삼성,KIA,finished,6870,18:30,21:50,3:20,4,5
20230422LGHH0,한밭,LG,한화,finished,11152,17:00,19:54,2:54,3,0
20230422KTOB0,잠실,KT,두산,finished,13410,17:00,19:46,2:46,1,5
20230422WOSK0,문학,키움,SSG,finished,16535,17:00,19:33,2:33,2,3
20230422LTNC0,창원,롯데,NC,finished,15130,16:59,20:43,3:44,10,6
20230422SSHT0,광주,삼성,KIA,finished,12990,16:59,19:56,2:57,2,6
20230423LGHH0,한밭,LG,한화,finished,9023,14:00,17:36,3:36,6,7
20230423KTOB0,잠실,KT,두산,finished,10151,14:00,17:31,3:31,1,1
20230423WOSK0,문학,키움,SSG,finished,15878,14:00,17:33,3:33,7,9
20230423LTNC0,창원,롯데,NC,finished,13286,14:00,17:18,3:18,5,3
20230423SSHT0,광주,삼성,KIA,finished,10026,14:00,17:07,3:07,3,5
20230425SKLG0,잠실,SSG,LG,finished,7344,18:29,22:08,3:39,4,5
20230425HHLT0,잠실,한화,롯데,canceled,nan,,,,nan,nan
20230425OBSS0,잠실,두산,삼성,canceled,nan,,,,nan,nan
20230425NCHT0,광주,NC,KIA,finished,2216,18:30,21:49,3:19,6,0
20230425KTWO0,고척,KT,키움,finished,2956,18:30,21:12,2:42,0,1
20230426SKLG0,잠실,SSG,LG,finished,10419,18:30,21:42,3:12,5,3
20230426HHLT0,사직,한화,롯데,finished,7905,18:29,22:00,3:31,1,8
20230426OBSS0,대구,두산,삼성,finished,9213,18:29,21:28,2:59,0,1
20230426NCHT0,광주,NC,KIA,finished,4798,18:29,21:01,2:32,0,6
20230426KTWO0,고척,KT,키움,finished,2489,18:30,21:35,3:05,2,13
20230427SKLG0,잠실,SSG,LG,finished,13061,18:30,21:44,3:14,3,6
20230427HHLT0,사직,한화,롯데,finished,10393,18:30,21:14,2:44,0,3
20230427OBSS0,대구,두산,삼성,finished,8473,18:29,21:09,2:40,6,7
20230427NCHT0,광주,NC,KIA,finished,6017,18:30,21:08,2:38,0,5
20230427KTWO0,고척,KT,키움,finished,3024,18:30,21:48,3:18,1,3
20230428NCHH0,한밭,NC,한화,finished,7242,18:30,22:01,3:31,6,4
20230428HTLG0,잠실,KIA,LG,finished,22695,18:30,22:44,4:14,4,3
20230428OBSK0,문학,두산,SSG,finished,14909,18:30,21:35,3:05,1,4
20230428WOLT0,사직,키움,롯데,finished,14343,18:30,22:04,3:34,2,5
20230428SSKT0,수원,삼성,KT,finished,7314,18:31,22:31,4:00,10,9
20230429NCHH0,한밭,NC,한화,finished,7813,17:00,20:37,3:37,3,2
20230429HTLG0,잠실,KIA,LG,finished,23750,17:01,21:00,3:59,6,3
20230429OBSK0,문학,두산,SSG,finished,20180,16:59,20:39,3:40,4,10
20230429WOLT0,문학,키움,롯데,canceled,nan,,,,nan,nan
20230429SSKT0,수원,삼성,KT,finished,12039,17:00,20:10,3:10,3,2
20230430NCHH0,한밭,NC,한화,finished,10442,14:00,16:45,2:45,4,1
20230430HTLG0,잠실,KIA,LG,finished,23750,14:00,18:12,4:12,12,8
20230430OBSK0,문학,두산,SSG,finished,21026,13:59,16:41,2:42,2,0
20230430WOLT0,사직,키움,롯데,finished,22990,14:01,17:00,2:59,3,5
