player_id,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
66201,고봉재,두산,6.35,10,0,0,0,0,-,11 1/3,12,0,7,1,7,8,8,1.68
68220,곽빈,두산,2.9,23,12,7,0,0,0.632,127 1/3,96,7,58,5,106,44,41,1.21
77263,김강률,두산,4.21,32,1,0,1,7,1.000,25 2/3,23,2,12,2,21,14,12,1.36
51230,김동주,두산,4.14,18,3,6,0,0,0.333,78 1/3,73,5,35,4,59,37,36,1.38
67246,김명신,두산,3.65,70,3,3,1,24,0.500,79,72,3,27,6,65,34,32,1.25
68200,김민규,두산,4.32,6,0,0,0,0,-,8 1/3,6,0,4,2,5,5,4,1.2
53262,김유성,두산,9.95,7,0,0,0,0,-,6 1/3,6,2,12,0,6,7,7,2.84
68830,김정우,두산,9.45,7,0,0,0,0,-,6 2/3,11,1,7,0,6,7,7,2.7
68269,김호준,두산,12.0,3,0,0,0,0,-,3,3,1,4,0,2,4,4,2.33
53233,딜런,두산,8.0,2,0,1,0,0,0.000,9,10,2,5,0,2,9,8,1.67
68249,박신지,두산,5.54,15,0,0,0,0,-,26,39,1,11,3,15,16,16,1.92
65639,박정수,두산,4.17,25,1,0,1,0,1.000,36 2/3,37,1,18,6,28,22,17,1.5
67266,박치국,두산,3.59,62,5,3,2,11,0.625,52 2/3,54,3,21,5,48,22,21,1.42
53298,백승우,두산,0.0,6,0,0,0,0,-,4,3,0,3,1,1,0,0,1.5
52257,브랜든,두산,2.49,18,11,3,0,0,0.786,104 2/3,80,4,30,12,100,34,29,1.05
69045,알칸타라,두산,2.67,31,13,9,0,0,0.591,192,171,16,35,5,162,67,57,1.07
52204,이병헌,두산,4.67,36,0,0,0,5,-,27,25,2,22,1,28,16,14,1.74
64805,이승진,두산,0.0,1,0,0,0,0,-,2/3,1,0,1,1,1,4,0,3.0
66291,이영하,두산,5.49,36,5,3,0,4,0.625,39 1/3,40,2,21,4,28,27,24,1.55
52295,이원재,두산,27.0,1,0,0,0,0,-,1,3,0,3,0,0,3,3,6.0
62951,이형범,두산,6.51,23,1,0,0,1,1.000,27 2/3,40,2,12,3,13,23,20,1.88
74513,장원준,두산,5.27,11,3,5,0,0,0.375,41,53,4,11,2,24,27,24,1.56
68242,정철원,두산,3.96,67,7,6,13,11,0.538,72 2/3,66,8,32,2,55,36,32,1.35
50211,제환유,두산,13.5,1,0,0,0,0,-,2,3,0,4,0,2,4,3,3.5
51264,최승용,두산,3.97,34,3,6,1,0,0.333,111,116,9,34,4,82,54,49,1.35
67263,최원준,두산,4.93,26,3,10,0,0,0.231,107 2/3,119,11,28,12,71,60,59,1.37
52206,최지강,두산,5.32,25,2,1,0,2,0.667,22,16,0,20,1,14,13,13,1.64
61643,홍건희,두산,3.06,64,1,5,22,5,0.167,61 2/3,67,4,24,0,62,28,21,1.48
