player_id,H,2B,3B,HR,BB,HBP,SO,WP,BK,AVG
55460,32,2,0,4,17,3,50,0,0,0.193
55460,9,1,0,1,5,2,17,1,0,0.180
55460,3,0,0,1,4,0,5,1,0,0.167
55460,0,0,0,0,0,0,0,0,0,0.000
55460,2,0,0,0,1,0,2,0,0,0.250
55460,7,2,0,0,7,0,5,0,0,0.368
55460,3,0,0,0,1,1,3,0,0,0.333
55460,0,0,0,0,2,0,2,0,0,0.000
55460,24,3,0,2,20,3,34,2,0,0.211
55460,15,2,0,1,15,1,17,1,0,0.234
55460,4,0,0,0,0,2,0,0,0,0.148
55460,6,0,0,0,0,0,0,0,0,0.353
55460,3,1,0,0,0,0,0,0,0,0.300
55460,1,0,0,0,8,0,0,0,0,1.000
55460,7,1,0,1,0,3,0,0,0,0.368
55460,10,0,0,2,0,1,0,1,0,0.357
55460,3,0,0,1,0,0,0,0,0,0.273
55460,1,1,0,0,15,0,0,0,0,0.111
55460,4,0,0,1,0,0,16,0,0,0.160
55460,7,1,0,1,0,0,26,0,0,0.130
55460,7,1,0,0,0,0,23,1,0,0.156
55460,3,0,0,0,14,0,19,0,0,0.088
55460,11,1,0,2,2,0,13,0,0,0.196
55460,10,0,0,1,7,0,18,2,0,0.196
55460,9,1,0,1,11,2,17,0,0,0.170
55460,10,1,0,1,7,1,19,0,0,0.196
55460,9,1,0,0,5,1,11,0,0,0.209
55460,6,1,0,0,4,2,4,0,0,0.300
55460,1,0,0,1,1,0,2,0,0,0.167
55460,30,2,0,4,20,2,48,2,0,0.188
55460,25,3,0,1,16,4,34,0,0,0.219
55460,8,1,0,1,5,1,14,1,0,0.216
55460,9,2,0,2,2,1,5,0,0,0.237
55460,5,0,0,0,5,1,7,0,0,0.147
55460,11,2,0,0,3,1,9,0,0,0.314
55460,5,0,0,0,3,0,13,0,0,0.152
55460,4,0,0,0,7,1,8,0,0,0.148
55460,6,0,0,1,2,1,7,1,0,0.222
55460,2,0,0,2,4,0,12,0,0,0.077
55460,6,0,0,0,6,0,9,0,0,0.261
55460,17,3,0,3,7,2,19,1,0,0.227
55460,21,2,0,0,11,2,29,0,0,0.206
55460,18,0,0,3,19,2,36,1,0,0.175
55460,32,3,0,3,22,4,41,2,0,0.225
55460,24,2,0,3,15,2,43,0,0,0.174
55460,16,2,0,1,7,2,33,0,0,0.174
55460,24,2,0,3,11,2,30,2,0,0.238
55460,16,1,0,2,19,2,21,0,0,0.184
55532,51,10,0,3,28,1,72,0,0,0.235
55532,24,4,0,1,6,1,24,1,0,0.264
55532,7,2,0,0,5,1,5,0,0,0.233
55532,5,0,0,0,0,0,1,0,0,0.500
55532,2,0,0,1,2,0,1,1,0,0.154
55532,5,0,0,0,6,1,8,2,0,0.161
55532,1,0,0,0,0,0,2,1,0,0.091
55532,2,0,0,1,2,0,4,0,0,0.250
55532,46,6,0,3,21,3,45,5,0,0.237
55532,22,2,0,2,15,2,21,4,0,0.214
55532,17,2,0,1,0,2,0,0,0,0.386
55532,7,1,0,0,0,0,0,1,0,0.304
55532,3,1,0,1,0,0,0,0,0,0.429
55532,0,0,0,0,14,0,0,0,0,-
55532,14,1,0,0,0,0,0,0,0,0.298
55532,8,0,0,0,0,0,0,0,0,0.242
55532,4,1,0,0,0,0,0,1,0,0.222
55532,5,0,0,0,11,0,0,0,0,0.417
55532,6,3,0,0,0,0,29,0,0,0.125
55532,12,3,0,0,0,1,40,1,0,0.169
55532,16,4,0,2,0,1,34,0,0,0.211
55532,5,0,0,2,24,0,14,2,0,0.156
55532,20,5,0,1,9,0,21,2,0,0.278
55532,17,3,0,1,8,1,20,1,0,0.239
55532,13,2,0,0,7,0,24,0,0,0.194
55532,23,5,0,1,8,2,20,2,0,0.299
55532,13,0,0,2,10,1,16,0,0,0.200
55532,4,1,0,0,5,0,12,0,0,0.100
55532,7,0,0,1,2,0,4,0,0,0.368
55532,50,10,0,2,24,1,65,3,0,0.238
55532,40,6,0,3,23,3,48,2,0,0.220
55532,16,1,0,0,5,0,9,0,0,0.296
