player_id,일자,상대,구분,결과,ERA1,TBF,IP,H,HR,BB,HBP,SO,R,ER,ERA2
55460,2025-06-26,한화,선발,,0.00,15,5,1,0,0,0,4,0,0,0.0
55460,2025-07-02,두산,선발,패,1.80,19,5,3,0,2,0,7,1,1,0.9
55460,2025-07-08,NC,선발,,6.75,24,4,8,1,3,1,5,4,3,2.57
55460,2025-07-23,SSG,선발,승,0.00,22,7,3,0,0,0,6,0,0,1.71
55460,2025-07-29,한화,선발,승,0.00,23,6,5,0,1,0,6,0,0,1.33
55460,2025-08-03,LG,선발,패,3.60,26,5,1,0,8,1,3,4,2,1.69
55460,2025-08-09,KT,선발,패,4.50,24,6,3,1,2,1,10,3,3,2.13
55460,2025-08-15,롯데,선발,승,0.00,25,5 2/3,3,0,2,2,8,3,0,1.85
55460,2025-08-21,NC,선발,,6.75,28,6 2/3,6,4,4,0,4,5,5,2.5
55460,2025-08-27,두산,선발,승,0.00,20,5,2,0,2,0,8,1,0,2.28
55460,2025-09-03,키움,선발,,5.40,22,5,6,0,1,0,5,3,3,2.54
55460,2025-09-01,KIA,선발,패,1.50,23,6,4,0,2,0,8,1,1,2.44
55460,2025-09-16,롯데,선발,,0.00,24,5,3,0,6,1,6,1,0,2.27
55460,2025-09-23,두산,선발,,9.00,20,4,6,0,3,0,2,4,4,2.63
55460,2025-09-28,키움,선발,,3.00,12,3,2,0,1,0,2,1,1,2.64
55532,2025-05-27,삼성,선발,패,7.71,23,4 2/3,5,0,1,2,9,4,4,7.71
55532,2025-06-03,키움,선발,승,0.00,24,7,2,0,1,0,6,0,0,3.09
55532,2025-06-08,두산,선발,승,2.70,27,6 2/3,4,0,2,0,5,2,2,2.95
55532,2025-06-14,SSG,선발,승,1.50,25,6,7,0,1,0,6,1,1,2.59
55532,2025-06-02,삼성,선발,승,1.50,26,6,4,1,4,0,8,1,1,2.37
55532,2025-06-26,NC,선발,승,3.18,24,5 2/3,6,0,2,0,5,5,2,2.5
55532,2025-07-02,LG,선발,승,0.00,30,6 2/3,6,0,4,0,6,0,0,2.11
55532,2025-07-18,LG,선발,패,3.00,26,6,5,1,3,0,8,2,2,2.22
55532,2025-07-24,키움,선발,승,0.00,23,7,1,0,1,0,9,0,0,1.94
55532,2025-07-03,NC,선발,,3.60,24,5,8,0,3,0,6,2,2,2.08
55532,2025-08-05,KIA,선발,패,2.70,28,6 2/3,4,0,2,1,7,2,2,2.14
55532,2025-08-12,한화,선발,패,3.00,24,6,4,0,2,0,5,2,2,2.21
55532,2025-08-17,삼성,선발,,4.50,23,6,4,1,1,0,6,3,3,2.38
55532,2025-08-23,NC,선발,패,5.40,26,5,6,0,4,1,6,4,3,2.56
55532,2025-08-28,KT,선발,,0.00,25,6,4,0,4,0,6,0,0,2.39
55532,2025-09-03,KT,선발,,6.75,27,5 1/3,6,1,5,0,9,4,4,2.63
55532,2025-09-01,한화,선발,패,6.75,25,4,8,0,3,0,4,8,3,2.8
55532,2025-09-02,키움,선발,패,18.90,20,3 1/3,9,1,1,0,2,8,7,3.32
55532,2025-09-25,LG,선발,패,9.00,25,5,4,1,5,0,4,6,5,3.58
53006,2025-04-24,SSG,선발,패,12.00,16,3,2,0,5,0,0,4,4,12.0
53006,2025-07-26,삼성,구원,,81.00,10,2/3,5,1,2,1,1,6,6,24.55
50705,2025-09-02,KIA,구원,,9.00,7,1,1,0,2,1,2,1,1,9.0
50705,2025-09-09,롯데,구원,,0.00,3,1,0,0,0,0,0,0,0,4.5
50705,2025-09-14,키움,구원,,27.00,7,1,5,1,0,0,1,3,3,12.0
50705,2025-10-03,KT,구원,,0.00,3,1,0,0,0,0,2,0,0,9.0
64001,2025-03-25,두산,선발,,5.79,23,4 2/3,8,0,1,1,5,3,3,5.79
64001,2025-03-03,롯데,선발,,3.00,26,6,7,1,2,0,6,2,2,4.22
64001,2025-04-08,NC,선발,승,1.29,23,7,3,0,0,0,10,1,1,3.06
64001,2025-04-15,KIA,선발,,0.00,24,6,3,0,2,1,11,0,0,2.28
64001,2025-04-02,키움,선발,승,0.00,29,9,3,0,0,0,7,0,0,1.65
64001,2025-04-26,한화,선발,패,3.00,26,6,6,0,2,0,4,2,2,1.86
64001,2025-05-02,키움,선발,패,4.50,35,6,16,0,2,0,6,5,3,2.22
64001,2025-05-01,롯데,선발,패,11.57,26,4 2/3,11,1,2,0,3,8,6,3.1
64001,2025-05-15,삼성,선발,패,9.00,19,4,6,0,1,0,5,5,4,3.54
64001,2025-05-21,KIA,선발,승,1.29,30,7,8,0,1,0,4,1,1,3.28
64001,2025-05-27,두산,선발,승,1.17,28,7 2/3,3,0,0,2,9,1,1,3.04
64001,2025-06-07,SSG,선발,승,1.50,25,6,7,0,1,1,7,1,1,2.92
64001,2025-06-15,삼성,선발,승,3.00,29,6,10,0,2,0,4,3,2,2.93
64001,2025-06-27,롯데,선발,,23.63,18,2 2/3,9,1,1,0,3,7,7,3.59
64001,2025-07-03,키움,선발,승,1.50,22,6,3,1,0,1,6,1,1,3.45
64001,2025-07-01,SSG,선발,승,1.50,26,6,4,1,3,0,7,2,1,3.33
64001,2025-07-22,NC,선발,승,0.00,24,7,2,0,1,1,8,0,0,3.1
64001,2025-07-27,삼성,선발,,1.29,26,7,5,0,1,0,5,1,1,2.98
64001,2025-08-03,NC,구원,,0.00,9,2,1,0,1,1,4,0,0,2.93
64001,2025-08-07,한화,선발,,4.50,27,6,7,1,0,1,2,4,3,3.01
64001,2025-08-15,키움,선발,,1.29,27,7,4,1,0,0,6,2,1,2.91
64001,2025-08-21,SSG,선발,패,3.00,23,6,4,0,1,1,6,2,2,2.92
64001,2025-08-27,롯데,선발,승,1.50,27,6,8,0,2,0,5,1,1,2.85
64001,2025-09-02,NC,선발,패,9.00,26,5,8,0,0,3,6,5,5,3.07
64001,2025-09-09,두산,구원,,0.00,4,1,1,0,0,0,3,0,0,3.05
64001,2025-09-13,삼성,선발,,4.50,25,6,6,1,2,1,3,3,3,3.11
64001,2025-09-02,한화,선발,승,2.57,28,7,7,0,1,0,3,2,2,3.08
64001,2025-09-26,SSG,선발,패,5.40,20,5,6,1,0,1,6,3,3,3.16
64001,2025-09-03,NC,구원,패,20.25,10,1 1/3,4,1,1,0,0,5,3,3.3
72523,2025-05-01,KT,구원,홀,0.00,3,2/3,0,0,1,0,1,0,0,0.0
72523,2025-05-02,삼성,구원,패,-,3,0,2,0,1,0,0,3,3,40.5
72523,2025-05-04,삼성,구원,,0.00,3,1,0,0,1,0,0,0,0,16.2
72523,2025-05-06,LG,구원,,0.00,3,1,0,0,0,0,2,0,0,10.13
72523,2025-05-07,LG,구원,,0.00,2,1/3,1,0,0,0,0,0,0,9.0
72523,2025-05-01,NC,구원,,0.00,1,1/3,0,0,0,0,0,0,0,8.1
72523,2025-05-11,NC,구원,,0.00,2,1/3,1,0,0,0,0,0,0,7.36
72523,2025-05-13,한화,구원,홀,0.00,3,1,0,0,0,0,0,0,0,5.79
72523,2025-05-14,한화,구원,홀,9.00,3,1,1,1,0,0,0,1,1,6.35
72523,2025-05-17,KIA,구원,,0.00,4,2/3,1,0,1,0,0,0,0,5.68
72523,2025-05-18,KIA,구원,,0.00,4,2/3,2,0,0,0,0,0,0,5.14
72523,2025-05-02,SSG,구원,,-,1,0,1,0,0,0,0,0,0,5.14
72523,2025-05-22,SSG,구원,,0.00,3,1,1,0,0,0,1,0,0,4.5
72523,2025-05-23,NC,구원,,13.50,3,2/3,1,0,0,0,0,1,1,5.19
72523,2025-05-29,KT,구원,,81.00,5,1/3,2,1,2,0,0,3,3,8.0
72523,2025-06-03,KIA,구원,,0.00,4,1,1,0,0,0,2,0,0,7.2
72523,2025-06-04,KIA,구원,,0.00,1,1/3,0,0,0,0,0,0,0,6.97
72523,2025-06-05,KIA,구원,,0.00,2,2/3,0,0,0,0,1,0,0,6.55
72523,2025-06-07,롯데,구원,,-,2,0,2,0,0,0,0,1,1,7.36
72523,2025-06-01,한화,구원,,27.00,2,1/3,1,0,0,0,1,1,1,7.94
72523,2025-06-14,키움,구원,,-,2,0,1,0,1,0,0,0,0,7.94
72523,2025-06-26,SSG,구원,,0.00,3,1,0,0,0,0,0,0,0,7.3
72523,2025-06-27,NC,구원,,-,2,0,1,0,1,0,0,0,0,7.3
72523,2025-06-29,NC,구원,홀,0.00,1,1/3,0,0,0,0,0,0,0,7.11
72523,2025-07-02,삼성,구원,홀,0.00,3,1/3,0,0,1,0,0,0,0,6.92
72523,2025-07-03,삼성,구원,,-,1,0,0,0,1,0,0,1,1,7.62
72523,2025-07-22,한화,구원,,0.00,1,1/3,0,0,0,0,0,0,0,7.43
72523,2025-07-24,한화,구원,,0.00,1,1/3,0,0,0,0,1,0,0,7.24
72523,2025-07-25,LG,구원,홀,0.00,3,1,1,0,0,0,0,0,0,6.75
72523,2025-07-27,LG,구원,승,0.00,1,1/3,0,0,0,0,0,0,0,6.6
72523,2025-07-29,KIA,구원,,0.00,1,1/3,0,0,0,0,1,0,0,6.46
72523,2025-07-03,KIA,구원,,0.00,2,2/3,0,0,0,0,1,0,0,6.19
72523,2025-08-02,SSG,구원,홀,0.00,1,1/3,0,0,0,0,1,0,0,6.06
72523,2025-08-03,SSG,구원,홀,0.00,1,1/3,0,0,0,0,1,0,0,5.94
72523,2025-08-05,LG,구원,,27.00,3,1/3,2,1,0,0,0,1,1,6.35
72523,2025-08-09,키움,구원,홀,0.00,2,1/3,1,0,0,0,0,0,0,6.23
72523,2025-08-01,키움,구원,,0.00,1,1/3,0,0,0,0,1,0,0,6.11
72523,2025-08-12,NC,구원,,0.00,2,2/3,0,0,0,0,1,0,0,5.89
72523,2025-08-14,NC,구원,,0.00,3,2/3,0,0,0,1,0,0,0,5.68
72523,2025-08-15,KIA,구원,,0.00,2,1/3,0,0,1,0,1,0,0,5.59
72523,2025-08-17,KIA,구원,승,0.00,2,1/3,0,0,1,0,1,0,0,5.49
72523,2025-08-19,한화,구원,,-,2,0,0,0,2,0,0,0,0,5.49
72523,2025-08-22,KT,구원,,54.00,3,1/3,2,0,0,0,1,2,2,6.3
72523,2025-08-24,KT,구원,,-,1,0,1,1,0,0,0,1,1,6.75
72523,2025-08-27,삼성,구원,,9.00,6,1,3,0,0,0,1,1,1,6.86
53609,2025-03-22,NC,구원,,54.00,3,1/3,1,0,1,0,1,2,2,54.0
53609,2025-03-25,키움,구원,,0.00,3,1/3,0,0,1,1,0,0,0,27.0
53609,2025-03-27,키움,구원,홀,0.00,3,2/3,1,0,0,0,1,0,0,13.5
53609,2025-03-28,한화,구원,,-,3,0,0,0,2,1,0,2,2,27.0
53609,2025-04-02,삼성,구원,,0.00,2,2/3,0,0,1,0,0,0,0,18.0
53609,2025-04-06,LG,구원,,0.00,3,1,0,0,0,0,2,0,0,12.0
53609,2025-04-08,롯데,구원,홀,0.00,1,1/3,0,0,0,0,1,0,0,10.8
53609,2025-04-09,롯데,구원,홀,0.00,2,2/3,0,0,0,0,0,0,0,9.0
53609,2025-04-11,SSG,구원,,-,2,0,1,0,1,0,0,2,2,13.5
68220,2025-06-03,KIA,선발,패,9.00,15,3,1,0,4,1,6,3,3,9.0
68220,2025-06-08,롯데,선발,패,3.60,22,5,6,0,2,0,4,2,2,5.63
68220,2025-06-15,키움,선발,승,2.35,29,7 2/3,6,1,0,0,3,2,2,4.02
68220,2025-06-21,LG,선발,승,6.00,26,6,7,1,2,0,2,4,4,4.57
68220,2025-06-27,NC,선발,,10.13,28,5 1/3,9,1,1,1,6,7,6,5.67
68220,2025-07-03,삼성,선발,,0.00,22,6,2,0,3,0,5,0,0,4.64
68220,2025-07-09,롯데,선발,,1.29,29,7,5,0,2,0,5,3,1,4.05
68220,2025-07-02,SSG,선발,,1.29,26,7,2,1,2,0,6,1,1,3.64
68220,2025-07-26,LG,선발,,3.86,26,7,4,0,2,0,6,3,3,3.67
68220,2025-08-01,SSG,선발,패,3.60,23,5,6,0,2,0,8,3,2,3.66
68220,2025-08-07,LG,선발,,4.50,28,6,5,0,4,0,2,3,3,3.74
68220,2025-08-14,NC,선발,,7.20,24,5,8,2,1,0,4,4,4,3.99
68220,2025-08-02,한화,선발,승,6.35,25,5 2/3,6,0,3,0,4,4,4,4.16
68220,2025-08-26,삼성,선발,패,5.06,24,5 1/3,6,0,4,0,6,3,3,4.22
68220,2025-08-31,롯데,선발,패,5.40,25,5,6,1,2,0,8,3,3,4.29
68220,2025-09-09,KT,선발,패,7.11,24,6 1/3,5,1,1,0,7,5,5,4.48
68220,2025-09-16,키움,선발,패,5.40,23,5,6,0,3,0,6,3,3,4.53
68220,2025-09-22,SSG,선발,승,0.00,21,5,4,0,2,0,11,0,0,4.31
68220,2025-09-28,롯데,선발,승,2.57,25,7,2,1,1,0,8,2,2,4.2
63543,2025-03-23,LG,구원,,54.00,6,2/3,3,1,1,0,2,4,4,54.0
63543,2025-04-29,키움,구원,,0.00,5,1 1/3,0,0,0,1,1,0,0,18.0
