player_id,선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
62925,강진성,키움,1루수,4,2,19,0,0,17,1,2,1.000,0,0,0,-
54344,고영우,키움,3루수,4,2,19,1,0,1,3,0,0.800,0,0,0,-
54344,고영우,키움,유격수,1,0,1,0,0,0,0,0,-,0,0,0,-
54344,고영우,키움,2루수,6,2,32,1,0,8,11,0,0.950,0,0,0,-
55371,권혁빈,키움,좌익수,1,0,2,0,0,2,0,0,1.000,0,0,0,-
55371,권혁빈,키움,유격수,6,3,30,0,0,6,4,0,1.000,0,0,0,-
55371,권혁빈,키움,2루수,7,5,32,0,0,7,8,2,1.000,0,0,0,-
55371,권혁빈,키움,중견수,2,1,10,0,0,2,0,0,1.000,0,0,0,-
53312,김건희,키움,포수,104,85,731,5,2,532,64,7,0.992,11,54,28,34.1
53164,김동규,키움,투수,9,0,8,0,0,0,0,0,-,0,0,0,-
53344,김동헌,키움,포수,45,18,185,1,0,152,6,0,0.994,1,22,1,4.3
50304,김병휘,키움,유격수,2,0,4,0,0,0,2,0,1.000,0,0,0,-
50304,김병휘,키움,2루수,5,2,19 2/3,0,0,4,8,1,1.000,0,0,0,-
55359,김서준,키움,투수,4,0,5 1/3,0,0,0,1,0,1.000,0,0,0,-
66018,김선기,키움,투수,44,8,78,0,0,2,6,0,1.0,0,0,0,-
67828,김성민,키움,투수,29,0,25,0,1,0,2,0,1.0,0,0,0,-
54368,김연주,키움,투수,20,8,51 2/3,1,0,0,6,0,0.857,0,0,0,-
65898,김웅빈,키움,1루수,4,3,28,0,0,19,1,1,1.000,0,0,0,-
54319,김윤하,키움,투수,19,18,88,0,0,4,9,0,1.000,0,0,0,-
62332,김재현,키움,포수,62,41,353,4,0,277,28,6,0.987,1,31,12,27.9
64984,김태진,키움,3루수,1,0,1,0,0,0,0,0,-,0,0,0,-
64984,김태진,키움,유격수,34,23,217,6,0,27,58,7,0.934,0,0,0,-
64984,김태진,키움,2루수,64,48,430 2/3,3,0,93,138,29,0.987,0,0,0,-
55322,로젠버그,키움,투수,13,13,75 1/3,0,0,2,5,0,1.000,0,0,0,-
55342,메르세데스,키움,투수,8,8,46 1/3,2,0,0,4,0,0.667,0,0,0,-
52305,박수종,키움,좌익수,8,0,23 1/3,0,0,11,0,0,1.000,0,0,0,-
52305,박수종,키움,중견수,19,6,64,1,0,21,0,0,0.955,0,0,0,-
52305,박수종,키움,우익수,9,3,35 2/3,0,0,11,1,1,1.000,0,0,0,-
53301,박윤성,키움,투수,54,0,51 2/3,0,0,5,7,1,1.0,0,0,0,-
55394,박정훈,키움,투수,16,3,23,0,0,0,4,0,1.000,0,0,0,-
69328,박주성,키움,투수,18,6,52,1,0,5,8,0,0.929,0,0,0,-
50357,박주홍,키움,우익수,41,29,278 1/3,2,0,65,1,1,0.971,0,0,0,-
50357,박주홍,키움,중견수,14,8,66,1,0,28,1,1,0.967,0,0,0,-
50357,박주홍,키움,1루수,3,0,5,0,0,2,0,1,1.000,0,0,0,-
50357,박주홍,키움,좌익수,41,25,236 2/3,0,0,70,1,1,1.0,0,0,0,-
68305,변상권,키움,좌익수,3,2,15,0,0,5,0,0,1.000,0,0,0,-
68305,변상권,키움,우익수,2,0,1 2/3,0,0,0,0,0,-,0,0,0,-
53309,서유신,키움,2루수,2,2,17,0,0,3,4,0,1.000,0,0,0,-
53309,서유신,키움,3루수,2,0,2,0,0,0,0,0,-,0,0,0,-
53309,서유신,키움,유격수,1,0,1,1,0,0,0,0,0.000,0,0,0,-
54363,손현기,키움,투수,2,0,3,0,0,0,0,0,-,0,0,0,-
55300,손힘찬,키움,투수,4,0,4,0,0,0,1,0,1.000,0,0,0,-
65357,송성문,키움,3루수,111,108,935 1/3,13,0,103,202,29,0.959,0,0,0,-
65357,송성문,키움,2루수,25,23,188,1,0,54,63,13,0.992,0,0,0,-
54394,송지후,키움,유격수,2,0,3,0,0,1,1,0,1.000,0,0,0,-
54394,송지후,키움,3루수,1,0,3,0,0,0,1,0,1.000,0,0,0,-
54394,송지후,키움,2루수,30,25,212 1/3,2,0,53,74,8,0.984,0,0,0,-
55326,스톤,키움,우익수,13,13,114,1,0,19,2,0,0.955,0,0,0,-
55326,스톤,키움,좌익수,3,3,26,0,0,6,0,0,1.000,0,0,0,-
69045,알칸타라,키움,투수,19,19,121,1,0,5,13,0,0.947,0,0,0,-
67365,양지율,키움,투수,18,0,14,0,0,0,3,0,1.000,0,0,0,-
55370,양현종,키움,1루수,2,2,14,0,0,11,0,0,1.000,0,0,0,-
55370,양현종,키움,3루수,7,2,17,1,0,1,2,0,0.750,0,0,0,-
55392,어준서,키움,유격수,109,95,763,26,0,139,196,43,0.928,0,0,0,-
55392,어준서,키움,3루수,4,4,26,3,0,2,1,0,0.500,0,0,0,-
55393,여동욱,키움,1루수,3,3,21,1,0,20,0,2,0.952,0,0,0,-
55393,여동욱,키움,3루수,17,9,76,3,0,9,13,2,0.880,0,0,0,-
55339,염승원,키움,2루수,5,4,27,0,0,6,7,1,1.000,0,0,0,-
67116,오석주,키움,투수,53,0,58 1/3,0,0,5,9,0,1.0,0,0,0,-
78756,오선진,키움,2루수,23,9,97 1/3,1,0,27,25,7,0.981,0,0,0,-
78756,오선진,키움,유격수,51,20,228,3,0,40,48,11,0.967,0,0,0,-
78756,오선진,키움,3루수,24,9,102 2/3,0,0,7,22,3,1.000,0,0,0,-
78756,오선진,키움,1루수,8,1,19,0,0,19,1,1,1.000,0,0,0,-
54307,원성준,키움,좌익수,7,5,45,0,0,12,0,0,1.000,0,0,0,-
54307,원성준,키움,우익수,9,4,36,0,0,4,0,0,1.000,0,0,0,-
54307,원성준,키움,중견수,1,0,2,0,0,0,0,0,-,0,0,0,-
76118,원종현,키움,투수,61,0,54 1/3,1,0,4,7,0,0.917,0,0,0,-
55348,웰스,키움,투수,4,4,20,0,0,0,3,0,1.000,0,0,0,-
52395,윤석원,키움,투수,37,0,37 1/3,0,0,1,2,0,1.0,0,0,0,-
55396,윤현,키움,투수,17,3,22,0,0,1,1,0,1.000,0,0,0,-
50036,이강준,키움,투수,29,0,24 2/3,2,0,0,5,1,0.714,0,0,0,-
53302,이승원,키움,3루수,1,1,5,1,0,0,0,0,0.000,0,0,0,-
74163,이용규,키움,좌익수,2,1,8,0,0,2,0,0,1.000,0,0,0,-
74163,이용규,키움,우익수,2,0,3,0,0,1,0,0,1.000,0,0,0,-
74163,이용규,키움,중견수,7,7,52,1,0,17,0,0,0.944,0,0,0,-
75566,이원석,키움,1루수,1,0,2,0,0,4,0,1,1.000,0,0,0,-
54305,이재상,키움,유격수,1,1,2,1,0,0,0,0,0.000,0,0,0,-
54305,이재상,키움,3루수,1,0,2,0,0,0,0,0,-,0,0,0,-
