player_id,선수명,팀명,G,SBA,SB,CS,SB%,OOB,PKO
74540,강민호,삼성,136,3,3,0,100,7,0
64610,강한울,삼성,18,0,0,0,-,0,0
68407,공민규,삼성,12,0,0,0,-,0,0
62404,구자욱,삼성,129,17,13,4,76.5,10,1
61365,김대우,삼성,1,0,0,0,-,0,0
69442,김도환,삼성,1,0,0,0,-,0,0
66838,김동엽,삼성,8,0,0,0,-,0,0
51403,김동진,삼성,30,0,0,0,-,0,0
64793,김민수,삼성,9,0,0,0,-,0,0
67449,김성윤,삼성,32,4,3,1,75.0,0,0
52430,김영웅,삼성,126,11,9,2,81.8,1,0
53400,김재상,삼성,35,4,4,0,100,1,0
65132,김재성,삼성,10,0,0,0,-,0,0
65062,김재윤,삼성,3,0,0,0,-,0,0
52424,김재혁,삼성,35,4,2,2,50.0,2,0
50458,김지찬,삼성,135,46,42,4,91.3,1,2
62360,김태훈,삼성,1,0,0,0,-,0,0
65040,김태훈,삼성,12,0,0,0,-,0,0
61404,김헌곤,삼성,117,6,4,2,66.7,1,0
51417,김현준,삼성,79,2,2,0,100,1,0
54460,김호진,삼성,26,0,0,0,-,1,0
54400,디아즈,삼성,29,0,0,0,-,1,0
53404,류승민,삼성,5,0,0,0,-,0,0
62234,류지혁,삼성,100,15,11,4,73.3,4,1
54424,맥키넌,삼성,72,1,1,0,100,2,0
75125,박병호,삼성,120,4,4,0,100,1,0
66406,안주형,삼성,82,6,4,2,66.7,2,0
54408,양도근,삼성,16,0,0,0,-,0,0
69403,양우현,삼성,7,0,0,0,-,0,0
75421,오승환,삼성,2,0,0,0,-,0,0
54404,육선엽,삼성,1,0,0,0,-,0,0
68463,윤정빈,삼성,69,4,1,3,25.0,0,0
69428,이병헌,삼성,95,0,0,0,-,1,0
63960,이상민,삼성,1,0,0,0,-,0,0
66409,이성규,삼성,122,11,9,2,81.8,1,0
52415,이재현,삼성,109,3,2,1,66.7,2,0
51407,이창용,삼성,9,0,0,0,-,0,0
65586,전병우,삼성,58,1,0,1,0.0,0,0
67421,최지광,삼성,1,0,0,0,-,0,0
54444,카디네스,삼성,7,1,0,1,0.0,0,0
