player_id,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF
74540,강민호,삼성,0.303,136,452,403,48,122,19,1,19,200,77,0,6
64610,강한울,삼성,0.095,18,25,21,1,2,0,0,0,2,1,3,1
68407,공민규,삼성,0.071,12,17,14,1,1,0,0,1,4,2,0,0
62404,구자욱,삼성,0.343,129,568,493,92,169,39,1,33,309,115,2,6
61365,김대우,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0
69442,김도환,삼성,0.000,1,3,3,0,0,0,0,0,0,0,0,0
66838,김동엽,삼성,0.111,8,21,18,1,2,1,0,0,3,2,0,1
51403,김동진,삼성,0.108,30,42,37,5,4,0,0,1,7,2,2,0
64793,김민수,삼성,0.25,9,8,8,1,2,0,0,1,5,3,0,0
67449,김성윤,삼성,0.243,32,89,74,15,18,4,0,0,22,6,3,2
52430,김영웅,삼성,0.252,126,509,456,65,115,16,3,28,221,79,1,4
53400,김재상,삼성,0.238,35,91,84,13,20,4,0,2,30,12,1,1
65132,김재성,삼성,0.2,10,23,20,3,4,1,0,0,5,1,0,0
65062,김재윤,삼성,-,3,0,0,0,0,0,0,0,0,0,0,0
52424,김재혁,삼성,0.184,35,54,49,6,9,2,1,0,13,6,0,2
50458,김지찬,삼성,0.316,135,535,453,102,143,16,3,3,174,36,12,1
65040,김태훈,삼성,0.2,12,21,20,2,4,1,0,0,5,1,0,0
62360,김태훈,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0
61404,김헌곤,삼성,0.302,117,311,281,43,85,8,1,9,122,34,4,1
51417,김현준,삼성,0.224,79,205,183,23,41,10,1,0,53,11,4,3
54460,김호진,삼성,0.069,26,32,29,4,2,0,0,0,2,3,0,1
54400,디아즈,삼성,0.282,29,118,110,14,31,5,0,7,57,19,0,0
53404,류승민,삼성,0.000,5,3,1,1,0,0,0,0,0,0,0,0
62234,류지혁,삼성,0.258,100,348,302,43,78,9,1,3,98,36,5,2
54424,맥키넌,삼성,0.294,72,315,272,28,80,13,0,4,105,36,0,3
75125,박병호,삼성,0.231,120,406,350,52,81,7,0,23,157,70,0,2
66406,안주형,삼성,0.218,82,166,142,24,31,2,0,0,33,8,12,0
54408,양도근,삼성,0.174,16,29,23,5,4,0,1,0,6,2,1,0
69403,양우현,삼성,0.000,7,15,13,0,0,0,0,0,0,1,1,0
75421,오승환,삼성,-,2,0,0,0,0,0,0,0,0,0,0,0
54404,육선엽,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0
68463,윤정빈,삼성,0.286,69,188,161,26,46,4,1,7,73,20,0,2
69428,이병헌,삼성,0.248,95,166,145,9,36,4,0,1,43,9,2,0
63960,이상민,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0
66409,이성규,삼성,0.242,122,355,302,56,73,10,1,22,151,57,4,3
52415,이재현,삼성,0.26,109,458,389,71,101,18,1,14,163,66,0,3
51407,이창용,삼성,0.19,9,21,21,1,4,1,0,0,5,2,0,0
65586,전병우,삼성,0.225,58,128,111,17,25,5,0,5,45,14,0,2
67421,최지광,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0
54444,카디네스,삼성,0.333,7,25,24,2,8,2,0,2,16,5,0,0
