player_id,선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
74540,강민호,삼성,포수,120,95,803,2,1,631,53,9,0.997,6,72,22,23.4
64610,강한울,삼성,2루수,8,0,25,1,0,3,6,0,0.900,0,0,0,-
64610,강한울,삼성,3루수,9,3,41,0,0,1,14,2,1.0,0,0,0,-
64610,강한울,삼성,유격수,3,0,3,0,0,1,0,0,1.000,0,0,0,-
64610,강한울,삼성,1루수,1,0,1,0,0,1,0,0,1.000,0,0,0,-
68407,공민규,삼성,3루수,9,4,33,1,0,1,7,0,0.889,0,0,0,-
68407,공민규,삼성,1루수,2,0,5,0,0,5,2,0,1.000,0,0,0,-
62404,구자욱,삼성,좌익수,100,98,802,1,0,188,4,1,0.995,0,0,0,-
62404,구자욱,삼성,우익수,4,4,37 1/3,0,0,13,0,0,1.000,0,0,0,-
61365,김대우,삼성,투수,32,1,34 1/3,1,0,0,4,0,0.8,0,0,0,-
54401,김대호,삼성,투수,1,1,4,0,0,0,1,0,1.000,0,0,0,-
69442,김도환,삼성,포수,1,1,6,0,0,5,0,0,1.000,0,2,0,0.0
51403,김동진,삼성,2루수,23,8,91,0,0,17,31,5,1.0,0,0,0,-
51403,김동진,삼성,3루수,6,2,25,0,0,3,5,1,1.000,0,0,0,-
68403,김무신,삼성,투수,4,0,5 1/3,0,0,0,1,0,1.000,0,0,0,-
64793,김민수,삼성,포수,8,1,23,0,0,12,2,0,1.000,0,2,1,33.3
67449,김성윤,삼성,좌익수,1,1,8,0,0,3,0,0,1.000,0,0,0,-
67449,김성윤,삼성,우익수,11,7,63 1/3,0,0,14,1,0,1.0,0,0,0,-
67449,김성윤,삼성,중견수,24,9,105 1/3,0,0,32,1,1,1.0,0,0,0,-
52430,김영웅,삼성,3루수,87,76,639 1/3,10,0,62,115,6,0.947,0,0,0,-
52430,김영웅,삼성,유격수,38,33,304 2/3,5,0,70,82,24,0.968,0,0,0,-
52430,김영웅,삼성,2루수,7,5,35,0,0,9,3,0,1.000,0,0,0,-
53400,김재상,삼성,유격수,1,0,1,0,0,0,2,0,1.000,0,0,0,-
53400,김재상,삼성,3루수,2,0,3,0,0,0,1,0,1.000,0,0,0,-
53400,김재상,삼성,2루수,32,24,205 1/3,2,0,36,63,11,0.98,0,0,0,-
65132,김재성,삼성,포수,7,2,29,0,0,20,3,0,1.000,1,5,1,16.7
65132,김재성,삼성,1루수,1,1,5,1,0,3,0,1,0.750,0,0,0,-
65062,김재윤,삼성,투수,65,0,66,0,0,1,10,0,1.0,0,0,0,-
52424,김재혁,삼성,우익수,11,2,23,1,0,5,0,0,0.833,0,0,0,-
52424,김재혁,삼성,좌익수,5,2,23,0,0,10,0,0,1.000,0,0,0,-
52424,김재혁,삼성,1루수,4,4,31,0,0,21,4,4,1.000,0,0,0,-
52424,김재혁,삼성,중견수,11,1,27,0,0,6,0,0,1.0,0,0,0,-
50458,김지찬,삼성,2루수,10,0,14,0,0,3,1,0,1.0,0,0,0,-
50458,김지찬,삼성,중견수,117,103,859,3,0,259,0,0,0.989,0,0,0,-
62360,김태훈,삼성,투수,56,0,52 1/3,1,1,5,7,1,0.923,0,0,0,-
65040,김태훈,삼성,좌익수,3,0,11 2/3,0,0,0,0,0,-,0,0,0,-
65040,김태훈,삼성,우익수,4,2,20,0,0,6,0,0,1.000,0,0,0,-
61404,김헌곤,삼성,좌익수,65,27,305,0,0,76,0,0,1.0,0,0,0,-
61404,김헌곤,삼성,우익수,48,38,300 1/3,1,0,86,0,0,0.989,0,0,0,-
61404,김헌곤,삼성,중견수,5,1,16,0,0,3,0,0,1.000,0,0,0,-
51417,김현준,삼성,좌익수,9,6,50 1/3,0,0,10,0,0,1.0,0,0,0,-
51417,김현준,삼성,중견수,33,12,130 1/3,0,0,48,3,1,1.0,0,0,0,-
51417,김현준,삼성,우익수,40,24,218 1/3,1,0,62,1,0,0.984,0,0,0,-
54460,김호진,삼성,2루수,2,0,6,0,0,1,2,0,1.000,0,0,0,-
54460,김호진,삼성,유격수,9,2,26,0,0,2,0,0,1.0,0,0,0,-
54460,김호진,삼성,1루수,1,0,1,0,0,0,0,0,-,0,0,0,-
54460,김호진,삼성,3루수,12,5,47,0,0,3,10,1,1.0,0,0,0,-
54400,디아즈,삼성,1루수,18,18,151,1,0,121,14,11,0.993,0,0,0,-
54443,레예스,삼성,투수,26,26,144,0,0,9,10,1,1.0,0,0,0,-
53404,류승민,삼성,우익수,4,0,7,0,0,3,0,0,1.000,0,0,0,-
62234,류지혁,삼성,3루수,28,19,179 1/3,2,0,20,26,3,0.958,0,0,0,-
62234,류지혁,삼성,1루수,13,3,44 2/3,0,0,34,2,3,1.0,0,0,0,-
62234,류지혁,삼성,2루수,74,62,461,5,0,104,114,22,0.978,0,0,0,-
54424,맥키넌,삼성,1루수,50,49,423 1/3,4,0,336,33,20,0.989,0,0,0,-
54424,맥키넌,삼성,3루수,6,4,36 2/3,1,0,3,3,0,0.857,0,0,0,-
75125,박병호,삼성,1루수,63,52,476,4,0,412,43,37,0.991,0,0,0,-
