player_id,일자,상대,AVG1,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,AVG2
69064,09.05,롯데,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000
74540,03.23,KT,0.500,5,4,2,2,0,0,1,1,0,0,1,0,0,1,0.500
74540,03.24,KT,0.333,4,3,1,1,0,0,0,1,0,0,1,0,0,0,0.429
74540,03.26,LG,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.375
74540,03.27,LG,0.250,5,4,0,1,0,0,0,0,0,0,1,0,1,0,0.333
74540,03.28,LG,0.333,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0.333
74540,03.29,SSG,0.000,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0.263
74540,03.30,SSG,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.250
74540,03.31,SSG,0.000,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0.208
74540,04.02,키움,0.333,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0.222
74540,04.04,키움,0.000,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0.200
74540,04.05,KIA,0.000,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0.176
74540,04.06,KIA,0.000,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0.171
74540,04.07,KIA,0.250,5,4,0,1,0,0,0,2,0,0,0,0,1,0,0.179
74540,04.09,롯데,0.000,5,4,1,0,0,0,0,0,0,0,1,0,1,0,0.163
74540,04.10,롯데,-,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0.163
74540,04.11,롯데,0.500,4,4,1,2,0,0,1,2,0,0,0,0,0,0,0.191
74540,04.12,NC,0.667,4,3,0,2,0,0,0,2,0,0,1,0,0,0,0.220
74540,04.13,NC,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.216
74540,04.14,NC,0.250,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0.218
74540,04.16,두산,0.333,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0.224
74540,04.17,두산,0.600,5,5,1,3,1,0,0,0,0,0,0,0,0,2,0.254
74540,04.18,두산,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254
74540,04.19,한화,0.000,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0.242
