game_id,player_id,일자,상대,구분,결과,ERA1,TBF,IP,H,HR,BB,HBP,SO,R,ER,ERA2
20240323SSKT0,53006,2024-03-23,삼성,구원,,0.00,4,2/3,1,0,1,0,2,0,0,0.0
20240324SSKT0,53006,2024-03-24,삼성,구원,,0.00,5,1,1,0,2,0,0,0,0,0.0
20240326OBKT0,53006,2024-03-26,두산,구원,,9.00,5,1,2,0,0,0,0,1,1,3.38
20240623LGKT0,53006,2024-06-23,LG,선발,패,27.00,10,1 1/3,4,1,1,1,1,4,4,11.25
20240512LTLG0,51143,2024-05-12,롯데,선발,,20.25,9,1 1/3,2,1,3,0,2,3,3,20.25
20240327OBKT0,64001,2024-03-27,두산,선발,패,20.25,25,4,13,0,1,0,2,9,9,20.25
20240402HTKT0,64001,2024-04-02,KIA,선발,승,0.00,26,6,7,0,0,0,4,0,0,8.1
20240619LTKT0,64001,2024-06-19,롯데,선발,패,10.80,24,5,9,0,0,0,4,6,6,9.0
20240625SKKT0,64001,2024-06-25,SSG,선발,승,0.00,23,7,2,0,0,0,5,0,0,6.14
20240603SSKT0,64001,2024-06-03,삼성,선발,,0.00,24,6 1/3,6,0,2,0,5,1,0,4.76
20240712LTKT0,64001,2024-07-12,롯데,선발,,6.35,31,5 2/3,12,0,2,1,6,4,4,5.03
20240718WOKT0,64001,2024-07-18,키움,선발,,9.00,27,5,11,0,2,0,2,5,5,5.54
20240725SKKT0,64001,2024-07-25,SSG,선발,승,1.29,29,7,6,0,0,2,4,1,1,4.89
20240731HHKT0,64001,2024-07-31,한화,선발,패,7.20,27,5,11,2,0,1,4,7,4,5.12
20240806HTKT0,64001,2024-08-06,KIA,선발,패,1.42,27,6 1/3,5,0,2,0,2,2,1,4.71
20240811LTKT0,64001,2024-08-11,롯데,선발,패,18.00,25,4,12,2,1,0,2,8,8,5.58
20240817OBKT0,64001,2024-08-17,두산,선발,패,3.60,24,5,9,0,0,2,6,2,2,5.43
20240823SKKT0,64001,2024-08-23,SSG,선발,승,4.50,28,6,10,0,0,1,9,3,3,5.35
20240829LGKT0,64001,2024-08-29,LG,선발,,9.64,26,4 2/3,9,0,1,1,7,5,5,5.61
20240906NCKT0,64001,2024-09-06,NC,선발,승,4.50,27,6,8,0,0,3,5,3,3,5.53
20240914OBKT0,64001,2024-09-14,두산,선발,패,1.50,22,6,4,0,1,0,4,2,1,5.26
20240921SKKT0,64001,2024-09-21,SSG,선발,패,3.00,25,6,6,2,2,0,4,2,2,5.12
20240928WOKT0,64001,2024-09-28,키움,구원,승,1.80,16,5,1,0,0,0,4,1,1,4.95
20240323LTSK0,72523,2024-03-23,롯데,구원,홀,0.00,4,2/3,1,0,1,0,2,0,0,0.0
20240324LTSK0,72523,2024-03-24,롯데,구원,홀,0.00,3,2/3,0,0,1,0,2,0,0,0.0
20240303SSSK0,72523,2024-03-03,삼성,구원,,27.00,4,1/3,1,0,2,0,0,1,1,5.4
20240331SSSK0,72523,2024-03-31,삼성,구원,,0.00,3,1,0,0,0,0,0,0,0,3.38
20240402OBSK0,72523,2024-04-02,두산,구원,홀,0.00,3,1,0,0,1,0,0,0,0,2.45
20240403OBSK0,72523,2024-04-03,두산,구원,승,0.00,4,1,1,0,0,0,3,0,0,1.93
20240406NCSK0,72523,2024-04-06,NC,구원,,0.00,4,1,1,0,0,0,1,0,0,1.59
20240409WOSK0,72523,2024-04-09,키움,구원,,0.00,4,1,1,0,0,0,1,0,0,1.35
20240401WOSK0,72523,2024-04-01,키움,구원,,0.00,3,1,0,0,0,0,2,0,0,1.17
20240413KTSK0,72523,2024-04-13,KT,구원,홀,0.00,2,2/3,0,0,0,0,1,0,0,1.08
20240414KTSK0,72523,2024-04-14,KT,구원,,0.00,5,1,0,0,2,0,1,0,0,0.96
20240416HTSK0,72523,2024-04-16,KIA,구원,,13.50,4,2/3,2,1,0,0,0,1,1,1.8
20240418HTSK0,72523,2024-04-18,KIA,구원,홀,0.00,3,2/3,0,0,1,0,2,0,0,1.69
20240421LGSK0,72523,2024-04-21,LG,구원,,40.50,5,2/3,0,0,3,0,2,3,3,3.97
20240425LTSK0,72523,2024-04-25,롯데,구원,,0.00,4,1,0,0,1,0,2,0,0,3.65
20240403HHSK0,72523,2024-04-03,한화,구원,,27.00,4,1/3,2,0,1,0,1,1,1,4.26
20240502HHSK0,72523,2024-05-02,한화,구원,승,0.00,4,1,0,0,1,0,0,0,0,3.95
20240504NCSK0,72523,2024-05-04,NC,구원,,40.50,5,2/3,2,0,1,0,1,3,3,5.65
20240604SSSK0,72523,2024-06-04,삼성,구원,,0.00,6,1 1/3,1,0,1,0,2,0,0,5.17
20240605SSSK0,72523,2024-06-05,삼성,구원,,9.00,5,1,2,1,0,0,0,1,1,5.4
20240607LTSK0,72523,2024-06-07,롯데,구원,,9.00,6,1,1,0,1,1,1,2,1,5.6
