player_id,선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
61353,고종욱,KIA,좌익수,8,3,25,0,0,4,0,0,1.000,0,0,0,-
53609,곽도규,KIA,투수,71,0,55 2/3,3,0,3,7,0,0.769,0,0,0,-
76225,김건국,KIA,투수,20,3,34 1/3,0,1,0,2,0,1.000,0,0,0,-
66614,김규성,KIA,1루수,9,0,13,1,0,15,1,3,0.941,0,0,0,-
66614,김규성,KIA,3루수,7,2,22,0,0,2,4,1,1.000,0,0,0,-
66614,김규성,KIA,유격수,9,0,20 2/3,1,0,4,6,0,0.909,0,0,0,-
66614,김규성,KIA,2루수,1,0,1,1,0,1,0,0,0.500,0,0,0,-
69620,김기훈,KIA,투수,17,0,19 1/3,0,0,1,2,0,1.000,0,0,0,-
60337,김대유,KIA,투수,37,0,25,0,0,0,2,0,1.0,0,0,0,-
52605,김도영,KIA,3루수,134,132,1111,30,0,77,216,26,0.907,0,0,0,-
52605,김도영,KIA,유격수,1,0,2,0,0,0,0,0,-,0,0,0,-
69745,김도현,KIA,투수,35,10,75,1,1,4,9,1,0.929,0,0,0,-
54614,김두현,KIA,유격수,2,1,10,2,0,0,3,1,0.600,0,0,0,-
54614,김두현,KIA,2루수,1,1,5,0,0,2,1,1,1.000,0,0,0,-
54608,김민재,KIA,투수,4,0,4,0,0,0,0,0,-,0,0,0,-
54645,김민주,KIA,투수,2,0,1,0,0,0,0,0,-,0,0,0,-
63894,김사윤,KIA,투수,23,2,37,1,0,0,6,1,0.857,0,0,0,-
78603,김선빈,KIA,유격수,2,0,3,0,0,1,2,0,1.000,0,0,0,-
78603,김선빈,KIA,2루수,115,112,884,10,0,206,284,66,0.98,0,0,0,-
78603,김선빈,KIA,3루수,2,0,4,0,0,0,0,0,-,0,0,0,-
78603,김선빈,KIA,1루수,1,0,1,0,0,2,0,0,1.000,0,0,0,-
66492,김승현,KIA,투수,14,0,18,2,0,0,3,0,0.600,0,0,0,-
78122,김태군,KIA,포수,101,82,641,6,0,567,38,4,0.99,3,60,11,15.5
69516,김현수,KIA,투수,5,0,5,0,0,0,0,0,-,0,0,0,-
65653,김호령,KIA,중견수,61,9,177,2,0,62,0,0,0.969,0,0,0,-
62947,나성범,KIA,우익수,67,67,505,1,0,91,5,1,0.99,0,0,0,-
54640,네일,KIA,투수,26,26,149 1/3,3,1,7,30,4,0.925,0,0,0,-
54666,라우어,KIA,투수,7,7,34 2/3,2,1,1,5,0,0.750,0,0,0,-
50657,박민,KIA,유격수,10,4,40,3,0,9,13,4,0.880,0,0,0,-
50657,박민,KIA,3루수,3,0,4,0,0,0,0,0,-,0,0,0,-
50657,박민,KIA,2루수,4,4,28,3,0,1,10,3,0.786,0,0,0,-
67609,박정우,KIA,중견수,47,5,115 1/3,2,0,29,2,1,0.939,0,0,0,-
67609,박정우,KIA,좌익수,21,2,46 1/3,0,0,17,0,0,1.000,0,0,0,-
67609,박정우,KIA,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
67609,박정우,KIA,우익수,7,2,25,1,0,6,0,0,0.857,0,0,0,-
63638,박준표,KIA,투수,8,0,6,0,0,0,1,0,1.000,0,0,0,-
64646,박찬호,KIA,유격수,132,129,1120 1/3,23,0,213,328,72,0.959,0,0,0,-
69727,변우혁,KIA,3루수,15,5,74,1,0,6,15,1,0.955,0,0,0,-
69727,변우혁,KIA,1루수,53,38,314,2,0,277,11,30,0.993,0,0,0,-
78168,서건창,KIA,2루수,34,18,158,1,0,34,51,11,0.988,0,0,0,-
