player_id,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
53609,곽도규,KIA,3.56,71,4,2,2,16,0.667,55 2/3,43,4,34,4,64,24,22,1.38
76225,김건국,KIA,7.86,20,0,1,0,0,0.000,34 1/3,48,5,14,2,20,33,30,1.81
69620,김기훈,KIA,5.03,17,1,0,0,0,1.000,19 2/3,16,1,15,3,17,13,11,1.58
60337,김대유,KIA,8.28,37,0,0,0,8,-,25,35,4,12,2,26,23,23,1.88
69745,김도현,KIA,4.92,35,4,6,0,3,0.400,75,87,9,31,9,59,45,41,1.57
54645,김민주,KIA,9.0,2,0,0,0,0,-,1,3,0,1,0,2,2,1,4.0
63894,김사윤,KIA,4.62,23,0,1,1,0,0.000,37,40,2,25,5,36,29,19,1.76
66492,김승현,KIA,4.0,15,1,0,0,0,1.000,18,23,3,7,0,11,12,8,1.67
54640,네일,KIA,2.53,26,12,5,0,0,0.706,149 1/3,154,11,35,9,138,69,42,1.27
54666,라우어,KIA,4.93,7,2,2,0,0,0.500,34 2/3,35,3,12,3,37,19,19,1.36
67609,박정우,KIA,0.0,1,0,0,0,0,-,1,0,0,0,0,2,0,0,0.0
63638,박준표,KIA,6.0,8,0,0,0,1,-,6,10,0,3,1,4,4,4,2.17
54615,스타우트,KIA,5.06,4,1,1,0,0,0.500,16,17,2,5,3,20,10,9,1.38
54664,알드레드,KIA,4.53,9,3,2,0,0,0.600,43 2/3,38,4,17,2,52,24,22,1.26
77637,양현종,KIA,4.1,29,11,5,0,0,0.688,171 1/3,174,21,41,6,129,86,78,1.25
67640,유승철,KIA,5.4,5,0,0,0,0,-,5,3,0,7,0,4,3,3,2.0
50604,유지성,KIA,7.71,3,0,0,0,0,-,2 1/3,5,1,0,1,3,4,2,2.14
53613,윤영철,KIA,4.19,18,7,4,0,0,0.636,81 2/3,82,8,43,1,58,44,38,1.53
68619,윤중현,KIA,13.94,11,0,0,0,0,-,10 1/3,22,4,9,3,4,17,16,3.0
51648,이의리,KIA,5.4,4,1,0,0,0,1.000,13 1/3,17,3,14,0,14,10,8,2.33
65665,이준영,KIA,3.86,56,4,0,0,9,1.000,35,37,5,17,2,33,21,15,1.54
62951,이형범,KIA,7.8,16,0,1,0,2,0.000,15,26,2,7,5,9,17,13,2.2
62754,임기영,KIA,6.31,37,6,2,0,2,0.750,45 2/3,61,8,17,1,36,35,32,1.71
50641,장재혁,KIA,0.0,1,0,0,0,0,-,1 1/3,2,0,1,0,0,0,0,2.25
63950,장현식,KIA,3.94,75,5,4,0,16,0.556,75 1/3,75,8,34,2,75,41,33,1.45
66609,전상현,KIA,4.09,66,10,5,7,19,0.667,66,55,5,20,5,54,32,30,1.14
50662,정해영,KIA,2.49,53,2,3,31,1,0.400,50 2/3,47,8,16,1,50,14,14,1.24
52639,최지민,KIA,5.09,56,3,3,3,12,0.500,46,44,2,40,4,37,28,26,1.83
54612,크로우,KIA,3.57,8,5,1,0,0,0.833,40 1/3,41,2,12,1,43,19,16,1.31
52641,황동하,KIA,4.44,25,5,7,0,0,0.417,103 1/3,109,13,44,8,81,64,51,1.48
