player_id,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
72523,고효준,SSG,4.50,73,4,1,0,13,0.800,58,49,3,42,3,66,31,29,1.57
77829,김광현,SSG,3.53,30,9,8,0,0,0.529,168 1/3,163,11,70,2,119,75,66,1.38
65411,김주온,SSG,81.00,1,0,0,0,0,-,1/3,2,0,1,1,1,3,3,9.00
66859,김주한,SSG,-,1,0,0,0,0,-,0,2,1,1,0,0,3,3,-
73211,노경은,SSG,3.58,76,9,5,2,30,0.643,83,78,4,36,4,65,33,33,1.37
53833,맥카티,SSG,3.39,24,9,5,0,0,0.643,130,124,10,45,1,116,58,49,1.30
62869,문승원,SSG,5.23,50,5,8,1,9,0.385,105,138,12,35,6,65,67,61,1.65
64893,박민호,SSG,0.90,10,0,0,0,0,-,10,14,0,1,2,4,3,1,1.50
60841,박종훈,SSG,6.19,18,2,6,0,0,0.250,80,77,8,60,19,56,57,55,1.71
69839,백승건,SSG,4.97,25,2,2,0,3,0.500,38,41,7,17,0,29,24,21,1.53
64896,서동민,SSG,0.00,2,0,0,0,0,-,1,0,0,3,0,1,0,0,3.00
69803,서상준,SSG,0.00,2,0,0,0,0,-,2,1,0,5,0,3,3,0,3.00
61895,서진용,SSG,2.59,69,5,4,42,0,0.556,73,63,3,49,4,64,22,21,1.53
53898,송영진,SSG,5.70,17,3,3,0,0,0.500,47 1/3,46,3,31,2,38,35,30,1.63
52873,신헌민,SSG,6.00,11,0,0,0,0,-,12,19,1,6,0,8,10,8,2.08
53825,엘리아스,SSG,3.70,22,8,6,0,0,0.571,131 1/3,140,12,33,6,93,58,54,1.32
50859,오원석,SSG,5.23,28,8,10,0,0,0.444,144 2/3,158,11,69,9,88,92,84,1.57
64861,이건욱,SSG,2.09,27,1,0,0,0,1.000,38 2/3,31,0,25,2,31,13,9,1.45
52868,이기순,SSG,9.00,2,0,0,0,0,-,3,3,1,4,0,3,3,3,2.33
53892,이로운,SSG,5.62,50,6,1,0,5,0.857,57 2/3,67,7,29,1,52,39,36,1.66
62611,임준섭,SSG,5.79,41,0,2,0,4,0.000,32 2/3,44,1,19,1,26,25,21,1.93
65058,정성곤,SSG,10.38,6,0,0,0,0,-,4 1/3,8,2,7,0,3,9,5,3.46
68848,조성훈,SSG,6.43,2,0,1,0,0,0.000,7,10,0,4,2,4,5,5,2.00
68856,최민준,SSG,4.20,53,5,3,1,7,0.625,60,75,7,19,1,37,29,28,1.57
68092,한두솔,SSG,9.00,1,0,0,0,0,-,1,1,0,1,1,2,1,1,2.00
