game_id,player_id,일자,상대,구분,결과,ERA1,TBF,IP,H,HR,BB,HBP,SO,R,ER,ERA2
20210503SKHH0,50705,2021-05-03,SSG,구원,,0,8,2,2,0,1,0,1,0,0,0.71
20210606NCHH0,50705,2021-06-06,NC,구원,승,0,8,1 2/3,2,0,1,0,1,0,0,0.67
20210608WOHH0,50705,2021-06-08,키움,구원,세,0,4,1 1/3,0,0,0,0,2,0,0,0.64
20210601WOHH0,50705,2021-06-01,키움,구원,,0,6,1 1/3,1,0,0,0,1,0,0,0.61
20210611KTHH0,50705,2021-06-11,KT,구원,홀,0,4,1 1/3,1,0,0,0,0,0,0,0.58
20210615LTHH0,50705,2021-06-15,롯데,구원,홀,0,7,2,1,0,0,0,2,0,0,0.55
20210618SKHH0,50705,2021-06-18,SSG,구원,,0,7,1 1/3,1,0,2,0,2,0,0,0.52
20210602SKHH0,50705,2021-06-02,SSG,구원,,0,5,1 1/3,1,0,0,0,0,0,0,0.5
20210624SSHH0,50705,2021-06-24,삼성,구원,,0,8,2,2,0,0,0,1,0,0,0.48
20210603OBHH0,50705,2021-06-03,두산,구원,,0,6,1 1/3,1,0,1,0,1,0,0,0.46
20210702LGHH0,50705,2021-07-02,LG,구원,,27,4,02월 03일,2,0,0,0,2,2,2,0.91
20210705LGHH0,50705,2021-07-05,LG,구원,,5.4,9,1 2/3,2,0,2,0,0,1,1,1.09
20210707HTHH0,50705,2021-07-07,KIA,구원,,0,3,1,0,0,0,0,1,0,0,1.06
20210701SKHH0,50705,2021-07-01,SSG,구원,홀,0,5,1,0,0,2,0,1,0,0,1.04
20210811HTHH0,50705,2021-08-11,KIA,구원,,0,5,1,1,0,1,0,2,0,0,1.02
20210814NCHH0,50705,2021-08-14,NC,구원,,9,5,1,2,0,0,0,1,1,1,1.19
20210821OBHH0,50705,2021-08-21,두산,구원,,27,4,01월 03일,2,0,1,0,0,1,1,1.38
20210825WOHH0,50705,2021-08-25,키움,구원,,0,1,01월 03일,0,0,0,0,0,0,0,1.37
20210826WOHH0,50705,2021-08-26,키움,구원,,13.5,7,1 1/3,2,0,1,0,0,2,2,1.71
20210829NCHH0,50705,2021-08-29,NC,구원,홀,0,4,1 1/3,1,0,0,0,0,0,0,1.66
20210903LTHH0,50705,2021-09-03,롯데,구원,,0,4,1,1,0,0,0,1,0,0,1.63
20210905HTHH0,50705,2021-09-05,KIA,구원,,0,5,1,1,0,1,0,2,0,0,1.6
20210911SSHH0,50705,2021-09-11,삼성,구원,,9,6,1,1,0,1,1,1,1,1,1.74
20210912SSHH0,50705,2021-09-12,삼성,구원,,0,2,01월 03일,0,0,0,0,0,0,0,1.73
20210912SSHH0,50705,2021-09-12,삼성,구원,,18,7,1,3,0,1,0,3,2,2,2.04
20210915SKHH0,50705,2021-09-15,SSG,구원,,0,2,01월 03일,0,0,0,1,1,0,0,2.03
20210916WOHH0,50705,2021-09-16,키움,구원,홀,0,2,01월 03일,0,0,0,0,0,0,0,2.01
20210919LTHH0,50705,2021-09-19,롯데,구원,,0,3,02월 03일,0,0,1,0,0,0,0,1.99
20210921LGHH0,50705,2021-09-21,LG,구원,홀,0,1,01월 03일,0,0,0,0,0,0,0,1.98
20210924KTHH0,50705,2021-09-24,KT,구원,홀,0,4,1,1,0,0,0,1,0,0,1.94
20210925OBHH0,50705,2021-09-25,두산,구원,,0,3,02월 03일,1,0,0,0,0,0,0,1.92
20211002HTHH0,50705,2021-10-02,KIA,구원,홀,0,3,1,0,0,0,0,0,0,0,1.88
20211005OBHH0,50705,2021-10-05,두산,구원,세,0,4,1,2,0,0,0,0,0,0,1.85
20211006OBHH0,50705,2021-10-06,두산,구원,패,27,4,02월 03일,2,1,0,0,1,2,2,2.14
20211001HTHH0,50705,2021-10-01,KIA,구원,,0,4,1,0,0,1,0,0,0,0,2.1
20211017KTHH0,50705,2021-10-17,KT,구원,세,0,3,1,0,0,1,0,1,0,0,2.07
20211023LTHH0,50705,2021-10-23,롯데,구원,,6.75,7,1 1/3,3,1,0,0,1,1,1,2.17
20211028LGHH0,50705,2021-10-28,LG,구원,,0,3,1,0,0,0,0,2,0,0,2.13
20210421SSSK0,79130,2021-04-21,삼성,구원,,36,10,1,3,0,4,0,1,4,4,36
20210815HHNC0,50905,2021-08-15,한화,선발,,3,26,6,5,0,3,1,3,2,2,3
20210901SKNC0,50905,2021-09-01,SSG,선발,,11.57,14,2 1/3,5,2,2,0,3,3,3,5.4
20210908HHNC0,50905,2021-09-08,한화,선발,패,6.23,21,4 1/3,3,0,5,1,4,3,3,5.68
20210608LTOB0,66201,2021-06-08,롯데,구원,,27,8,1 1/3,5,1,0,0,0,4,4,27
20210407LGKT0,64001,2021-04-07,LG,선발,,1.5,24,6,2,0,3,2,5,1,1,1.5
20210413OBKT0,64001,2021-04-13,두산,선발,승,4.5,24,6,6,0,1,0,7,3,3,3
20210418WOKT0,64001,2021-04-18,키움,선발,승,3,23,6,5,1,0,0,5,2,2,3
20210424LTKT0,64001,2021-04-24,롯데,선발,패,4.5,26,6,11,0,0,0,2,3,3,3.38
20210403HTKT0,64001,2021-04-03,KIA,선발,승,3.86,29,7,7,1,1,1,8,3,3,3.48
20210506WOKT0,64001,2021-05-06,키움,선발,,4.5,27,6,7,0,1,2,3,4,3,3.65
20210512SSKT0,64001,2021-05-12,삼성,선발,패,9,27,6,7,1,0,2,3,6,6,4.4
20210526SKKT0,64001,2021-05-26,SSG,선발,,1.29,25,7,4,1,1,0,8,1,1,3.96
20210601LGKT0,64001,2021-06-01,LG,선발,승,1.35,23,6 2/3,3,0,2,1,6,1,1,3.65
20210608SKKT0,64001,2021-06-08,SSG,선발,승,0,26,6,4,0,1,2,5,0,0,3.3
20210616NCKT0,64001,2021-06-16,NC,선발,승,4.5,23,6,5,1,1,0,7,3,3,3.41
20210623HTKT0,64001,2021-06-23,KIA,선발,패,2.57,26,7,3,0,1,1,4,2,2,3.33
20210603LGKT0,64001,2021-06-03,LG,선발,승,3.86,24,7,4,1,1,0,1,3,3,3.38
20210709HTKT0,64001,2021-07-09,KIA,선발,패,16.2,18,3 1/3,8,0,2,0,2,6,6,3.87
20210815SSKT0,64001,2021-08-15,삼성,선발,,6,27,6,5,0,3,1,2,4,4,4.01
20210822LTKT0,64001,2021-08-22,롯데,선발,승,0,25,7,2,0,1,1,4,0,0,3.73
20210827SKKT0,64001,2021-08-27,SSG,선발,,4.5,27,6,6,0,3,0,7,3,3,3.77
20210904LGKT0,64001,2021-09-04,LG,선발,승,0,28,8,4,0,0,0,4,1,0,3.5
20210912SKKT0,64001,2021-09-12,SSG,선발,승,0,34,9,7,0,0,0,7,0,0,3.25
20210918NCKT0,64001,2021-09-18,NC,선발,승,1.08,31,8 1/3,6,0,0,0,2,1,1,3.11
20210925LGKT0,64001,2021-09-25,LG,선발,,0,26,8,3,0,2,0,6,0,0,2.93
20211001LTKT0,64001,2021-10-01,롯데,선발,,0,26,6,9,0,0,1,5,3,0,2.81
20211009LGKT0,64001,2021-10-09,LG,선발,패,4.5,26,6,8,2,0,0,5,3,3,2.87
20211022SSKT0,64001,2021-10-22,삼성,선발,패,6,27,6,9,0,2,0,7,4,4,2.99
20211028NCKT0,64001,2021-10-28,NC,선발,,1.23,30,7 1/3,8,0,1,0,11,1,1,2.91
20211003SKKT0,64001,2021-10-03,SSG,구원,홀,3,12,3,4,1,0,0,4,1,1,2.92
20211017NCLG0,72523,2021-10-17,NC,구원,,0,4,1,1,0,0,0,0,0,0,0
20211019WOLG0,72523,2021-10-19,키움,구원,,0,4,1,1,0,0,0,1,0,0,0
20211002WOLG0,72523,2021-10-02,키움,구원,,27,2,01월 03일,1,0,0,0,0,1,1,3.86
20210501SKOB0,68220,2021-05-01,SSG,선발,,2.08,20,4 1/3,3,1,4,0,6,1,1,2.08
20210509HTOB0,68220,2021-05-09,KIA,선발,,5.06,23,5 1/3,5,0,3,0,2,3,3,3.72
20210514SKOB0,68220,2021-05-14,SSG,선발,,6.23,26,4 1/3,8,0,4,1,3,3,3,4.5
20210527HHOB0,68220,2021-05-27,한화,선발,패,1.8,21,5,2,0,5,1,4,1,1,3.79
20210602NCOB0,68220,2021-06-02,NC,선발,,3.6,24,5,4,0,3,2,2,2,2,3.75
20210613LGOB0,68220,2021-06-13,LG,선발,패,2.7,19,3 1/3,4,0,2,3,3,1,1,3.62
20210619KTOB0,68220,2021-06-19,KT,선발,패,6.23,20,4 1/3,4,0,3,1,3,3,3,3.98
20210812SSOB0,68220,2021-08-12,삼성,선발,패,7.36,19,3 2/3,5,1,2,0,4,5,3,4.33
20210818HTOB0,68220,2021-08-18,KIA,선발,패,13.5,20,4,3,0,5,0,1,6,6,5.26
20210824HHOB0,68220,2021-08-24,한화,선발,승,3.6,19,5,3,1,2,0,9,2,2,5.08
20210829LTOB0,68220,2021-08-29,롯데,선발,,3.38,26,5 1/3,5,0,5,0,5,2,2,4.89
20210904SSOB0,68220,2021-09-04,삼성,선발,패,7.94,25,5 2/3,6,0,5,1,4,6,5,5.2
20210911LGOB0,68220,2021-09-11,LG,선발,,3.18,25,5 2/3,6,1,3,1,4,4,2,5.02
20210917SKOB0,68220,2021-09-17,SSG,선발,승,0,22,6,2,0,2,0,11,0,0,4.57
20210923HTOB0,68220,2021-09-23,KIA,선발,승,0,22,5 1/3,1,0,6,0,5,0,0,4.23
20210929KTOB0,68220,2021-09-29,KT,선발,승,1.8,21,5,2,0,4,0,4,1,1,4.07
20211005HHOB0,68220,2021-10-05,한화,선발,패,5.4,24,5,4,2,5,0,10,3,3,4.15
20211012KTOB0,68220,2021-10-12,KT,선발,,0,24,5 1/3,1,0,7,0,5,0,0,3.9
20211017HTOB0,68220,2021-10-17,KIA,선발,,6.75,16,2 2/3,5,0,2,0,2,2,2,3.99
20211023LGOB0,68220,2021-10-23,LG,선발,,8.1,20,3 1/3,2,1,6,2,2,3,3,4.13
20211028SKOB0,68220,2021-10-28,SSG,선발,,3.6,19,5,3,0,1,0,7,2,2,4.1
20210404SKLT0,63543,2021-04-04,SSG,구원,,0,4,1,0,0,1,0,1,0,0,0
20210406NCLT0,63543,2021-04-06,NC,구원,승,0,3,1,0,0,0,0,2,0,0,0
20210407NCLT0,63543,2021-04-07,NC,구원,패,81,4,01월 03일,1,1,1,1,0,3,3,11.57
20210411WOLT0,63543,2021-04-11,키움,구원,,0,3,1,0,0,0,0,1,0,0,8.1
20210414HTLT0,63543,2021-04-14,KIA,구원,,0,3,1,0,0,1,0,1,0,0,6.23
20210418SSLT0,63543,2021-04-18,삼성,구원,,27,4,02월 03일,3,0,0,0,0,2,2,9
20210421OBLT0,63543,2021-04-21,두산,구원,,40.5,6,02월 03일,4,1,0,0,1,3,3,12.71
20210425KTLT0,63543,2021-04-25,KT,구원,,27,3,01월 03일,1,0,1,0,1,1,1,13.5
20210403HHLT0,63543,2021-04-03,한화,구원,,10.8,8,1 2/3,3,0,0,0,4,2,2,12.91
20210502HHLT0,63543,2021-05-02,한화,구원,패,18,5,1,1,0,1,0,3,2,2,13.5
20210506HTLT0,63543,2021-05-06,KIA,구원,,0,3,1,0,0,0,0,2,0,0,12.1
20210507SSLT0,63543,2021-05-07,삼성,구원,,0,3,1,0,0,0,0,0,0,0,10.97
20210509SSLT0,63543,2021-05-09,삼성,구원,패,18,5,1,1,1,1,0,2,2,2,11.57
20210513SKLT0,63543,2021-05-13,SSG,구원,,0,5,02월 03일,1,0,2,0,1,0,0,10.95
20210515KTLT0,63543,2021-05-15,KT,구원,,0,3,1,0,0,0,0,1,0,0,10.13
20210518HHLT0,63543,2021-05-18,한화,구원,홀,0,3,1,1,0,0,0,1,0,0,9.42
20210522OBLT0,63543,2021-05-22,두산,구원,,0,3,1,0,0,0,0,2,0,0,8.8
20210523OBLT0,63543,2021-05-23,두산,구원,,27,5,01월 03일,2,0,2,0,0,1,1,9.19
20210529NCLT0,63543,2021-05-29,NC,구원,홀,9,4,1,1,1,0,0,0,1,1,9.18
20210503NCLT0,63543,2021-05-03,NC,구원,,0,1,0,0,0,1,0,0,0,0,9.18
20210601OBLT0,63543,2021-06-01,두산,구원,홀,0,3,1,0,0,0,0,0,0,0,8.66
20210613HTLT0,63543,2021-06-13,KIA,구원,홀,0,3,1,1,0,0,0,0,0,0,8.2
20210616HHLT0,63543,2021-06-16,한화,구원,,0,3,1,0,0,0,0,2,0,0,7.78
20210618SSLT0,63543,2021-06-18,삼성,구원,,27,6,1,2,1,1,0,0,3,3,8.71
20210602SSLT0,63543,2021-06-02,삼성,구원,홀,0,3,02월 03일,0,0,1,0,0,0,0,8.44
20210623NCLT0,63543,2021-06-23,NC,구원,홀,0,5,1 1/3,1,0,0,0,1,0,0,7.94
20210625OBLT0,63543,2021-06-25,두산,구원,,0,5,1 1/3,0,0,1,0,3,0,0,7.5
20210626OBLT0,63543,2021-06-26,두산,구원,,0,3,1,0,0,0,0,1,0,0,7.2
20210627OBLT0,63543,2021-06-27,두산,구원,홀,9,4,1,1,0,0,0,0,1,1,7.27
20210629WOLT0,63543,2021-06-29,키움,구원,홀,0,1,01월 03일,0,0,0,0,0,0,0,7.11
20210603WOLT0,63543,2021-06-03,키움,구원,패,18,8,1,4,0,1,0,0,2,2,7.52
20210702SKLT0,63543,2021-07-02,SSG,구원,,0,5,1,0,0,1,1,1,0,0,7.24
20210704SKLT0,63543,2021-07-04,SSG,구원,,9,5,1,2,0,0,0,0,1,1,7.31
20210709SSLT0,63543,2021-07-09,삼성,구원,승,0,3,1,0,0,0,0,1,0,0,7.06
20210701SSLT0,63543,2021-07-01,삼성,구원,,0,4,1 1/3,0,0,0,0,0,0,0,6.75
20210814LGLT0,63543,2021-08-14,LG,구원,홀,0,3,1,0,0,0,0,1,0,0,6.54
20210818WOLT0,63543,2021-08-18,키움,구원,홀,0,4,1,1,0,0,1,0,0,0,6.34
20210822KTLT0,63543,2021-08-22,KT,구원,,0,3,1,0,0,1,0,1,0,0,6.23
20210825HTLT0,63543,2021-08-25,KIA,구원,,0,4,02월 03일,1,0,1,0,1,0,0,6.11
20210826HTLT0,63543,2021-08-26,KIA,구원,,54,4,01월 03일,2,0,1,0,0,2,2,6.49
20210831LGLT0,63543,2021-08-31,LG,구원,,0,5,1,1,0,1,0,1,0,0,6.31
20210903HHLT0,63543,2021-09-03,한화,구원,홀,0,4,1 1/3,0,0,0,0,1,0,0,6.08
20210907SSLT0,63543,2021-09-07,삼성,구원,홀,0,5,1,1,0,1,0,1,0,0,5.92
20210908SSLT0,63543,2021-09-08,삼성,구원,승,0,4,1,1,0,0,0,0,0,0,5.77
20210912WOLT0,63543,2021-09-12,키움,구원,홀,0,4,1,1,0,0,0,0,0,0,5.63
20210914HTLT0,63543,2021-09-14,KIA,구원,,0,2,01월 03일,0,0,1,0,0,0,0,5.58
20210916KTLT0,63543,2021-09-16,KT,구원,,0,4,1,1,0,0,0,1,0,0,5.44
20210917KTLT0,63543,2021-09-17,KT,구원,홀,0,4,1,1,0,0,0,2,0,0,5.31
20210919HHLT0,63543,2021-09-19,한화,구원,승,0,3,1,0,0,0,0,3,0,0,5.19
20210922SSLT0,63543,2021-09-22,삼성,구원,승,0,3,1,0,0,0,0,0,0,0,5.08
20210923SKLT0,63543,2021-09-23,SSG,구원,,0,3,1,0,0,0,0,0,0,0,4.96
20210924SKLT0,63543,2021-09-24,SSG,구원,,6.75,7,1 1/3,1,0,2,0,2,1,1,5.01
20210903KTLT0,63543,2021-09-03,KT,구원,,0,5,1,0,0,1,1,1,0,0,4.91
20211001KTLT0,63543,2021-10-01,KT,구원,홀,0,2,02월 03일,0,0,0,0,1,0,0,4.84
20211003NCLT0,63543,2021-10-03,NC,구원,승,0,3,1,0,0,0,0,2,0,0,4.74
20211005HTLT0,63543,2021-10-05,KIA,구원,홀,0,3,1,0,0,1,0,1,0,0,4.65
20211007OBLT0,63543,2021-10-07,두산,구원,홀,0,4,1,0,0,0,0,0,0,0,4.64
20211009SKLT0,63543,2021-10-09,SSG,구원,,0,4,1,1,0,0,0,0,0,0,4.56
20211013LGLT0,63543,2021-10-13,LG,구원,,0,4,1,1,0,0,0,2,0,0,4.47
20211015LGLT0,63543,2021-10-15,LG,구원,홀,0,3,1,1,0,0,0,2,0,0,4.39
20211016SKLT0,63543,2021-10-16,SSG,구원,,0,4,1,0,0,1,0,3,0,0,4.31
20211017SKLT0,63543,2021-10-17,SSG,구원,홀,0,4,1,1,0,0,0,1,0,0,4.24
20211023HHLT0,63543,2021-10-23,한화,구원,,0,2,02월 03일,0,0,0,0,0,0,0,4.19
20211024HHLT0,63543,2021-10-24,한화,구원,,0,3,1,0,0,0,0,0,0,0,4.12
20211025LGLT0,63543,2021-10-25,LG,구원,,0,4,1,1,0,0,0,2,0,0,4.05
20211027HTLT0,63543,2021-10-27,KIA,구원,패,81,5,01월 03일,1,0,3,0,1,3,3,4.48
20211029LGLT0,63543,2021-10-29,LG,구원,,0,3,1,0,0,0,0,1,0,0,4.4
20211003LGLT0,63543,2021-10-03,LG,구원,홀,0,4,1,0,0,1,0,2,0,0,4.33
20210602SKSS0,64498,2021-06-02,SSG,선발,,22.5,12,2,2,2,3,1,1,5,5,22.5
20210425NCOB0,50203,2021-04-25,NC,구원,,18,7,1,3,0,1,0,0,2,2,18
20210627LTOB0,50203,2021-06-27,롯데,구원,,0,3,1,0,0,0,0,2,0,0,9
20210826NCOB0,50203,2021-08-26,NC,구원,,0,4,1,0,0,1,0,0,0,0,9
20210828LTOB0,50203,2021-08-28,롯데,구원,,0,4,1,1,0,0,0,1,0,0,6
20210903SKOB0,50203,2021-09-03,SSG,구원,,0,3,1,0,0,0,0,1,0,0,4.5
20210905SSOB0,50203,2021-09-05,삼성,구원,홀,0,7,1 2/3,0,0,2,0,2,0,0,3.18
20210908WOOB0,50203,2021-09-08,키움,구원,,0,4,1,1,0,0,0,0,0,0,2.7
20210901NCOB0,50203,2021-09-01,NC,구원,,27,4,01월 03일,0,0,2,1,0,1,1,3.86
20210914KTOB0,50203,2021-09-14,KT,구원,,0,5,1 2/3,0,0,0,0,1,0,0,3.12
20210915KTOB0,50203,2021-09-15,KT,구원,,13.5,5,02월 03일,2,0,1,0,0,1,1,3.86
20210918WOOB0,50203,2021-09-18,키움,구원,,0,5,1,2,0,0,0,1,0,0,3.48
20210922NCOB0,50203,2021-09-22,NC,구원,,0,3,01월 03일,0,0,2,0,0,0,0,3.38
20210925HHOB0,50203,2021-09-25,한화,구원,,0,2,01월 03일,0,0,0,0,0,0,0,3.27
20210928KTOB0,50203,2021-09-28,KT,구원,,0,3,1,0,0,1,0,1,0,0,3
20210903LGOB0,50203,2021-09-03,LG,구원,,0,2,0,1,0,0,1,0,0,0,3
20211003SSOB0,50203,2021-10-03,삼성,구원,,0,3,1,0,0,1,0,0,0,0,2.77
20211007LTOB0,50203,2021-10-07,롯데,구원,,0,3,0,3,0,0,0,0,1,1,3.21
20211001NCOB0,50203,2021-10-01,NC,구원,,0,3,1,0,0,1,0,1,0,0,3
20211014KTOB0,50203,2021-10-14,KT,구원,,27,4,01월 03일,2,0,1,0,0,1,1,3.52
20211015NCOB0,50203,2021-10-15,NC,구원,,0,2,02월 03일,0,0,0,0,1,0,0,3.38
20211017HTOB0,50203,2021-10-17,KIA,구원,,0,2,01월 03일,0,0,1,0,0,0,0,3.31
20211021SKOB0,50203,2021-10-21,SSG,구원,,0,6,1 2/3,0,0,0,0,1,0,0,3
20211024LGOB0,50203,2021-10-24,LG,구원,,0,2,01월 03일,1,0,0,0,0,0,0,2.95
20211029HTOB0,50203,2021-10-29,KIA,구원,,0,6,2,0,0,0,0,3,0,0,2.66
20210404HTOB0,77263,2021-04-04,KIA,구원,세,0,5,1,1,0,1,0,1,0,0,0
20210406SSOB0,77263,2021-04-06,삼성,구원,세,0,1,01월 03일,0,0,0,0,1,0,0,0
20210407SSOB0,77263,2021-04-07,삼성,구원,세,0,6,1 2/3,1,0,0,0,1,0,0,0
20210411HHOB0,77263,2021-04-11,한화,구원,,0,3,01월 03일,1,0,1,0,1,0,0,0
20210414KTOB0,77263,2021-04-14,KT,구원,세,0,3,1,0,0,0,0,2,0,0,0
20210417LGOB0,77263,2021-04-17,LG,구원,세,0,4,1,0,0,1,0,2,0,0,0
20210423NCOB0,77263,2021-04-23,NC,구원,,9,6,1,2,1,1,0,1,1,1,1.42
