기준일,순위,경기,승,패,무,승률,게임차,최근10경기,연속,홈,방문
2023-07-11,5,76,37,38,1,0.493,10.5,2승0무8패,2패,15-0-18,2022-01-20
2023-07-11,6,74,35,38,1,0.479,11.5,6승0무4패,5승,2016-01-18,19-0-20
2023-07-11,7,84,38,44,2,0.463,13,3승0무7패,5패,2021-01-20,2017-01-24
2023-07-11,8,78,35,41,2,0.461,13,5승0무5패,1승,2020-01-20,2015-01-21
2023-07-11,9,77,33,40,4,0.452,13.5,7승0무3패,1승,2019-01-23,2014-03-17
2023-07-11,10,78,30,48,0,0.385,19,3승0무7패,2승,14-0-24,16-0-24
2023-07-12,1,81,49,30,2,0.62,0,6승0무4패,2패,2027-01-17,2022-01-13
2023-07-12,2,79,46,32,1,0.59,2.5,3승0무7패,2패,2021-01-19,25-0-13
2023-07-12,3,79,42,36,1,0.538,6.5,9승0무1패,9승,2020-01-14,22-0-22
2023-07-12,4,77,38,38,1,0.5,9.5,3승0무7패,1승,16-0-18,2022-01-20
2023-07-12,4,76,38,38,0,0.5,9.5,5승0무5패,1패,21-0-17,17-0-21
2023-07-12,6,75,36,38,1,0.486,10.5,7승0무3패,6승,2017-01-18,19-0-20
2023-07-12,7,79,36,41,2,0.468,12,6승0무4패,2승,2020-01-20,2016-01-21
2023-07-12,8,78,34,40,4,0.459,12.5,7승0무3패,2승,2019-01-23,2015-03-17
2023-07-12,9,85,38,45,2,0.458,13,3승0무7패,6패,2021-01-21,2017-01-24
2023-07-12,10,79,30,49,0,0.38,19,3승0무7패,1패,14-0-24,16-0-25
2023-07-13,1,81,49,30,2,0.62,0,6승0무4패,2패,2027-01-17,2022-01-13
2023-07-13,2,79,46,32,1,0.59,2.5,3승0무7패,2패,2021-01-19,25-0-13
2023-07-13,3,79,42,36,1,0.538,6.5,9승0무1패,9승,2020-01-14,22-0-22
2023-07-13,4,78,39,38,1,0.506,9,3승0무7패,2승,17-0-18,2022-01-20
2023-07-13,5,77,38,39,0,0.494,10,4승0무6패,2패,21-0-17,17-0-22
2023-07-13,6,76,36,39,1,0.48,11,7승0무3패,1패,2017-01-19,19-0-20
2023-07-13,7,80,37,41,2,0.474,11.5,6승0무4패,3승,2020-01-20,2017-01-21
2023-07-13,8,78,34,40,4,0.459,12.5,7승0무3패,2승,2019-01-23,2015-03-17
2023-07-13,9,86,38,46,2,0.452,13.5,2승0무8패,7패,2021-01-22,2017-01-24
2023-07-13,10,80,31,49,0,0.388,18.5,4승0무6패,1승,14-0-24,17-0-25
2023-07-21,1,82,49,31,2,0.613,0,5승0무5패,3패,2027-01-18,2022-01-13
2023-07-21,2,80,47,32,1,0.595,1.5,4승0무6패,1승,2021-01-19,26-0-13
2023-07-21,3,80,43,36,1,0.544,5.5,10승0무0패,10승,2020-01-14,23-0-22
2023-07-21,4,79,40,38,1,0.513,8,4승0무6패,3승,17-0-18,2023-01-20
2023-07-21,5,78,39,39,0,0.5,9,4승0무6패,1승,22-0-17,17-0-22
2023-07-21,6,81,38,41,2,0.481,10.5,6승0무4패,4승,2020-01-20,2018-01-21
2023-07-21,7,77,36,40,1,0.474,11,7승0무3패,2패,2017-01-20,19-0-20
2023-07-21,8,79,34,41,4,0.453,12.5,6승0무4패,1패,2019-01-24,2015-03-17
2023-07-21,9,87,38,47,2,0.447,13.5,2승0무8패,8패,2021-01-22,2017-01-25
2023-07-21,10,81,31,50,0,0.383,18.5,4승0무6패,1패,14-0-25,17-0-25
2023-07-22,1,82,49,31,2,0.613,0,5승0무5패,3패,2027-01-18,2022-01-13
2023-07-22,2,80,47,32,1,0.595,1.5,4승0무6패,1승,2021-01-19,26-0-13
2023-07-22,3,80,43,36,1,0.544,5.5,10승0무0패,10승,2020-01-14,23-0-22
2023-07-22,4,80,41,38,1,0.519,7.5,5승0무5패,4승,17-0-18,2024-01-20
2023-07-22,5,79,39,40,0,0.494,9.5,3승0무7패,1패,22-0-18,17-0-22
2023-07-22,6,82,38,42,2,0.475,11,5승0무5패,1패,2020-01-20,2018-01-22
2023-07-22,7,77,36,40,1,0.474,11,7승0무3패,2패,2017-01-20,19-0-20
2023-07-22,8,88,39,47,2,0.453,13,2승0무8패,1승,2021-01-22,2018-01-25
2023-07-22,9,80,34,42,4,0.447,13,5승0무5패,2패,2019-01-25,2015-03-17
2023-07-22,10,82,32,50,0,0.39,18,5승0무5패,1승,15-0-25,17-0-25
2023-07-23,1,82,49,31,2,0.613,0,5승0무5패,3패,2027-01-18,2022-01-13
2023-07-23,2,80,47,32,1,0.595,1.5,4승0무6패,1승,2021-01-19,26-0-13
2023-07-23,3,80,43,36,1,0.544,5.5,10승0무0패,10승,2020-01-14,23-0-22
2023-07-23,4,80,41,38,1,0.519,7.5,5승0무5패,4승,17-0-18,2024-01-20
2023-07-23,5,80,39,41,0,0.488,10,3승0무7패,2패,22-0-19,17-0-22
2023-07-23,6,83,39,42,2,0.481,10.5,5승0무5패,1승,2020-01-20,2019-01-22
2023-07-23,7,77,36,40,1,0.474,11,7승0무3패,2패,2017-01-20,19-0-20
2023-07-23,8,89,40,47,2,0.46,12.5,2승0무8패,2승,2021-01-22,2019-01-25
2023-07-23,9,80,34,42,4,0.447,13,5승0무5패,2패,2019-01-25,2015-03-17
2023-07-23,10,83,32,51,0,0.386,18.5,4승0무6패,1패,15-0-26,17-0-25
2023-07-25,1,83,49,32,2,0.605,0,4승0무6패,4패,2027-01-18,2022-01-14
2023-07-25,2,81,47,33,1,0.588,1.5,4승0무6패,1패,2021-01-19,26-0-14
2023-07-25,3,81,44,36,1,0.55,4.5,10승0무0패,11승,2021-01-14,23-0-22
2023-07-25,4,81,42,38,1,0.525,6.5,6승0무4패,5승,18-0-18,2024-01-20
2023-07-25,5,84,40,42,2,0.488,9.5,6승0무4패,2승,2021-01-20,2019-01-22
2023-07-25,6,81,39,42,0,0.481,10,3승0무7패,3패,22-0-19,17-0-23
2023-07-25,7,78,36,41,1,0.468,11,6승0무4패,3패,2017-01-20,19-0-21
2023-07-25,8,90,40,48,2,0.455,12.5,2승0무8패,1패,2021-01-23,2019-01-25
2023-07-25,8,81,35,42,4,0.455,12,5승0무5패,1승,2019-01-25,2016-03-17
2023-07-25,10,84,33,51,0,0.393,17.5,5승0무5패,1승,16-0-26,17-0-25
2023-07-26,1,84,49,33,2,0.598,0,3승0무7패,5패,2027-01-18,2022-01-15
2023-07-26,2,82,48,33,1,0.593,0.5,4승0무6패,1승,2021-01-19,27-0-14
2023-07-26,3,82,44,37,1,0.543,4.5,9승0무1패,1패,2021-01-15,23-0-22
2023-07-26,4,82,42,39,1,0.519,6.5,6승0무4패,1패,18-0-19,2024-01-20
2023-07-26,5,85,41,42,2,0.494,8.5,7승0무3패,3승,2022-01-20,2019-01-22
2023-07-26,6,82,40,42,0,0.488,9,4승0무6패,1승,22-0-19,18-0-23
2023-07-26,7,79,37,41,1,0.474,10,7승0무3패,1승,2017-01-20,20-0-21
2023-07-26,8,82,36,42,4,0.462,11,5승0무5패,2승,2019-01-25,2017-03-17
2023-07-26,9,91,40,49,2,0.449,12.5,2승0무8패,2패,2021-01-24,2019-01-25
2023-07-26,10,85,33,52,0,0.388,17.5,5승0무5패,1패,16-0-27,17-0-25
2023-07-27,1,85,50,33,2,0.602,0,4승0무6패,1승,2027-01-18,2023-01-15
2023-07-27,2,83,48,34,1,0.585,1.5,4승0무6패,1패,2021-01-19,27-0-15
2023-07-27,3,83,44,38,1,0.537,5.5,8승0무2패,2패,2021-01-16,23-0-22
2023-07-27,4,83,43,39,1,0.524,6.5,7승0무3패,1승,19-0-19,2024-01-20
2023-07-27,5,83,41,42,0,0.494,9,4승0무6패,2승,22-0-19,19-0-23
2023-07-27,6,86,41,43,2,0.488,9.5,7승0무3패,1패,2022-01-21,2019-01-22
2023-07-27,7,80,37,42,1,0.468,11,6승0무4패,1패,2017-01-20,20-0-22
2023-07-27,8,83,36,43,4,0.456,12,5승0무5패,1패,2019-01-25,2017-03-18
2023-07-27,9,92,41,49,2,0.456,12.5,3승0무7패,1승,2022-01-24,2019-01-25
2023-07-27,10,86,34,52,0,0.395,17.5,6승0무4패,1승,17-0-27,17-0-25
2023-07-28,1,86,51,33,2,0.607,0,4승0무6패,2승,2027-01-18,2024-01-15
2023-07-28,2,84,48,35,1,0.578,2.5,3승0무7패,2패,2021-01-20,27-0-15
2023-07-28,3,84,44,39,1,0.53,6.5,7승0무3패,3패,2021-01-17,23-0-22
2023-07-28,4,84,43,40,1,0.518,7.5,6승0무4패,1패,19-0-20,2024-01-20
2023-07-28,5,87,42,43,2,0.494,9.5,8승0무2패,1승,2022-01-21,2020-01-22
2023-07-28,6,84,41,43,0,0.488,10,4승0무6패,1패,22-0-19,19-0-24
2023-07-28,7,81,38,42,1,0.475,11,6승0무4패,1승,2018-01-20,20-0-22
2023-07-28,8,84,37,43,4,0.463,12,5승0무5패,1승,2019-01-25,2018-03-18
2023-07-28,9,93,41,49,3,0.456,13,3승1무6패,1승,2022-02-24,2019-01-25
2023-07-28,10,87,34,52,1,0.395,18,5승1무4패,1승,17-0-27,2017-01-25
2023-07-29,1,87,52,33,2,0.612,0,5승0무5패,3승,2027-01-18,2025-01-15
2023-07-29,2,85,49,35,1,0.583,2.5,4승0무6패,1승,2022-01-20,27-0-15
2023-07-29,3,85,44,40,1,0.524,7.5,6승0무4패,4패,2021-01-18,23-0-22
2023-07-29,4,85,43,41,1,0.512,8.5,6승0무4패,2패,19-0-21,2024-01-20
2023-07-29,5,88,43,43,2,0.5,9.5,8승0무2패,2승,2022-01-21,2021-01-22
2023-07-29,6,85,41,44,0,0.482,11,3승0무7패,2패,22-0-19,19-0-25
2023-07-29,7,82,39,42,1,0.481,11,6승0무4패,2승,2019-01-20,20-0-22
2023-07-29,8,85,37,44,4,0.457,13,5승0무5패,1패,2019-01-25,2018-03-19
2023-07-29,9,94,41,50,3,0.451,14,3승1무6패,1패,2022-02-25,2019-01-25
2023-07-29,10,88,35,52,1,0.402,18,5승1무4패,2승,17-0-27,2018-01-25
2023-07-30,1,88,53,33,2,0.616,0,5승0무5패,4승,2027-01-18,2026-01-15
2023-07-30,2,86,50,35,1,0.588,2.5,5승0무5패,2승,2023-01-20,27-0-15
2023-07-30,3,86,44,41,1,0.518,8.5,5승0무5패,5패,2021-01-19,23-0-22
2023-07-30,4,86,43,42,1,0.506,9.5,6승0무4패,3패,19-0-22,2024-01-20
2023-07-30,5,89,44,43,2,0.506,9.5,8승0무2패,3승,2022-01-21,2022-01-22
2023-07-30,6,83,40,42,1,0.488,11,6승0무4패,3승,2020-01-20,20-0-22
2023-07-30,7,86,41,45,0,0.477,12,3승0무7패,3패,22-0-19,19-0-26
2023-07-30,8,86,37,45,4,0.451,14,5승0무5패,2패,2019-01-25,2018-03-20
2023-07-30,9,95,41,51,3,0.446,15,3승1무6패,2패,2022-02-26,2019-01-25
2023-07-30,10,89,36,52,1,0.409,18,6승1무3패,3승,17-0-27,2019-01-25
2023-08-01,1,89,54,33,2,0.621,0,5승0무5패,5승,2028-01-18,2026-01-15
2023-08-01,2,87,50,36,1,0.581,3.5,4승0무6패,1패,2023-01-20,27-0-16
2023-08-01,3,87,45,41,1,0.523,8.5,5승0무5패,1승,2021-01-19,24-0-22
2023-08-01,4,87,44,42,1,0.512,9.5,6승0무4패,1승,19-0-22,2025-01-20
2023-08-01,5,90,45,43,2,0.511,9.5,8승0무2패,4승,2023-01-21,2022-01-22
2023-08-01,6,84,41,42,1,0.494,11,6승0무4패,4승,2020-01-20,21-0-22
2023-08-01,7,87,41,46,0,0.471,13,3승0무7패,4패,22-0-20,19-0-26
2023-08-01,8,87,37,46,4,0.446,15,4승0무6패,3패,2019-01-26,2018-03-20
2023-08-01,9,96,41,52,3,0.441,16,3승1무6패,3패,2022-02-26,2019-01-26
2023-08-01,10,90,36,53,1,0.404,19,5승1무4패,1패,17-0-28,2019-01-25
2023-08-02,1,90,55,33,2,0.625,0,6승0무4패,6승,2029-01-18,2026-01-15
2023-08-02,2,88,50,37,1,0.575,4.5,4승0무6패,2패,2023-01-20,27-0-17
2023-08-02,3,88,46,41,1,0.529,8.5,5승0무5패,2승,2021-01-19,25-0-22
2023-08-02,4,91,46,43,2,0.517,9.5,8승0무2패,5승,2024-01-21,2022-01-22
2023-08-02,5,88,44,43,1,0.506,10.5,5승0무5패,1패,19-0-22,2025-01-21
2023-08-02,6,85,41,43,1,0.488,12,5승0무5패,1패,2020-01-20,21-0-23
2023-08-02,7,88,42,46,0,0.477,13,3승0무7패,1승,23-0-20,19-0-26
2023-08-02,8,88,37,47,4,0.44,16,3승0무7패,4패,2019-01-27,2018-03-20
2023-08-02,9,97,41,53,3,0.436,17,3승1무6패,4패,2022-02-26,2019-01-27
2023-08-02,10,91,37,53,1,0.411,19,6승1무3패,1승,18-0-28,2019-01-25
2023-08-03,1,91,56,33,2,0.629,0,7승0무3패,7승,2030-01-18,2026-01-15
2023-08-03,2,89,50,38,1,0.568,5.5,4승0무6패,3패,2023-01-20,27-0-18
2023-08-03,3,89,46,42,1,0.523,9.5,4승0무6패,1패,2021-01-19,25-0-23
2023-08-03,4,92,47,43,2,0.522,9.5,9승0무1패,6승,2025-01-21,2022-01-22
2023-08-03,5,89,45,43,1,0.511,10.5,5승0무5패,1승,19-0-22,2026-01-21
2023-08-03,6,86,42,43,1,0.494,12,6승0무4패,1승,2020-01-20,22-0-23
2023-08-03,7,89,42,47,0,0.472,14,3승0무7패,1패,23-0-21,19-0-26
2023-08-03,8,89,38,47,4,0.447,16,4승0무6패,1승,2020-01-27,2018-03-20
2023-08-03,9,98,41,54,3,0.432,18,2승1무7패,5패,2022-02-26,2019-01-28
2023-08-03,10,92,37,54,1,0.407,20,5승1무4패,1패,18-0-29,2019-01-25
2023-08-04,1,92,56,34,2,0.622,0,7승0무3패,1패,2030-01-18,2026-01-16
2023-08-04,2,90,51,38,1,0.573,4.5,4승0무6패,1승,2023-01-20,28-0-18
2023-08-04,3,93,48,43,2,0.527,8.5,9승0무1패,7승,2025-01-21,2023-01-22
2023-08-04,4,90,46,43,1,0.517,9.5,5승0무5패,2승,20-0-22,2026-01-21
2023-08-04,4,90,46,43,1,0.517,9.5,3승0무7패,2패,2021-01-20,25-0-23
2023-08-04,6,87,43,43,1,0.5,11,7승0무3패,2승,2021-01-20,22-0-23
2023-08-04,7,90,42,48,0,0.467,14,3승0무7패,2패,23-0-22,19-0-26
2023-08-04,8,90,38,48,4,0.442,16,4승0무6패,1패,2020-01-27,2018-03-21
2023-08-04,9,99,41,55,3,0.427,18,1승1무8패,6패,2022-02-26,2019-01-29
2023-08-04,10,93,38,54,1,0.413,19,6승1무3패,1승,19-0-29,2019-01-25
2023-08-05,1,93,56,35,2,0.615,0,7승0무3패,2패,2030-01-18,2026-01-17
2023-08-05,2,91,52,38,1,0.578,3.5,5승0무5패,2승,2023-01-20,29-0-18
2023-08-05,3,91,47,43,1,0.522,8.5,5승0무5패,3승,21-0-22,2026-01-21
2023-08-05,3,91,47,43,1,0.522,8.5,3승0무7패,1승,2022-01-20,25-0-23
2023-08-05,5,94,48,44,2,0.522,8.5,8승0무2패,1패,2025-01-21,2023-01-23
2023-08-05,6,88,44,43,1,0.506,10,8승0무2패,3승,2022-01-20,22-0-23
2023-08-05,7,91,42,49,0,0.462,14,3승0무7패,3패,23-0-23,19-0-26
2023-08-05,8,91,38,49,4,0.437,16,3승0무7패,2패,2020-01-27,2018-03-22
2023-08-05,9,100,41,56,3,0.423,18,1승1무8패,7패,2022-02-26,2019-01-30
2023-08-05,10,94,39,54,1,0.419,18,6승1무3패,2승,20-0-29,2019-01-25
2023-08-06,1,94,57,35,2,0.62,0,8승0무2패,1승,2030-01-18,2027-01-17
2023-08-06,2,92,52,39,1,0.571,4.5,4승0무6패,1패,2023-01-20,29-0-19
2023-08-06,3,92,48,43,1,0.527,8.5,6승0무4패,4승,22-0-22,2026-01-21
2023-08-06,4,95,49,44,2,0.527,8.5,8승0무2패,1승,2025-01-21,2024-01-23
2023-08-06,5,92,47,44,1,0.516,9.5,3승0무7패,1패,2022-01-21,25-0-23
2023-08-06,6,89,44,43,2,0.506,10.5,7승1무2패,3승,2022-02-20,22-0-23
2023-08-06,7,92,43,49,0,0.467,14,3승0무7패,1승,24-0-23,19-0-26
2023-08-06,8,92,38,49,5,0.437,16.5,2승1무7패,2패,2020-01-27,2018-04-22
2023-08-06,9,101,41,57,3,0.418,19,1승1무8패,8패,2022-02-26,2019-01-31
2023-08-06,10,95,39,55,1,0.415,19,6승1무3패,1패,20-0-30,2019-01-25
2023-08-08,1,94,57,35,2,0.62,0,8승0무2패,1승,2030-01-18,2027-01-17
2023-08-08,2,93,52,40,1,0.565,5,4승0무6패,2패,2023-01-21,29-0-19
2023-08-08,3,93,49,43,1,0.533,8,6승0무4패,5승,22-0-22,2027-01-21
2023-08-08,4,96,50,44,2,0.532,8,9승0무1패,2승,2026-01-21,2024-01-23
2023-08-08,5,93,48,44,1,0.522,9,4승0무6패,1승,2023-01-21,25-0-23
2023-08-08,6,89,44,43,2,0.506,10.5,7승1무2패,3승,2022-02-20,22-0-23
2023-08-08,7,93,44,49,0,0.473,13.5,3승0무7패,2승,24-0-23,20-0-26
2023-08-08,8,93,38,50,5,0.432,17,2승1무7패,3패,2020-01-27,2018-04-23
2023-08-08,9,102,41,58,3,0.414,19.5,0승1무9패,9패,2022-02-27,2019-01-31
2023-08-08,10,96,39,56,1,0.411,19.5,5승1무4패,2패,20-0-30,2019-01-26
2023-08-09,1,95,58,35,2,0.624,0,8승0무2패,2승,2030-01-18,2028-01-17
2023-08-09,2,94,53,40,1,0.57,5,5승0무5패,1승,2024-01-21,29-0-19
2023-08-09,3,97,51,44,2,0.537,8,9승0무1패,3승,2027-01-21,2024-01-23
2023-08-09,4,94,49,44,1,0.527,9,6승0무4패,1패,22-0-22,2027-01-22
2023-08-09,5,94,48,45,1,0.516,10,4승0무6패,1패,2023-01-22,25-0-23
2023-08-09,6,90,44,44,2,0.5,11.5,7승1무2패,1패,2022-02-21,22-0-23
2023-08-09,7,94,44,50,0,0.468,14.5,3승0무7패,1패,24-0-23,20-0-27
2023-08-09,8,94,38,51,5,0.427,18,1승1무8패,4패,2020-01-27,2018-04-24
2023-08-09,9,103,42,58,3,0.42,19.5,1승0무9패,1승,2023-02-27,2019-01-31
2023-08-09,10,97,40,56,1,0.417,19.5,6승0무4패,1승,20-0-30,2020-01-26
2023-08-10,1,95,58,35,2,0.624,0,8승0무2패,2승,2030-01-18,2028-01-17
2023-08-10,2,94,53,40,1,0.57,5,5승0무5패,1승,2024-01-21,29-0-19
2023-08-10,3,97,51,44,2,0.537,8,9승0무1패,3승,2027-01-21,2024-01-23
2023-08-10,4,94,49,44,1,0.527,9,6승0무4패,1패,22-0-22,2027-01-22
2023-08-10,5,94,48,45,1,0.516,10,4승0무6패,1패,2023-01-22,25-0-23
2023-08-10,6,90,44,44,2,0.5,11.5,7승1무2패,1패,2022-02-21,22-0-23
2023-08-10,7,95,45,50,0,0.474,14,4승0무6패,1승,24-0-23,21-0-27
2023-08-10,8,94,38,51,5,0.427,18,1승1무8패,4패,2020-01-27,2018-04-24
2023-08-10,9,97,40,56,1,0.417,19.5,6승0무4패,1승,20-0-30,2020-01-26
2023-08-10,10,104,42,59,3,0.416,20,1승0무9패,1패,2023-02-28,2019-01-31
2023-08-11,1,96,59,35,2,0.628,0,8승0무2패,3승,2031-01-18,2028-01-17
2023-08-11,2,95,53,41,1,0.564,6,4승0무6패,1패,2024-01-22,29-0-19
2023-08-11,3,95,50,44,1,0.532,9,7승0무3패,1승,22-0-22,2028-01-22
2023-08-11,4,98,51,45,2,0.531,9,8승0무2패,1패,2027-01-22,2024-01-23
2023-08-11,5,95,49,45,1,0.521,10,5승0무5패,1승,2023-01-22,26-0-23
2023-08-11,6,91,44,45,2,0.494,12.5,6승1무3패,2패,2022-02-21,22-0-24
2023-08-11,7,96,46,50,0,0.479,14,5승0무5패,2승,25-0-23,21-0-27
2023-08-11,8,98,41,56,1,0.423,19.5,6승0무4패,2승,20-0-30,2021-01-26
2023-08-11,9,95,38,52,5,0.422,19,1승1무8패,5패,2020-01-28,2018-04-24
2023-08-11,10,105,42,60,3,0.412,21,1승0무9패,2패,2023-02-28,19-1-32
2023-08-12,1,97,60,35,2,0.632,0,8승0무2패,4승,2032-01-18,2028-01-17
2023-08-12,2,96,54,41,1,0.568,6,4승0무6패,1승,2025-01-22,29-0-19
2023-08-12,3,99,52,45,2,0.536,9,8승0무2패,1승,2028-01-22,2024-01-23
2023-08-12,4,96,50,45,1,0.526,10,7승0무3패,1패,22-0-22,2028-01-23
2023-08-12,5,96,49,46,1,0.516,11,5승0무5패,1패,2023-01-22,26-0-24
2023-08-12,6,92,45,45,2,0.5,12.5,6승1무3패,1승,2022-02-21,23-0-24
2023-08-12,7,97,46,51,0,0.474,15,5승0무5패,1패,25-0-24,21-0-27
2023-08-12,8,96,39,52,5,0.429,19,2승1무7패,1승,2021-01-28,2018-04-24
2023-08-12,9,99,41,57,1,0.418,20.5,5승0무5패,1패,20-0-30,2021-01-27
2023-08-12,10,106,42,61,3,0.408,22,1승0무9패,3패,2023-02-28,19-1-33
2023-08-13,1,98,61,35,2,0.635,0,8승0무2패,5승,2033-01-18,2028-01-17
2023-08-13,2,97,55,41,1,0.573,6,5승0무5패,2승,2026-01-22,29-0-19
2023-08-13,3,100,53,45,2,0.541,9,8승0무2패,2승,2029-01-22,2024-01-23
2023-08-13,4,97,50,46,1,0.521,11,6승0무4패,2패,22-0-22,2028-01-24
2023-08-13,5,97,49,47,1,0.51,12,4승0무6패,2패,2023-01-22,26-0-25
2023-08-13,6,93,45,46,2,0.495,13.5,5승1무4패,1패,2022-02-21,23-0-25
2023-08-13,7,98,47,51,0,0.48,15,5승0무5패,1승,26-0-24,21-0-27
2023-08-13,8,97,40,52,5,0.435,19,3승1무6패,2승,2022-01-28,2018-04-24
2023-08-13,9,100,41,58,1,0.414,21.5,5승0무5패,2패,20-0-30,2021-01-28
2023-08-13,10,107,42,62,3,0.404,23,1승0무9패,4패,2023-02-28,19-1-34
2023-08-15,1,99,61,36,2,0.629,0,7승0무3패,1패,2033-01-18,2028-01-18
2023-08-15,2,98,55,42,1,0.567,6,5승0무5패,1패,2026-01-22,29-0-20
2023-08-15,3,101,54,45,2,0.545,8,8승0무2패,3승,2029-01-22,2025-01-23
2023-08-15,4,98,50,46,2,0.521,10.5,6승1무3패,2패,2022-01-22,2028-01-24
2023-08-15,5,98,49,48,1,0.505,12,3승0무7패,3패,2023-01-23,26-0-25
2023-08-15,6,94,45,47,2,0.489,13.5,4승1무5패,2패,2022-02-22,23-0-25
2023-08-15,7,99,48,51,0,0.485,14,6승0무4패,2승,27-0-24,21-0-27
2023-08-15,8,98,40,52,6,0.435,18.5,3승2무5패,2승,2022-01-28,2018-05-24
2023-08-15,9,101,42,58,1,0.42,20.5,5승0무5패,1승,21-0-30,2021-01-28
2023-08-15,10,108,43,62,3,0.41,22,2승0무8패,1승,2023-02-28,20-1-34
2023-08-16,1,100,62,36,2,0.633,0,7승0무3패,1승,2033-01-18,2029-01-18
2023-08-16,2,99,55,43,1,0.561,7,5승0무5패,2패,2026-01-22,29-0-21
2023-08-16,3,102,55,45,2,0.55,8,8승0무2패,4승,2029-01-22,2026-01-23
2023-08-16,4,99,50,47,2,0.515,11.5,5승1무4패,3패,2022-01-23,2028-01-24
2023-08-16,5,99,49,49,1,0.5,13,3승0무7패,4패,2023-01-24,26-0-25
2023-08-16,6,95,46,47,2,0.495,13.5,5승1무4패,1승,2023-02-22,23-0-25
2023-08-16,7,100,49,51,0,0.49,14,7승0무3패,3승,28-0-24,21-0-27
2023-08-16,8,99,41,52,6,0.441,18.5,3승2무5패,3승,2022-01-28,2019-05-24
2023-08-16,9,102,42,59,1,0.416,21.5,5승0무5패,1패,21-0-31,2021-01-28
2023-08-16,10,109,43,63,3,0.406,23,2승0무8패,1패,2023-02-28,20-1-35
2023-08-17,1,101,62,37,2,0.626,0,6승0무4패,1패,2033-01-18,2029-01-19
2023-08-17,2,100,55,44,1,0.556,7,4승0무6패,3패,2026-01-22,29-0-22
2023-08-17,3,103,56,45,2,0.554,7,8승0무2패,5승,2029-01-22,2027-01-23
2023-08-17,4,100,51,47,2,0.52,10.5,5승1무4패,1승,2023-01-23,2028-01-24
2023-08-17,5,96,47,47,2,0.5,12.5,5승1무4패,2승,2024-02-22,23-0-25
2023-08-17,6,101,50,51,0,0.495,13,8승0무2패,4승,29-0-24,21-0-27
2023-08-17,7,100,49,50,1,0.495,13,3승0무7패,5패,2023-01-25,26-0-25
2023-08-17,8,100,41,53,6,0.436,18.5,3승2무5패,1패,2022-01-28,2019-05-25
2023-08-17,9,103,43,59,1,0.422,20.5,5승0무5패,1승,22-0-31,2021-01-28
2023-08-17,10,110,43,64,3,0.402,23,2승0무8패,2패,2023-02-28,20-1-36
2023-08-18,1,102,63,37,2,0.63,0,7승0무3패,1승,2033-01-18,2030-01-19
2023-08-18,2,101,55,45,1,0.55,8,3승0무7패,4패,2026-01-23,29-0-22
2023-08-18,3,104,56,46,2,0.549,8,8승0무2패,1패,2029-01-22,2027-01-24
2023-08-18,4,100,51,47,2,0.52,11,5승1무4패,1승,2023-01-23,2028-01-24
2023-08-18,5,100,49,50,1,0.495,13.5,3승0무7패,5패,2023-01-25,26-0-25
2023-08-18,6,97,47,48,2,0.495,13.5,4승1무5패,1패,2024-02-22,23-0-26
2023-08-18,7,102,50,52,0,0.49,14,7승0무3패,1패,29-0-24,21-0-28
2023-08-18,8,101,42,53,6,0.442,18.5,4승2무4패,1승,2023-01-28,2019-05-25
2023-08-18,9,104,44,59,1,0.427,20.5,5승0무5패,2승,23-0-31,2021-01-28
2023-08-18,10,111,44,64,3,0.407,23,3승0무7패,1승,2024-02-28,20-1-36
2023-08-19,1,103,64,37,2,0.634,0,8승0무2패,2승,2033-01-18,2031-01-19
2023-08-19,2,105,57,46,2,0.553,8,8승0무2패,1승,2029-01-22,2028-01-24
2023-08-19,3,102,55,46,1,0.545,9,3승0무7패,5패,2026-01-24,29-0-22
2023-08-19,4,101,51,48,2,0.515,12,4승1무5패,1패,2023-01-23,2028-01-25
2023-08-19,5,98,48,48,2,0.5,13.5,4승1무5패,1승,2024-02-22,24-0-26
2023-08-19,5,101,50,50,1,0.5,13.5,3승0무7패,1승,2024-01-25,26-0-25
2023-08-19,7,103,50,53,0,0.485,15,6승0무4패,2패,29-0-24,21-0-29
2023-08-19,8,102,42,54,6,0.438,19.5,4승1무5패,1패,2023-01-29,2019-05-25
2023-08-19,9,105,44,60,1,0.423,21.5,5승0무5패,1패,23-0-32,2021-01-28
2023-08-19,10,112,45,64,3,0.413,23,4승0무6패,2승,2025-02-28,20-1-36
2023-08-20,1,104,64,38,2,0.627,0,7승0무3패,1패,2033-01-18,2031-01-20
2023-08-20,2,106,58,46,2,0.558,7,8승0무2패,2승,2029-01-22,2029-01-24
2023-08-20,3,103,56,46,1,0.549,8,4승0무6패,1승,2027-01-24,29-0-22
2023-08-20,4,102,52,48,2,0.52,11,4승1무5패,1승,2023-01-23,2029-01-25
2023-08-20,5,102,50,51,1,0.495,13.5,3승0무7패,1패,2024-01-26,26-0-25
2023-08-20,6,99,48,49,2,0.495,13.5,4승0무6패,1패,2024-02-22,24-0-27
2023-08-20,7,104,50,54,0,0.481,15,6승0무4패,3패,29-0-24,21-0-30
2023-08-20,8,103,42,55,6,0.433,19.5,4승1무5패,2패,2023-01-30,2019-05-25
2023-08-20,9,106,45,60,1,0.429,20.5,6승0무4패,1승,24-0-32,2021-01-28
2023-08-20,10,113,46,64,3,0.418,22,4승0무6패,3승,2026-02-28,20-1-36
