game_id,success
20210403HTOB0,O
20210403LTSK0,O
20210403LGNC0,O
20210403HHKT0,O
20210403SSWO0,O
20210404HTOB0,O
20210404LTSK0,O
20210404LGNC0,O
20210404HHKT0,O
20210404SSWO0,O
20210406SSOB0,O
20210406HHSK0,O
20210406LTNC0,O
20210406LGKT0,O
20210406HTWO0,O
20210407SSOB0,O
20210407HHSK0,O
20210407LTNC0,O
20210407LGKT0,O
20210407HTWO0,O
20210408SSOB0,O
20210408HHSK0,O
20210408LTNC0,O
20210408LGKT0,O
20210408HTWO0,O
20210409OBHH0,O
20210409SKLG0,O
20210409WOLT0,O
20210409KTSS0,O
20210409NCHT0,O
20210410SKLG0,O
20210410KTSS0,O
20210410OBHH0,O
20210410WOLT0,O
20210410NCHT0,O
20210411OBHH0,O
20210411SKLG0,O
20210411WOLT0,O
20210411KTSS0,O
20210411NCHT0,O
20210413KTOB0,O
20210413NCSK0,O
20210413HHSS0,O
20210413LTHT0,O
20210413LGWO0,O
20210414KTOB0,O
20210414NCSK0,O
20210414HHSS0,O
20210414LTHT0,O
20210414LGWO0,O
20210415KTOB0,O
20210415NCSK0,O
20210415HHSS0,O
20210415LTHT0,O
20210415LGWO0,O
20210416OBLG0,O
20210416HTSK0,O
20210416SSLT0,O
20210416WOKT0,O
20210416HHNC0,O
20210417HTSK0,O
20210417OBLG0,O
20210417SSLT0,O
20210417HHNC0,O
20210417WOKT0,O
20210418OBLG0,O
20210418HTSK0,O
20210418SSLT0,O
20210418HHNC0,O
20210418WOKT0,O
20210420WOHH0,O
20210420HTLG0,O
20210420OBLT0,O
20210420SKSS0,O
20210420KTNC0,O
20210421WOHH0,O
20210421HTLG0,O
20210421OBLT0,O
20210421SKSS0,O
20210421KTNC0,O
20210422WOHH0,O
20210422HTLG0,O
20210422OBLT0,O
20210422SKSS0,O
20210422KTNC0,O
20210423LGHH0,O
20210423NCOB0,O
20210423LTKT0,O
20210423SSHT0,O
20210423SKWO0,O
20210424LGHH0,O
20210424SKWO0,O
20210424NCOB0,O
20210424LTKT0,O
20210424SSHT0,O
20210425LGHH0,O
20210425NCOB0,O
20210425LTKT0,O
20210425SSHT0,O
20210425SKWO0,O
20210427LTLG0,O
20210427KTSK0,O
20210427NCSS0,O
20210427HHHT0,O
20210427OBWO0,O
20210428LTLG0,O
20210428KTSK0,O
20210428NCSS0,O
20210428HHHT0,O
20210428OBWO0,O
20210429LTLG0,O
20210429KTSK0,O
20210429NCSS0,O
20210429HHHT0,O
20210429OBWO0,O
20210430SKOB0,O
20210430HHLT0,O
20210430LGSS0,O
20210430HTKT0,O
20210430WONC0,O
20210501SKOB0,O
20210501HHLT0,O
20210501LGSS0,O
20210501WONC0,O
20210501HTKT0,O
20210502SKOB0,O
20210502HHLT0,O
20210502LGSS0,O
20210502WONC0,O
20210502HTKT0,O
20210504SSHH0,O
20210504LGOB0,O
20210504HTLT0,O
20210504SKNC0,O
20210504KTWO0,O
20210505SSHH0,O
20210505LGOB0,O
20210505HTLT0,O
20210505SKNC0,O
20210505KTWO0,O
20210506SSHH0,O
20210506LGOB0,O
20210506HTLT0,O
20210506SKNC0,O
20210506KTWO0,O
20210507HHLG0,O
20210507WOSK0,O
20210507LTSS0,O
20210507NCKT0,O
20210507OBHT0,O
20210508HHLG0,O
20210508WOSK0,O
20210508LTSS0,O
20210508NCKT0,O
20210508OBHT0,O
20210508HHLG1,O
20210508WOSK1,O
20210508NCKT1,O
20210508OBHT1,O
20210509LTSS0,O
20210509HHLG1,O
20210509WOSK1,O
20210509NCKT1,O
20210509OBHT1,O
20210509HHLG2,O
20210509WOSK2,O
20210509NCKT2,O
20210509OBHT2,O
20210511NCHH0,O
20210511WOOB0,O
20210511SKLT0,O
20210511SSKT0,O
20210511LGHT0,O
20210512NCHH0,O
20210512WOOB0,O
20210512SKLT0,O
20210512SSKT0,O
20210512LGHT0,O
20210513NCHH0,O
20210513WOOB0,O
20210513SKLT0,O
20210513SSKT0,O
20210513LGHT0,O
20210514SSLG0,O
20210514OBSK0,O
20210514KTLT0,O
20210514HHWO0,O
20210514HTNC0,O
20210515HTNC0,O
20210515HHWO0,O
20210515SSLG0,O
20210515OBSK0,O
20210515KTLT0,O
20210516SSLG0,O
20210516KTLT0,O
20210516HTNC0,O
20210516HHWO0,O
20210516OBSK0,O
20210516OBSK1,O
20210517SSLG0,O
20210517OBSK0,O
20210517KTLT0,O
20210517HTNC0,O
20210518LTHH0,O
20210518NCLG0,O
20210518WOSS0,O
20210518OBKT0,O
20210518SKHT0,O
20210519LTHH0,O
20210519NCLG0,O
20210519WOSS0,O
20210519OBKT0,O
20210519SKHT0,O
20210520LTHH0,O
20210520NCLG0,O
20210520WOSS0,O
20210520OBKT0,O
20210520SKHT0,O
20210521KTHH0,O
20210521LTOB0,O
20210521LGSK0,O
20210521HTSS0,O
20210521NCWO0,O
20210522KTHH0,O
20210522LTOB0,O
20210522LGSK0,O
20210522HTSS0,O
20210522NCWO0,O
20210523KTHH0,O
20210523LTOB0,O
20210523LGSK0,O
20210523HTSS0,O
20210523NCWO0,O
20210525HHOB0,O
20210525LGLT0,O
20210525SSNC0,O
20210525SKKT0,O
20210525WOHT0,O
20210526HHOB0,O
20210526LGLT0,O
20210526SSNC0,O
20210526SKKT0,O
20210526WOHT0,O
20210527HHOB0,O
20210527LGLT0,O
20210527SSNC0,O
20210527SKKT0,O
20210527WOHT0,O
20210528SKHH0,O
20210528WOLG0,O
20210528NCLT0,O
20210528OBSS0,O
20210528KTHT0,O
20210529SKHH0,O
20210529WOLG0,O
20210529OBSS0,O
20210529KTHT0,O
20210529NCLT1,O
20210529NCLT2,O
20210530SKHH0,O
20210530WOLG0,O
20210530NCLT0,O
20210530OBSS0,O
20210530KTHT0,O
20210601HTHH0,O
20210601KTLG0,O
20210601SSSK0,O
20210601OBNC0,O
20210601LTWO0,O
20210602HTHH0,O
20210602KTLG0,O
20210602SSSK0,O
20210602OBNC0,O
20210602LTWO0,O
20210603HTHH0,O
20210603KTLG0,O
20210603SSSK0,O
20210603OBNC0,O
20210603LTWO0,O
20210604SKOB0,O
20210604LTKT0,O
20210604LGHT0,O
20210604SSWO0,O
20210604HHNC0,O
20210605SKOB0,O
20210605HHNC0,O
20210605LTKT0,O
20210605LGHT0,O
20210605SSWO0,O
20210606SKOB0,O
20210606HHNC0,O
20210606LTKT0,O
20210606LGHT0,O
20210606SSWO0,O
20210608WOHH0,O
20210608NCLG0,O
20210608KTSK0,O
20210608OBLT0,O
20210608HTSS0,O
20210609WOHH0,O
20210609NCLG0,O
20210609KTSK0,O
20210609OBLT0,O
20210609HTSS0,O
20210610WOHH0,O
20210610NCLG0,O
20210610KTSK0,O
20210610OBLT0,O
20210610HTSS0,O
20210611OBLG0,O
20210611WOSK0,O
20210611HTLT0,O
20210611NCSS0,O
20210611HHKT0,O
20210612OBLG0,O
20210612WOSK0,O
20210612HTLT0,O
20210612NCSS0,O
20210612HHKT0,O
20210612HTLT1,O
20210613OBLG0,O
20210613WOSK0,O
20210613NCSS0,O
20210613HHKT0,O
20210613HTLT1,O
20210613HTLT2,O
20210615LTHH0,O
20210615SSOB0,O
20210615KTNC0,O
20210615SKHT0,O
20210615LGWO0,O
20210616SSOB0,O
20210616KTNC0,O
20210616LGWO0,O
20210616LTHH1,O
20210616SKHT1,O
20210616LTHH2,O
20210616SKHT2,O
20210617LTHH0,O
20210617SSOB0,O
