기준일,순위,팀명,경기,승,패,무,승률,게임차,최근10경기,연속,홈,방문
2022-05-04,3,키움,28,16,12,0,0.571,4.5,6승0무4패,1패,7-0-7,9-0-5
2022-05-04,4,두산,27,15,12,0,0.556,5.0,5승0무5패,1승,7-0-7,8-0-5
2022-05-04,5,LG,28,15,13,0,0.536,5.5,4승0무6패,1패,4-0-10,11-0-3
2022-05-04,6,KT,27,12,15,0,0.444,8.0,5승0무5패,1패,6-0-9,6-0-6
2022-05-04,7,삼성,28,12,16,0,0.429,8.5,5승0무5패,1승,5-0-9,7-0-7
2022-05-04,8,KIA,27,11,16,0,0.407,9.0,3승0무7패,1승,6-0-9,5-0-7
2022-05-04,9,한화,28,11,17,0,0.393,9.5,5승0무5패,1승,6-0-6,5-0-11
2022-05-04,10,NC,28,9,19,0,0.321,11.5,4승0무6패,1패,5-0-9,4-0-10
2022-05-05,1,SSG,29,21,7,1,0.75,0.0,6승1무3패,1승,12-0-3,9-1-4
2022-05-05,2,롯데,28,16,11,1,0.593,4.5,6승1무3패,1패,5-1-6,11-0-5
2022-05-05,3,두산,28,16,12,0,0.571,5.0,5승0무5패,2승,7-0-7,9-0-5
2022-05-05,4,키움,29,16,13,0,0.552,5.5,5승0무5패,2패,7-0-7,9-0-6
2022-05-05,5,LG,29,15,14,0,0.517,6.5,4승0무6패,2패,4-0-11,11-0-3
2022-05-05,6,KT,28,13,15,0,0.464,8.0,5승0무5패,1승,7-0-9,6-0-6
2022-05-05,7,삼성,29,13,16,0,0.448,8.5,6승0무4패,2승,6-0-9,7-0-7
2022-05-05,8,KIA,28,12,16,0,0.429,9.0,4승0무6패,2승,7-0-9,5-0-7
2022-05-05,9,한화,29,11,18,0,0.379,10.5,4승0무6패,1패,6-0-6,5-0-12
2022-05-05,10,NC,29,9,20,0,0.31,12.5,4승0무6패,2패,5-0-9,4-0-11
2022-05-06,1,SSG,30,21,8,1,0.724,0.0,5승1무4패,1패,12-0-3,9-1-5
2022-05-06,2,롯데,29,16,12,1,0.571,4.5,5승1무4패,2패,5-1-7,11-0-5
2022-05-06,3,키움,30,17,13,0,0.567,4.5,6승0무4패,1승,8-0-7,9-0-6
2022-05-06,4,두산,29,16,13,0,0.552,5.0,5승0무5패,1패,7-0-8,9-0-5
2022-05-06,5,LG,30,16,14,0,0.533,5.5,4승0무6패,1승,4-0-11,12-0-3
2022-05-06,6,KT,29,14,15,0,0.483,7.0,6승0무4패,2승,7-0-9,7-0-6
2022-05-06,7,삼성,30,14,16,0,0.467,7.5,7승0무3패,3승,6-0-9,8-0-7
2022-05-06,8,KIA,29,13,16,0,0.448,8.0,4승0무6패,3승,7-0-9,6-0-7
2022-05-06,9,한화,30,11,19,0,0.367,10.5,4승0무6패,2패,6-0-7,5-0-12
2022-05-06,10,NC,30,9,21,0,0.3,12.5,3승0무7패,3패,5-0-10,4-0-11
2022-05-07,1,SSG,31,22,8,1,0.733,0.0,5승1무4패,1승,12-0-3,10-1-5
2022-05-07,2,두산,30,17,13,0,0.567,5.0,5승0무5패,1승,8-0-8,9-0-5
2022-05-07,3,롯데,30,16,13,1,0.552,5.5,5승1무4패,3패,5-1-8,11-0-5
2022-05-07,4,LG,31,17,14,0,0.548,5.5,5승0무5패,2승,4-0-11,13-0-3
2022-05-07,4,키움,31,17,14,0,0.548,5.5,6승0무4패,1패,8-0-8,9-0-6
2022-05-07,6,삼성,31,15,16,0,0.484,7.5,7승0무3패,4승,6-0-9,9-0-7
2022-05-07,7,KT,30,14,16,0,0.467,8.0,6승0무4패,1패,7-0-9,7-0-7
2022-05-07,7,KIA,30,14,16,0,0.467,8.0,4승0무6패,4승,7-0-9,7-0-7
2022-05-07,9,한화,31,11,20,0,0.355,11.5,3승0무7패,3패,6-0-8,5-0-12
2022-05-07,10,NC,31,9,22,0,0.29,13.5,3승0무7패,4패,5-0-11,4-0-11
2022-05-08,1,SSG,32,23,8,1,0.742,0.0,6승0무4패,2승,12-0-3,11-1-5
2022-05-08,2,LG,32,18,14,0,0.563,5.5,5승0무5패,3승,4-0-11,14-0-3
2022-05-08,3,두산,31,17,14,0,0.548,6.0,4승0무6패,1패,8-0-9,9-0-5
2022-05-08,4,롯데,31,16,14,1,0.533,6.5,5승0무5패,4패,5-1-9,11-0-5
2022-05-08,5,키움,32,17,15,0,0.531,6.5,5승0무5패,2패,8-0-9,9-0-6
2022-05-08,6,삼성,32,16,16,0,0.5,7.5,8승0무2패,5승,6-0-9,10-0-7
2022-05-08,7,KT,31,15,16,0,0.484,8.0,6승0무4패,1승,7-0-9,8-0-7
2022-05-08,7,KIA,31,15,16,0,0.484,8.0,5승0무5패,5승,7-0-9,8-0-7
2022-05-08,9,한화,32,11,21,0,0.344,12.5,3승0무7패,4패,6-0-9,5-0-12
2022-05-08,10,NC,32,9,23,0,0.281,14.5,3승0무7패,5패,5-0-12,4-0-11
2022-05-10,1,SSG,33,24,8,1,0.75,0.0,7승0무3패,3승,12-0-3,12-1-5
2022-05-10,2,LG,33,19,14,0,0.576,5.5,5승0무5패,4승,5-0-11,14-0-3
2022-05-10,3,두산,32,18,14,0,0.563,6.0,5승0무5패,1승,8-0-9,10-0-5
2022-05-10,4,롯데,32,17,14,1,0.548,6.5,5승0무5패,1승,6-1-9,11-0-5
2022-05-10,5,키움,33,17,16,0,0.515,7.5,4승0무6패,3패,8-0-10,9-0-6
2022-05-10,6,KIA,32,16,16,0,0.5,8.0,6승0무4패,6승,8-0-9,8-0-7
2022-05-10,7,삼성,33,16,17,0,0.485,8.5,8승0무2패,1패,6-0-10,10-0-7
2022-05-10,8,KT,32,15,17,0,0.469,9.0,5승0무5패,1패,7-0-9,8-0-8
2022-05-10,9,한화,33,11,22,0,0.333,13.5,3승0무7패,5패,6-0-9,5-0-13
2022-05-10,10,NC,33,9,24,0,0.273,15.5,2승0무8패,6패,5-0-12,4-0-12
2022-05-11,1,SSG,34,24,9,1,0.727,0.0,6승0무4패,1패,12-0-3,12-1-6
2022-05-11,2,LG,34,20,14,0,0.588,4.5,6승0무4패,5승,6-0-11,14-0-3
2022-05-11,3,두산,33,19,14,0,0.576,5.0,6승0무4패,2승,8-0-9,11-0-5
2022-05-11,4,롯데,33,18,14,1,0.563,5.5,5승0무5패,2승,7-1-9,11-0-5
2022-05-11,5,삼성,34,17,17,0,0.5,7.5,8승0무2패,1승,7-0-10,10-0-7
2022-05-11,5,키움,34,17,17,0,0.5,7.5,4승0무6패,4패,8-0-11,9-0-6
2022-05-11,7,KT,33,16,17,0,0.485,8.0,5승0무5패,1승,7-0-9,9-0-8
2022-05-11,7,KIA,33,16,17,0,0.485,8.0,6승0무4패,1패,8-0-10,8-0-7
2022-05-11,9,한화,34,11,23,0,0.324,13.5,3승0무7패,6패,6-0-9,5-0-14
2022-05-11,10,NC,34,9,25,0,0.265,15.5,1승0무9패,7패,5-0-12,4-0-13
2022-05-12,1,SSG,35,24,10,1,0.706,0.0,5승0무5패,2패,12-0-3,12-1-7
2022-05-12,2,LG,35,21,14,0,0.6,3.5,7승0무3패,6승,7-0-11,14-0-3
2022-05-12,3,두산,34,20,14,0,0.588,4.0,7승0무3패,3승,8-0-9,12-0-5
2022-05-12,4,롯데,34,18,15,1,0.545,5.5,4승0무6패,1패,7-1-10,11-0-5
2022-05-12,5,삼성,35,18,17,0,0.514,6.5,8승0무2패,2승,8-0-10,10-0-7
2022-05-12,6,KIA,34,17,17,0,0.5,7.0,7승0무3패,1승,9-0-10,8-0-7
2022-05-12,7,키움,35,17,18,0,0.486,7.5,3승0무7패,5패,8-0-12,9-0-6
2022-05-12,8,KT,34,16,18,0,0.471,8.0,5승0무5패,1패,7-0-9,9-0-9
2022-05-12,9,한화,35,11,24,0,0.314,13.5,2승0무8패,7패,6-0-9,5-0-15
2022-05-12,10,NC,35,10,25,0,0.286,14.5,2승0무8패,1승,5-0-12,5-0-13
2022-05-13,1,SSG,36,24,11,1,0.686,0.0,5승0무5패,3패,12-0-4,12-1-7
2022-05-13,2,두산,34,20,14,0,0.588,3.5,7승0무3패,3승,8-0-9,12-0-5
2022-05-13,3,LG,36,21,15,0,0.583,3.5,7승0무3패,1패,7-0-12,14-0-3
2022-05-13,4,롯데,35,19,15,1,0.559,4.5,4승0무6패,1승,7-1-10,12-0-5
2022-05-13,5,삼성,35,18,17,0,0.514,6.0,8승0무2패,2승,8-0-10,10-0-7
2022-05-13,5,KIA,35,18,17,0,0.514,6.0,8승0무2패,2승,9-0-10,9-0-7
2022-05-13,7,키움,36,18,18,0,0.5,6.5,3승0무7패,1승,8-0-12,10-0-6
2022-05-13,8,KT,35,16,19,0,0.457,8.0,5승0무5패,2패,7-0-10,9-0-9
2022-05-13,9,NC,36,11,25,0,0.306,13.5,3승0무7패,2승,5-0-12,6-0-13
2022-05-13,9,한화,36,11,25,0,0.306,13.5,1승0무9패,8패,6-0-10,5-0-15
2022-05-14,1,SSG,37,25,11,1,0.694,0.0,5승0무5패,1승,13-0-4,12-1-7
2022-05-14,2,LG,37,22,15,0,0.595,3.5,7승0무3패,1승,8-0-12,14-0-3
2022-05-14,3,두산,35,20,15,0,0.571,4.5,6승0무4패,1패,8-0-9,12-0-6
2022-05-14,3,롯데,36,20,15,1,0.571,4.5,5승0무5패,2승,7-1-10,13-0-5
2022-05-14,5,삼성,36,19,17,0,0.528,6.0,8승0무2패,3승,9-0-10,10-0-7
2022-05-14,6,키움,37,19,18,0,0.514,6.5,3승0무7패,2승,8-0-12,11-0-6
2022-05-14,7,KIA,36,18,18,0,0.5,7.0,8승0무2패,1패,9-0-10,9-0-8
2022-05-14,8,KT,36,16,20,0,0.444,9.0,4승0무6패,3패,7-0-11,9-0-9
2022-05-14,9,NC,37,11,26,0,0.297,14.5,2승0무8패,1패,5-0-12,6-0-14
2022-05-14,9,한화,37,11,26,0,0.297,14.5,1승0무9패,9패,6-0-11,5-0-15
2022-05-15,1,SSG,38,25,12,1,0.676,0.0,5승0무5패,1패,13-0-5,12-1-7
2022-05-15,2,LG,38,23,15,0,0.605,2.5,8승0무2패,2승,9-0-12,14-0-3
2022-05-15,3,두산,36,20,16,0,0.556,4.5,6승0무4패,2패,8-0-9,12-0-7
2022-05-15,3,롯데,37,20,16,1,0.556,4.5,4승0무6패,1패,7-1-10,13-0-6
2022-05-15,5,삼성,37,20,17,0,0.541,5.0,9승0무1패,4승,10-0-10,10-0-7
2022-05-15,6,키움,38,20,18,0,0.526,5.5,4승0무6패,3승,8-0-12,12-0-6
2022-05-15,7,KIA,37,18,19,0,0.486,7.0,7승0무3패,2패,9-0-10,9-0-9
2022-05-15,8,KT,37,16,21,0,0.432,9.0,4승0무6패,4패,7-0-12,9-0-9
2022-05-15,9,NC,38,12,26,0,0.316,13.5,3승0무7패,1승,5-0-12,7-0-14
2022-05-15,9,한화,38,12,26,0,0.316,13.5,1승0무9패,1승,7-0-11,5-0-15
2022-05-17,1,SSG,39,25,12,2,0.676,0.0,4승1무5패,1패,13-0-5,12-2-7
2022-05-17,2,LG,39,23,16,0,0.59,3.0,8승0무2패,1패,9-0-12,14-0-4
2022-05-17,3,두산,37,20,16,1,0.556,4.5,5승1무4패,2패,8-1-9,12-0-7
2022-05-17,4,롯데,38,20,17,1,0.541,5.0,4승0무6패,2패,7-1-11,13-0-6
2022-05-17,5,키움,39,21,18,0,0.538,5.0,5승0무5패,4승,8-0-12,13-0-6
2022-05-17,6,삼성,38,20,18,0,0.526,5.5,8승0무2패,1패,10-0-10,10-0-8
2022-05-17,7,KIA,38,19,19,0,0.5,6.5,7승0무3패,1승,9-0-10,10-0-9
2022-05-17,8,KT,38,17,21,0,0.447,8.5,4승0무6패,1승,8-0-12,9-0-9
2022-05-17,9,한화,39,13,26,0,0.333,13.0,2승0무8패,2승,8-0-11,5-0-15
2022-05-17,10,NC,39,12,27,0,0.308,14.0,3승0무7패,1패,5-0-13,7-0-14
2022-05-18,1,SSG,40,26,12,2,0.684,0.0,5승1무4패,1승,13-0-5,13-2-7
2022-05-18,2,LG,40,24,16,0,0.6,3.0,8승0무2패,1승,9-0-12,15-0-4
2022-05-18,3,두산,38,20,17,1,0.541,5.5,4승1무5패,3패,8-1-10,12-0-7
2022-05-18,4,삼성,39,21,18,0,0.538,5.5,8승0무2패,1승,10-0-10,11-0-8
2022-05-18,5,롯데,39,20,18,1,0.526,6.0,4승0무6패,3패,7-1-12,13-0-6
2022-05-18,6,키움,40,21,19,0,0.525,6.0,4승0무6패,1패,8-0-12,13-0-7
2022-05-18,7,KIA,39,20,19,0,0.513,6.5,7승0무3패,2승,9-0-10,11-0-9
2022-05-18,8,KT,39,17,22,0,0.436,9.5,3승0무7패,1패,8-0-13,9-0-9
2022-05-18,9,NC,40,13,27,0,0.325,14.0,4승0무6패,1승,6-0-13,7-0-14
2022-05-18,9,한화,40,13,27,0,0.325,14.0,2승0무8패,1패,8-0-12,5-0-15
2022-05-19,1,SSG,41,27,12,2,0.692,0.0,5승1무4패,2승,13-0-5,14-2-7
2022-05-19,2,LG,41,25,16,0,0.61,3.0,8승0무2패,2승,9-0-12,16-0-4
2022-05-19,3,삼성,40,22,18,0,0.55,5.5,8승0무2패,2승,10-0-10,12-0-8
2022-05-19,4,키움,41,22,19,0,0.537,6.0,5승0무5패,1승,8-0-12,14-0-7
2022-05-19,5,두산,39,20,18,1,0.526,6.5,4승1무5패,4패,8-1-11,12-0-7
2022-05-19,6,KIA,40,21,19,0,0.525,6.5,7승0무3패,3승,9-0-10,12-0-9
2022-05-19,7,롯데,40,20,19,1,0.513,7.0,4승0무6패,4패,7-1-13,13-0-6
2022-05-19,8,KT,40,17,23,0,0.425,10.5,3승0무7패,2패,8-0-14,9-0-9
2022-05-19,9,NC,41,13,28,0,0.317,15.0,4승0무6패,1패,6-0-14,7-0-14
2022-05-19,9,한화,41,13,28,0,0.317,15.0,2승0무8패,2패,8-0-13,5-0-15
2022-05-20,1,SSG,42,28,12,2,0.7,0.0,5승1무4패,3승,14-0-5,14-2-7
2022-05-20,2,LG,42,25,17,0,0.595,4.0,7승0무3패,1패,9-0-12,16-0-5
2022-05-20,3,키움,42,23,19,0,0.548,6.0,6승0무4패,2승,9-0-12,14-0-7
2022-05-20,4,삼성,41,22,19,0,0.537,6.5,7승0무3패,1패,10-0-11,12-0-8
2022-05-20,4,KIA,41,22,19,0,0.537,6.5,7승0무3패,4승,10-0-10,12-0-9
2022-05-20,6,롯데,41,21,19,1,0.525,7.0,5승0무5패,1승,7-1-13,14-0-6
2022-05-20,7,두산,40,20,19,1,0.513,7.5,3승1무6패,5패,8-1-12,12-0-7
2022-05-20,8,KT,41,18,23,0,0.439,10.5,3승0무7패,1승,8-0-14,10-0-9
2022-05-20,9,NC,42,13,29,0,0.31,16.0,4승0무6패,2패,6-0-14,7-0-15
2022-05-20,9,한화,42,13,29,0,0.31,16.0,2승0무8패,3패,8-0-13,5-0-16
2022-05-21,1,SSG,43,28,13,2,0.683,0.0,4승1무5패,1패,14-0-6,14-2-7
2022-05-21,2,LG,43,26,17,0,0.605,3.0,7승0무3패,1승,9-0-12,17-0-5
2022-05-21,3,키움,43,24,19,0,0.558,5.0,7승0무3패,3승,10-0-12,14-0-7
2022-05-21,4,두산,41,21,19,1,0.525,6.5,4승1무5패,1승,9-1-12,12-0-7
2022-05-21,5,삼성,42,22,20,0,0.524,6.5,6승0무4패,2패,10-0-12,12-0-8
2022-05-21,5,KIA,42,22,20,0,0.524,6.5,6승0무4패,1패,10-0-11,12-0-9
2022-05-21,7,롯데,42,21,20,1,0.512,7.0,4승0무6패,1패,7-1-13,14-0-7
2022-05-21,8,KT,42,19,23,0,0.452,9.5,4승0무6패,2승,8-0-14,11-0-9
2022-05-21,9,NC,43,14,29,0,0.326,15.0,5승0무5패,1승,6-0-14,8-0-15
2022-05-21,10,한화,43,13,30,0,0.302,16.0,2승0무8패,4패,8-0-13,5-0-17
2022-05-22,1,SSG,44,29,13,2,0.69,0.0,5승1무4패,1승,15-0-6,14-2-7
2022-05-22,2,LG,44,26,18,0,0.591,4.0,6승0무4패,1패,9-0-12,17-0-6
2022-05-22,3,키움,44,24,20,0,0.545,6.0,7승0무3패,1패,10-0-13,14-0-7
2022-05-22,4,삼성,43,23,20,0,0.535,6.5,7승0무3패,1승,11-0-12,12-0-8
2022-05-22,4,KIA,43,23,20,0,0.535,6.5,7승0무3패,1승,11-0-11,12-0-9
2022-05-22,6,롯데,43,22,20,1,0.524,7.0,4승0무6패,1승,7-1-13,15-0-7
2022-05-22,7,두산,42,21,20,1,0.512,7.5,3승1무6패,1패,9-1-13,12-0-7
2022-05-22,8,KT,43,19,24,0,0.442,10.5,3승0무7패,1패,8-0-14,11-0-10
2022-05-22,9,NC,44,14,30,0,0.318,16.0,5승0무5패,1패,6-0-14,8-0-16
2022-05-22,9,한화,44,14,30,0,0.318,16.0,3승0무7패,1승,8-0-13,6-0-17
2022-05-24,1,SSG,45,30,13,2,0.698,0.0,6승1무3패,2승,16-0-6,14-2-7
2022-05-24,2,LG,45,26,19,0,0.578,5.0,5승0무5패,2패,9-0-13,17-0-6
2022-05-24,3,키움,45,25,20,0,0.556,6.0,8승0무2패,1승,10-0-13,15-0-7
2022-05-24,4,KIA,44,24,20,0,0.545,6.5,7승0무3패,2승,11-0-11,13-0-9
2022-05-24,5,삼성,44,23,21,0,0.523,7.5,6승0무4패,1패,11-0-13,12-0-8
2022-05-24,6,롯데,44,22,21,1,0.512,8.0,4승0무6패,1패,7-1-13,15-0-8
2022-05-24,7,두산,43,21,21,1,0.5,8.5,2승1무7패,2패,9-1-13,12-0-8
2022-05-24,8,KT,44,19,25,0,0.432,11.5,3승0무7패,2패,8-0-14,11-0-11
2022-05-24,9,NC,45,15,30,0,0.333,16.0,5승0무5패,1승,7-0-14,8-0-16
2022-05-24,9,한화,45,15,30,0,0.333,16.0,4승0무6패,2승,9-0-13,6-0-17
2022-05-25,1,SSG,46,31,13,2,0.705,0.0,7승1무2패,3승,17-0-6,14-2-7
2022-05-25,2,LG,46,26,20,0,0.565,6.0,5승0무5패,3패,9-0-14,17-0-6
2022-05-25,2,키움,46,26,20,0,0.565,6.0,8승0무2패,2승,10-0-13,16-0-7
2022-05-25,4,KIA,45,25,20,0,0.556,6.5,7승0무3패,3승,11-0-11,14-0-9
2022-05-25,5,삼성,45,23,22,0,0.511,8.5,5승0무5패,2패,11-0-14,12-0-8
2022-05-25,6,롯데,45,22,22,1,0.5,9.0,3승0무7패,2패,7-1-13,15-0-9
2022-05-25,7,두산,44,21,22,1,0.488,9.5,1승1무8패,3패,9-1-13,12-0-9
2022-05-25,8,KT,45,20,25,0,0.444,11.5,4승0무6패,1승,8-0-14,12-0-11
2022-05-25,9,한화,46,16,30,0,0.348,16.0,5승0무5패,3승,10-0-13,6-0-17
2022-05-25,10,NC,46,15,31,0,0.326,17.0,4승0무6패,1패,7-0-15,8-0-16
2022-05-26,1,SSG,47,32,13,2,0.711,0.0,7승1무2패,4승,18-0-6,14-2-7
2022-05-26,2,키움,47,27,20,0,0.574,6.0,8승0무2패,3승,10-0-13,17-0-7
2022-05-26,3,KIA,46,26,20,0,0.565,6.5,8승0무2패,4승,11-0-11,15-0-9
2022-05-26,4,LG,47,26,21,0,0.553,7.0,4승0무6패,4패,9-0-15,17-0-6
2022-05-26,5,두산,45,22,22,1,0.5,9.5,2승1무7패,1승,9-1-13,13-0-9
2022-05-26,5,삼성,46,23,23,0,0.5,9.5,4승0무6패,3패,11-0-15,12-0-8
2022-05-26,7,롯데,46,22,23,1,0.489,10.0,2승0무8패,3패,7-1-13,15-0-10
2022-05-26,8,KT,46,21,25,0,0.457,11.5,5승0무5패,2승,8-0-14,13-0-11
2022-05-26,9,한화,47,16,31,0,0.34,17.0,5승0무5패,1패,10-0-14,6-0-17
2022-05-26,10,NC,47,15,32,0,0.319,18.0,4승0무6패,2패,7-0-16,8-0-16
2022-05-27,1,SSG,48,33,13,2,0.717,0.0,8승1무1패,5승,18-0-6,15-2-7
2022-05-27,2,키움,48,28,20,0,0.583,6.0,8승0무2패,4승,10-0-13,18-0-7
2022-05-27,3,LG,48,27,21,0,0.563,7.0,4승0무6패,1승,10-0-15,17-0-6
2022-05-27,4,KIA,47,26,21,0,0.553,7.5,8승0무2패,1패,11-0-12,15-0-9
2022-05-27,5,두산,46,23,22,1,0.511,9.5,3승1무6패,2승,9-1-13,14-0-9
2022-05-27,6,삼성,47,23,24,0,0.489,10.5,3승0무7패,4패,11-0-15,12-0-9
2022-05-27,7,롯데,47,22,24,1,0.478,11.0,2승0무8패,4패,7-1-14,15-0-10
2022-05-27,8,KT,47,21,26,0,0.447,12.5,5승0무5패,1패,8-0-15,13-0-11
2022-05-27,9,한화,48,17,31,0,0.354,17.0,5승0무5패,1승,10-0-14,7-0-17
2022-05-27,10,NC,48,15,33,0,0.313,19.0,3승0무7패,3패,7-0-17,8-0-16
2022-05-28,1,SSG,49,33,14,2,0.702,0.0,8승0무2패,1패,18-0-6,15-2-8
2022-05-28,2,키움,49,29,20,0,0.592,5.0,8승0무2패,5승,10-0-13,19-0-7
2022-05-28,3,LG,49,28,21,0,0.571,6.0,5승0무5패,2승,11-0-15,17-0-6
2022-05-28,4,KIA,48,27,21,0,0.563,6.5,8승0무2패,1승,12-0-12,15-0-9
2022-05-28,5,두산,47,23,23,1,0.5,9.5,3승0무7패,1패,9-1-13,14-0-10
2022-05-28,6,삼성,48,23,25,0,0.479,10.5,3승0무7패,5패,11-0-15,12-0-10
2022-05-28,7,롯데,48,22,25,1,0.468,11.0,2승0무8패,5패,7-1-15,15-0-10
2022-05-28,8,KT,48,21,27,0,0.438,12.5,4승0무6패,2패,8-0-16,13-0-11
2022-05-28,9,한화,49,18,31,0,0.367,16.0,5승0무5패,2승,10-0-14,8-0-17
2022-05-28,10,NC,49,16,33,0,0.327,18.0,4승0무6패,1승,8-0-17,8-0-16
2022-05-29,1,SSG,50,34,14,2,0.708,0.0,8승0무2패,1승,18-0-6,16-2-8
2022-05-29,2,키움,50,30,20,0,0.6,5.0,9승0무1패,6승,10-0-13,20-0-7
2022-05-29,3,LG,50,28,22,0,0.56,7.0,4승0무6패,1패,11-0-16,17-0-6
2022-05-29,4,KIA,49,27,22,0,0.551,7.5,7승0무3패,1패,12-0-13,15-0-9
2022-05-29,5,두산,48,24,23,1,0.511,9.5,4승0무6패,1승,9-1-13,15-0-10
2022-05-29,6,삼성,49,24,25,0,0.49,10.5,3승0무7패,1승,11-0-15,13-0-10
2022-05-29,7,롯데,49,22,26,1,0.458,12.0,2승0무8패,6패,7-1-16,15-0-10
2022-05-29,8,KT,49,21,28,0,0.429,13.5,4승0무6패,3패,8-0-17,13-0-11
2022-05-29,9,한화,50,19,31,0,0.38,16.0,6승0무4패,3승,10-0-14,9-0-17
2022-05-29,10,NC,50,16,34,0,0.32,19.0,3승0무7패,1패,8-0-18,8-0-16
2022-05-31,1,SSG,51,34,15,2,0.694,0.0,7승0무3패,1패,18-0-7,16-2-8
2022-05-31,2,키움,51,31,20,0,0.608,4.0,9승0무1패,7승,11-0-13,20-0-7
2022-05-31,3,KIA,50,28,22,0,0.56,6.5,7승0무3패,1승,12-0-13,16-0-9
2022-05-31,4,LG,51,28,23,0,0.549,7.0,3승0무7패,2패,11-0-16,17-0-7
2022-05-31,5,두산,49,24,24,1,0.5,9.5,4승0무6패,1패,9-1-14,15-0-10
2022-05-31,6,삼성,50,24,26,0,0.48,10.5,2승0무8패,1패,11-0-15,13-0-11
2022-05-31,7,롯데,50,23,26,1,0.469,11.0,3승0무7패,1승,8-1-16,15-0-10
2022-05-31,8,KT,50,22,28,0,0.44,12.5,5승0무5패,1승,8-0-17,14-0-11
2022-05-31,9,한화,51,19,32,0,0.373,16.0,6승0무4패,1패,10-0-15,9-0-17
2022-05-31,10,NC,51,17,34,0,0.333,18.0,4승0무6패,1승,8-0-18,9-0-16
2022-06-01,1,SSG,52,35,15,2,0.7,0.0,7승0무3패,1승,19-0-7,16-2-8
2022-06-01,2,키움,52,31,21,0,0.596,5.0,8승0무2패,1패,11-0-14,20-0-7
2022-06-01,3,KIA,51,29,22,0,0.569,6.5,7승0무3패,2승,12-0-13,17-0-9
2022-06-01,4,LG,52,29,23,0,0.558,7.0,4승0무6패,1승,11-0-16,18-0-7
2022-06-01,5,삼성,51,25,26,0,0.49,10.5,3승0무7패,1승,11-0-15,14-0-11
2022-06-01,6,두산,50,24,25,1,0.49,10.5,4승0무6패,2패,9-1-15,15-0-10
2022-06-01,7,롯데,51,23,27,1,0.46,12.0,2승0무8패,1패,8-1-17,15-0-10
2022-06-01,8,KT,51,22,29,0,0.431,13.5,4승0무6패,1패,8-0-17,14-0-12
2022-06-01,9,한화,52,20,32,0,0.385,16.0,7승0무3패,1승,11-0-15,9-0-17
2022-06-01,10,NC,52,17,35,0,0.327,19.0,4승0무6패,1패,8-0-18,9-0-17
2022-06-02,1,SSG,53,35,16,2,0.686,0.0,7승0무3패,1패,19-0-8,16-2-8
2022-06-02,2,키움,53,32,21,0,0.604,4.0,8승0무2패,1승,12-0-14,20-0-7
2022-06-02,3,KIA,52,30,22,0,0.577,5.5,8승0무2패,3승,12-0-13,18-0-9
2022-06-02,4,LG,53,29,23,1,0.558,6.5,3승1무6패,1승,11-0-16,18-1-7
2022-06-02,5,삼성,52,25,27,0,0.481,10.5,3승0무7패,1패,11-0-15,14-0-12
2022-06-02,6,두산,51,24,26,1,0.48,10.5,3승0무7패,3패,9-1-16,15-0-10
2022-06-02,7,롯데,52,23,27,2,0.46,11.5,2승1무7패,1패,8-2-17,15-0-10
2022-06-02,8,KT,52,23,29,0,0.442,12.5,4승0무6패,1승,8-0-17,15-0-12
2022-06-02,9,한화,53,20,33,0,0.377,16.0,7승0무3패,1패,11-0-16,9-0-17
2022-06-02,10,NC,53,18,35,0,0.34,18.0,4승0무6패,1승,8-0-18,10-0-17
2022-06-03,1,SSG,54,35,17,2,0.673,0.0,6승0무4패,2패,19-0-8,16-2-9
2022-06-03,2,키움,54,32,22,0,0.593,4.0,8승0무2패,1패,12-0-14,20-0-8
2022-06-03,3,LG,54,30,23,1,0.566,5.5,4승1무5패,2승,12-0-16,18-1-7
2022-06-03,3,KIA,53,30,23,0,0.566,5.5,7승0무3패,1패,12-0-13,18-0-10
2022-06-03,5,삼성,53,26,27,0,0.491,9.5,3승0무7패,1승,12-0-15,14-0-12
2022-06-03,6,두산,52,24,27,1,0.471,10.5,3승0무7패,4패,9-1-16,15-0-11
2022-06-03,7,KT,53,24,29,0,0.453,11.5,5승0무5패,2승,9-0-17,15-0-12
2022-06-03,8,롯데,53,23,28,2,0.451,11.5,1승1무8패,2패,8-2-17,15-0-11
2022-06-03,9,한화,54,21,33,0,0.389,15.0,7승0무3패,1승,12-0-16,9-0-17
2022-06-03,10,NC,54,19,35,0,0.352,17.0,5승0무5패,2승,9-0-18,10-0-17
2022-06-04,1,SSG,55,35,18,2,0.66,0.0,5승0무5패,3패,19-0-8,16-2-10
2022-06-04,2,키움,55,33,22,0,0.6,3.0,8승0무2패,1승,12-0-14,21-0-8
2022-06-04,3,LG,55,31,23,1,0.574,4.5,5승1무4패,3승,13-0-16,18-1-7
2022-06-04,4,KIA,54,30,24,0,0.556,5.5,6승0무4패,2패,12-0-13,18-0-11
2022-06-04,5,삼성,54,26,28,0,0.481,9.5,3승0무7패,1패,12-0-16,14-0-12
2022-06-04,6,두산,53,25,27,1,0.481,9.5,4승0무6패,1승,9-1-16,16-0-11
2022-06-04,7,KT,54,25,29,0,0.463,10.5,6승0무4패,3승,10-0-17,15-0-12
2022-06-04,8,롯데,54,24,28,2,0.462,10.5,2승1무7패,1승,8-2-17,16-0-11
