player_id,선수명,팀명,G,SBA,SB,CS,SB%,OOB,PKO
61353,고종욱,KIA,114,4,2,2,50.0,0,0
66614,김규성,KIA,99,8,6,2,75.0,0,1
69620,김기훈,KIA,1,0,0,0,-,0,0
52605,김도영,KIA,84,29,25,4,86.2,2,2
67610,김석환,KIA,12,0,0,0,-,0,0
78603,김선빈,KIA,119,4,3,1,75.0,4,0
51604,김선우,KIA,5,0,0,0,-,0,0
78122,김태군,KIA,114,3,2,1,66.7,5,0
65653,김호령,KIA,76,1,1,0,100,0,0
62947,나성범,KIA,58,0,0,0,-,5,0
67609,박정우,KIA,21,0,0,0,-,0,0
63638,박준표,KIA,1,0,0,0,-,0,0
64646,박찬호,KIA,130,38,30,8,78.9,5,1
69727,변우혁,KIA,83,0,0,0,-,0,0
52630,소크라테스,KIA,142,21,15,6,71.4,3,1
66662,신범수,KIA,36,0,0,0,-,1,0
69636,오선우,KIA,33,0,0,0,-,0,0
52667,윤도현,KIA,1,0,0,0,-,0,0
68619,윤중현,KIA,1,0,0,0,-,0,0
63260,이우성,KIA,126,9,8,1,88.9,7,0
64560,이창진,KIA,104,11,9,2,81.8,1,0
50662,정해영,KIA,2,0,0,0,-,0,0
66354,주효상,KIA,19,0,0,0,-,0,0
66606,최원준,KIA,67,18,13,5,72.2,1,1
65464,최정용,KIA,56,4,4,0,100,1,0
72443,최형우,KIA,121,0,0,0,-,4,0
63722,한승택,KIA,49,0,0,0,-,0,0
68646,한준수,KIA,48,0,0,0,-,0,0
50600,홍종표,KIA,40,0,0,0,-,0,0
65610,황대인,KIA,60,0,0,0,-,1,0
52641,황동하,KIA,1,0,0,0,-,0,0
