player_id,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
72523,고효준,SSG,8.18,26,2,1,0,5,0.667,22,23,4,20,1,27,21,20,1.95
77829,김광현,SSG,4.93,31,12,10,0,0,0.545,162 1/3,162,24,73,6,154,95,89,1.45
65343,김택형,SSG,9.0,6,0,1,0,0,0.000,7,10,1,6,1,1,7,7,2.29
73211,노경은,SSG,2.9,77,8,5,0,38,0.615,83 2/3,71,10,32,4,71,30,27,1.23
54804,더거,SSG,12.71,6,0,3,0,0,0.000,22 2/3,37,2,10,3,18,33,32,2.07
62869,문승원,SSG,4.5,62,6,1,20,6,0.857,60,67,10,24,1,53,33,30,1.52
64893,박민호,SSG,4.76,19,2,0,0,0,1.000,22 2/3,25,4,7,2,10,14,12,1.41
54807,박성빈,SSG,0.0,3,0,0,0,0,-,2 1/3,1,0,0,1,2,0,0,0.43
50812,박시후,SSG,6.75,11,0,0,0,0,-,14 2/3,18,1,7,2,11,11,11,1.7
60841,박종훈,SSG,6.94,10,1,4,0,0,0.200,35,37,7,21,8,34,28,27,1.66
69839,백승건,SSG,7.71,10,0,0,0,0,-,9 1/3,13,2,9,0,5,9,8,2.36
61895,서진용,SSG,5.55,51,0,1,0,6,0.000,47,52,5,26,0,38,34,29,1.66
53898,송영진,SSG,5.8,26,5,10,0,0,0.333,99 1/3,112,10,51,1,67,74,64,1.64
52873,신헌민,SSG,18.0,3,0,0,0,0,-,3,7,2,3,1,0,7,6,3.33
54833,앤더슨,SSG,3.89,24,11,3,0,0,0.786,115 2/3,98,11,53,8,158,55,50,1.31
53825,엘리아스,SSG,4.08,22,7,7,0,0,0.500,123 2/3,126,13,30,6,104,59,56,1.26
50859,오원석,SSG,5.03,29,6,9,0,1,0.400,121 2/3,122,17,65,13,112,72,68,1.54
64861,이건욱,SSG,11.37,10,1,2,0,0,0.333,19,34,5,15,2,17,25,24,2.58
52868,이기순,SSG,3.66,10,1,1,0,0,0.500,19 2/3,12,2,23,1,24,10,8,1.78
53892,이로운,SSG,5.95,63,1,3,1,9,0.250,56,67,4,43,3,41,43,37,1.96
51895,장지훈,SSG,6.75,18,0,0,0,0,-,21 1/3,29,3,10,1,10,16,16,1.83
66858,정동윤,SSG,0.0,3,0,0,0,0,-,1 2/3,1,0,1,0,2,0,0,1.2
51897,조병현,SSG,3.58,76,4,6,12,12,0.400,73,52,8,31,2,96,34,29,1.14
68856,최민준,SSG,7.78,32,1,0,0,0,1.000,39 1/3,61,9,24,3,40,36,34,2.16
54803,최현석,SSG,54.0,2,0,0,0,0,-,2/3,5,1,3,0,1,4,4,12.0
68092,한두솔,SSG,5.01,69,2,1,0,3,0.667,59 1/3,62,3,31,3,68,40,33,1.57
