연도,선수_ID,선수명,데이터유무
2021,69439,라이블리,O
2021,55903,라일리,X
2021,54443,레예스,X
2021,54529,레이예스,X
2021,52547,렉스,X
2021,55912,로건,X
2021,52645,로니,X
2021,55322,로젠버그,X
2021,51234,로켓,O
2021,67025,로하스,X
2021,52112,루이즈,X
2021,69940,루친스키,O
2021,53404,류승민,X
2021,66615,류승현,X
2021,63103,류원석,O
2021,62234,류지혁,O
2021,65949,류진욱,O
2021,53036,류현인,X
2021,54219,류현준,X
2021,76715,류현진,X
2021,50868,류효승,X
2021,64029,류희운,X
2021,51834,르위키,O
2021,55703,리베라토,X
2021,50506,마차도,O
2021,52904,마티니,X
2021,53955,마틴,X
2021,55844,맥브룸,X
2021,53833,맥카티,X
2021,54424,맥키넌,X
2021,53322,맥키니,X
2021,53645,메디나,X
2021,55342,메르세데스,X
2021,51619,멩덴,O
2021,52808,모리만도,X
2021,78813,모창민,O
2021,53973,목지훈,X
2021,51439,몽고메리,O
2021,65643,문경찬,O
2021,64554,문동욱,O
2021,52701,문동주,X
2021,69102,문보경,O
2021,67063,문상인,X
2021,50007,문상준,X
2021,64007,문상철,O
2021,68119,문성주,O
2021,60336,문성현,O
2021,62869,문승원,O
2021,67419,문용익,O
2021,67259,문원,O
2021,52121,문정빈,X
2021,50365,문찬종,O
2021,53764,문현빈,X
2021,51257,미란다,O
2021,76249,민병헌,O
2021,54720,바리아,X
2021,51645,박건우,O
2021,55046,박건우,X
2021,55509,박건우,X
2021,79215,박건우,O
2021,73113,박경수,O
2021,64468,박계범,O
2021,55164,박관우,X
2021,50397,박관진,O
2021,53469,박권후,X
2021,54802,박기호,X
2021,64944,박대온,O
2021,52994,박동수,X
2021,79365,박동원,O
2021,50563,박로건,O
2021,53139,박명근,X
2021,50657,박민,O
2021,69056,박민석,X
2021,62907,박민우,O
2021,53204,박민준,X
2021,64893,박민호,O
2021,54304,박범준,X
2021,75125,박병호,O
2021,66707,박상언,O
2021,67703,박상원,X
2021,74465,박석민,O
2021,66556,박선우,O
2021,53305,박성빈,X
2021,54807,박성빈,X
2021,68703,박성웅,O
2021,51298,박성재,O
2021,67893,박성한,O
2021,64021,박세웅,O
2021,65844,박세웅,O
2021,66047,박세진,X
2021,62244,박세혁,O
2021,55568,박세현,X
2021,63292,박소준,O
2021,52305,박수종,X
2021,69418,박승규,O
2021,62802,박승욱,O
2021,66305,박승주,O
2021,60559,박시영,O
2021,50996,박시원,O
2021,55121,박시원,X
2021,50812,박시후,X
2021,68249,박신지,X
2021,50906,박영빈,X
2021,69507,박영완,X
2021,52060,박영현,X
2021,50205,박웅,O
2021,67202,박유연,X
2021,53301,박윤성,X
2021,69762,박윤철,X
2021,55563,박재엽,X
2021,64100,박재욱,X
2021,55636,박재현,X
2021,65639,박정수,O
2021,67609,박정우,O
2021,62353,박정음,O
2021,61396,박정준,X
2021,50709,박정현,O
2021,55394,박정훈,X
2021,60841,박종훈,O
2021,69328,박주성,O
2021,69900,박주찬,X
2021,50411,박주혁,X
2021,68097,박주현,X
2021,50357,박주홍,O
2021,55252,박준순,X
2021,52731,박준영,X
2021,66928,박준영,O
2021,54503,박준우,X
2021,64657,박준태,O
2021,63638,박준표,O
2021,69363,박준형,X
2021,54213,박지호,X
2021,54805,박지환,X
2021,50204,박지훈,O
2021,69594,박진,X
2021,53411,박진우,X
2021,63991,박진우,O
2021,63512,박진형,O
2021,52348,박찬혁,X
2021,55530,박찬형,X
2021,64646,박찬호,O
2021,67266,박치국,O
2021,53992,박한결,X
2021,62415,박해민,O
2021,55637,박헌,X
2021,51803,박형준,X
2021,52528,반즈,X
2021,54243,발라조빅,X
2021,51761,배동현,O
2021,69974,배민서,O
2021,64501,배성근,O
2021,53587,배영빈,X
2021,63145,배재준,O
2021,64995,배재환,X
2021,64166,배정대,O
2021,65516,배제성,O
2021,55455,배찬승,X
2021,63559,백동훈,O
2021,54507,백두산,X
2021,69839,백승건,X
2021,64410,백승민,O
2021,53298,백승우,X
2021,65109,백승현,O
2021,78643,백용환,O
2021,77446,백정현,O
2021,52043,벤자민,X
2021,55526,벨라스케즈,X
2021,68305,변상권,O
2021,62263,변시원,O
2021,69727,변우혁,X
2021,50404,뷰캐넌,O
2021,52257,브랜든,X
2021,50636,브룩스,O
2021,67313,브리검,O
2021,53665,산체스,X
2021,53714,산체스,X
2021,78168,서건창,O
2021,64759,서균,O
2021,64896,서동민,O
2021,53569,서동욱,X
2021,69803,서상준,X
2021,66203,서예일,O
2021,53309,서유신,X
2021,66068,서의태,X
2021,61895,서진용,O
2021,69995,서호철,X
2021,53560,석상호,X
2021,52804,석정우,X
2021,68159,성동현,X
2021,54610,성영탁,X
2021,50109,성재헌,X
2021,67962,소이현,O
2021,52630,소크라테스,X
2021,50030,소형준,O
2021,69041,손동현,X
2021,53057,손민석,X
2021,51528,손성빈,O
2021,77532,손아섭,O
2021,54156,손용준,X
2021,63914,손정욱,X
2021,67143,손주영,O
2021,54904,손주환,X
2021,54363,손현기,X
2021,50150,손호영,O
2021,55300,손힘찬,X
2021,53105,송대현,X
2021,69962,송명기,O
2021,64012,송민섭,O
2021,65357,송성문,O
2021,51111,송승기,X
2021,69203,송승환,X
2021,53898,송영진,X
2021,61156,송윤준,O
2021,73801,송은범,O
2021,53303,송재선,X
2021,51594,송재영,O
2021,52391,송정인,X
2021,64469,송준석,O
2021,54394,송지후,X
2021,68110,송찬의,X
2021,51767,송호정,O
2021,67606,송후섭,X
2021,51136,수아레즈,O
2021,52457,수아레즈,X
2021,53040,슐서,X
2021,51334,스미스,O
2021,53734,스미스,X
2021,54615,스타우트,X
2021,52234,스탁,X
2021,55326,스톤,X
2021,50558,스트레일리,O
2021,55013,스티븐슨,X
2021,52557,스파크맨,X
2021,54843,시라카와,X
2021,65207,신민재,O
2021,68902,신민혁,O
2021,66662,신범수,X
2021,62556,신본기,O
2021,64086,신성현,O
2021,53919,신영우,X
2021,53991,신용석,X
2021,69508,신윤후,O
2021,62937,신재영,O
2021,75138,신재웅,X
2021,60140,신정락,O
2021,50312,신준우,O
2021,55860,신지환,X
2021,50758,신지후,O
2021,52873,신헌민,X
2021,64006,심우준,O
2021,64017,심재민,O
2021,55438,심재훈,X
2021,61411,심창민,O
2021,54306,심휘윤,X
2021,50202,안권수,O
2021,66864,안상현,O
2021,64011,안승한,X
2021,73738,안영명,O
2021,68341,안우진,O
2021,65115,안익훈,O
2021,50901,안인산,O
2021,51203,안재석,O
2021,66406,안주형,O
2021,64022,안중열,O
2021,67006,안치영,X
2021,79608,안치홍,O
2021,52001,안현민,X
2021,54664,알드레드,X
2021,69045,알칸타라,X
2021,50923,알테어,O
2021,52009,알포드,X
2021,52308,애플러,X
2021,53664,앤더슨,X
2021,54833,앤더슨,X
2021,54408,양도근,X
2021,64153,양석환,O
2021,50813,양선률,O
2021,68002,양승혁,X
2021,69403,양우현,X
2021,76232,양의지,O
2021,55215,양재훈,X
2021,67365,양지율,X
2021,50293,양찬열,X
2021,68415,양창섭,O
2021,61268,양현,O
2021,55370,양현종,X
2021,77637,양현종,X
2021,55392,어준서,X
2021,65056,엄상백,O
2021,53827,에레디아,X
2021,54119,에르난데스,X
2021,54134,엔스,X
2021,53825,엘리아스,X
2021,54205,여동건,X
2021,55393,여동욱,X
2021,55339,염승원,X
2021,68330,예진원,O
2021,53712,오그레디,X
2021,50208,오명진,O
2021,53300,오상원,X
2021,55005,오서진,X
2021,67116,오석주,O
2021,69636,오선우,O
2021,78756,오선진,O
2021,53123,오스틴,X
2021,75421,오승환,O
2021,68904,오영수,X
2021,50859,오원석,O
2021,64504,오윤석,O
2021,51991,오장한,O
2021,77248,오재원,O
2021,75334,오재일,O
2021,68614,오정환,O
2021,74359,오주원,O
2021,61743,오준혁,O
2021,79109,오지환,O
2021,60558,오태곤,O
2021,51996,오태양,O
2021,79293,오현택,O
2021,55633,올러,X
2021,53927,와이드너,X
2021,54755,와이스,X
2021,69343,요키시,O
2021,51526,우강훈,X
2021,73117,우규민,O
2021,54063,원상현,X
2021,54307,원성준,X
2021,54702,원종혁,X
2021,76118,원종현,O
2021,69446,원태인,O
2021,67760,원혁재,X
2021,55348,웰스,X
2021,55645,위즈덤,X
2021,53716,윌리엄스,X
2021,53546,윌커슨,X
2021,61102,유강남,O
2021,69766,유로결,O
2021,62265,유민상,O
2021,52705,유상빈,X
2021,64890,유서준,O
2021,67640,유승철,X
2021,50106,유영찬,X
2021,76757,유원상,O
2021,66160,유재유,O
2021,51013,유준규,X
2021,50604,유지성,X
2021,74339,유한준,O
2021,79229,유희관,O
2021,54404,육선엽,X
2021,54064,육청명,X
2021,63464,윤대경,O
2021,52667,윤도현,X
2021,52591,윤동희,X
2021,62242,윤명준,O
2021,69213,윤산흠,O
2021,52395,윤석원,X
2021,67588,윤성빈,O
2021,53505,윤수녕,X
2021,53613,윤영철,X
2021,68463,윤정빈,X
2021,69399,윤정현,O
2021,50092,윤준혁,X
2021,53296,윤준호,X
2021,68619,윤중현,O
2021,52867,윤태현,X
2021,52202,윤태호,X
2021,55396,윤현,X
2021,63905,윤형준,O
2021,63961,윤호솔,O
2021,50036,이강준,O
2021,64861,이건욱,O
2021,69205,이교훈,O
2021,52868,이기순,X
2021,67008,이대은,O
2021,71564,이대호,O
2021,65703,이도윤,O
2021,53615,이도현,X
2021,53892,이로운,X
2021,69366,이명기,O
2021,76849,이명기,O
2021,52397,이명종,X
2021,52530,이민석,X
2021,65616,이민우,O
2021,55710,이민재,X
2021,53795,이민준,X
2021,50126,이민호,O
2021,51110,이믿음,X
2021,67363,이병규,X
2021,76100,이병규,O
2021,52204,이병헌,X
2021,69428,이병헌,X
2021,75342,이보근,O
2021,65117,이상규,O
2021,69054,이상동,O
2021,63960,이상민,O
2021,69168,이상영,O
2021,52063,이상우,X
2021,52704,이상혁,X
2021,60566,이상호,O
2021,54595,이선우,X
2021,55224,이선우,X
2021,69068,이선우,X
2021,64266,이성곤,O
2021,66409,이성규,X
2021,73136,이성열,O
2021,71184,이성우,O
2021,55632,이성원,X
2021,64464,이수민,X
2021,68797,이승관,O
2021,50464,이승민,O
2021,54806,이승민,X
2021,53302,이승원,X
2021,51668,이승재,O
2021,64805,이승진,O
2021,68529,이승헌,O
2021,68910,이승헌,O
2021,51454,이승현,O
2021,55712,이승현,X
2021,60146,이승현,O
2021,67603,이승호,O
2021,66702,이시원,O
2021,51100,이영빈,O
2021,55503,이영재,X
2021,64051,이영준,X
2021,66291,이영하,O
2021,74163,이용규,O
2021,51948,이용준,O
2021,77211,이용찬,O
2021,65964,이우석,O
2021,63260,이우성,O
2021,61145,이우찬,O
2021,68700,이원석,O
2021,75566,이원석,O
2021,52295,이원재,X
2021,62025,이원재,O
2021,67207,이유찬,X
2021,55832,이율예,X
2021,51648,이의리,O
2021,64565,이인복,O
2021,50608,이인한,X
2021,52715,이재민,X
2021,54305,이재상,X
2021,67993,이재용,X
2021,68106,이재원,O
2021,76812,이재원,O
2021,66968,이재율,O
2021,63492,이재익,O
2021,60263,이재학,O
2021,52415,이재현,X
2021,51307,이재홍,X
2021,51460,이재희,O
2021,67807,이정범,O
2021,69134,이정용,O
2021,67048,이정현,O
2021,67341,이정후,O
2021,67644,이정훈,O
2021,50354,이종민,O
2021,50904,이종준,X
2021,51560,이주찬,O
2021,52154,이주헌,X
2021,50167,이주형,O
2021,51302,이주형,O
2021,65665,이준영,O
2021,55301,이준우,X
2021,52992,이준혁,X
2021,53996,이준호,X
2021,69108,이지강,X
2021,79456,이지영,O
2021,66657,이진영,O
2021,53562,이진하,X
2021,67164,이찬혁,O
2021,51407,이창용,X
2021,65057,이창재,O
2021,64560,이창진,O
2021,68896,이채호,O
2021,61186,이천웅,O
2021,63749,이충호,O
2021,55511,이태경,X
2021,60768,이태양,O
2021,53594,이태연,X
2021,68466,이태훈,O
2021,69453,이학주,O
2021,69416,이해승,X
2021,60343,이해창,O
2021,65869,이현석,O
2021,76329,이현승,O
2021,62951,이형범,O
2021,78135,이형종,O
2021,55663,이호민,X
2021,53455,이호성,X
2021,68504,이호연,O
2021,54598,이호준,X
2021,63634,이홍구,O
2021,63440,이흥련,O
2021,65398,임규빈,X
2021,52807,임근우,X
2021,62754,임기영,O
2021,66493,임대한,X
2021,64346,임병욱,X
2021,54900,임상현,X
2021,66833,임석진,X
2021,63959,임정호,O
2021,54236,임종성,X
2021,50704,임종찬,O
2021,62611,임준섭,O
2021,69113,임준형,O
2021,52902,임지민,X
2021,64340,임지열,O
2021,55382,임진묵,X
2021,61101,임찬규,O
2021,78352,임창민,O
2021,50244,장규빈,X
2021,51762,장규현,O
2021,68507,장두성,O
2021,51665,장민기,O
2021,79764,장민재,O
2021,78548,장성우,O
2021,53596,장세진,X
2021,63202,장승현,O
2021,77318,장시환,O
2021,63700,장운호,O
2021,50706,장웅정,O
2021,74513,장원준,O
2021,51359,장재영,O
2021,50641,장재혁,X
2021,64115,장준원,O
2021,69645,장지수,O
2021,51706,장지승,O
2021,51895,장지훈,O
2021,66706,장진혁,X
2021,77927,장필준,O
2021,63950,장현식,O
2021,55239,잭로그,X
2021,68869,전경원,X
2021,54214,전다민,X
2021,69204,전루건,X
2021,78361,전민수,O
2021,68205,전민재,O
2021,65586,전병우,O
2021,69969,전사민,X
2021,66609,전상현,O
2021,52809,전영준,X
2021,69047,전용주,X
2021,75340,전유수,O
2021,50820,전의산,X
2021,78513,전준우,O
2021,54362,전준표,X
2021,67123,전준호,X
2021,51009,전진영,X
2021,55397,전태현,X
2021,50995,정구범,X
2021,53568,정대선,X
2021,66858,정동윤,O
2021,51764,정민규,O
2021,54467,정민성,X
2021,76720,정범모,O
2021,68518,정보근,O
2021,71842,정상호,O
2021,65058,정성곤,X
2021,68556,정성종,O
2021,55377,정세영,X
2021,66960,정수민,O
2021,79231,정수빈,O
2021,62056,정영일,O
2021,74857,정우람,O
2021,69159,정우영,O
2021,55743,정우주,X
2021,51546,정우준,O
2021,68743,정은원,O
2021,75151,정의윤,O
2021,79440,정인욱,O
2021,79150,정주현,O
2021,53058,정준영,X
2021,54812,정준재,X
2021,54149,정지헌,X
2021,61869,정진기,O
2021,61208,정진호,O
2021,78148,정찬헌,X
2021,68242,정철원,X
2021,50662,정해영,O
2021,53659,정해원,X
2021,63450,정현,O
2021,54537,정현수,X
2021,54815,정현승,X
2021,55313,정현우,X
2021,55926,정현창,X
2021,60523,정훈,O
2021,54295,제러드,X
2021,50211,제환유,X
2021,68089,조대현,X
2021,54768,조동욱,X
2021,65067,조무근,X
2021,52903,조민석,X
2021,52405,조민성,X
2021,51897,조병현,O
2021,63342,조상우,O
2021,68848,조성훈,X
2021,52516,조세진,X
2021,66209,조수행,O
2021,69360,조영건,O
2021,51809,조요한,O
2021,64868,조용호,O
2021,52149,조원태,X
2021,64768,조이현,O
2021,50296,조제영,O
2021,69705,조한민,O
2021,64047,조현우,O
2021,51701,조현진,X
2021,51865,조형우,X
2021,65060,주권,O
2021,69332,주성원,X
2021,52330,주승우,X
2021,65707,주현상,O
2021,66354,주효상,X
2021,51060,지명성,O
2021,73306,지석훈,O
2021,64717,지시완,O
2021,79545,진명호,O
2021,52558,진승현,X
2021,54148,진우영,X
2021,76650,진해수,O
2021,64615,차명진,O
2021,55435,차승준,X
2021,76455,차우찬,O
2021,65241,채원후,O
2021,79192,채은성,O
2021,69804,채현우,X
2021,50054,천성호,O
2021,67905,천재환,X
2021,52208,천현재,X
2021,69802,최경모,X
2021,62966,최금강,O
2021,79140,최동환,O
2021,54112,최명경,X
2021,55268,최민석,X
2021,63895,최민재,O
2021,68856,최민준,O
2021,65157,최민창,O
2021,68909,최보성,O
2021,68805,최상민,X
2021,64718,최설우,O
2021,51007,최성민,X
2021,66920,최성영,X
2021,62146,최성훈,O
2021,50298,최세창,O
2021,65905,최승민,O
2021,51264,최승용,O
2021,61197,최영진,O
2021,64213,최용제,O
2021,50650,최용준,O
2021,54903,최우석,X
2021,66963,최우재,O
2021,52103,최원영,X
2021,66606,최원준,O
2021,67263,최원준,O
2021,65320,최원태,O
2021,68036,최이준,X
2021,50707,최인호,O
2021,78288,최재훈,O
2021,75847,최정,O
2021,62893,최정민,O
2021,65464,최정용,O
2021,69992,최정원,O
2021,51574,최종은,O
2021,50206,최종인,X
2021,76267,최주환,O
2021,50556,최준용,O
2021,68868,최준우,X
2021,53259,최준호,X
2021,52206,최지강,X
2021,67421,최지광,O
2021,52639,최지민,X
2021,50854,최지훈,O
2021,68419,최채흥,O
2021,66451,최충연,X
2021,68501,최하늘,X
2021,62884,최항,O
2021,54803,최현석,X
2021,72443,최형우,O
2021,51817,추신수,O
2021,68362,추재현,O
2021,55146,치리노스,X
2021,54444,카디네스,X
2021,54920,카스타노,X
2021,51722,카펜터,O
2021,55208,케이브,X
2021,69103,켈리,O
2021,54452,코너,X
2021,55138,코엔 윈,X
2021,55257,콜어빈,X
2021,69032,쿠에바스,O
2021,51309,크레익,O
2021,54612,크로우,X
2021,52827,크론,X
2021,50815,킹험,O
2021,53909,태너,X
2021,69652,터커,O
2021,52712,터크먼,X
2021,55130,톨허스트,X
2021,52606,파노니,X
2021,51967,파슨스,O
2021,55032,패트릭,X
2021,52720,페냐,X
2021,53913,페디,X
2021,54730,페라자,X
2021,51714,페레즈,O
2021,69209,페르난데스,O
2021,55730,폰세,X
2021,51863,폰트,O
2021,52366,푸이그,X
2021,51567,프랑코,O
2021,51324,프레이타스,O
2021,52145,플럿코,X
2021,55734,플로리얼,X
2021,51463,피렐라,O
2021,52526,피터스,X
2021,64350,하영민,X
2021,69813,하재훈,O
2021,62700,하주석,O
2021,69991,하준수,X
2021,68639,하준영,X
2021,78517,하준호,O
2021,54930,하트,X
2021,52710,한경빈,X
2021,68525,한동희,O
2021,68092,한두솔,X
2021,64101,한석현,O
2021,50726,한승주,X
2021,63722,한승택,O
2021,61666,한승혁,O
2021,66557,한승혁,O
2021,55506,한승현,X
2021,62895,한유섬,O
2021,51994,한재승,X
2021,50903,한재환,X
2021,68646,한준수,X
2021,51058,한차현,O
2021,52568,한태양,X
2021,62363,한현희,O
2021,63248,함덕주,O
2021,55440,함수호,X
2021,50108,함창건,X
2021,79240,허경민,O
2021,69706,허관회,O
2021,77243,허도환,O
2021,50449,허윤동,O
2021,52764,허인서,X
2021,65399,허정협,O
2021,52119,허준혁,X
2021,54354,헤이수스,X
2021,68260,현도훈,O
2021,50840,현원회,X
2021,68730,호잉,O
2021,61643,홍건희,O
2021,55897,홍대인,X
2021,55267,홍민규,X
2021,50596,홍민기,O
2021,78247,홍상삼,O
2021,62655,홍성민,O
2021,66233,홍성호,X
2021,69643,홍원빈,X
2021,50430,홍원표,X
2021,65496,홍정우,O
2021,50600,홍종표,X
2021,66108,홍창기,O
2021,67005,홍현빈,O
2021,55855,화이트,X
2021,66207,황경태,O
2021,65610,황대인,O
2021,50441,황동재,X
2021,52641,황동하,X
2021,50500,황성빈,X
2021,64760,황영국,O
2021,54795,황영묵,X
2021,62908,황윤호,O
2021,76313,황재균,O
2021,54729,황준서,X
2021,53375,후라도,X
