연도,선수_ID,선수명,데이터유무
2023,64407,김호재,O
2023,68269,김호준,O
2023,54460,김호진,X
2023,51344,김휘집,O
2023,67539,나균안,O
2023,62947,나성범,O
2023,51551,나승엽,X
2023,67454,나원탁,O
2023,73209,나주환,X
2023,78629,나지완,X
2023,50720,남지민,O
2023,66052,남태혁,X
2023,66660,남하준,X
2023,69104,남호,X
2023,54640,네일,X
2023,62920,노건우,O
2023,73211,노경은,O
2023,52833,노바,X
2023,63704,노수광,O
2023,69737,노시환,O
2023,69996,노시훈,X
2023,52394,노운현,X
2023,62931,노진혁,O
2023,64704,노태형,X
2023,52637,놀린,X
2023,51636,다카하시,X
2023,54804,더거,X
2023,52950,더모디,X
2023,50040,데스파이네,X
2023,54944,데이비슨,X
2023,55536,데이비슨,X
2023,53327,도슨,O
2023,66965,도태훈,O
2023,54400,디아즈,X
2023,53233,딜런,O
2023,52025,라모스,X
2023,52707,라미레즈,X
2023,54666,라우어,X
2023,69439,라이블리,X
2023,55903,라일리,X
2023,54443,레예스,X
2023,54529,레이예스,X
2023,52547,렉스,O
2023,55912,로건,X
2023,52645,로니,X
2023,55322,로젠버그,X
2023,51234,로켓,X
2023,67025,로하스,X
2023,52112,루이즈,X
2023,69940,루친스키,X
2023,53404,류승민,O
2023,66615,류승현,X
2023,63103,류원석,O
2023,62234,류지혁,O
2023,65949,류진욱,O
2023,53036,류현인,O
2023,54219,류현준,X
2023,76715,류현진,X
2023,50868,류효승,O
2023,64029,류희운,O
2023,51834,르위키,X
2023,55703,리베라토,X
2023,50506,마차도,X
2023,52904,마티니,X
2023,53955,마틴,O
2023,55844,맥브룸,X
2023,53833,맥카티,O
2023,54424,맥키넌,X
2023,53322,맥키니,O
2023,53645,메디나,O
2023,55342,메르세데스,X
2023,51619,멩덴,X
2023,52808,모리만도,X
2023,78813,모창민,X
2023,53973,목지훈,X
2023,51439,몽고메리,X
2023,65643,문경찬,O
2023,64554,문동욱,X
2023,52701,문동주,O
2023,69102,문보경,O
2023,67063,문상인,O
2023,50007,문상준,O
2023,64007,문상철,O
2023,68119,문성주,O
2023,60336,문성현,O
2023,62869,문승원,O
2023,67419,문용익,O
2023,67259,문원,X
2023,52121,문정빈,X
2023,50365,문찬종,X
2023,53764,문현빈,O
2023,51257,미란다,X
2023,76249,민병헌,X
2023,54720,바리아,X
2023,51645,박건우,X
2023,55046,박건우,X
2023,55509,박건우,X
2023,79215,박건우,O
2023,73113,박경수,O
2023,64468,박계범,O
2023,55164,박관우,X
2023,50397,박관진,X
2023,53469,박권후,O
2023,54802,박기호,X
2023,64944,박대온,O
2023,52994,박동수,X
2023,79365,박동원,O
2023,50563,박로건,X
2023,53139,박명근,O
2023,50657,박민,X
2023,69056,박민석,O
2023,62907,박민우,O
2023,53204,박민준,X
2023,64893,박민호,O
2023,54304,박범준,X
2023,75125,박병호,O
2023,66707,박상언,O
2023,67703,박상원,O
2023,74465,박석민,O
2023,66556,박선우,X
2023,53305,박성빈,X
2023,54807,박성빈,X
2023,68703,박성웅,X
2023,51298,박성재,X
2023,67893,박성한,O
2023,64021,박세웅,O
2023,65844,박세웅,O
2023,66047,박세진,O
2023,62244,박세혁,O
2023,55568,박세현,X
2023,63292,박소준,X
2023,52305,박수종,O
2023,69418,박승규,X
2023,62802,박승욱,O
2023,66305,박승주,X
2023,60559,박시영,X
2023,50996,박시원,X
2023,55121,박시원,X
2023,50812,박시후,X
2023,68249,박신지,O
2023,50906,박영빈,O
2023,69507,박영완,O
2023,52060,박영현,O
2023,50205,박웅,X
2023,67202,박유연,O
2023,53301,박윤성,X
2023,69762,박윤철,O
2023,55563,박재엽,X
2023,64100,박재욱,X
2023,55636,박재현,X
2023,65639,박정수,O
2023,67609,박정우,O
2023,62353,박정음,X
2023,61396,박정준,X
2023,50709,박정현,O
2023,55394,박정훈,X
2023,60841,박종훈,O
2023,69328,박주성,X
2023,69900,박주찬,O
2023,50411,박주혁,X
2023,68097,박주현,X
2023,50357,박주홍,O
2023,55252,박준순,X
2023,52731,박준영,O
2023,66928,박준영,O
2023,54503,박준우,X
2023,64657,박준태,O
2023,63638,박준표,O
2023,69363,박준형,X
2023,54213,박지호,X
2023,54805,박지환,X
2023,50204,박지훈,O
2023,69594,박진,O
2023,53411,박진우,X
2023,63991,박진우,X
2023,63512,박진형,X
2023,52348,박찬혁,O
2023,55530,박찬형,X
2023,64646,박찬호,O
2023,67266,박치국,O
2023,53992,박한결,O
2023,62415,박해민,O
2023,55637,박헌,X
2023,51803,박형준,O
2023,52528,반즈,O
2023,54243,발라조빅,X
2023,51761,배동현,X
2023,69974,배민서,O
2023,64501,배성근,X
2023,53587,배영빈,O
2023,63145,배재준,O
2023,64995,배재환,X
2023,64166,배정대,O
2023,65516,배제성,O
2023,55455,배찬승,X
2023,63559,백동훈,X
2023,54507,백두산,X
2023,69839,백승건,O
2023,64410,백승민,X
2023,53298,백승우,O
2023,65109,백승현,O
2023,78643,백용환,X
2023,77446,백정현,O
2023,52043,벤자민,O
2023,55526,벨라스케즈,X
2023,68305,변상권,X
2023,62263,변시원,O
2023,69727,변우혁,O
2023,50404,뷰캐넌,O
2023,52257,브랜든,O
2023,50636,브룩스,X
2023,67313,브리검,X
2023,53665,산체스,O
2023,53714,산체스,O
2023,78168,서건창,O
2023,64759,서균,X
2023,64896,서동민,O
2023,53569,서동욱,O
2023,69803,서상준,O
2023,66203,서예일,O
2023,53309,서유신,X
2023,66068,서의태,X
2023,61895,서진용,O
2023,69995,서호철,O
2023,53560,석상호,O
2023,52804,석정우,X
2023,68159,성동현,O
2023,54610,성영탁,X
2023,50109,성재헌,X
2023,67962,소이현,X
2023,52630,소크라테스,O
2023,50030,소형준,O
2023,69041,손동현,O
2023,53057,손민석,O
2023,51528,손성빈,O
2023,77532,손아섭,O
2023,54156,손용준,X
2023,63914,손정욱,X
2023,67143,손주영,O
2023,54904,손주환,X
2023,54363,손현기,X
2023,50150,손호영,O
2023,55300,손힘찬,X
2023,53105,송대현,O
2023,69962,송명기,O
2023,64012,송민섭,O
2023,65357,송성문,O
2023,51111,송승기,O
2023,69203,송승환,O
2023,53898,송영진,O
2023,61156,송윤준,O
2023,73801,송은범,O
2023,53303,송재선,O
2023,51594,송재영,X
2023,52391,송정인,X
2023,64469,송준석,O
2023,54394,송지후,X
2023,68110,송찬의,O
2023,51767,송호정,X
2023,67606,송후섭,X
2023,51136,수아레즈,X
2023,52457,수아레즈,O
2023,53040,슐서,O
2023,51334,스미스,X
2023,53734,스미스,O
2023,54615,스타우트,X
2023,52234,스탁,X
2023,55326,스톤,X
2023,50558,스트레일리,O
2023,55013,스티븐슨,X
2023,52557,스파크맨,X
2023,54843,시라카와,X
2023,65207,신민재,O
2023,68902,신민혁,O
2023,66662,신범수,O
2023,62556,신본기,O
2023,64086,신성현,O
2023,53919,신영우,X
2023,53991,신용석,X
2023,69508,신윤후,O
2023,62937,신재영,X
2023,75138,신재웅,X
2023,60140,신정락,O
2023,50312,신준우,O
2023,55860,신지환,X
2023,50758,신지후,X
2023,52873,신헌민,O
2023,64006,심우준,X
2023,64017,심재민,O
2023,55438,심재훈,X
2023,61411,심창민,O
2023,54306,심휘윤,X
2023,50202,안권수,O
2023,66864,안상현,O
2023,64011,안승한,O
2023,73738,안영명,X
2023,68341,안우진,O
2023,65115,안익훈,O
2023,50901,안인산,X
2023,51203,안재석,O
2023,66406,안주형,O
2023,64022,안중열,O
2023,67006,안치영,O
2023,79608,안치홍,O
2023,52001,안현민,X
2023,54664,알드레드,X
2023,69045,알칸타라,O
2023,50923,알테어,X
2023,52009,알포드,O
2023,52308,애플러,X
2023,53664,앤더슨,O
2023,54833,앤더슨,X
2023,54408,양도근,X
2023,64153,양석환,O
2023,50813,양선률,X
2023,68002,양승혁,X
2023,69403,양우현,X
2023,76232,양의지,O
2023,55215,양재훈,X
2023,67365,양지율,O
2023,50293,양찬열,O
2023,68415,양창섭,O
2023,61268,양현,O
2023,55370,양현종,X
2023,77637,양현종,O
2023,55392,어준서,X
2023,65056,엄상백,O
2023,53827,에레디아,O
2023,54119,에르난데스,X
2023,54134,엔스,X
2023,53825,엘리아스,O
2023,54205,여동건,X
2023,55393,여동욱,X
2023,55339,염승원,X
2023,68330,예진원,O
2023,53712,오그레디,O
2023,50208,오명진,X
2023,53300,오상원,O
2023,55005,오서진,X
2023,67116,오석주,O
2023,69636,오선우,O
2023,78756,오선진,O
2023,53123,오스틴,O
2023,75421,오승환,O
2023,68904,오영수,O
2023,50859,오원석,O
2023,64504,오윤석,O
2023,51991,오장한,O
2023,77248,오재원,X
2023,75334,오재일,O
2023,68614,오정환,X
2023,74359,오주원,X
2023,61743,오준혁,X
2023,79109,오지환,O
2023,60558,오태곤,O
2023,51996,오태양,O
2023,79293,오현택,X
2023,55633,올러,X
2023,53927,와이드너,O
2023,54755,와이스,X
2023,69343,요키시,O
2023,51526,우강훈,O
2023,73117,우규민,O
2023,54063,원상현,X
2023,54307,원성준,X
2023,54702,원종혁,X
2023,76118,원종현,O
2023,69446,원태인,O
2023,67760,원혁재,X
2023,55348,웰스,X
2023,55645,위즈덤,X
2023,53716,윌리엄스,O
2023,53546,윌커슨,O
2023,61102,유강남,O
2023,69766,유로결,O
2023,62265,유민상,X
2023,52705,유상빈,O
2023,64890,유서준,X
2023,67640,유승철,O
2023,50106,유영찬,O
2023,76757,유원상,X
2023,66160,유재유,X
2023,51013,유준규,X
2023,50604,유지성,X
2023,74339,유한준,X
2023,79229,유희관,X
2023,54404,육선엽,X
2023,54064,육청명,X
2023,63464,윤대경,O
2023,52667,윤도현,O
2023,52591,윤동희,O
2023,62242,윤명준,O
2023,69213,윤산흠,O
2023,52395,윤석원,O
2023,67588,윤성빈,X
2023,53505,윤수녕,O
2023,53613,윤영철,O
2023,68463,윤정빈,O
2023,69399,윤정현,O
2023,50092,윤준혁,X
2023,53296,윤준호,X
2023,68619,윤중현,O
2023,52867,윤태현,X
2023,52202,윤태호,X
2023,55396,윤현,X
2023,63905,윤형준,O
2023,63961,윤호솔,O
2023,50036,이강준,X
2023,64861,이건욱,O
2023,69205,이교훈,X
2023,52868,이기순,O
2023,67008,이대은,X
2023,71564,이대호,X
2023,65703,이도윤,O
2023,53615,이도현,X
2023,53892,이로운,O
2023,69366,이명기,X
2023,76849,이명기,O
2023,52397,이명종,O
2023,52530,이민석,O
2023,65616,이민우,O
2023,55710,이민재,X
2023,53795,이민준,O
2023,50126,이민호,O
2023,51110,이믿음,X
2023,67363,이병규,O
2023,76100,이병규,X
2023,52204,이병헌,O
2023,69428,이병헌,O
2023,75342,이보근,X
2023,65117,이상규,O
2023,69054,이상동,O
2023,63960,이상민,O
2023,69168,이상영,O
2023,52063,이상우,X
2023,52704,이상혁,O
2023,60566,이상호,O
2023,54595,이선우,X
2023,55224,이선우,X
2023,69068,이선우,O
2023,64266,이성곤,O
2023,66409,이성규,O
2023,73136,이성열,X
2023,71184,이성우,X
2023,55632,이성원,X
2023,64464,이수민,X
2023,68797,이승관,X
2023,50464,이승민,X
2023,54806,이승민,X
2023,53302,이승원,O
2023,51668,이승재,X
2023,64805,이승진,O
2023,68529,이승헌,X
2023,68910,이승헌,X
2023,51454,이승현,O
2023,55712,이승현,X
2023,60146,이승현,O
2023,67603,이승호,O
2023,66702,이시원,O
2023,51100,이영빈,X
2023,55503,이영재,X
2023,64051,이영준,O
2023,66291,이영하,O
2023,74163,이용규,O
2023,51948,이용준,O
2023,77211,이용찬,O
2023,65964,이우석,O
2023,63260,이우성,O
2023,61145,이우찬,O
2023,68700,이원석,O
2023,75566,이원석,O
2023,52295,이원재,O
2023,62025,이원재,X
2023,67207,이유찬,O
2023,55832,이율예,X
2023,51648,이의리,O
2023,64565,이인복,O
2023,50608,이인한,X
2023,52715,이재민,X
2023,54305,이재상,X
2023,67993,이재용,O
2023,68106,이재원,O
2023,76812,이재원,O
2023,66968,이재율,X
2023,63492,이재익,O
2023,60263,이재학,O
2023,52415,이재현,O
2023,51307,이재홍,X
2023,51460,이재희,O
2023,67807,이정범,O
2023,69134,이정용,O
2023,67048,이정현,X
2023,67341,이정후,O
2023,67644,이정훈,O
2023,50354,이종민,O
2023,50904,이종준,X
2023,51560,이주찬,X
2023,52154,이주헌,X
2023,50167,이주형,O
2023,51302,이주형,X
2023,65665,이준영,O
2023,55301,이준우,X
2023,52992,이준혁,X
2023,53996,이준호,O
2023,69108,이지강,O
2023,79456,이지영,O
2023,66657,이진영,O
2023,53562,이진하,O
2023,67164,이찬혁,X
2023,51407,이창용,X
2023,65057,이창재,X
2023,64560,이창진,O
2023,68896,이채호,O
2023,61186,이천웅,O
2023,63749,이충호,O
2023,55511,이태경,X
2023,60768,이태양,O
2023,53594,이태연,O
2023,68466,이태훈,O
2023,69453,이학주,O
2023,69416,이해승,O
2023,60343,이해창,X
2023,65869,이현석,X
2023,76329,이현승,X
2023,62951,이형범,O
2023,78135,이형종,O
2023,55663,이호민,X
2023,53455,이호성,O
2023,68504,이호연,O
2023,54598,이호준,X
2023,63634,이홍구,X
2023,63440,이흥련,O
2023,65398,임규빈,X
2023,52807,임근우,X
2023,62754,임기영,O
2023,66493,임대한,X
2023,64346,임병욱,O
2023,54900,임상현,X
2023,66833,임석진,X
2023,63959,임정호,O
2023,54236,임종성,X
2023,50704,임종찬,X
2023,62611,임준섭,O
2023,69113,임준형,X
2023,52902,임지민,O
2023,64340,임지열,O
2023,55382,임진묵,X
2023,61101,임찬규,O
2023,78352,임창민,O
2023,50244,장규빈,X
2023,51762,장규현,X
2023,68507,장두성,O
2023,51665,장민기,X
2023,79764,장민재,O
2023,78548,장성우,O
2023,53596,장세진,O
2023,63202,장승현,O
2023,77318,장시환,O
2023,63700,장운호,O
2023,50706,장웅정,X
2023,74513,장원준,O
2023,51359,장재영,X
2023,50641,장재혁,X
2023,64115,장준원,O
2023,69645,장지수,O
2023,51706,장지승,O
2023,51895,장지훈,X
2023,66706,장진혁,O
2023,77927,장필준,O
2023,63950,장현식,O
2023,55239,잭로그,X
2023,68869,전경원,X
2023,54214,전다민,X
2023,69204,전루건,X
2023,78361,전민수,X
2023,68205,전민재,O
2023,65586,전병우,O
2023,69969,전사민,O
2023,66609,전상현,O
2023,52809,전영준,X
2023,69047,전용주,O
2023,75340,전유수,X
2023,50820,전의산,O
2023,78513,전준우,O
2023,54362,전준표,X
2023,67123,전준호,X
2023,51009,전진영,X
2023,55397,전태현,X
2023,50995,정구범,O
2023,53568,정대선,O
2023,66858,정동윤,X
2023,51764,정민규,X
2023,54467,정민성,X
2023,76720,정범모,X
2023,68518,정보근,O
2023,71842,정상호,X
2023,65058,정성곤,O
2023,68556,정성종,O
2023,55377,정세영,X
2023,66960,정수민,X
2023,79231,정수빈,O
2023,62056,정영일,X
2023,74857,정우람,O
2023,69159,정우영,O
2023,55743,정우주,X
2023,51546,정우준,X
2023,68743,정은원,O
2023,75151,정의윤,X
2023,79440,정인욱,X
2023,79150,정주현,O
2023,53058,정준영,O
2023,54812,정준재,X
2023,54149,정지헌,X
2023,61869,정진기,X
2023,61208,정진호,X
2023,78148,정찬헌,X
2023,68242,정철원,O
2023,50662,정해영,O
2023,53659,정해원,X
2023,63450,정현,X
2023,54537,정현수,X
2023,54815,정현승,X
2023,55313,정현우,X
2023,55926,정현창,X
2023,60523,정훈,O
2023,54295,제러드,X
2023,50211,제환유,O
2023,68089,조대현,X
2023,54768,조동욱,X
2023,65067,조무근,X
2023,52903,조민석,O
2023,52405,조민성,O
2023,51897,조병현,X
2023,63342,조상우,X
2023,68848,조성훈,O
2023,52516,조세진,X
2023,66209,조수행,O
2023,69360,조영건,O
2023,51809,조요한,X
2023,64868,조용호,O
2023,52149,조원태,X
2023,64768,조이현,O
2023,50296,조제영,X
2023,69705,조한민,X
2023,64047,조현우,O
2023,51701,조현진,O
2023,51865,조형우,O
2023,65060,주권,O
2023,69332,주성원,O
2023,52330,주승우,O
2023,65707,주현상,O
2023,66354,주효상,O
2023,51060,지명성,X
2023,73306,지석훈,X
2023,64717,지시완,O
2023,79545,진명호,X
2023,52558,진승현,O
2023,54148,진우영,X
2023,76650,진해수,O
2023,64615,차명진,X
2023,55435,차승준,X
2023,76455,차우찬,X
2023,65241,채원후,O
2023,79192,채은성,O
2023,69804,채현우,O
2023,50054,천성호,X
2023,67905,천재환,O
2023,52208,천현재,X
2023,69802,최경모,O
2023,62966,최금강,X
2023,79140,최동환,O
2023,54112,최명경,X
2023,55268,최민석,X
2023,63895,최민재,X
2023,68856,최민준,O
2023,65157,최민창,X
2023,68909,최보성,O
2023,68805,최상민,O
2023,64718,최설우,O
2023,51007,최성민,X
2023,66920,최성영,O
2023,62146,최성훈,O
2023,50298,최세창,X
2023,65905,최승민,O
2023,51264,최승용,O
2023,61197,최영진,X
2023,64213,최용제,X
2023,50650,최용준,X
2023,54903,최우석,X
2023,66963,최우재,X
2023,52103,최원영,X
2023,66606,최원준,O
2023,67263,최원준,O
2023,65320,최원태,O
2023,68036,최이준,O
2023,50707,최인호,O
2023,78288,최재훈,O
2023,75847,최정,O
2023,62893,최정민,X
2023,65464,최정용,O
2023,69992,최정원,O
2023,51574,최종은,X
2023,50206,최종인,X
2023,76267,최주환,O
2023,50556,최준용,O
2023,68868,최준우,O
2023,53259,최준호,X
2023,52206,최지강,O
2023,67421,최지광,O
2023,52639,최지민,O
2023,50854,최지훈,O
2023,68419,최채흥,O
2023,66451,최충연,O
2023,68501,최하늘,O
2023,62884,최항,O
2023,54803,최현석,X
2023,72443,최형우,O
2023,51817,추신수,O
2023,68362,추재현,X
2023,55146,치리노스,X
2023,54444,카디네스,X
2023,54920,카스타노,X
2023,51722,카펜터,X
2023,55208,케이브,X
2023,69103,켈리,O
2023,54452,코너,X
2023,55138,코엔 윈,X
2023,55257,콜어빈,X
2023,69032,쿠에바스,O
2023,51309,크레익,X
2023,54612,크로우,X
2023,52827,크론,X
2023,50815,킹험,X
2023,53909,태너,O
2023,69652,터커,X
2023,52712,터크먼,X
2023,55130,톨허스트,X
2023,52606,파노니,O
2023,51967,파슨스,X
2023,55032,패트릭,X
2023,52720,페냐,O
2023,53913,페디,O
2023,54730,페라자,X
2023,51714,페레즈,X
2023,69209,페르난데스,X
2023,55730,폰세,X
2023,51863,폰트,X
2023,52366,푸이그,X
2023,51567,프랑코,X
2023,51324,프레이타스,X
2023,52145,플럿코,O
2023,55734,플로리얼,X
2023,51463,피렐라,O
2023,52526,피터스,X
2023,64350,하영민,O
2023,69813,하재훈,O
2023,62700,하주석,O
2023,69991,하준수,O
2023,68639,하준영,O
2023,78517,하준호,O
2023,54930,하트,X
2023,52710,한경빈,X
2023,68525,한동희,O
2023,68092,한두솔,O
2023,64101,한석현,O
2023,50726,한승주,O
2023,63722,한승택,O
2023,61666,한승혁,O
2023,66557,한승혁,X
2023,55506,한승현,X
2023,62895,한유섬,O
2023,51994,한재승,O
2023,50903,한재환,X
2023,68646,한준수,O
2023,51058,한차현,X
2023,52568,한태양,X
2023,62363,한현희,O
2023,63248,함덕주,O
2023,55440,함수호,X
2023,50108,함창건,X
2023,79240,허경민,O
2023,69706,허관회,O
2023,77243,허도환,O
2023,50449,허윤동,O
2023,52764,허인서,X
2023,65399,허정협,X
2023,52119,허준혁,X
2023,54354,헤이수스,X
2023,68260,현도훈,X
2023,50840,현원회,X
2023,68730,호잉,X
2023,61643,홍건희,O
2023,55897,홍대인,X
2023,55267,홍민규,X
2023,50596,홍민기,X
2023,78247,홍상삼,X
2023,62655,홍성민,O
2023,66233,홍성호,O
2023,69643,홍원빈,X
2023,50430,홍원표,O
2023,65496,홍정우,O
2023,50600,홍종표,O
2023,66108,홍창기,O
2023,67005,홍현빈,O
2023,55855,화이트,X
2023,66207,황경태,X
2023,65610,황대인,O
2023,50441,황동재,O
2023,52641,황동하,O
2023,50500,황성빈,O
2023,64760,황영국,X
2023,54795,황영묵,X
2023,62908,황윤호,X
2023,76313,황재균,O
2023,54729,황준서,X
2023,53375,후라도,O
