선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
장진혁,한화,중견수,73,66,562 1/3,1,0,142,1,0,0.993,0,0,0,-
정우람,한화,투수,1,1,0,0,0,0,0,0,-,0,0,0,-
정은원,한화,2루수,4,4,31,0,0,6,10,4,1.000,0,0,0,-
정은원,한화,좌익수,10,9,70,0,0,20,0,0,1.0,0,0,0,-
정은원,한화,중견수,6,6,46,1,0,12,0,0,0.923,0,0,0,-
조동욱,한화,투수,21,8,41,0,0,1,4,0,1.0,0,0,0,-
주현상,한화,투수,65,0,71 1/3,0,0,2,10,1,1.0,0,0,0,-
채은성,한화,1루수,75,73,601 1/3,7,0,548,23,61,0.988,0,0,0,-
채은성,한화,우익수,23,22,181,0,0,40,0,0,1.0,0,0,0,-
최인호,한화,좌익수,62,46,401 2/3,2,0,96,3,0,0.98,0,0,0,-
최인호,한화,우익수,4,4,35,0,0,6,1,0,1.000,0,0,0,-
최재훈,한화,포수,115,95,791 2/3,5,3,746,60,6,0.994,5,58,23,28.4
페냐,한화,투수,9,9,37 1/3,0,0,0,1,0,1.0,0,0,0,-
페라자,한화,좌익수,54,42,349 1/3,2,0,75,3,0,0.975,0,0,0,-
페라자,한화,우익수,39,39,310,7,0,72,3,1,0.915,0,0,0,-
페라자,한화,중견수,2,1,9,0,0,2,0,0,1.000,0,0,0,-
하주석,한화,3루수,8,6,52 1/3,4,0,7,8,0,0.789,0,0,0,-
하주석,한화,유격수,42,26,221 2/3,3,0,43,74,17,0.975,0,0,0,-
하주석,한화,1루수,1,0,1,0,0,1,0,0,1.000,0,0,0,-
한경빈,한화,유격수,1,0,2,0,0,1,1,1,1.000,0,0,0,-
한승주,한화,투수,18,0,22,0,0,0,2,0,1.0,0,0,0,-
한승혁,한화,투수,70,0,62 2/3,1,0,5,8,0,0.929,0,0,0,-
황영묵,한화,3루수,3,0,3,0,0,0,1,0,1.000,0,0,0,-
황영묵,한화,2루수,82,54,518,8,0,143,174,43,0.975,0,0,0,-
황영묵,한화,유격수,46,29,265,4,0,48,71,14,0.967,0,0,0,-
황준서,한화,투수,36,11,72,1,1,0,10,1,0.909,0,0,0,-
