선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
권광민,한화,중견수,1,1,8,0,0,1,0,0,1.000,0,0,0,-
권광민,한화,우익수,1,0,1,0,0,0,0,0,-,0,0,0,-
권광민,한화,1루수,2,0,7,0,0,9,0,1,1.000,0,0,0,-
권광민,한화,좌익수,9,8,64,0,0,18,0,0,1.0,0,0,0,-
김강민,한화,중견수,31,15,153 1/3,0,0,40,0,0,1.0,0,0,0,-
김규연,한화,투수,58,1,59,0,0,1,12,0,1.0,0,0,0,-
김기중,한화,투수,27,11,59,0,0,0,3,0,1.0,0,0,0,-
김도빈,한화,투수,1,1,1/3,0,0,0,0,0,-,0,0,0,-
김민우,한화,투수,3,3,12 1/3,0,0,0,0,0,-,0,0,0,-
김범수,한화,투수,39,0,34,1,0,1,3,0,0.8,0,0,0,-
김서현,한화,투수,37,0,38 1/3,0,0,0,5,0,1.0,0,0,0,-
김승일,한화,투수,3,0,3,0,0,0,1,0,1.000,0,0,0,-
김인환,한화,좌익수,27,23,170 1/3,0,0,39,1,0,1.0,0,0,0,-
김인환,한화,1루수,14,7,66,2,0,50,3,4,0.964,0,0,0,-
김태연,한화,1루수,49,30,306 1/3,5,0,253,26,19,0.982,0,0,0,-
김태연,한화,2루수,6,4,30 2/3,2,0,10,9,3,0.905,0,0,0,-
김태연,한화,우익수,69,68,526,2,0,81,4,0,0.977,0,0,0,-
남지민,한화,투수,2,0,4,0,0,0,0,0,-,0,0,0,-
노시환,한화,3루수,126,125,1098 1/3,9,0,97,196,26,0.97,0,0,0,-
류현진,한화,투수,28,28,158 1/3,1,0,1,25,1,0.963,0,0,0,-
문동주,한화,투수,21,21,111 1/3,2,0,5,9,0,0.875,0,0,0,-
문현빈,한화,3루수,16,13,119,2,0,9,22,3,0.939,0,0,0,-
문현빈,한화,유격수,1,0,2,0,0,2,0,1,1.000,0,0,0,-
문현빈,한화,2루수,53,38,337,1,0,68,113,29,0.995,0,0,0,-
바리아,한화,투수,20,19,92 2/3,1,0,2,9,2,0.917,0,0,0,-
박상언,한화,포수,26,9,113,1,0,91,5,1,0.99,1,20,1,4.8
박상원,한화,투수,65,0,66 2/3,1,1,2,3,0,0.833,0,0,0,-
배민서,한화,투수,1,0,1 2/3,0,0,0,0,0,-,0,0,0,-
산체스,한화,투수,11,11,53 1/3,1,0,2,7,0,0.9,0,0,0,-
안치홍,한화,1루수,37,34,293,4,0,240,24,30,0.985,0,0,0,-
안치홍,한화,2루수,36,36,265,2,0,67,99,21,0.988,0,0,0,-
와이스,한화,투수,16,16,91 2/3,2,0,3,5,1,0.8,0,0,0,-
유로결,한화,중견수,2,2,18,0,0,2,0,0,1.000,0,0,0,-
유로결,한화,좌익수,7,3,30,0,0,7,0,0,1.000,0,0,0,-
유로결,한화,우익수,11,1,33 1/3,0,0,7,0,0,1.0,0,0,0,-
윤대경,한화,투수,7,0,7 2/3,0,0,0,0,0,-,0,0,0,-
이도윤,한화,유격수,112,89,784,13,0,138,198,55,0.963,0,0,0,-
이도윤,한화,2루수,21,8,93,2,0,25,29,3,0.964,0,0,0,-
이도윤,한화,3루수,2,0,2,0,0,0,0,0,-,0,0,0,-
이명기,한화,중견수,1,0,1,0,0,0,0,0,-,0,0,0,-
이명기,한화,좌익수,1,0,1,0,0,0,0,0,-,0,0,0,-
이민우,한화,투수,64,0,55,0,0,7,6,1,1.0,0,0,0,-
이상규,한화,투수,21,3,32,0,0,0,2,0,1.0,0,0,0,-
이상혁,한화,좌익수,4,0,7,0,0,1,0,0,1.000,0,0,0,-
이상혁,한화,중견수,6,1,22,0,0,7,0,0,1.000,0,0,0,-
이상혁,한화,우익수,8,0,12,0,0,2,0,0,1.0,0,0,0,-
이원석,한화,우익수,14,2,40,0,0,7,1,0,1.0,0,0,0,-
이원석,한화,좌익수,21,4,77 2/3,1,0,11,0,0,0.917,0,0,0,-
이원석,한화,중견수,40,22,219,0,0,62,0,0,1.0,0,0,0,-
이재원,한화,포수,71,40,354,1,0,304,27,3,0.997,6,31,12,27.9
이진영,한화,중견수,27,15,131,0,0,46,0,0,1.0,0,0,0,-
이진영,한화,좌익수,6,1,17 2/3,0,0,1,0,0,1.000,0,0,0,-
이진영,한화,우익수,13,5,55,1,0,12,0,0,0.923,0,0,0,-
이충호,한화,투수,3,0,2 1/3,0,0,0,0,0,-,0,0,0,-
이태양,한화,투수,10,1,9 1/3,0,0,1,0,0,1.0,0,0,0,-
임종찬,한화,우익수,13,1,33,0,0,6,0,0,1.0,0,0,0,-
임종찬,한화,중견수,16,15,105,0,0,23,2,0,1.0,0,0,0,-
장규현,한화,포수,9,0,16,1,0,8,1,0,0.9,0,1,0,0.0
장민재,한화,투수,26,0,29,0,0,1,1,0,1.0,0,0,0,-
장시환,한화,투수,30,0,33 1/3,1,0,1,4,0,0.833,0,0,0,-
장지수,한화,투수,13,0,14,0,0,2,1,0,1.0,0,0,0,-
장진혁,한화,우익수,15,2,48 1/3,0,0,12,0,0,1.0,0,0,0,-
장진혁,한화,좌익수,19,8,86,0,0,23,0,0,1.0,0,0,0,-
