선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
강상원,한화,좌익수,16,0,40,0,0,10,0,0,1.000,0,0,0,-
강상원,한화,중견수,10,6,60,0,0,15,0,0,1.000,0,0,0,-
강상원,한화,우익수,9,3,30,0,0,4,0,0,1.000,0,0,0,-
강재민,한화,투수,58,0,63 1/3,0,0,5,6,2,1.0,0,0,0,-
김건,한화,2루수,3,1,13,0,0,2,5,2,1.000,0,0,0,-
김기중,한화,투수,15,12,53 2/3,0,0,1,3,0,1.000,0,0,0,-
김기탁,한화,투수,19,0,12 1/3,0,0,0,0,0,-,0,0,0,-
김도현,한화,투수,14,5,26,1,0,0,3,0,0.750,0,0,0,-
김민우,한화,투수,29,28,155 1/3,1,1,15,17,0,0.97,0,0,0,-
김민하,한화,좌익수,16,11,98 1/3,1,0,27,0,0,0.964,0,0,0,-
김민하,한화,중견수,6,5,42,1,0,16,1,0,0.944,0,0,0,-
김민하,한화,우익수,20,12,118,1,0,28,1,0,0.967,0,0,0,-
김범수,한화,투수,56,2,70 2/3,0,0,2,7,2,1.0,0,0,0,-
김종수,한화,투수,49,0,46 2/3,0,0,2,4,0,1.0,0,0,0,-
김지수,한화,좌익수,5,2,20,0,0,3,0,0,1.000,0,0,0,-
김지수,한화,중견수,1,1,9,0,0,0,0,0,-,0,0,0,-
김지수,한화,우익수,6,4,30,0,0,11,0,0,1.000,0,0,0,-
김진영,한화,투수,20,0,18 1/3,0,0,1,2,0,1.000,0,0,0,-
김태연,한화,우익수,18,17,119,0,0,30,3,0,1.000,0,0,0,-
김태연,한화,3루수,30,26,228,5,0,29,58,6,0.946,0,0,0,-
김태연,한화,좌익수,4,4,25,0,0,10,0,0,1.000,0,0,0,-
김태연,한화,2루수,8,2,34,2,0,10,11,1,0.913,0,0,0,-
남지민,한화,투수,3,3,7 1/3,0,0,0,0,0,-,0,0,0,-
노수광,한화,좌익수,10,7,66,0,0,21,1,0,1.000,0,0,0,-
노수광,한화,중견수,41,37,311,0,0,96,3,0,1.0,0,0,0,-
노시환,한화,3루수,96,94,811,20,0,98,176,27,0.932,0,0,0,-
노시환,한화,1루수,5,0,12 2/3,0,0,9,1,2,1.000,0,0,0,-
노태형,한화,1루수,9,8,61,0,0,55,1,7,1.000,0,0,0,-
노태형,한화,3루수,3,2,14,2,0,1,3,0,0.667,0,0,0,-
문동욱,한화,투수,1,0,1 1/3,0,0,0,0,0,-,0,0,0,-
박성웅,한화,투수,2,1,3,0,0,0,0,0,-,0,0,0,-
박정현,한화,유격수,17,11,110,1,0,18,27,3,0.978,0,0,0,-
박정현,한화,1루수,7,7,52,2,0,42,3,3,0.957,0,0,0,-
박정현,한화,3루수,3,3,24,1,0,2,5,0,0.875,0,0,0,-
박정현,한화,2루수,8,6,56,2,0,13,18,4,0.939,0,0,0,-
배동현,한화,투수,20,4,38,0,0,1,3,0,1.000,0,0,0,-
백용환,한화,1루수,2,1,10,0,0,6,0,1,1.000,0,0,0,-
백용환,한화,포수,23,18,157 2/3,1,0,143,11,0,0.994,1,22,3,12.0
