기준일,순위,경기,승,패,무,승률,게임차,최근10경기,연속,홈,방문
2024-04-03,1,9,7,2,0,0.778,0,7승0무2패,1패,3-0-1,4-0-1
2024-04-03,2,8,6,2,0,0.75,0.5,6승0무2패,1승,3-0-0,3-0-2
2024-04-03,3,10,7,3,0,0.7,0.5,7승0무3패,5승,4-0-3,3-0-0
2024-04-03,4,9,6,3,0,0.667,1,6승0무3패,1패,3-0-1,3-0-2
2024-04-03,5,10,5,4,1,0.556,2,5승1무4패,1승,2004-01-02,1-0-2
2024-04-03,6,7,3,4,0,0.429,3,3승0무4패,3승,2-0-1,1-0-3
2024-04-03,7,10,4,6,0,0.4,3.5,4승0무6패,3패,1-0-2,3-0-4
2024-04-03,8,8,2,6,0,0.25,4.5,2승0무6패,1승,1-0-2,1-0-4
2024-04-03,8,9,2,6,1,0.25,4.5,2승1무6패,6패,0-0-4,2002-01-02
2024-04-03,10,10,2,8,0,0.2,5.5,2승0무8패,1패,2-0-5,0-0-3
2024-04-04,1,10,8,2,0,0.8,0,8승0무2패,1승,4-0-1,4-0-1
2024-04-04,2,9,7,2,0,0.778,0.5,7승0무2패,2승,3-0-0,4-0-2
2024-04-04,3,11,8,3,0,0.727,0.5,7승0무3패,6승,5-0-3,3-0-0
2024-04-04,4,11,6,4,1,0.6,2,5승1무4패,2승,2005-01-02,1-0-2
2024-04-04,4,10,6,4,0,0.6,2,6승0무4패,2패,3-0-1,3-0-3
2024-04-04,6,8,4,4,0,0.5,3,4승0무4패,4승,2-0-1,2-0-3
2024-04-04,7,11,4,7,0,0.364,4.5,4승0무6패,4패,1-0-2,3-0-5
2024-04-04,8,9,2,7,0,0.222,5.5,2승0무7패,1패,1-0-2,1-0-5
2024-04-04,8,10,2,7,1,0.222,5.5,2승1무7패,7패,0-0-5,2002-01-02
2024-04-04,10,11,2,9,0,0.182,6.5,2승0무8패,2패,2-0-6,0-0-3
2024-04-05,1,10,8,2,0,0.8,0,8승0무2패,3승,4-0-0,4-0-2
2024-04-05,2,11,8,3,0,0.727,0.5,8승0무2패,1패,4-0-1,4-0-2
2024-04-05,3,12,8,4,0,0.667,1,6승0무4패,1패,5-0-3,3-0-1
2024-04-05,4,11,7,4,0,0.636,1.5,6승0무4패,1승,4-0-1,3-0-3
2024-04-05,5,9,5,4,0,0.556,2.5,5승0무4패,5승,3-0-1,2-0-3
2024-04-05,6,12,6,5,1,0.545,2.5,5승1무4패,1패,2005-01-03,1-0-2
2024-04-05,7,12,5,7,0,0.417,4,4승0무6패,1승,1-0-2,4-0-5
2024-04-05,8,12,3,9,0,0.25,6,3승0무7패,1승,2-0-6,1-0-3
2024-04-05,9,10,2,8,0,0.2,6,2승0무8패,2패,1-0-3,1-0-5
2024-04-05,9,11,2,8,1,0.2,6,1승1무8패,8패,0-0-5,2002-01-03
2024-04-06,1,11,8,3,0,0.727,0,7승0무3패,1패,4-0-1,4-0-2
2024-04-06,2,12,8,4,0,0.667,0.5,7승0무3패,2승,5-0-1,3-0-3
2024-04-06,2,12,8,4,0,0.667,0.5,7승0무3패,2패,4-0-1,4-0-3
2024-04-06,4,13,8,5,0,0.615,1,6승0무4패,2패,5-0-3,3-0-2
2024-04-06,5,10,6,4,0,0.6,1.5,6승0무4패,6승,4-0-1,2-0-3
2024-04-06,6,13,7,5,1,0.583,1.5,5승1무4패,1승,2006-01-03,1-0-2
2024-04-06,7,13,5,8,0,0.385,4,3승0무7패,1패,1-0-2,4-0-6
2024-04-06,8,11,3,8,0,0.273,5,3승0무7패,1승,2-0-3,1-0-5
2024-04-06,8,12,3,8,1,0.273,5,1승1무8패,1승,0-0-5,2003-01-03
2024-04-06,10,13,3,10,0,0.231,6,3승0무7패,1패,2-0-6,1-0-4
2024-04-07,1,13,9,4,0,0.692,0,7승0무3패,3승,6-0-1,3-0-3
2024-04-07,2,12,8,4,0,0.667,0.5,6승0무4패,2패,4-0-2,4-0-2
2024-04-07,3,11,7,4,0,0.636,1,7승0무3패,7승,5-0-1,2-0-3
2024-04-07,4,14,8,5,1,0.615,1,6승0무4패,2승,2007-01-03,1-0-2
2024-04-07,4,13,8,5,0,0.615,1,6승0무4패,3패,4-0-1,4-0-4
2024-04-07,6,14,8,6,0,0.571,1.5,6승0무4패,3패,5-0-3,3-0-3
2024-04-07,7,14,5,9,0,0.357,4.5,2승0무8패,2패,1-0-2,4-0-7
2024-04-07,8,12,4,8,0,0.333,4.5,4승0무6패,2승,3-0-3,1-0-5
2024-04-07,8,13,4,8,1,0.333,4.5,2승1무7패,2승,0-0-5,2004-01-03
2024-04-07,10,14,3,11,0,0.214,6.5,3승0무7패,2패,2-0-6,1-0-5
2024-04-09,1,13,9,4,0,0.692,0,6승0무4패,1승,5-0-2,4-0-2
2024-04-09,2,14,9,5,0,0.643,0.5,6승0무4패,1패,6-0-2,3-0-3
2024-04-09,3,15,9,6,0,0.6,1,7승0무3패,1승,6-0-3,3-0-3
2024-04-09,4,12,7,5,0,0.583,1.5,7승0무3패,1패,5-0-1,2-0-4
2024-04-09,5,15,8,6,1,0.571,1.5,5승0무5패,1패,2007-01-03,1-0-3
2024-04-09,5,14,8,6,0,0.571,1.5,5승0무5패,4패,4-0-1,4-0-5
2024-04-09,7,15,6,9,0,0.4,4,3승0무7패,1승,2-0-2,4-0-7
2024-04-09,8,14,5,8,1,0.385,4,3승0무7패,3승,0-0-5,2005-01-03
2024-04-09,9,13,4,9,0,0.308,5,4승0무6패,1패,3-0-4,1-0-5
2024-04-09,10,15,4,11,0,0.267,6,3승0무7패,1승,2-0-6,2-0-5
2024-04-10,1,14,10,4,0,0.714,0,6승0무4패,2승,6-0-2,4-0-2
2024-04-10,2,15,10,5,0,0.667,0.5,7승0무3패,1승,7-0-2,3-0-3
2024-04-10,3,16,10,6,0,0.625,1,7승0무3패,2승,7-0-3,3-0-3
2024-04-10,4,13,7,6,0,0.538,2.5,7승0무3패,2패,5-0-1,2-0-5
2024-04-10,5,16,8,7,1,0.533,2.5,4승0무6패,2패,2007-01-03,1-0-4
2024-04-10,5,15,8,7,0,0.533,2.5,4승0무6패,5패,4-0-1,4-0-6
2024-04-10,7,16,7,9,0,0.438,4,4승0무6패,2승,3-0-2,4-0-7
2024-04-10,8,15,6,8,1,0.429,4,4승0무6패,4승,0-0-5,2006-01-03
2024-04-10,9,14,4,10,0,0.286,6,4승0무6패,2패,3-0-5,1-0-5
2024-04-10,10,16,4,12,0,0.25,7,3승0무7패,1패,2-0-6,2-0-6
2024-04-11,1,15,11,4,0,0.733,0,7승0무3패,3승,7-0-2,4-0-2
2024-04-11,2,16,11,5,0,0.688,0.5,7승0무3패,2승,8-0-2,3-0-3
2024-04-11,3,17,10,7,0,0.588,2,6승0무4패,1패,7-0-4,3-0-3
2024-04-11,4,14,8,6,0,0.571,2.5,8승0무2패,1승,5-0-1,3-0-5
2024-04-11,5,16,9,7,0,0.563,2.5,4승0무6패,1승,4-0-1,5-0-6
2024-04-11,6,17,8,8,1,0.5,3.5,4승0무6패,3패,2007-01-03,1-0-5
2024-04-11,7,16,7,8,1,0.467,4,5승0무5패,5승,0-0-5,2007-01-03
2024-04-11,8,17,7,10,0,0.412,5,3승0무7패,1패,3-0-3,4-0-7
2024-04-11,9,15,4,11,0,0.267,7,3승0무7패,3패,3-0-6,1-0-5
2024-04-11,10,17,4,13,0,0.235,8,3승0무7패,2패,2-0-6,2-0-7
2024-04-12,1,16,12,4,0,0.75,0,7승0무3패,4승,7-0-2,5-0-2
2024-04-12,2,17,12,5,0,0.706,0.5,7승0무3패,3승,8-0-2,4-0-3
2024-04-12,3,15,9,6,0,0.6,2.5,8승0무2패,2승,6-0-1,3-0-5
2024-04-12,4,18,10,8,0,0.556,3,5승0무5패,2패,7-0-4,3-0-4
2024-04-12,5,18,9,8,1,0.529,3.5,5승0무5패,1승,2007-01-03,2-0-5
2024-04-12,5,17,9,8,0,0.529,3.5,3승0무7패,1패,4-0-2,5-0-6
2024-04-12,7,17,7,9,1,0.438,5,5승0무5패,1패,0-0-6,2007-01-03
2024-04-12,8,18,7,11,0,0.389,6,3승0무7패,2패,3-0-4,4-0-7
2024-04-12,9,18,5,13,0,0.278,8,4승0무6패,1승,3-0-6,2-0-7
2024-04-12,10,16,4,12,0,0.25,8,3승0무7패,4패,3-0-6,1-0-6
2024-04-13,1,17,13,4,0,0.765,0,8승0무2패,5승,7-0-2,6-0-2
2024-04-13,2,18,13,5,0,0.722,0.5,7승0무3패,4승,8-0-2,5-0-3
2024-04-13,3,16,10,6,0,0.625,2.5,8승0무2패,3승,7-0-1,3-0-5
2024-04-13,4,19,11,8,0,0.579,3,5승0무5패,1승,7-0-4,4-0-4
2024-04-13,5,19,9,9,1,0.5,4.5,5승0무5패,1패,2007-01-03,2-0-6
2024-04-13,5,18,9,9,0,0.5,4.5,2승0무8패,2패,4-0-3,5-0-6
2024-04-13,7,19,8,11,0,0.421,6,4승0무6패,1승,4-0-4,4-0-7
2024-04-13,8,18,7,10,1,0.412,6,5승0무5패,2패,0-0-7,2007-01-03
2024-04-13,9,19,5,14,0,0.263,9,3승0무7패,1패,3-0-7,2-0-7
2024-04-13,10,17,4,13,0,0.235,9,3승0무7패,5패,3-0-6,1-0-7
2024-04-14,1,18,14,4,0,0.778,0,8승0무2패,6승,7-0-2,7-0-2
2024-04-14,2,19,13,6,0,0.684,1.5,7승0무3패,1패,8-0-2,5-0-4
2024-04-14,3,17,11,6,0,0.647,2.5,8승0무2패,4승,8-0-1,3-0-5
2024-04-14,4,20,12,8,0,0.6,3,5승0무5패,2승,7-0-4,5-0-4
2024-04-14,5,20,9,10,1,0.474,5.5,4승0무6패,2패,2007-01-03,2-0-7
2024-04-14,5,19,9,10,0,0.474,5.5,2승0무8패,3패,4-0-4,5-0-6
2024-04-14,7,20,9,11,0,0.45,6,5승0무5패,2승,5-0-4,4-0-7
2024-04-14,8,19,8,10,1,0.444,6,6승0무4패,1승,1-0-7,2007-01-03
2024-04-14,9,20,5,15,0,0.25,10,3승0무7패,2패,3-0-8,2-0-7
2024-04-14,10,18,4,14,0,0.222,10,2승0무8패,6패,3-0-6,1-0-8
2024-04-16,1,19,14,5,0,0.737,0,7승0무3패,1패,7-0-2,7-0-3
2024-04-16,2,18,12,6,0,0.667,1.5,8승0무2패,5승,9-0-1,3-0-5
2024-04-16,3,20,13,7,0,0.65,1.5,7승0무3패,2패,8-0-3,5-0-4
2024-04-16,4,21,13,8,0,0.619,2,5승0무5패,3승,8-0-4,5-0-4
2024-04-16,5,21,10,10,1,0.5,4.5,4승0무6패,1승,2008-01-03,2-0-7
2024-04-16,5,20,10,10,0,0.5,4.5,2승0무8패,1승,4-0-4,6-0-6
2024-04-16,7,20,9,10,1,0.474,5,7승0무3패,2승,2-0-7,2007-01-03
2024-04-16,8,21,9,12,0,0.429,6,5승0무5패,1패,5-0-4,4-0-8
2024-04-16,9,21,5,16,0,0.238,10,3승0무7패,3패,3-0-8,2-0-8
2024-04-16,10,19,4,15,0,0.211,10,2승0무8패,7패,3-0-6,1-0-9
2024-04-17,1,20,15,5,0,0.75,0,7승0무3패,1승,7-0-2,8-0-3
2024-04-17,2,21,14,7,0,0.667,1.5,7승0무3패,1승,9-0-3,5-0-4
2024-04-17,3,19,12,7,0,0.632,2.5,7승0무3패,1패,9-0-2,3-0-5
2024-04-17,4,22,13,9,0,0.591,3,5승0무5패,1패,8-0-5,5-0-4
2024-04-17,5,22,11,10,1,0.524,4.5,5승0무5패,2승,2009-01-03,2-0-7
2024-04-17,6,21,10,10,1,0.5,5,8승0무2패,3승,3-0-7,2007-01-03
2024-04-17,7,21,10,11,0,0.476,5.5,2승0무8패,1패,4-0-4,6-0-7
2024-04-17,8,22,9,13,0,0.409,7,4승0무6패,2패,5-0-4,4-0-9
2024-04-17,9,22,6,16,0,0.273,10,3승0무7패,1승,3-0-8,3-0-8
2024-04-17,10,20,4,16,0,0.2,11,2승0무8패,8패,3-0-6,1-0-10
2024-04-18,1,21,15,6,0,0.714,0,7승0무3패,1패,7-0-2,8-0-4
2024-04-18,2,21,14,7,0,0.667,1,7승0무3패,1승,9-0-3,5-0-4
2024-04-18,3,23,14,9,0,0.609,2,6승0무4패,1승,9-0-5,5-0-4
2024-04-18,4,20,12,8,0,0.6,2.5,6승0무4패,2패,9-0-3,3-0-5
2024-04-18,5,22,11,10,1,0.524,4,8승0무2패,4승,4-0-7,2007-01-03
2024-04-18,6,23,11,11,1,0.5,4.5,4승0무6패,1패,2009-01-04,2-0-7
2024-04-18,7,21,10,11,0,0.476,5,2승0무8패,1패,4-0-4,6-0-7
2024-04-18,8,23,9,14,0,0.391,7,4승0무6패,3패,5-0-4,4-0-10
2024-04-18,9,23,7,16,0,0.304,9,4승0무6패,2승,3-0-8,4-0-8
2024-04-18,10,21,5,16,0,0.238,10,2승0무8패,1승,3-0-6,2-0-10
2024-04-19,1,22,16,6,0,0.727,0,8승0무2패,1승,8-0-2,8-0-4
2024-04-19,2,22,14,8,0,0.636,2,6승0무4패,1패,9-0-3,5-0-5
2024-04-19,3,24,14,10,0,0.583,3,6승0무4패,1패,9-0-6,5-0-4
2024-04-19,4,21,12,9,0,0.571,3.5,5승0무5패,3패,9-0-3,3-0-6
2024-04-19,5,24,12,11,1,0.522,4.5,4승0무6패,1승,2009-01-04,3-0-7
2024-04-19,6,23,11,11,1,0.5,5,7승0무3패,1패,4-0-7,2007-01-04
2024-04-19,6,22,11,11,0,0.5,5,3승0무7패,1승,5-0-4,6-0-7
2024-04-19,8,24,10,14,0,0.417,7,5승0무5패,1승,6-0-4,4-0-10
2024-04-19,9,24,7,17,0,0.292,10,4승0무6패,1패,3-0-8,4-0-9
2024-04-19,10,22,6,16,0,0.273,10,2승0무8패,2승,4-0-6,2-0-10
2024-04-20,1,23,17,6,0,0.739,0,8승0무2패,2승,9-0-2,8-0-4
2024-04-20,2,23,14,9,0,0.609,3,5승0무5패,2패,9-0-3,5-0-6
2024-04-20,3,24,14,10,0,0.583,3.5,6승0무4패,1패,9-0-6,5-0-4
2024-04-20,4,21,12,9,0,0.571,4,5승0무5패,3패,9-0-3,3-0-6
2024-04-20,5,24,12,11,1,0.522,5,4승0무6패,1승,2009-01-04,3-0-7
2024-04-20,5,24,12,11,1,0.522,5,7승0무3패,1승,4-0-7,2008-01-04
2024-04-20,7,23,11,12,0,0.478,6,3승0무7패,1패,5-0-5,6-0-7
2024-04-20,8,24,10,14,0,0.417,7.5,5승0무5패,1승,6-0-4,4-0-10
2024-04-20,9,24,7,17,0,0.292,10.5,4승0무6패,1패,3-0-8,4-0-9
2024-04-20,10,22,6,16,0,0.273,10.5,2승0무8패,2승,4-0-6,2-0-10
2024-04-21,1,24,17,7,0,0.708,0,7승0무3패,1패,9-0-3,8-0-4
2024-04-21,2,24,15,9,0,0.625,2,6승0무4패,1승,9-0-3,6-0-6
2024-04-21,3,23,13,10,0,0.565,3.5,6승0무4패,1패,9-0-3,4-0-7
2024-04-21,4,26,14,11,1,0.56,3.5,4승1무5패,2패,2009-01-07,5-0-4
2024-04-21,5,26,13,11,2,0.542,4,5승1무4패,2승,2009-01-04,2004-01-07
2024-04-21,5,25,13,11,1,0.542,4,7승0무3패,2승,4-0-7,2009-01-04
2024-04-21,7,24,11,13,0,0.458,6,3승0무7패,2패,5-0-6,6-0-7
2024-04-21,8,26,11,15,0,0.423,7,4승0무6패,1승,7-0-5,4-0-10
2024-04-21,9,24,7,16,1,0.304,9.5,3승1무6패,3승,2005-01-06,2-0-10
2024-04-21,10,26,7,18,1,0.28,10.5,3승1무6패,2패,3-0-8,2004-01-10
2024-04-23,1,25,18,7,0,0.72,0,7승0무3패,1승,9-0-3,9-0-4
2024-04-23,2,25,15,10,0,0.6,3,5승0무5패,1패,9-0-3,6-0-7
2024-04-23,3,26,14,11,1,0.56,4,4승1무5패,2패,2009-01-07,5-0-4
2024-04-23,3,26,14,11,1,0.56,4,7승0무3패,3승,5-0-7,2009-01-04
2024-04-23,5,24,13,11,0,0.542,4.5,5승0무5패,2패,9-0-4,4-0-7
2024-04-23,6,27,13,12,2,0.52,5,5승1무4패,1패,2009-01-04,2004-01-08
2024-04-23,7,27,12,15,0,0.444,7,5승0무5패,2승,8-0-5,4-0-10
2024-04-23,8,25,11,14,0,0.44,7,3승0무7패,3패,5-0-6,6-0-8
2024-04-23,9,27,8,18,1,0.308,10.5,4승1무5패,1승,4-0-8,2004-01-10
2024-04-23,10,24,7,16,1,0.304,10,3승1무6패,3승,2005-01-06,2-0-10
2024-04-24,1,26,19,7,0,0.731,0,7승0무3패,2승,9-0-3,10-0-4
2024-04-24,2,26,16,10,0,0.615,3,5승0무5패,1승,9-0-3,7-0-7
2024-04-24,3,27,15,11,1,0.577,4,5승1무4패,1승,2009-01-07,6-0-4
2024-04-24,3,27,15,11,1,0.577,4,8승0무2패,4승,6-0-7,2009-01-04
2024-04-24,5,25,13,12,0,0.52,5.5,4승0무6패,3패,9-0-5,4-0-7
2024-04-24,6,28,13,13,2,0.5,6,4승1무5패,2패,2009-01-04,2004-01-09
2024-04-24,7,28,12,16,0,0.429,8,5승0무5패,1패,8-0-6,4-0-10
2024-04-24,8,26,11,15,0,0.423,8,2승0무8패,4패,5-0-6,6-0-9
2024-04-24,9,28,9,18,1,0.333,10.5,4승1무5패,2승,5-0-8,2004-01-10
2024-04-24,10,25,7,17,1,0.292,11,3승1무6패,1패,2005-01-07,2-0-10
2024-04-25,1,27,20,7,0,0.741,0,7승0무3패,3승,9-0-3,11-0-4
2024-04-25,2,27,16,11,0,0.593,4,4승0무6패,1패,9-0-3,7-0-8
2024-04-25,3,28,15,12,1,0.556,5,5승1무4패,1패,2009-01-07,6-0-5
2024-04-25,3,28,15,12,1,0.556,5,8승0무2패,1패,6-0-8,2009-01-04
2024-04-25,5,29,14,13,2,0.519,6,5승1무4패,1승,2009-01-04,2005-01-09
2024-04-25,6,26,13,13,0,0.5,6.5,3승0무7패,4패,9-0-6,4-0-7
2024-04-25,7,29,13,16,0,0.448,8,5승0무5패,1승,9-0-6,4-0-10
2024-04-25,8,27,11,16,0,0.407,9,2승0무8패,5패,5-0-6,6-0-10
2024-04-25,9,29,10,18,1,0.357,10.5,5승1무4패,3승,6-0-8,2004-01-10
2024-04-25,10,26,8,17,1,0.32,11,4승1무5패,1승,2006-01-07,2-0-10
2024-04-26,1,28,20,8,0,0.714,0,6승0무4패,1패,9-0-3,11-0-5
2024-04-26,2,28,17,11,0,0.607,3,4승0무6패,1승,10-0-3,7-0-8
2024-04-26,3,29,16,12,1,0.571,4,5승1무4패,1승,2010-01-07,6-0-5
2024-04-26,3,29,16,12,1,0.571,4,8승0무2패,1승,6-0-8,2010-01-04
2024-04-26,5,30,15,13,2,0.536,5,6승1무3패,2승,2010-01-04,2005-01-09
2024-04-26,6,27,13,14,0,0.481,6.5,2승0무8패,5패,9-0-7,4-0-7
2024-04-26,7,30,14,16,0,0.467,7,5승0무5패,2승,9-0-6,5-0-10
2024-04-26,8,28,11,17,0,0.393,9,2승0무8패,6패,5-0-7,6-0-10
2024-04-26,9,30,10,19,1,0.345,10.5,5승1무4패,1패,6-0-8,2004-01-11
2024-04-26,10,27,8,18,1,0.308,11,4승1무5패,1패,2006-01-07,2-0-11
2024-04-27,1,29,20,9,0,0.69,0,6승0무4패,2패,9-0-3,11-0-6
2024-04-27,2,29,18,11,0,0.621,2,5승0무5패,2승,11-0-3,7-0-8
2024-04-27,3,30,17,12,1,0.586,3,8승0무2패,2승,6-0-8,2011-01-04
2024-04-27,4,31,16,13,2,0.552,4,6승1무3패,3승,2011-01-04,2005-01-09
2024-04-27,4,30,16,13,1,0.552,4,4승1무5패,1패,2010-01-08,6-0-5
2024-04-27,6,28,13,15,0,0.464,6.5,1승0무9패,6패,9-0-8,4-0-7
2024-04-27,7,31,14,17,0,0.452,7,5승0무5패,1패,9-0-6,5-0-11
2024-04-27,8,29,12,17,0,0.414,8,3승0무7패,1승,6-0-7,6-0-10
2024-04-27,9,31,11,19,1,0.367,9.5,6승1무3패,1승,6-0-8,2005-01-11
2024-04-27,10,28,8,19,1,0.296,11,4승1무5패,2패,2006-01-07,2-0-12
2024-04-28,1,30,21,9,0,0.7,0,6승0무4패,1승,9-0-3,12-0-6
2024-04-28,2,30,19,11,0,0.633,2,6승0무4패,3승,12-0-3,7-0-8
2024-04-28,3,31,18,12,1,0.6,3,8승0무2패,3승,6-0-8,2012-01-04
2024-04-28,4,31,17,13,1,0.567,4,4승1무5패,1승,2011-01-08,6-0-5
