player_id,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
51143,강효종,LG,6.23,7,1,2,0,0,0.333,21 2/3,25,1,12,2,14,18,15,1.71
67119,고우석,LG,3.68,44,3,8,15,0,0.273,44,38,2,22,4,59,19,18,1.36
66145,김대현,LG,10.8,5,0,0,0,0,-,3 1/3,8,1,2,1,3,5,4,3.0
50157,김윤식,LG,4.22,17,6,4,0,0,0.600,74 2/3,86,4,25,3,42,35,35,1.49
75867,김진성,LG,2.18,80,5,1,4,21,0.833,70 1/3,41,8,26,0,69,17,17,0.95
53139,박명근,LG,5.08,57,4,3,5,9,0.571,51 1/3,49,4,28,6,40,31,29,1.5
63145,배재준,LG,18.0,1,0,0,0,0,-,1,2,0,1,0,0,2,2,3.0
65109,백승현,LG,1.58,42,2,0,3,11,1.000,40,28,2,18,0,30,7,7,1.15
68159,성동현,LG,9.0,1,0,0,0,0,-,1,2,0,1,0,1,1,1,3.0
67143,손주영,LG,5.19,3,1,0,0,0,1.000,8 2/3,12,0,6,0,5,7,5,2.08
51111,송승기,LG,0.0,1,0,0,0,0,-,1,1,0,1,0,0,0,0,2.0
73801,송은범,LG,2.45,4,0,0,0,0,-,3 2/3,6,0,3,0,2,1,1,2.45
67116,오석주,LG,6.3,9,0,0,0,0,-,10,12,2,3,0,11,7,7,1.5
50106,유영찬,LG,3.44,67,6,3,1,12,0.667,68,55,4,40,7,55,27,26,1.4
63961,윤호솔,LG,2.45,4,0,0,0,0,-,3 2/3,3,0,3,0,4,1,1,1.64
50126,이민호,LG,5.03,5,0,2,0,0,0.000,19 2/3,22,1,10,0,7,13,11,1.63
65117,이상규,LG,2.35,8,0,0,0,0,-,7 2/3,7,0,5,0,6,2,2,1.57
69168,이상영,LG,3.27,6,0,1,0,0,0.000,11,12,0,8,3,4,5,4,1.82
61145,이우찬,LG,3.52,38,1,3,0,5,0.250,38 1/3,35,1,18,2,30,15,15,1.38
69134,이정용,LG,4.15,37,7,2,3,1,0.778,86 2/3,100,5,19,2,50,45,40,1.37
69108,이지강,LG,3.97,22,2,5,0,2,0.286,68,60,4,28,9,38,45,30,1.29
61101,임찬규,LG,3.42,30,14,3,0,1,0.824,144 2/3,142,10,54,5,103,63,55,1.35
69159,정우영,LG,4.7,60,5,6,0,11,0.455,51 2/3,63,1,17,15,41,39,27,1.55
76650,진해수,LG,3.68,19,0,0,0,2,-,14 2/3,18,2,10,0,12,8,6,1.91
79140,최동환,LG,3.19,45,0,0,1,1,-,42 1/3,42,1,17,3,20,18,15,1.39
62146,최성훈,LG,15.0,5,0,0,1,0,-,3,7,0,1,0,2,5,5,2.67
65320,최원태,LG,4.3,26,9,7,0,0,0.563,146 2/3,149,12,46,7,118,73,70,1.33
69103,켈리,LG,3.83,30,10,7,0,0,0.588,178 2/3,183,10,39,6,129,87,76,1.24
52145,플럿코,LG,2.41,21,11,3,0,0,0.786,123 1/3,115,5,31,3,101,37,33,1.18
63248,함덕주,LG,1.62,57,4,0,4,16,1.000,55 2/3,32,1,22,2,59,12,10,0.97
