YEAR,PLAYER_ID,PLAYER_NAME,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,WHIP,BABIP,LOB%,ERA,FIP,E-F
2023,67246,김명신,7.41,3.08,2.41,0.34,19.50%,8.10%,11.40%,1.25,0.296,70.40%,3.65,3.5,0.14
2023,65764,김민우,7.49,4.88,1.54,1.05,17.70%,11.50%,6.20%,1.78,0.354,59.60%,6.79,4.99,1.81
2023,65769,김범수,7.51,4.76,1.58,0.43,18.40%,11.70%,6.70%,1.56,0.318,69.90%,4.19,4.09,0.1
2023,76430,김상수,6.23,3.63,1.71,0.17,16.50%,9.60%,6.90%,1.27,0.28,69.50%,3.12,3.65,-0.54
2023,68928,김시훈,8.37,5.81,1.44,0.51,20.00%,13.90%,6.10%,1.73,0.342,69.50%,4.27,4.27,0
2023,68900,김영규,7.01,3.36,2.09,0.29,19.40%,9.30%,10.10%,1.1,0.249,71.00%,3.06,3.43,-0.37
2023,62528,김원중,11.59,3.53,3.28,0.28,30.90%,9.40%,21.50%,1.19,0.325,72.90%,2.97,2.65,0.32
2023,50157,김윤식,5.06,3.01,1.68,0.48,13.10%,7.80%,5.30%,1.49,0.333,72.90%,4.22,4.1,0.12
2023,67391,김재웅,6.94,3.62,1.92,0.3,18.40%,9.60%,8.80%,1.34,0.303,66.10%,4.22,3.5,0.72
2023,65062,김재윤,8.22,1.78,4.62,0.27,22.90%,5.00%,17.90%,1.02,0.28,72.10%,2.6,2.61,0
2023,75867,김진성,8.83,3.33,2.65,1.02,25.60%,9.60%,15.90%,0.95,0.198,89.60%,2.18,4.03,-1.85
2023,62360,김태훈,5.68,6.11,0.93,1.14,13.10%,14.10%,-1.00%,1.85,0.311,60.70%,7.11,5.96,1.15
2023,67539,나균안,7.87,2.9,2.71,0.55,20.00%,7.40%,12.70%,1.4,0.33,71.70%,3.8,3.53,0.27
2023,73211,노경은,7.05,3.9,1.81,0.43,18.20%,10.10%,8.10%,1.37,0.298,75.60%,3.58,3.91,-0.33
2023,65949,류진욱,8.33,4.3,1.94,0.13,23.10%,11.90%,11.20%,1.09,0.233,75.80%,2.15,3.22,-1.07
2023,53833,맥카티,8.03,3.12,2.58,0.69,21.40%,8.30%,13.10%,1.3,0.307,71.80%,3.39,3.68,-0.29
2023,53322,맥키니,5.92,5.46,1.08,1.52,14.60%,13.40%,1.10%,1.63,0.28,61.90%,6.52,6.15,0.37
2023,53645,메디나,5.59,4.5,1.24,0.93,13.40%,10.80%,2.60%,1.6,0.307,64.10%,6.05,5.47,0.58
2023,52701,문동주,7.21,3.19,2.26,0.46,18.90%,8.30%,10.50%,1.31,0.301,71.00%,3.72,3.62,0.1
2023,62869,문승원,5.57,3,1.86,1.03,13.60%,7.30%,6.30%,1.65,0.349,69.10%,5.23,4.82,0.41
2023,53139,박명근,7.01,4.91,1.43,0.7,16.90%,11.90%,5.10%,1.5,0.285,67.20%,5.08,4.84,0.24
2023,67703,박상원,8.32,4.23,1.97,0.29,20.60%,10.50%,10.10%,1.49,0.328,65.10%,3.65,3.53,0.12
2023,64021,박세웅,7.54,3.45,2.19,0.47,19.60%,9.00%,10.70%,1.32,0.3,70.10%,3.45,3.63,-0.18
2023,52060,박영현,9.44,2.75,3.43,0.36,25.60%,7.50%,18.20%,1.14,0.299,75.20%,2.75,2.82,-0.07
2023,60841,박종훈,6.3,6.75,0.93,0.9,14.70%,15.70%,-1.00%,1.71,0.289,68.40%,6.19,6.26,-0.08
2023,67266,박치국,8.2,3.59,2.29,0.51,20.30%,8.90%,11.40%,1.42,0.321,76.50%,3.59,3.8,-0.21
2023,52528,반즈,7.77,2.96,2.63,0.32,20.00%,7.60%,12.40%,1.33,0.324,74.50%,3.28,3.38,-0.11
2023,65516,배제성,5.46,5.32,1.03,0.41,13.30%,12.90%,0.30%,1.7,0.319,70.40%,4.49,4.61,-0.12
2023,77446,백정현,5.45,2.68,2.03,0.54,14.60%,7.20%,7.40%,1.29,0.292,70.70%,3.67,3.86,-0.19
2023,52043,벤자민,8.79,2.48,3.55,0.68,22.90%,6.50%,16.40%,1.21,0.293,65.30%,3.55,3.31,0.24
2023,50404,뷰캐넌,6.65,2.06,3.23,0.19,17.70%,5.50%,12.20%,1.15,0.287,69.90%,2.54,2.98,-0.44
2023,52257,브랜든,8.6,2.58,3.33,0.34,23.40%,7.00%,16.40%,1.05,0.27,75.60%,2.49,3.19,-0.7
2023,53665,산체스,8.34,2.12,3.93,0.99,20.70%,5.30%,15.40%,1.48,0.36,59.00%,5.94,3.87,2.07
2023,53714,산체스,7.07,2,3.54,0.93,18.30%,5.20%,13.10%,1.3,0.312,71.10%,3.79,3.98,-0.19
2023,61895,서진용,7.89,6.04,1.31,0.37,19.70%,15.10%,4.60%,1.52,0.288,83.90%,2.47,4.36,-1.89
2023,69041,손동현,4.89,2.57,1.9,0.61,13.20%,7.00%,6.30%,1.21,0.269,71.40%,3.42,4.13,-0.71
2023,69962,송명기,5.61,4.05,1.38,1.04,13.70%,9.90%,3.80%,1.47,0.277,67.90%,4.83,5.32,-0.49
2023,52457,수아레즈,7.33,2.67,2.75,0.25,18.40%,6.70%,11.70%,1.49,0.356,68.60%,3.92,3.08,0.84
2023,50558,스트레일리,7.84,4.15,1.89,0.67,19.20%,10.20%,9.10%,1.48,0.315,71.30%,4.37,4.38,-0.01
2023,68902,신민혁,7.16,1.84,3.88,1.03,18.70%,4.80%,13.90%,1.2,0.286,67.50%,3.98,4.06,-0.08
2023,68341,안우진,9.8,2.27,4.32,0.3,27.00%,6.30%,20.70%,1.06,0.29,75.80%,2.39,2.43,-0.04
2023,69045,알칸타라,7.59,1.64,4.63,0.75,20.80%,4.50%,16.30%,1.07,0.277,76.40%,2.67,3.42,-0.75
2023,53664,앤더슨,7.29,2.96,2.46,0.68,19.00%,7.70%,11.30%,1.29,0.294,64.90%,3.76,3.83,-0.07
2023,61268,양현,2.53,3.32,0.76,0.79,6.10%,8.00%,-1.90%,1.82,0.355,68.00%,5.05,5.08,-0.03
2023,77637,양현종,7,2.53,2.77,0.68,18.20%,6.60%,11.70%,1.34,0.315,71.80%,3.68,3.69,-0.01
2023,65056,엄상백,7.17,2.34,3.07,0.48,19.60%,6.40%,13.20%,1.16,0.287,69.30%,3.63,3.34,0.29
2023,53825,엘리아스,6.37,2.26,2.82,0.82,17.00%,6.00%,10.90%,1.32,0.317,74.60%,3.7,4.06,-0.36
2023,75421,오승환,6.32,2.15,2.93,1.29,16.70%,5.70%,11.00%,1.15,0.247,78.20%,3.45,4.68,-1.23
2023,50859,오원석,5.47,4.29,1.28,0.68,13.60%,10.60%,2.90%,1.57,0.312,65.30%,5.23,4.79,0.44
2023,53927,와이드너,7.75,3.13,2.48,0.55,20.00%,8.10%,11.90%,1.32,0.306,62.80%,4.54,3.67,0.87
2023,69343,요키시,6.99,1.92,3.64,0.41,17.80%,4.90%,12.90%,1.45,0.363,65.00%,4.39,3.22,1.17
2023,69446,원태인,6.12,2.04,3,0.9,16.10%,5.40%,10.70%,1.27,0.296,77.10%,3.18,4.14,-0.96
2023,53546,윌커슨,9.15,2.26,4.05,0.34,24.80%,6.10%,18.70%,1.09,0.29,71.90%,2.26,2.69,-0.43
2023,50106,유영찬,7.28,5.29,1.38,0.53,18.00%,13.10%,4.90%,1.4,0.256,77.80%,3.44,4.62,-1.18
2023,53613,윤영철,5.43,3.52,1.54,0.73,14.00%,9.10%,4.90%,1.4,0.289,71.70%,4.04,4.45,-0.42
2023,53892,이로운,8.12,4.53,1.79,1.09,19.40%,10.80%,8.60%,1.66,0.335,66.50%,5.62,4.74,0.88
2023,52397,이명종,4.11,3.79,1.08,0.79,10.00%,9.20%,0.80%,1.58,0.307,69.70%,5.21,5.21,0
2023,60146,이승현,6.3,2.25,2.8,0.75,15.90%,5.70%,10.20%,1.38,0.312,71.10%,3.6,3.83,-0.23
2023,51948,이용준,6.72,5.91,1.14,0.67,16.40%,14.50%,2.00%,1.55,0.271,67.70%,4.3,4.94,-0.64
2023,77211,이용찬,7.52,2.8,2.68,0.74,20.10%,7.50%,12.60%,1.18,0.273,69.10%,4.13,3.88,0.26
2023,51648,이의리,10.66,6.36,1.68,0.27,26.10%,15.60%,10.50%,1.49,0.294,70.60%,3.96,3.73,0.24
2023,60263,이재학,5.75,4.41,1.3,0.8,14.70%,11.30%,3.40%,1.31,0.238,67.40%,4.54,4.97,-0.43
2023,69134,이정용,5.19,1.97,2.63,0.52,13.10%,5.00%,8.10%,1.37,0.31,66.70%,4.15,3.72,0.43
2023,69108,이지강,5.03,3.71,1.36,0.53,12.70%,9.40%,3.30%,1.29,0.255,56.90%,3.97,4.68,-0.71
2023,60768,이태양,6.46,1.88,3.43,0.63,17.10%,5.00%,12.10%,1.21,0.292,70.10%,3.23,3.59,-0.36
2023,62754,임기영,6.26,2.09,3,0.66,17.60%,5.90%,11.70%,0.91,0.212,71.60%,2.96,3.88,-0.91
2023,61101,임찬규,6.41,3.36,1.91,0.62,16.30%,8.50%,7.80%,1.35,0.287,73.80%,3.42,4.1,-0.68
2023,79764,장민재,7.96,2.87,2.77,1.57,19.80%,7.10%,12.70%,1.46,0.322,67.30%,4.83,5.07,-0.24
2023,51359,장재영,8.41,8.29,1.02,0.5,19.80%,19.50%,0.30%,1.8,0.304,69.30%,5.53,5.35,0.17
2023,63950,장현식,7.76,4.59,1.69,1.06,19.50%,11.50%,8.00%,1.65,0.349,77.00%,4.06,4.79,-0.73
2023,66609,전상현,7.67,3.99,1.92,0.15,20.00%,10.40%,9.60%,1.3,0.285,75.40%,2.15,3.3,-1.15
2023,69159,정우영,7.14,2.96,2.41,0.17,16.70%,6.90%,9.80%,1.55,0.363,59.80%,4.7,3.92,0.78
2023,78148,정찬헌,4.38,1.63,2.69,0.5,11.90%,4.40%,7.50%,1.17,0.278,57.20%,4.75,3.78,0.97
2023,68242,정철원,6.81,3.96,1.72,0.99,17.50%,10.20%,7.30%,1.35,0.266,72.10%,3.96,4.72,-0.76
2023,65707,주현상,6.79,2.26,3,0.3,19.70%,6.60%,13.20%,0.84,0.202,79.70%,1.96,3.23,-1.27
2023,68856,최민준,5.55,2.85,1.95,1.05,14.10%,7.30%,6.90%,1.57,0.343,77.50%,4.2,4.68,-0.48
2023,66920,최성영,5.13,4.32,1.19,0.81,12.50%,10.60%,2.00%,1.64,0.32,72.90%,4.86,5.1,-0.24
2023,51264,최승용,6.65,2.76,2.41,0.73,17.10%,7.10%,10.00%,1.35,0.306,70.70%,3.97,4,-0.03
2023,67263,최원준,5.93,2.34,2.54,0.92,15.30%,6.00%,9.20%,1.37,0.315,68.90%,4.93,4.52,0.41
2023,65320,최원태,7.24,2.82,2.57,0.74,18.70%,7.30%,11.40%,1.33,0.305,69.70%,4.3,3.94,0.36
2023,52639,최지민,6.67,3.94,1.69,0.61,18.00%,10.70%,7.40%,1.2,0.247,83.60%,2.12,4.31,-2.19
2023,68419,최채흥,4.69,2.27,2.06,1.28,11.20%,5.40%,5.80%,1.67,0.346,59.10%,6.68,5.11,1.57
2023,69103,켈리,6.5,1.96,3.31,0.5,17.30%,5.20%,12.10%,1.24,0.308,65.90%,3.83,3.44,0.39
2023,69032,쿠에바스,7.87,1.89,4.17,0.31,21.70%,5.20%,16.50%,1.04,0.276,76.30%,2.6,2.79,-0.19
2023,53909,태너,6.54,1.81,3.62,0.84,17.70%,4.90%,12.80%,1.1,0.263,72.30%,2.92,3.8,-0.88
2023,52606,파노니,7.21,2.51,2.87,0.66,18.80%,6.60%,12.30%,1.32,0.315,68.20%,4.26,3.66,0.61
2023,52720,페냐,7.46,2.99,2.49,0.71,19.60%,7.90%,11.70%,1.17,0.263,69.80%,3.6,4.07,-0.47
2023,53913,페디,10.43,1.75,5.97,0.45,29.50%,4.90%,24.60%,0.95,0.284,79.60%,2,2.38,-0.38
2023,52145,플럿코,7.37,2.26,3.26,0.36,19.80%,6.10%,13.70%,1.18,0.297,78.90%,2.41,3.12,-0.71
2023,64350,하영민,8.77,4.3,2.04,0.69,20.60%,10.10%,10.50%,1.76,0.38,65.20%,4.64,3.94,0.71
2023,50726,한승주,7,3.95,1.77,0.76,17.20%,9.70%,7.50%,1.58,0.335,76.20%,3.95,4.43,-0.49
2023,62363,한현희,6.4,3.81,1.68,0.95,15.50%,9.20%,6.30%,1.61,0.333,67.00%,5.45,4.94,0.51
2023,63248,함덕주,9.54,3.56,2.68,0.16,26.60%,9.90%,16.70%,0.97,0.225,80.60%,1.62,2.81,-1.19
2023,61643,홍건희,9.05,3.5,2.58,0.58,22.40%,8.70%,13.70%,1.48,0.337,73.80%,3.21,3.4,-0.19
2023,53375,후라도,7.2,2.01,3.59,0.34,19.30%,5.40%,13.90%,1.12,0.281,73.50%,2.65,3.11,-0.47
2024,64001,고영표,7.11,1.26,5.64,0.54,17.30%,3.10%,14.30%,1.55,0.39,66.60%,4.95,3.7,1.25
2024,53609,곽도규,10.35,5.5,1.88,0.65,25.80%,13.70%,12.10%,1.38,0.275,75.60%,3.56,4.43,-0.87
2024,68220,곽빈,8.27,4.08,2.03,0.59,21.50%,10.60%,10.90%,1.3,0.279,67.60%,4.24,4.23,0.01
2024,63543,구승민,9.68,5.46,1.77,0.94,22.20%,12.50%,9.70%,1.79,0.365,71.60%,4.84,5.08,-0.25
2024,77829,김광현,8.54,4.05,2.11,1.33,21.70%,10.30%,11.40%,1.45,0.305,70.40%,4.93,5.23,-0.3
2024,51713,김규연,6.1,4.27,1.43,0.92,14.80%,10.40%,4.40%,1.59,0.313,53.60%,7.02,5.34,1.67
2024,51715,김기중,5.95,4.12,1.44,1.22,13.60%,9.40%,4.20%,1.86,0.364,68.70%,6.56,5.87,0.69
2024,68043,김민,8.96,3.14,2.85,0.58,22.90%,8.00%,14.90%,1.44,0.351,70.80%,4.31,3.72,0.58
2024,65048,김민수,8.3,3.65,2.27,0.89,20.90%,9.20%,11.70%,1.44,0.315,58.10%,5.2,4.44,0.76
2024,76430,김상수,6.84,3.18,2.15,0.61,17.40%,8.10%,9.30%,1.32,0.287,65.30%,4.15,4.37,-0.22
2024,66018,김선기,5.07,3.54,1.43,1.53,12.00%,8.40%,3.60%,1.59,0.294,69.90%,5.54,6.25,-0.71
2024,68928,김시훈,6.2,4.95,1.25,0.59,15.50%,12.40%,3.10%,1.57,0.308,69.10%,4.53,4.95,-0.42
2024,62528,김원중,9.66,4.41,2.19,0.57,24.50%,11.20%,13.40%,1.42,0.318,74.90%,3.55,3.94,-0.39
2024,54319,김윤하,4.9,3.99,1.23,0.68,11.80%,9.60%,2.20%,1.62,0.316,60.70%,6.04,5.13,0.91
2024,69745,김도현,7.08,3.72,1.9,1.08,17.10%,9.00%,8.10%,1.57,0.329,71.70%,4.92,5.34,-0.42
2024,69367,김인범,3.84,4.41,0.87,1.28,9.10%,10.40%,-1.30%,1.67,0.297,73.00%,5.4,6.59,-1.19
2024,64580,김재열,8.78,3.8,2.31,0.52,23.60%,10.20%,13.40%,1.27,0.293,82.30%,2.49,3.82,-1.33
2024,65062,김재윤,6.95,3.41,2.04,1.77,18.00%,8.80%,9.20%,1.26,0.232,71.40%,4.09,5.95,-1.86
2024,75867,김진성,7.81,2.94,2.65,1.41,20.70%,7.80%,12.90%,1.21,0.266,75.70%,3.97,5.33,-1.36
2024,51516,김진욱,9.25,4.68,1.98,1.38,22.40%,11.30%,11.10%,1.57,0.315,69.60%,5.31,5.36,-0.04
2024,62360,김태훈,6.36,3.27,1.95,1.03,16.40%,8.40%,8.00%,1.3,0.27,75.50%,3.96,5.14,-1.19
2024,54263,김택연,10.8,4.29,2.52,0.28,28.20%,11.20%,17.00%,1.26,0.302,82.90%,2.08,3.36,-1.29
2024,67539,나균안,9.12,5.79,1.57,1.85,19.50%,12.40%,7.10%,2.21,0.414,64.10%,8.51,6.53,1.98
2024,54640,네일,8.32,2.11,3.94,0.66,21.50%,5.50%,16.00%,1.27,0.318,70.60%,2.53,3.74,-1.21
2024,73211,노경은,7.64,3.44,2.22,1.08,20.30%,9.10%,11.10%,1.23,0.262,82.80%,2.9,4.9,-1.99
2024,54443,레예스,7.13,1.88,3.8,0.94,18.50%,4.90%,13.60%,1.31,0.319,74.90%,3.81,4.29,-0.48
2024,76715,류현진,7.67,1.88,4.09,0.68,19.90%,4.90%,15.00%,1.36,0.343,69.60%,3.87,3.71,0.15
2024,52701,문동주,7.76,3.07,2.53,1.13,19.10%,7.60%,11.60%,1.67,0.383,69.80%,5.17,4.79,0.38
2024,62869,문승원,7.95,3.6,2.21,1.5,20.00%,9.10%,10.90%,1.52,0.322,75.60%,4.5,5.4,-0.9
2024,54720,바리아,8.06,1.75,4.61,0.97,20.50%,4.40%,16.00%,1.42,0.354,62.70%,5.15,3.94,1.2
2024,67703,박상원,8.78,2.97,2.95,0.27,23.40%,7.90%,15.50%,1.19,0.302,57.70%,4.59,3.49,1.1
2024,64021,박세웅,6.44,2.91,2.21,0.68,16.30%,7.40%,9.00%,1.41,0.315,64.20%,4.78,4.45,0.32
2024,52060,박영현,10.21,2.58,3.95,1.41,28.10%,7.10%,21.00%,1.11,0.27,79.20%,3.52,4.38,-0.85
2024,52528,반즈,10.21,2.75,3.72,1.08,27.40%,7.40%,20.00%,1.23,0.318,79.60%,3.35,4.05,-0.7
2024,54243,발라조빅,10.89,4.42,2.46,0.47,27.60%,11.20%,16.40%,1.44,0.345,68.90%,4.26,3.59,0.67
2024,77446,백정현,6.41,3.09,2.07,1.49,15.60%,7.50%,8.10%,1.67,0.346,66.80%,5.95,5.54,0.41
2024,52043,벤자민,9.38,2.89,3.25,1.68,24.40%,7.50%,16.90%,1.26,0.28,67.00%,4.63,5.14,-0.51
2024,52257,브랜든,9,1.32,6.82,0.36,23.80%,3.50%,20.30%,1.15,0.324,65.30%,3.12,2.87,0.25
2024,53714,산체스,9.45,3.54,2.67,0.34,22.90%,8.60%,14.30%,1.52,0.372,71.40%,4.22,3.88,0.34
2024,67143,손주영,6.97,3.36,2.07,0.68,17.60%,8.50%,9.10%,1.46,0.324,73.00%,3.79,4.52,-0.72
2024,53898,송영진,6.07,4.62,1.31,0.91,14.70%,11.20%,3.50%,1.64,0.312,60.00%,5.8,5.28,0.52
2024,54843,시라카와,7.22,5.18,1.39,0.94,17.40%,12.50%,4.90%,1.6,0.301,62.40%,5.65,5.39,0.26
2024,68902,신민혁,5.5,1.19,4.63,1.49,14.10%,3.10%,11.10%,1.29,0.295,71.10%,4.31,5.25,-0.93
2024,69045,알칸타라,4.76,3.08,1.55,1.4,12.60%,8.10%,4.40%,1.24,0.238,69.10%,4.76,5.83,-1.08
2024,54833,앤더슨,12.29,4.12,2.98,0.86,31.90%,10.70%,21.20%,1.31,0.327,72.40%,3.89,3.84,0.05
2024,77637,양현종,6.78,2.15,3.15,1.1,17.70%,5.60%,12.10%,1.25,0.289,70.50%,4.1,4.66,-0.56
2024,65056,엄상백,9.13,2.41,3.79,1.49,23.60%,6.20%,17.30%,1.31,0.313,70.80%,4.88,4.82,0.07
2024,54134,엔스,8.43,2.68,3.14,0.86,22.00%,7.00%,15.00%,1.31,0.315,69.60%,4.19,4.12,0.07
2024,53825,엘리아스,7.57,2.18,3.47,0.95,19.80%,5.70%,14.10%,1.26,0.304,71.60%,4.08,4.31,-0.23
2024,75421,오승환,6.87,2.95,2.33,1.47,16.00%,6.90%,9.20%,1.69,0.347,71.90%,4.91,5.49,-0.59
2024,50859,오원석,8.28,4.81,1.72,1.26,20.40%,11.80%,8.50%,1.54,0.306,72.60%,5.03,5.65,-0.62
2024,54755,와이스,9.62,2.85,3.38,0.79,25.50%,7.60%,18.00%,1.16,0.28,67.50%,3.73,3.79,-0.06
2024,54063,원상현,8.13,4.27,1.9,0.83,18.20%,9.60%,8.60%,2.08,0.438,64.80%,7.03,4.65,2.37
2024,69446,원태인,6.71,2.37,2.83,0.96,17.80%,6.30%,11.50%,1.2,0.274,74.80%,3.66,4.56,-0.9
2024,53546,윌커슨,7.64,1.24,6.19,0.82,20.50%,3.30%,17.20%,1.21,0.319,69.70%,3.84,3.68,0.16
2024,50106,유영찬,10.88,4.24,2.57,0.28,26.90%,10.50%,16.40%,1.43,0.339,76.80%,2.97,3.29,-0.33
2024,79229,유희관,3.29,3.43,0.96,1.43,7.30%,7.60%,-0.30%,2.08,0.382,64.20%,7.71,5.9,1.81
2024,53613,윤영철,6.39,4.74,1.35,0.88,16.00%,11.90%,4.10%,1.53,0.294,71.40%,4.19,5.22,-1.03
2024,53892,이로운,6.59,6.91,0.95,0.64,14.80%,15.50%,-0.70%,1.96,0.339,65.20%,5.95,5.68,0.27
2024,65616,이민우,4.42,4.89,0.9,1.26,10.20%,11.30%,-1.10%,1.91,0.345,59.30%,8.05,6.02,2.03
2024,65616,이민우,8.02,3.76,2.13,0.82,20.90%,9.80%,11.10%,1.44,0.325,75.30%,3.76,4.46,-0.69
2024,52204,이병헌,7.85,4.68,1.68,0.41,20.00%,11.90%,8.10%,1.45,0.309,77.80%,2.89,4.3,-1.41
2024,51454,이승현,7.01,3.81,1.84,0.93,17.70%,9.60%,8.10%,1.43,0.299,73.50%,4.23,5.01,-0.78
2024,60146,이승현,7.61,3.43,2.22,0.9,19.20%,8.70%,10.60%,1.51,0.341,73.60%,4.48,4.64,-0.17
2024,66291,이영하,8.13,4.96,1.64,0.55,19.80%,12.10%,7.70%,1.5,0.294,69.90%,3.99,4.48,-0.49
2024,77211,이용찬,8.12,3.48,2.33,0.99,18.70%,8.00%,10.70%,1.9,0.413,59.00%,6.13,4.65,1.48
2024,60263,이재학,8.37,3.62,2.31,1.47,21.00%,9.10%,11.90%,1.44,0.301,66.10%,5.52,5.33,0.19
2024,69108,이지강,6.54,4.36,1.5,0.84,15.60%,10.40%,5.20%,1.62,0.315,65.90%,4.53,5.07,-0.54
2024,63959,임정호,7.53,4.09,1.84,0.49,18.90%,10.30%,8.60%,1.44,0.307,64.30%,4.42,4.31,0.11
2024,61101,임찬규,9.13,2.82,3.24,0.81,23.60%,7.30%,16.30%,1.39,0.346,76.30%,3.83,3.94,-0.11
2024,78352,임창민,8.28,4.97,1.67,0.66,19.80%,11.90%,7.90%,1.66,0.335,76.40%,3.98,4.63,-0.66
2024,77318,장시환,6.13,6.26,0.98,0.52,13.70%,14.00%,-0.30%,1.96,0.35,58.30%,7.04,5.02,2.02
2024,63950,장현식,8.96,4.06,2.21,0.96,22.70%,10.30%,12.40%,1.45,0.316,70.10%,3.94,4.57,-0.63
2024,66609,전상현,7.36,2.73,2.7,0.68,19.90%,7.40%,12.50%,1.14,0.266,65.80%,4.09,4.23,-0.14
2024,50662,정해영,8.88,2.84,3.13,1.42,23.80%,7.60%,16.20%,1.24,0.289,94.70%,2.49,4.83,-2.35
2024,51897,조병현,11.84,3.82,3.1,0.99,31.80%,10.30%,21.50%,1.14,0.267,69.10%,3.58,3.9,-0.32
2024,65060,주권,4.81,1.71,2.82,1.09,12.20%,4.30%,7.90%,1.53,0.351,53.50%,6.67,4.97,1.7
2024,52330,주승우,7.49,3.14,2.39,0.7,19.10%,8.00%,11.10%,1.32,0.297,71.20%,4.35,4.43,-0.07
2024,65707,주현상,8.07,1.01,8,1.14,24.00%,3.00%,21.00%,0.84,0.232,80.60%,2.65,3.97,-1.32
2024,67263,최원준,5.89,2.78,2.12,1.72,14.70%,6.90%,7.80%,1.45,0.295,64.50%,6.46,6.12,0.34
2024,65320,최원태,7.32,4.05,1.81,0.71,18.60%,10.30%,8.30%,1.44,0.306,70.10%,4.26,4.62,-0.35
2024,53259,최준호,7.22,3.73,1.93,1.37,18.50%,9.60%,8.90%,1.37,0.275,67.40%,5.1,5.53,-0.43
2024,54920,카스타노,7.17,2.01,3.56,0.89,18.70%,5.30%,13.40%,1.27,0.308,62.90%,4.35,4.3,0.06
2024,69103,켈리,5.46,1.98,2.76,1.03,13.90%,5.10%,8.90%,1.37,0.309,67.50%,4.51,4.84,-0.33
2024,69032,쿠에바스,8,3.06,2.61,0.88,20.90%,8.00%,12.90%,1.25,0.282,68.90%,4.1,4.39,-0.29
2024,64350,하영민,6.05,3.47,1.74,0.48,15.10%,8.60%,6.40%,1.5,0.321,67.80%,4.37,4.35,0.02
2024,54930,하트,10.43,2.18,4.79,0.63,28.80%,6.00%,22.80%,1.03,0.29,77.40%,2.69,3.28,-0.58
2024,68092,한두솔,10.31,4.7,2.19,0.46,24.90%,11.40%,13.60%,1.57,0.351,61.00%,5.01,3.83,1.17
2024,66557,한승혁,9.19,5.46,1.68,0.29,22.10%,13.10%,9.00%,1.61,0.341,65.30%,5.03,4.23,0.8
2024,62363,한현희,8.25,2.83,2.92,0.83,20.50%,7.00%,13.50%,1.52,0.368,69.70%,5.19,4.44,0.74
2024,54354,헤이수스,9.35,2.31,4.05,1.16,24.50%,6.00%,18.40%,1.25,0.317,76.20%,3.68,4.36,-0.68
2024,61643,홍건희,6.83,5.01,1.36,0.76,17.00%,12.50%,4.50%,1.48,0.284,82.60%,2.73,5.25,-2.52
2024,52641,황동하,7.05,3.83,1.84,1.13,17.50%,9.50%,8.00%,1.48,0.302,67.90%,4.44,5.33,-0.88
2024,54729,황준서,8.75,6.38,1.37,1.13,20.50%,15.00%,5.60%,1.82,0.345,74.60%,5.38,5.76,-0.39
2024,53375,후라도,7.99,1.51,5.28,0.9,21.70%,4.10%,17.60%,1.14,0.302,74.20%,3.36,3.92,-0.56
2025,55460,가라비토,9.65,4.25,2.27,0.69,25.70%,11.30%,14.40%,1.19,0.258,75.10%,2.64,3.94,-1.3
2025,55532,감보아,9.75,4.08,2.39,0.5,24.60%,10.30%,14.30%,1.35,0.304,67.80%,3.58,3.47,0.11
2025,64001,고영표,8.61,1.68,5.13,0.56,22.50%,4.40%,18.10%,1.24,0.336,72.10%,3.3,3.18,0.12
2025,68220,곽빈,8.81,3.38,2.61,0.74,23.00%,8.80%,14.20%,1.25,0.284,66.50%,4.2,3.74,0.46
2025,65522,김강현,4.5,2.63,1.71,1.13,11.80%,6.90%,4.90%,1.25,0.258,71.10%,4,5.24,-1.24
2025,51867,김건우,9.27,6.68,1.39,0.27,22.60%,16.30%,6.30%,1.55,0.291,73.40%,3.82,4.32,-0.5
2025,77829,김광현,8.63,3.13,2.76,0.81,21.70%,7.90%,13.80%,1.49,0.35,66.10%,5,3.83,1.17
2025,52995,김녹원,4.76,6.04,0.79,1.29,11.30%,14.40%,-3.10%,1.74,0.283,64.90%,6.56,6.39,0.17
2025,68043,김민,9.19,2.4,3.82,0.99,24.40%,6.40%,18.00%,1.21,0.31,82.00%,2.97,3.92,-0.95
2025,65048,김민수,6.15,2.56,2.4,0.85,15.70%,6.50%,9.10%,1.48,0.335,66.70%,4.96,4.22,0.73
2025,53754,김서현,9.68,4.23,2.29,0.55,25.40%,11.10%,14.30%,1.26,0.289,79.60%,3.14,3.85,-0.72
2025,66018,김선기,4.96,5.42,0.91,0.69,11.30%,12.30%,-1.00%,1.83,0.328,68.00%,5.65,5.57,0.08
2025,54368,김연주,4.88,4.35,1.12,1.74,11.20%,10.00%,1.20%,1.78,0.315,69.00%,6.62,6.68,-0.06
2025,55167,김영우,8.4,4.5,1.87,0.3,22.00%,11.80%,10.20%,1.32,0.287,82.10%,2.4,3.66,-1.26
2025,62528,김원중,10.24,4.9,2.09,0.59,25.40%,12.10%,13.20%,1.5,0.329,82.40%,2.67,3.76,-1.09
2025,54319,김윤하,5.32,4.5,1.18,1.64,12.30%,10.40%,1.90%,1.78,0.316,61.00%,6.14,6.23,-0.09
2025,69745,김도현,5.1,2.37,2.15,0.79,12.70%,5.90%,6.80%,1.45,0.317,64.00%,4.81,4.48,0.33
2025,65062,김재윤,6.71,2.03,3.31,1.56,17.80%,5.40%,12.40%,1.21,0.269,64.90%,4.99,4.94,0.06
