YEAR,PLAYER_ID,PLAYER_NAME,TEAM_ID,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
2022,61666,한승혁,KIA,투수,24,16,80 1/3,2,0,4,9,2,0.867,0,0,0,
2022,78247,홍상삼,KIA,투수,24,0,21 2/3,2,0,0,2,0,0.5,0,0,0,
2022,65610,황대인,KIA,1루수,129,127,1041 1/3,7,0,955,68,82,0.993,0,0,0,
2022,64906,강민국,키움,2루수,1,0,2,0,0,1,0,0,1,0,0,0,
2022,64906,강민국,키움,유격수,1,1,5,1,0,0,2,0,0.667,0,0,0,
2022,50360,김동혁,키움,투수,24,0,26 2/3,0,0,3,7,2,1,0,0,0,
2022,66018,김선기,키움,투수,26,2,36 2/3,0,0,2,3,3,1,0,0,0,
2022,51301,김성진,키움,투수,23,0,21 2/3,0,0,2,2,0,1,0,0,0,
2022,68346,김수환,키움,1루수,44,42,297,3,0,275,27,22,0.99,0,0,0,
2022,51303,김시앙,키움,포수,12,5,36 1/3,1,0,32,1,0,0.971,1,1,0,0
2022,65898,김웅빈,키움,1루수,11,9,77 2/3,1,0,70,8,5,0.987,0,0,0,
2022,67391,김재웅,키움,투수,65,0,62 2/3,0,0,3,7,0,1,0,0,0,
2022,62332,김재현,키움,포수,56,31,217 1/3,4,1,149,18,3,0.977,2,16,6,27.3
2022,69306,김주형,키움,2루수,7,2,19,0,0,5,2,0,1,0,0,0,
2022,69306,김주형,키움,유격수,42,32,291 1/3,11,0,44,101,18,0.929,0,0,0,
2022,69306,김주형,키움,3루수,3,0,3,0,0,0,0,0,,0,0,0,
2022,63920,김준완,키움,중견수,18,6,67,0,0,20,0,0,1,0,0,0,
2022,63920,김준완,키움,좌익수,65,39,399 1/3,1,0,92,2,1,0.989,0,0,0,
2022,63920,김준완,키움,우익수,39,34,272,2,0,62,5,0,0.971,0,0,0,
2022,51393,김준형,키움,투수,12,0,13 1/3,0,0,1,1,0,1,0,0,0,
2022,64984,김태진,키움,3루수,3,3,26,2,0,2,4,2,0.75,0,0,0,
2022,64984,김태진,키움,1루수,38,30,253 2/3,1,0,236,26,22,0.996,0,0,0,
2022,64984,김태진,키움,좌익수,10,8,64,0,0,13,0,0,1,0,0,0,
2022,64984,김태진,키움,중견수,2,1,12,0,0,1,0,0,1,0,0,0,
2022,64984,김태진,키움,2루수,26,18,167 1/3,3,0,41,65,15,0.972,0,0,0,
2022,62360,김태훈,키움,투수,43,0,43,0,0,0,7,1,1,0,0,0,
2022,67304,김혜성,키움,2루수,127,123,1080,11,0,293,371,85,0.984,0,0,0,
2022,67304,김혜성,키움,유격수,3,0,5 2/3,0,0,2,0,0,1,0,0,0,
2022,51344,김휘집,키움,2루수,6,0,10,0,0,1,9,1,1,0,0,0,
2022,51344,김휘집,키움,3루수,5,0,10,1,0,2,3,2,0.833,0,0,0,
2022,51344,김휘집,키움,유격수,105,95,798,15,0,138,257,40,0.963,0,0,0,
2022,52394,노운현,키움,투수,5,0,4,0,0,1,0,0,1,0,0,0,
2022,60336,문성현,키움,투수,45,0,41 1/3,0,0,2,4,0,1,0,0,0,
2022,66305,박승주,키움,투수,27,0,25,0,0,0,2,1,1,0,0,0,
2022,69328,박주성,키움,투수,11,0,13,0,0,1,3,0,1,0,0,0,
2022,50357,박주홍,키움,좌익수,10,8,59,0,0,15,0,0,1,0,0,0,
2022,50357,박주홍,키움,우익수,3,1,18,0,0,3,0,0,1,0,0,0,
2022,64657,박준태,키움,좌익수,17,3,62 2/3,0,0,11,0,0,1,0,0,0,
2022,64657,박준태,키움,중견수,12,4,41,0,0,13,0,0,1,0,0,0,
2022,64657,박준태,키움,우익수,25,7,102 2/3,0,0,19,0,0,1,0,0,0,
2022,52348,박찬혁,키움,1루수,7,7,44,2,0,39,4,1,0.956,0,0,0,
2022,52348,박찬혁,키움,우익수,6,6,49,0,0,10,0,0,1,0,0,0,
2022,52348,박찬혁,키움,좌익수,14,9,74,1,0,15,0,0,0.938,0,0,0,
2022,65357,송성문,키움,2루수,1,0,2,0,0,0,0,0,,0,0,0,
2022,65357,송성문,키움,1루수,1,0,2,0,0,2,1,0,1,0,0,0,
2022,65357,송성문,키움,3루수,138,137,1216,15,0,89,250,23,0.958,0,0,0,
2022,52391,송정인,키움,투수,1,0,2,0,0,2,0,0,1,0,0,0,
2022,50312,신준우,키움,유격수,66,16,196 1/3,2,0,31,76,20,0.982,0,0,0,
2022,50312,신준우,키움,2루수,12,0,16,0,0,7,4,1,1,0,0,0,
2022,68341,안우진,키움,투수,30,30,196,2,0,3,27,2,0.938,0,0,0,
2022,52308,애플러,키움,투수,33,25,140 1/3,4,1,9,13,1,0.846,0,0,0,
2022,61268,양현,키움,투수,25,0,36 2/3,0,1,1,9,1,1,0,0,0,
2022,68330,예진원,키움,우익수,3,0,5,0,0,0,0,0,,0,0,0,
2022,68330,예진원,키움,좌익수,10,1,21,0,0,6,0,0,1,0,0,0,
2022,68330,예진원,키움,중견수,3,0,4,0,0,2,0,0,1,0,0,0,
2022,69343,요키시,키움,투수,30,30,185 1/3,3,0,12,25,0,0.925,0,0,0,
2022,69399,윤정현,키움,투수,17,2,22 2/3,0,0,2,5,0,1,0,0,0,
2022,52397,이명종,키움,투수,27,0,27 1/3,0,0,0,4,0,1,0,0,0,
2022,67363,이병규,키움,좌익수,6,2,18,0,0,3,0,0,1,0,0,0,
2022,67363,이병규,키움,1루수,6,5,35,1,0,32,4,3,0.973,0,0,0,
2022,67363,이병규,키움,중견수,1,0,1,0,0,1,0,0,1,0,0,0,
2022,67603,이승호,키움,투수,53,0,50 1/3,0,0,0,5,1,1,0,0,0,
2022,64051,이영준,키움,투수,26,0,21,0,0,0,2,0,1,0,0,0,
2022,74163,이용규,키움,우익수,4,0,7,0,0,0,0,0,,0,0,0,
2022,74163,이용규,키움,중견수,2,1,16,0,0,6,0,0,1,0,0,0,
2022,74163,이용규,키움,좌익수,60,56,442 1/3,2,0,89,2,0,0.978,0,0,0,
2022,51307,이재홍,키움,2루수,2,1,6,0,0,2,2,0,1,0,0,0,
2022,51307,이재홍,키움,3루수,1,1,5,0,0,0,1,0,1,0,0,0,
2022,67341,이정후,키움,중견수,134,132,1155 1/3,2,0,304,7,1,0.994,0,0,0,
2022,51302,이주형,키움,좌익수,1,0,1,0,0,0,0,0,,0,0,0,
2022,51302,이주형,키움,1루수,11,11,75,0,0,65,2,12,1,0,0,0,
2022,79456,이지영,키움,포수,137,102,994 2/3,11,0,818,77,9,0.988,4,67,33,33
2022,64340,임지열,키움,좌익수,22,18,155,0,0,39,2,1,1,0,0,0,
2022,51359,장재영,키움,투수,14,0,14,0,0,0,1,0,1,0,0,0,
2022,65586,전병우,키움,3루수,14,3,36 1/3,1,0,3,11,1,0.933,0,0,0,
2022,65586,전병우,키움,1루수,102,40,512,5,0,530,37,56,0.991,0,0,0,
2022,78148,정찬헌,키움,투수,20,20,87 1/3,0,0,3,11,1,1,0,0,0,
2022,52330,주승우,키움,투수,4,1,3 1/3,1,0,0,1,0,0.5,0,0,0,
2022,65320,최원태,키움,투수,26,20,105 2/3,1,0,13,8,1,0.955,0,0,0,
2022,52366,푸이그,키움,우익수,96,96,842 2/3,6,0,150,8,1,0.963,0,0,0,
2022,64350,하영민,키움,투수,41,0,39 1/3,2,0,4,6,0,0.833,0,0,0,
2022,62363,한현희,키움,투수,21,14,77 2/3,0,0,4,5,0,1,0,0,0,
2022,68050,강백호,KT,1루수,16,13,111,2,0,91,7,11,0.98,0,0,0,
2022,68069,고명성,KT,2루수,1,0,1,0,0,1,1,0,1,0,0,0,
2022,64001,고영표,KT,투수,28,28,182 1/3,4,3,18,35,1,0.93,0,0,0,
2022,51003,권동진,KT,3루수,6,0,10 2/3,0,0,2,1,0,1,0,0,0,
2022,51003,권동진,KT,유격수,11,3,31 1/3,1,0,8,9,3,0.944,0,0,0,
2022,51003,권동진,KT,2루수,25,5,68 2/3,0,0,19,33,9,1,0,0,0,
2022,68043,김민,KT,투수,6,0,7 2/3,0,0,0,0,0,,0,0,0,
2022,65048,김민수,KT,투수,76,0,80 2/3,2,0,3,13,1,0.889,0,0,0,
2022,64004,김민혁,KT,좌익수,70,61,455,0,0,112,3,1,1,0,0,0,
2022,64004,김민혁,KT,우익수,2,0,4,0,0,1,0,0,1,0,0,0,
2022,64014,김병희,KT,3루수,8,4,26 2/3,0,0,2,2,0,1,0,0,0,
2022,64014,김병희,KT,1루수,16,9,81 1/3,2,0,67,6,11,0.973,0,0,0,
2022,64014,김병희,KT,2루수,1,0,4,0,0,1,2,1,1,0,0,0,
2022,65062,김재윤,KT,투수,61,0,66 1/3,0,0,2,1,0,1,0,0,0,
2022,62558,김준태,KT,포수,79,57,504 2/3,3,0,414,22,1,0.993,7,21,6,22.2
2022,66064,김태오,KT,투수,5,0,4 1/3,0,0,0,2,0,1,0,0,0,
2022,65040,김태훈,KT,우익수,1,0,1,0,0,0,0,0,,0,0,0,
2022,65040,김태훈,KT,1루수,6,1,19,0,0,18,2,1,1,0,0,0,
2022,50040,데스파이네,KT,투수,30,29,163,1,1,17,20,2,0.974,0,0,0,
2022,52025,라모스,KT,우익수,18,18,157,2,0,27,1,0,0.933,0,0,0,
2022,67063,문상인,KT,포수,10,0,13 2/3,0,0,9,1,0,1,0,1,1,50
2022,50007,문상준,KT,2루수,1,0,3,0,0,1,0,0,1,0,0,0,
2022,50007,문상준,KT,유격수,1,0,5,0,0,1,1,0,1,0,0,0,
2022,64007,문상철,KT,1루수,8,4,39,0,0,35,2,6,1,0,0,0,
2022,64007,문상철,KT,좌익수,1,0,2,0,0,0,0,0,,0,0,0,
2022,73113,박경수,KT,2루수,86,45,413 1/3,7,0,80,155,29,0.971,0,0,0,
2022,75125,박병호,KT,1루수,107,105,873,7,0,861,73,82,0.993,0,0,0,
2022,60559,박시영,KT,투수,17,0,15 2/3,0,0,1,4,0,1,0,0,0,
2022,52060,박영현,KT,투수,52,0,51 2/3,1,0,0,6,0,0.857,0,0,0,
2022,64166,배정대,KT,중견수,144,134,1195 2/3,3,0,313,5,1,0.991,0,0,0,
2022,65516,배제성,KT,투수,24,18,107,2,3,6,18,2,0.923,0,0,0,
2022,52043,벤자민,KT,투수,17,17,96 2/3,1,0,1,11,0,0.923,0,0,0,
2022,50030,소형준,KT,투수,27,27,171 1/3,1,1,12,25,2,0.974,0,0,0,
2022,64012,송민섭,KT,우익수,75,4,161 1/3,1,0,36,0,0,0.973,0,0,0,
2022,64012,송민섭,KT,중견수,11,1,27 1/3,0,0,10,1,0,1,0,0,0,
2022,64012,송민섭,KT,좌익수,24,0,36 1/3,0,0,10,0,0,1,0,0,0,
2022,62556,신본기,KT,3루수,21,5,77 2/3,0,0,8,15,2,1,0,0,0,
2022,62556,신본기,KT,2루수,30,9,109,0,0,20,32,8,1,0,0,0,
2022,62556,신본기,KT,유격수,31,14,148 2/3,1,0,25,39,7,0.985,0,0,0,
2022,64006,심우준,KT,유격수,129,124,1048 1/3,16,0,211,298,81,0.97,0,0,0,
2022,64017,심재민,KT,투수,44,1,43 1/3,0,0,4,7,1,1,0,0,0,
2022,73738,안영명,KT,투수,4,0,3 1/3,0,0,0,0,0,,0,0,0,
2022,52009,알포드,KT,좌익수,58,52,420,3,0,76,2,0,0.963,0,0,0,
2022,52009,알포드,KT,중견수,5,4,20,0,0,5,0,0,1,0,0,0,
2022,52009,알포드,KT,우익수,13,10,82,1,0,8,0,0,0.889,0,0,0,
2022,68002,양승혁,KT,2루수,4,2,13,1,0,1,5,0,0.857,0,0,0,
2022,68002,양승혁,KT,3루수,1,0,2,0,0,0,0,0,,0,0,0,
2022,65056,엄상백,KT,투수,33,22,140 1/3,3,3,3,12,0,0.833,0,0,0,
2022,64504,오윤석,KT,1루수,39,11,152 2/3,1,0,130,14,11,0.993,0,0,0,
2022,64504,오윤석,KT,2루수,85,75,594 2/3,8,0,133,221,49,0.978,0,0,0,
2022,64504,오윤석,KT,3루수,2,0,2,0,0,0,0,0,,0,0,0,
2022,64504,오윤석,KT,유격수,1,0,4,1,0,1,1,1,0.667,0,0,0,
2022,51013,유준규,KT,2루수,2,0,2 1/3,0,0,0,0,0,,0,0,0,
2022,51013,유준규,KT,유격수,1,0,1 2/3,0,0,0,1,0,1,0,0,0,
2022,52063,이상우,KT,투수,2,0,3 1/3,0,0,0,0,0,,0,0,0,
2022,66702,이시원,KT,중견수,3,0,3 2/3,0,0,1,0,0,1,0,0,0,
2022,66702,이시원,KT,우익수,12,2,36,0,0,5,0,0,1,0,0,0,
2022,66702,이시원,KT,좌익수,14,0,18 1/3,0,0,3,0,0,1,0,0,0,
2022,67048,이정현,KT,투수,3,0,3 2/3,0,0,0,0,0,,0,0,0,
2022,65057,이창재,KT,투수,4,0,1 1/3,0,0,0,1,0,1,0,0,0,
2022,68896,이채호,KT,투수,38,0,36 2/3,1,1,2,3,0,0.833,0,0,0,
2022,78548,장성우,KT,포수,101,87,763 2/3,7,0,661,39,2,0.99,1,46,17,27
2022,64115,장준원,KT,1루수,3,0,4 1/3,0,0,6,0,0,1,0,0,0,
2022,64115,장준원,KT,2루수,19,8,78 1/3,0,0,13,23,4,1,0,0,0,
2022,64115,장준원,KT,3루수,7,2,20 2/3,0,0,2,5,1,1,0,0,0,
2022,64115,장준원,KT,유격수,11,3,48 1/3,0,0,5,13,3,1,0,0,0,
2022,75340,전유수,KT,투수,8,0,11,0,0,1,3,0,1,0,0,0,
2022,51009,전진영,KT,우익수,2,0,2,0,0,0,0,0,,0,0,0,
2022,68089,조대현,KT,포수,4,0,5 1/3,0,0,6,0,0,1,0,1,0,0
2022,64868,조용호,KT,우익수,92,92,675 1/3,0,0,131,7,0,1,0,0,0,
2022,64868,조용호,KT,좌익수,70,29,311 1/3,0,0,65,1,0,1,0,0,0,
2022,64047,조현우,KT,투수,19,0,12,0,1,1,1,0,1,0,0,0,
2022,65060,주권,KT,투수,58,0,50 2/3,0,0,2,5,0,1,0,0,0,
2022,51060,지명성,KT,투수,2,0,2,0,0,0,0,0,,0,0,0,
2022,69032,쿠에바스,KT,투수,2,2,11,0,0,1,0,0,1,0,0,0,
2022,78517,하준호,KT,투수,20,0,16 1/3,1,0,0,3,1,0.75,0,0,0,
2022,67005,홍현빈,KT,좌익수,24,1,44 1/3,0,0,13,0,0,1,0,0,0,
2022,67005,홍현빈,KT,우익수,37,17,168 2/3,1,0,41,3,0,0.978,0,0,0,
2022,67005,홍현빈,KT,중견수,8,5,40 2/3,0,0,8,0,0,1,0,0,0,
2022,76313,황재균,KT,1루수,2,1,7,0,0,3,2,0,1,0,0,0,
2022,76313,황재균,KT,3루수,138,133,1147 2/3,12,0,87,207,19,0.961,0,0,0,
2022,52125,가르시아,LG,2루수,35,34,297,5,0,58,87,14,0.967,0,0,0,
2022,52125,가르시아,LG,3루수,4,3,27 1/3,1,0,2,5,0,0.875,0,0,0,
2022,52125,가르시아,LG,유격수,2,1,6,0,0,0,3,2,1,0,0,0,
2022,51143,강효종,LG,투수,1,1,5,0,0,0,1,0,1,0,0,0,
2022,67119,고우석,LG,투수,61,0,60 2/3,2,0,4,8,2,0.857,0,0,0,
2022,66112,김기연,LG,포수,12,1,24,0,0,12,0,0,1,0,0,0,
2022,60337,김대유,LG,투수,59,0,39 2/3,0,0,3,0,0,1,0,0,0,
2022,77564,김민성,LG,2루수,6,6,45,0,0,14,15,7,1,0,0,0,
2022,77564,김민성,LG,3루수,79,25,313 1/3,3,0,19,46,3,0.956,0,0,0,
2022,68130,김영준,LG,투수,2,2,9 2/3,0,0,0,0,0,,0,0,0,
2022,50157,김윤식,LG,투수,23,23,114 1/3,2,1,4,24,1,0.933,0,0,0,
2022,52140,김주완,LG,투수,1,0,1,0,0,0,1,0,1,0,0,0,
2022,75867,김진성,LG,투수,67,0,58,0,0,0,10,0,1,0,0,0,
2022,76290,김현수,LG,좌익수,96,94,802 1/3,2,0,172,4,1,0.989,0,0,0,
2022,66113,김호은,LG,1루수,1,0,3,0,0,2,0,1,1,0,0,0,
2022,52112,루이즈,LG,3루수,22,20,174,2,0,19,31,3,0.962,0,0,0,
2022,52112,루이즈,LG,2루수,4,4,35,1,0,6,7,2,0.929,0,0,0,
2022,69102,문보경,LG,1루수,68,19,257 2/3,2,0,238,20,26,0.992,0,0,0,
2022,69102,문보경,LG,3루수,97,94,749,4,0,40,135,20,0.978,0,0,0,
2022,68119,문성주,LG,우익수,32,26,242 1/3,0,0,53,2,0,1,0,0,0,
2022,68119,문성주,LG,중견수,1,0,1,0,0,1,0,0,1,0,0,0,
2022,68119,문성주,LG,좌익수,28,23,213,0,0,71,2,0,1,0,0,0,
2022,64100,박재욱,LG,포수,1,0,1,0,0,1,0,0,1,0,0,0,
2022,62415,박해민,LG,중견수,144,142,1205,2,0,355,3,0,0.994,0,0,0,
2022,62415,박해민,LG,1루수,1,0,1,0,0,1,0,0,1,0,0,0,
2022,63145,배재준,LG,투수,17,5,31 1/3,0,1,1,4,0,1,0,0,0,
2022,65109,백승현,LG,투수,12,0,10,0,0,2,3,0,1,0,0,0,
2022,78168,서건창,LG,2루수,63,54,474,4,0,98,154,41,0.984,0,0,0,
2022,67143,손주영,LG,투수,3,3,12 2/3,0,0,0,1,0,1,0,0,0,
2022,50150,손호영,LG,3루수,3,0,6,0,0,0,2,0,1,0,0,0,
2022,50150,손호영,LG,1루수,2,0,4,0,0,5,1,0,1,0,0,0,
2022,50150,손호영,LG,유격수,13,3,37,0,0,6,15,2,1,0,0,0,
2022,50150,손호영,LG,2루수,20,19,146,5,0,35,41,14,0.938,0,0,0,
2022,51111,송승기,LG,투수,7,0,8 1/3,0,0,0,3,0,1,0,0,0,
2022,73801,송은범,LG,투수,25,0,26 2/3,0,0,1,3,0,1,0,0,0,
2022,68110,송찬의,LG,우익수,6,4,34,0,0,10,0,0,1,0,0,0,
2022,68110,송찬의,LG,1루수,8,1,24,0,0,22,2,6,1,0,0,0,
2022,68110,송찬의,LG,2루수,16,13,105,4,0,34,38,10,0.947,0,0,0,
2022,65207,신민재,LG,좌익수,3,0,4 1/3,0,0,1,0,0,1,0,0,0,
2022,65207,신민재,LG,2루수,1,0,1,0,0,0,0,0,,0,0,0,
2022,65207,신민재,LG,중견수,4,0,8,0,0,4,0,0,1,0,0,0,
2022,65115,안익훈,LG,중견수,4,0,8,0,0,3,0,0,1,0,0,0,
2022,65115,안익훈,LG,우익수,7,0,11,0,0,3,0,0,1,0,0,0,
2022,65115,안익훈,LG,좌익수,3,0,6,0,0,1,0,0,1,0,0,0,
2022,67116,오석주,LG,투수,4,0,3 2/3,0,0,0,0,0,,0,0,0,
2022,79109,오지환,LG,유격수,142,137,1167,16,0,210,359,83,0.973,0,0,0,
2022,61102,유강남,LG,포수,134,115,1008 1/3,7,1,821,71,8,0.992,4,91,19,17.3
2022,50126,이민호,LG,투수,26,26,119 1/3,2,0,5,11,2,0.889,0,0,0,
2022,60566,이상호,LG,3루수,5,2,18 1/3,1,0,3,7,1,0.909,0,0,0,
2022,60566,이상호,LG,2루수,32,8,123,2,0,27,43,8,0.972,0,0,0,
2022,60566,이상호,LG,유격수,9,0,16,1,0,4,8,3,0.923,0,0,0,
2022,60566,이상호,LG,1루수,16,1,31 1/3,0,0,23,1,4,1,0,0,0,
2022,51100,이영빈,LG,우익수,1,0,1,0,0,2,0,0,1,0,0,0,
2022,51100,이영빈,LG,1루수,6,2,20,0,0,19,0,2,1,0,0,0,
2022,51100,이영빈,LG,2루수,15,6,62,1,0,17,22,5,0.975,0,0,0,
2022,51100,이영빈,LG,유격수,23,3,62,1,0,11,24,4,0.972,0,0,0,
2022,61145,이우찬,LG,투수,36,0,44 2/3,0,0,2,7,0,1,0,0,0,
2022,68106,이재원,LG,좌익수,32,22,204 2/3,0,0,36,1,0,1,0,0,0,
2022,68106,이재원,LG,우익수,18,13,99 1/3,1,0,24,0,0,0.96,0,0,0,
2022,68106,이재원,LG,중견수,3,0,6,0,0,4,1,1,1,0,0,0,
2022,69134,이정용,LG,투수,65,0,59 1/3,1,0,1,7,0,0.889,0,0,0,
2022,69108,이지강,LG,투수,4,1,11,0,0,0,0,0,,0,0,0,
2022,61186,이천웅,LG,좌익수,6,1,19,0,0,1,0,0,1,0,0,0,
2022,61186,이천웅,LG,중견수,3,0,5,0,0,3,0,0,1,0,0,0,
2022,78135,이형종,LG,1루수,3,1,12,0,0,11,0,0,1,0,0,0,
2022,78135,이형종,LG,우익수,5,2,22 2/3,0,0,7,1,1,1,0,0,0,
2022,69113,임준형,LG,투수,10,5,30,2,0,0,6,1,0.75,0,0,0,
2022,61101,임찬규,LG,투수,23,23,103 2/3,2,1,2,16,1,0.9,0,0,0,
2022,69159,정우영,LG,투수,67,0,58,0,0,0,17,3,1,0,0,0,
2022,52149,조원태,LG,투수,2,0,4,0,0,0,0,0,,0,0,0,
2022,76650,진해수,LG,투수,64,0,45,0,0,3,6,0,1,0,0,0,
2022,65241,채원후,LG,투수,3,0,3,0,0,0,2,1,1,0,0,0,
2022,79192,채은성,LG,우익수,8,1,33,0,0,6,0,0,1,0,0,0,
2022,79192,채은성,LG,1루수,121,120,935,10,0,896,53,90,0.99,0,0,0,
2022,79140,최동환,LG,투수,47,0,50,1,0,1,3,0,0.8,0,0,0,
2022,65157,최민창,LG,우익수,1,0,4,0,0,0,0,0,,0,0,0,
2022,65157,최민창,LG,중견수,1,0,1,0,0,0,0,0,,0,0,0,
2022,65157,최민창,LG,좌익수,3,0,8,0,0,2,0,0,1,0,0,0,
2022,62146,최성훈,LG,투수,45,0,33 1/3,1,0,4,3,0,0.875,0,0,0,
2022,69103,켈리,LG,투수,27,27,166 1/3,0,2,10,23,2,1,0,0,0,
2022,52145,플럿코,LG,투수,28,28,162,0,0,1,11,1,1,0,0,0,
2022,64101,한석현,LG,우익수,2,1,12,0,0,3,0,0,1,0,0,0,
2022,64101,한석현,LG,좌익수,1,0,5,0,0,2,0,0,1,0,0,0,
2022,64101,한석현,LG,중견수,3,0,10,0,0,2,0,0,1,0,0,0,
2022,63248,함덕주,LG,투수,13,0,12 2/3,0,0,0,1,0,1,0,0,0,
2022,77243,허도환,LG,포수,63,27,254 2/3,0,0,211,13,0,1,3,22,2,8.3
2022,52119,허준혁,LG,투수,6,0,4 2/3,0,0,0,0,0,,0,0,0,
2022,66108,홍창기,LG,좌익수,5,2,25 2/3,0,0,10,0,0,1,0,0,0,
2022,66108,홍창기,LG,중견수,16,2,44,0,0,14,0,0,1,0,0,0,
2022,66108,홍창기,LG,우익수,104,97,828 2/3,1,0,165,6,3,0.994,0,0,0,
2022,79358,강윤구,롯데,투수,29,0,21 1/3,0,0,0,2,0,1,0,0,0,
2022,65514,강태율,롯데,포수,17,9,82,0,0,78,7,2,1,1,3,4,57.1
2022,69517,고승민,롯데,우익수,76,62,521 2/3,2,0,107,4,0,0.982,0,0,0,
2022,63543,구승민,롯데,투수,73,0,62,0,0,2,6,0,1,0,0,0,
2022,78536,김대우,롯데,투수,10,0,10,0,0,0,1,0,1,0,0,0,
2022,68585,김도규,롯데,투수,55,0,51,0,0,1,5,1,1,0,0,0,
2022,50573,김민기,롯데,투수,1,0,02월 03일,0,0,0,0,0,,0,0,0,
2022,69500,김민수,롯데,좌익수,1,0,2,0,0,0,0,0,,0,0,0,
2022,67504,김민수,롯데,2루수,18,14,109,2,0,24,34,4,0.967,0,0,0,
2022,67504,김민수,롯데,1루수,17,10,92,1,0,97,12,13,0.991,0,0,0,
2022,67504,김민수,롯데,유격수,6,2,23,1,0,6,2,1,0.889,0,0,0,
2022,67504,김민수,롯데,3루수,20,14,113 1/3,1,0,11,29,4,0.976,0,0,0,
2022,69500,김민수,롯데,우익수,2,2,14,0,0,2,0,0,1,0,0,0,
2022,52514,김세민,롯데,2루수,3,0,9,0,0,0,3,0,1,0,0,0,
2022,52514,김세민,롯데,유격수,1,0,4,0,0,1,2,1,1,0,0,0,
2022,62528,김원중,롯데,투수,43,0,43,0,0,3,2,0,1,0,0,0,
2022,64596,김유영,롯데,투수,68,0,51,1,0,4,8,1,0.923,0,0,0,
2022,51516,김진욱,롯데,투수,14,12,46 2/3,0,0,0,6,0,1,0,0,0,
2022,51586,김창훈,롯데,투수,1,0,1 2/3,0,0,0,0,0,,0,0,0,
2022,67539,나균안,롯데,투수,39,13,117 2/3,2,0,8,13,1,0.913,0,0,0,
2022,67454,나원탁,롯데,투수,7,0,6,0,0,1,0,0,1,0,0,0,
2022,52547,렉스,롯데,우익수,29,17,171,0,0,22,0,0,1,0,0,0,
2022,52547,렉스,롯데,중견수,23,19,160,1,0,46,1,0,0.979,0,0,0,
2022,52547,렉스,롯데,1루수,1,1,5,0,0,5,0,0,1,0,0,0,
2022,52547,렉스,롯데,좌익수,17,15,113 1/3,1,0,33,1,0,0.971,0,0,0,
2022,65643,문경찬,롯데,투수,38,0,40 1/3,0,1,1,4,0,1,0,0,0,
2022,64021,박세웅,롯데,투수,28,28,157 1/3,3,0,7,24,0,0.912,0,0,0,
2022,62802,박승욱,롯데,유격수,64,49,419 2/3,9,0,81,113,23,0.956,0,0,0,
2022,62802,박승욱,롯데,2루수,42,11,134 1/3,1,0,24,45,6,0.986,0,0,0,
2022,52528,반즈,롯데,투수,31,31,186 1/3,2,0,11,25,1,0.947,0,0,0,
2022,64501,배성근,롯데,2루수,19,7,84 1/3,1,0,15,30,6,0.978,0,0,0,
2022,64501,배성근,롯데,유격수,3,1,14,0,0,3,2,1,1,0,0,0,
2022,69539,서준원,롯데,투수,33,4,60,0,0,1,7,2,1,0,0,0,
2022,50558,스트레일리,롯데,투수,11,11,62 1/3,1,0,3,8,1,0.917,0,0,0,
2022,52557,스파크맨,롯데,투수,19,19,84 2/3,0,1,9,12,2,1,0,0,0,
2022,69508,신윤후,롯데,우익수,24,10,95,0,0,14,0,0,1,0,0,0,
2022,69508,신윤후,롯데,좌익수,9,4,43,0,0,7,0,0,1,0,0,0,
2022,69508,신윤후,롯데,중견수,2,1,8,0,0,1,0,0,1,0,0,0,
2022,64022,안중열,롯데,포수,31,20,186 2/3,4,1,151,17,2,0.977,2,20,7,25.9
2022,79608,안치홍,롯데,2루수,105,102,825,11,0,170,262,61,0.975,0,0,0,
2022,79608,안치홍,롯데,1루수,40,24,235,1,0,225,19,20,0.996,0,0,0,
2022,52591,윤동희,롯데,1루수,4,4,28,1,0,32,3,2,0.972,0,0,0,
2022,50036,이강준,롯데,투수,13,0,9 2/3,0,0,3,0,0,1,0,0,0,
2022,71564,이대호,롯데,1루수,8,7,62 2/3,0,0,58,11,8,1,0,0,0,
2022,71564,이대호,롯데,투수,1,0,01월 03일,0,0,0,1,0,1,0,0,0,
2022,52530,이민석,롯데,투수,27,1,33 2/3,3,0,0,0,0,0,0,0,0,
2022,68529,이승헌,롯데,투수,1,1,02월 03일,0,0,0,0,0,,0,0,0,
2022,64565,이인복,롯데,투수,26,23,126 2/3,1,0,14,18,1,0.97,0,0,0,
2022,69453,이학주,롯데,유격수,86,68,616,12,0,119,200,49,0.964,0,0,0,
2022,68504,이호연,롯데,유격수,9,5,42,0,0,8,17,4,1,0,0,0,
2022,68504,이호연,롯데,1루수,39,13,155,1,0,127,12,15,0.993,0,0,0,
2022,68504,이호연,롯데,2루수,20,10,114,2,0,24,36,2,0.968,0,0,0,
2022,68504,이호연,롯데,3루수,26,17,172 1/3,1,0,13,34,1,0.979,0,0,0,
2022,68507,장두성,롯데,중견수,36,3,93 1/3,0,0,19,0,0,1,0,0,0,
2022,78513,전준우,롯데,좌익수,104,99,854,2,0,162,2,0,0.988,0,0,0,
2022,78513,전준우,롯데,1루수,12,9,71 1/3,0,0,54,4,2,1,0,0,0,
2022,68518,정보근,롯데,포수,94,67,585 2/3,6,0,592,43,4,0.991,6,34,11,24.4
