YEAR,PLAYER_ID,PLAYER_NAME,TEAM_ID,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
2023,66108,홍창기,LG,좌익수,27,27,228,0,0,64,0,0,1,0,0,0,
2023,66108,홍창기,LG,우익수,104,97,841 2/3,2,0,198,7,3,0.99,0,0,0,
2023,69517,고승민,롯데,좌익수,2,2,14,0,0,3,0,0,1,0,0,0,
2023,69517,고승민,롯데,1루수,62,54,449 2/3,2,0,390,37,32,0.995,0,0,0,
2023,69517,고승민,롯데,우익수,30,15,141 2/3,0,0,24,0,0,1,0,0,0,
2023,53506,구드럼,롯데,유격수,14,13,90,4,0,13,26,3,0.907,0,0,0,
2023,53506,구드럼,롯데,우익수,1,1,5,0,0,3,0,0,1,0,0,0,
2023,53506,구드럼,롯데,2루수,1,1,8,1,0,2,1,1,0.75,0,0,0,
2023,53506,구드럼,롯데,좌익수,1,1,6,0,0,0,0,0,,0,0,0,
2023,53506,구드럼,롯데,3루수,38,29,274,8,0,21,51,4,0.9,0,0,0,
2023,63543,구승민,롯데,투수,67,0,63 2/3,1,0,3,11,0,0.933,0,0,0,
2023,79290,국해성,롯데,좌익수,1,0,2,0,0,0,0,0,,0,0,0,
2023,65522,김강현,롯데,투수,2,0,3,0,0,0,0,0,,0,0,0,
2023,68585,김도규,롯데,투수,36,0,29 2/3,0,0,1,0,0,1,0,0,0,
2023,52504,김동혁,롯데,좌익수,1,0,1,0,0,0,0,0,,0,0,0,
2023,52504,김동혁,롯데,중견수,2,0,2,0,0,0,0,0,,0,0,0,
2023,52504,김동혁,롯데,우익수,9,2,18,0,0,4,0,0,1,0,0,0,
2023,53554,김민석,롯데,중견수,125,107,933 2/3,1,0,243,3,0,0.996,0,0,0,
2023,67504,김민수,롯데,1루수,9,6,48,0,0,39,1,6,1,0,0,0,
2023,67504,김민수,롯데,3루수,11,8,69,2,0,5,12,2,0.895,0,0,0,
2023,67504,김민수,롯데,2루수,1,0,2,0,0,0,1,1,1,0,0,0,
2023,76430,김상수,롯데,투수,66,0,52,1,0,2,5,1,0.875,0,0,0,
2023,62528,김원중,롯데,투수,63,0,63 2/3,0,0,4,7,0,1,0,0,0,
2023,51516,김진욱,롯데,투수,49,0,36 1/3,0,0,3,7,0,1,0,0,0,
2023,51586,김창훈,롯데,투수,3,0,4 1/3,0,0,0,0,0,,0,0,0,
2023,67768,김태욱,롯데,투수,1,0,1,0,0,0,0,0,,0,0,0,
2023,67539,나균안,롯데,투수,23,23,130 1/3,1,0,5,14,1,0.95,0,0,0,
2023,67454,나원탁,롯데,투수,1,0,02월 03일,0,0,0,1,0,1,0,0,0,
2023,62931,노진혁,롯데,유격수,107,95,827,11,0,142,220,50,0.971,0,0,0,
2023,52547,렉스,롯데,우익수,23,23,189 1/3,2,0,31,0,0,0.939,0,0,0,
2023,52547,렉스,롯데,좌익수,18,17,134,0,0,30,1,1,1,0,0,0,
2023,65643,문경찬,롯데,투수,2,0,2,0,0,0,0,0,,0,0,0,
2023,64021,박세웅,롯데,투수,27,27,154,0,0,6,26,1,1,0,0,0,
2023,62802,박승욱,롯데,3루수,39,22,190 2/3,2,0,8,29,1,0.949,0,0,0,
2023,62802,박승욱,롯데,2루수,77,44,447 1/3,8,0,104,165,38,0.971,0,0,0,
2023,62802,박승욱,롯데,1루수,2,0,2,0,0,1,0,0,1,0,0,0,
2023,62802,박승욱,롯데,유격수,22,15,134,1,0,25,47,11,0.986,0,0,0,
2023,69507,박영완,롯데,투수,1,0,1,0,0,0,0,0,,0,0,0,
2023,69594,박진,롯데,투수,4,0,5,0,0,0,1,0,1,0,0,0,
2023,52528,반즈,롯데,투수,30,30,170 1/3,0,0,3,28,3,1,0,0,0,
2023,53587,배영빈,롯데,3루수,2,0,2,0,0,1,1,0,1,0,0,0,
2023,53587,배영빈,롯데,유격수,10,5,43,1,0,6,12,2,0.947,0,0,0,
2023,53587,배영빈,롯데,2루수,5,0,6,1,0,1,1,0,0.667,0,0,0,
2023,53569,서동욱,롯데,우익수,5,4,25,0,0,5,0,0,1,0,0,0,
2023,53569,서동욱,롯데,포수,1,1,6,0,0,5,0,0,1,0,2,0,0
2023,53560,석상호,롯데,투수,5,0,5 1/3,0,0,0,0,0,,0,0,0,
2023,51528,손성빈,롯데,포수,44,20,201 2/3,1,1,166,13,1,0.994,2,3,7,70
2023,50558,스트레일리,롯데,투수,16,16,80 1/3,0,0,3,7,0,1,0,0,0,
2023,69508,신윤후,롯데,중견수,4,1,12,0,0,5,0,0,1,0,0,0,
2023,69508,신윤후,롯데,좌익수,17,5,60,2,0,13,0,0,0.867,0,0,0,
2023,60140,신정락,롯데,투수,34,0,29,0,0,1,5,1,1,0,0,0,
2023,64017,심재민,롯데,투수,33,6,47 2/3,0,0,2,10,0,1,0,0,0,
2023,50202,안권수,롯데,우익수,27,18,157,0,0,46,1,1,1,0,0,0,
2023,50202,안권수,롯데,좌익수,61,32,312 2/3,3,0,92,4,0,0.97,0,0,0,
2023,50202,안권수,롯데,중견수,30,18,143 2/3,0,0,48,1,0,1,0,0,0,
2023,79608,안치홍,롯데,2루수,93,87,699,2,0,175,209,40,0.995,0,0,0,
2023,79608,안치홍,롯데,1루수,34,22,211,2,0,201,11,18,0.991,0,0,0,
2023,51526,우강훈,롯데,투수,3,1,6,1,0,0,0,0,0,0,0,0,
2023,53546,윌커슨,롯데,투수,13,13,79 2/3,2,0,4,7,1,0.846,0,0,0,
2023,61102,유강남,롯데,포수,109,98,821,4,0,714,60,2,0.995,9,71,20,22
2023,52591,윤동희,롯데,좌익수,8,2,23 1/3,0,0,4,0,0,1,0,0,0,
2023,52591,윤동희,롯데,중견수,14,8,69 1/3,1,0,22,0,0,0.957,0,0,0,
2023,52591,윤동희,롯데,우익수,94,79,716 1/3,3,0,156,2,0,0.981,0,0,0,
2023,62242,윤명준,롯데,투수,21,0,19 1/3,0,0,0,4,1,1,0,0,0,
2023,53505,윤수녕,롯데,우익수,2,1,10,0,0,1,0,0,1,0,0,0,
2023,53505,윤수녕,롯데,좌익수,1,0,3,0,0,1,0,0,1,0,0,0,
2023,52530,이민석,롯데,투수,1,0,1 1/3,0,0,0,0,0,,0,0,0,
2023,64565,이인복,롯데,투수,10,7,33 1/3,1,0,2,4,1,0.857,0,0,0,
2023,67644,이정훈,롯데,좌익수,11,9,63,1,0,18,0,0,0.947,0,0,0,
2023,67644,이정훈,롯데,1루수,3,2,17,0,0,15,3,1,1,0,0,0,
2023,53562,이진하,롯데,투수,9,0,8,0,0,0,0,0,,0,0,0,
2023,53594,이태연,롯데,투수,15,0,5 2/3,0,0,1,0,0,1,0,0,0,
2023,69453,이학주,롯데,2루수,4,1,9,1,0,5,2,2,0.875,0,0,0,
2023,69453,이학주,롯데,유격수,53,16,178 1/3,5,0,30,56,11,0.945,0,0,0,
2023,69453,이학주,롯데,3루수,53,13,162 2/3,3,0,16,35,4,0.944,0,0,0,
2023,68507,장두성,롯데,우익수,1,0,1,0,0,0,0,0,,0,0,0,
2023,68507,장두성,롯데,중견수,15,1,43,0,0,10,0,0,1,0,0,0,
2023,68507,장두성,롯데,좌익수,6,0,7,0,0,2,0,0,1,0,0,0,
2023,53596,장세진,롯데,투수,2,0,1 1/3,0,0,0,2,0,1,0,0,0,
2023,78513,전준우,롯데,1루수,3,3,26 2/3,1,0,27,2,2,0.967,0,0,0,
2023,78513,전준우,롯데,좌익수,44,40,309 1/3,1,0,74,2,0,0.987,0,0,0,
2023,53568,정대선,롯데,2루수,18,11,101,0,0,14,26,6,1,0,0,0,
2023,68518,정보근,롯데,포수,51,23,228 2/3,1,1,191,24,3,0.995,2,14,8,36.4
2023,68556,정성종,롯데,투수,12,3,22,1,0,0,5,1,0.833,0,0,0,
2023,60523,정훈,롯데,1루수,66,47,410 1/3,5,0,344,23,30,0.987,0,0,0,
2023,64717,지시완,롯데,포수,2,2,15,0,0,10,5,0,1,0,1,2,66.7
2023,52558,진승현,롯데,투수,24,0,27 2/3,1,0,1,5,0,0.857,0,0,0,
2023,64718,최설우,롯데,투수,8,0,10,0,0,1,3,0,1,0,0,0,
2023,68036,최이준,롯데,투수,28,0,29,0,0,0,2,0,1,0,0,0,
2023,50556,최준용,롯데,투수,47,0,47 2/3,0,0,3,10,2,1,0,0,0,
2023,68525,한동희,롯데,3루수,77,72,574,9,0,43,96,7,0.939,0,0,0,
2023,68525,한동희,롯데,1루수,22,10,107 2/3,3,0,99,5,11,0.972,0,0,0,
2023,62363,한현희,롯데,투수,38,18,104,1,1,4,11,0,0.938,0,0,0,
2023,50500,황성빈,롯데,중견수,14,9,68 2/3,0,0,21,0,0,1,0,0,0,
2023,50500,황성빈,롯데,좌익수,60,36,337,1,0,96,2,0,0.99,0,0,0,
2023,50500,황성빈,롯데,우익수,2,1,9,0,0,3,0,0,1,0,0,0,
2023,65933,구창모,NC,투수,11,9,51 2/3,0,0,3,2,1,1,0,0,0,
2023,63963,권희동,NC,우익수,7,4,37,0,0,8,0,0,1,0,0,0,
2023,63963,권희동,NC,좌익수,85,80,660,2,0,153,2,0,0.987,0,0,0,
2023,62934,김성욱,NC,중견수,26,17,154 1/3,0,0,38,0,0,1,0,0,0,
2023,62934,김성욱,NC,좌익수,31,19,167 2/3,0,0,37,0,0,1,0,0,0,
2023,62934,김성욱,NC,우익수,45,5,119 2/3,0,0,23,1,1,1,0,0,0,
2023,67900,김수윤,NC,1루수,4,0,4 1/3,0,0,7,0,0,1,0,0,0,
2023,67900,김수윤,NC,3루수,9,3,29,1,0,7,3,1,0.909,0,0,0,
2023,68928,김시훈,NC,투수,61,0,52 2/3,1,0,1,6,0,0.875,0,0,0,
2023,68900,김영규,NC,투수,63,0,61 2/3,0,0,6,9,2,1,0,0,0,
2023,51907,김주원,NC,유격수,127,122,1030,29,0,177,313,67,0.944,0,0,0,
2023,51907,김주원,NC,2루수,6,0,15,1,0,10,9,7,0.95,0,0,0,
2023,67954,김진호,NC,투수,19,0,16 1/3,1,0,2,1,0,0.75,0,0,0,
2023,67956,김태현,NC,투수,16,0,20 1/3,1,0,1,5,1,0.857,0,0,0,
2023,50902,김한별,NC,유격수,47,22,232 1/3,3,0,24,74,14,0.97,0,0,0,
2023,50902,김한별,NC,2루수,29,1,49 2/3,1,0,6,13,0,0.95,0,0,0,
2023,50902,김한별,NC,3루수,4,0,7 2/3,1,0,2,0,0,0.667,0,0,0,
2023,68912,김형준,NC,포수,24,19,180,2,0,160,7,1,0.988,0,10,3,23.1
2023,66965,도태훈,NC,1루수,59,23,287,1,0,260,19,28,0.996,0,0,0,
2023,66965,도태훈,NC,3루수,56,36,347 2/3,3,0,26,62,7,0.967,0,0,0,
2023,66965,도태훈,NC,유격수,1,0,2,0,0,1,1,1,1,0,0,0,
2023,66965,도태훈,NC,2루수,17,7,79 1/3,0,0,26,20,6,1,0,0,0,
2023,65949,류진욱,NC,투수,70,0,67,0,0,2,14,0,1,0,0,0,
2023,53955,마틴,NC,좌익수,29,26,232 1/3,1,0,53,1,1,0.982,0,0,0,
2023,53955,마틴,NC,중견수,84,82,681 2/3,2,0,187,0,0,0.989,0,0,0,
2023,79215,박건우,NC,중견수,6,5,41 2/3,0,0,14,0,0,1,0,0,0,
2023,79215,박건우,NC,우익수,87,87,686,0,0,133,3,0,1,0,0,0,
2023,64944,박대온,NC,포수,24,3,69 2/3,3,0,64,4,1,0.958,0,4,2,33.3
2023,62907,박민우,NC,2루수,114,108,874 2/3,15,0,196,264,56,0.968,0,0,0,
2023,74465,박석민,NC,3루수,23,21,156,2,0,11,22,4,0.943,0,0,0,
2023,74465,박석민,NC,1루수,2,2,8,1,0,8,0,1,0.889,0,0,0,
2023,62244,박세혁,NC,포수,86,72,620,1,0,524,41,8,0.998,3,50,19,27.5
2023,50906,박영빈,NC,중견수,15,0,25,0,0,8,0,0,1,0,0,0,
2023,50906,박영빈,NC,좌익수,6,0,9,0,0,4,0,0,1,0,0,0,
2023,69900,박주찬,NC,3루수,3,3,24,1,0,1,3,0,0.8,0,0,0,
2023,69900,박주찬,NC,1루수,3,0,11,0,0,7,0,0,1,0,0,0,
2023,53992,박한결,NC,좌익수,5,1,14,0,0,5,0,0,1,0,0,0,
2023,69974,배민서,NC,투수,6,0,6 2/3,0,0,2,0,0,1,0,0,0,
2023,69995,서호철,NC,3루수,96,78,690,10,0,66,133,19,0.952,0,0,0,
2023,69995,서호철,NC,2루수,30,23,190 2/3,4,0,44,64,19,0.964,0,0,0,
2023,69995,서호철,NC,유격수,2,0,4,0,0,1,0,0,1,0,0,0,
2023,77532,손아섭,NC,우익수,49,43,343 1/3,2,0,73,1,1,0.974,0,0,0,
2023,77532,손아섭,NC,좌익수,9,9,66 1/3,0,0,16,0,0,1,0,0,0,
2023,69962,송명기,NC,투수,35,17,104 1/3,1,0,3,11,0,0.933,0,0,0,
2023,68902,신민혁,NC,투수,29,24,122,3,0,1,12,1,0.813,0,0,0,
2023,61411,심창민,NC,투수,5,0,3 1/3,0,1,0,1,0,1,0,0,0,
2023,64022,안중열,NC,포수,74,50,411 2/3,5,1,373,21,2,0.987,4,32,10,23.8
2023,68904,오영수,NC,1루수,66,61,482,8,0,417,25,35,0.982,0,0,0,
2023,51991,오장한,NC,좌익수,1,1,8,0,0,2,0,0,1,0,0,0,
2023,51991,오장한,NC,우익수,3,1,9,0,0,2,0,0,1,0,0,0,
2023,51996,오태양,NC,중견수,4,1,7,0,0,1,0,0,1,0,0,0,
2023,51996,오태양,NC,2루수,5,0,5,1,0,0,2,1,0.667,0,0,0,
2023,63905,윤형준,NC,1루수,74,57,476,4,0,431,35,44,0.991,0,0,0,
2023,51948,이용준,NC,투수,24,12,67,2,0,3,9,0,0.857,0,0,0,
2023,77211,이용찬,NC,투수,60,0,61,1,2,7,9,0,0.941,0,0,0,
2023,65964,이우석,NC,투수,1,0,02월 03일,0,0,0,0,0,,0,0,0,
2023,60263,이재학,NC,투수,15,13,67 1/3,0,0,2,7,0,1,0,0,0,
2023,53996,이준호,NC,투수,17,2,31 2/3,1,0,3,2,1,0.833,0,0,0,
2023,63959,임정호,NC,투수,65,0,50,1,1,0,5,0,0.833,0,0,0,
2023,52902,임지민,NC,투수,2,0,1 1/3,0,0,0,0,0,,0,0,0,
2023,69969,전사민,NC,투수,9,0,17,1,0,3,3,0,0.857,0,0,0,
2023,50995,정구범,NC,투수,4,2,12 2/3,0,0,0,0,0,,0,0,0,
2023,52903,조민석,NC,투수,35,0,31,2,0,0,3,0,0.6,0,0,0,
2023,51701,조현진,NC,2루수,1,0,1,0,0,0,1,0,1,0,0,0,
2023,51701,조현진,NC,유격수,7,0,13,0,0,1,4,1,1,0,0,0,
2023,65241,채원후,NC,투수,3,0,3 1/3,0,0,1,0,0,1,0,0,0,
2023,67905,천재환,NC,우익수,30,4,85 1/3,0,0,14,1,0,1,0,0,0,
2023,67905,천재환,NC,중견수,37,27,259 2/3,0,0,72,2,0,1,0,0,0,
2023,67905,천재환,NC,좌익수,15,2,46,0,0,15,0,0,1,0,0,0,
2023,68909,최보성,NC,3루수,6,3,27,1,0,1,4,0,0.833,0,0,0,
2023,68909,최보성,NC,2루수,2,0,4,0,0,0,1,1,1,0,0,0,
2023,68909,최보성,NC,1루수,4,1,13,0,0,11,0,1,1,0,0,0,
2023,66920,최성영,NC,투수,18,13,66 2/3,2,0,0,13,1,0.867,0,0,0,
2023,69992,최정원,NC,2루수,11,5,62,0,0,11,23,1,1,0,0,0,
2023,69992,최정원,NC,중견수,12,4,43 1/3,0,0,10,0,0,1,0,0,0,
2023,69992,최정원,NC,좌익수,1,0,1,0,0,1,0,0,1,0,0,0,
2023,53909,태너,NC,투수,11,11,64 2/3,1,0,1,5,0,0.857,0,0,0,
2023,53913,페디,NC,투수,30,30,180 1/3,3,1,14,26,2,0.93,0,0,0,
2023,69991,하준수,NC,투수,1,0,1,0,0,0,0,0,,0,0,0,
2023,68639,하준영,NC,투수,57,0,49,0,1,3,13,0,1,0,0,0,
2023,64101,한석현,NC,좌익수,20,6,77,0,0,20,0,0,1,0,0,0,
2023,64101,한석현,NC,중견수,9,7,68 2/3,2,0,24,0,0,0.923,0,0,0,
2023,64101,한석현,NC,우익수,1,0,1,0,0,0,0,0,,0,0,0,
2023,51994,한재승,NC,투수,11,0,9 2/3,1,0,0,0,0,0,0,0,0,
2023,74540,강민호,삼성,포수,101,94,786 2/3,3,0,579,49,4,0.995,4,50,12,19.4
2023,53460,강준서,삼성,중견수,6,2,21 2/3,0,0,6,0,0,1,0,0,0,
2023,53460,강준서,삼성,좌익수,3,2,18,0,0,2,0,0,1,0,0,0,
2023,64610,강한울,삼성,2루수,11,7,63 2/3,1,0,12,20,5,0.97,0,0,0,
2023,64610,강한울,삼성,1루수,2,2,17,0,0,12,1,0,1,0,0,0,
2023,64610,강한울,삼성,3루수,58,48,415 2/3,6,0,34,77,9,0.949,0,0,0,
2023,64610,강한울,삼성,유격수,3,1,11,0,0,2,4,0,1,0,0,0,
2023,68407,공민규,삼성,1루수,10,1,28 1/3,0,0,33,0,2,1,0,0,0,
2023,68407,공민규,삼성,3루수,9,6,47,0,0,3,5,0,1,0,0,0,
2023,62404,구자욱,삼성,좌익수,22,22,182,0,0,53,2,0,1,0,0,0,
2023,62404,구자욱,삼성,우익수,70,69,590 2/3,0,0,121,3,1,1,0,0,0,
2023,61365,김대우,삼성,투수,44,5,64,2,0,3,8,0,0.846,0,0,0,
2023,69442,김도환,삼성,포수,8,3,31,0,0,24,1,0,1,0,5,0,0
2023,66838,김동엽,삼성,좌익수,8,6,44,1,0,10,0,0,0.909,0,0,0,
2023,51403,김동진,삼성,3루수,7,4,31,0,0,3,7,0,1,0,0,0,
2023,51403,김동진,삼성,2루수,37,23,236,4,0,55,87,22,0.973,0,0,0,
2023,51403,김동진,삼성,유격수,7,3,35 1/3,2,0,7,8,3,0.882,0,0,0,
2023,64793,김민수,삼성,포수,2,0,3,0,0,3,0,0,1,0,2,0,0
2023,52402,김상민,삼성,우익수,3,0,8,0,0,1,0,0,1,0,0,0,
2023,52402,김상민,삼성,좌익수,3,2,15,0,0,10,0,0,1,0,0,0,
2023,52402,김상민,삼성,중견수,2,1,8,0,0,3,0,0,1,0,0,0,
2023,52460,김서준,삼성,투수,8,1,7 2/3,0,0,0,0,0,,0,0,0,
2023,67449,김성윤,삼성,우익수,39,33,274 2/3,2,0,65,2,1,0.971,0,0,0,
2023,67449,김성윤,삼성,좌익수,33,10,132 1/3,0,0,37,1,1,1,0,0,0,
2023,67449,김성윤,삼성,중견수,28,12,141,0,0,45,0,0,1,0,0,0,
2023,67467,김시현,삼성,투수,2,0,3,0,0,0,0,0,,0,0,0,
2023,52430,김영웅,삼성,유격수,14,1,36,1,0,8,13,1,0.955,0,0,0,
2023,52430,김영웅,삼성,2루수,4,0,9,0,0,0,2,0,1,0,0,0,
2023,52430,김영웅,삼성,3루수,38,20,215 1/3,5,0,11,40,1,0.911,0,0,0,
2023,53400,김재상,삼성,3루수,4,1,13,0,0,2,2,0,1,0,0,0,
2023,53400,김재상,삼성,2루수,4,2,19,1,0,7,6,0,0.929,0,0,0,
2023,65132,김재성,삼성,포수,40,18,191 1/3,0,0,134,10,1,1,1,13,6,31.6
2023,65132,김재성,삼성,1루수,8,5,44 2/3,0,0,38,2,1,1,0,0,0,
2023,50458,김지찬,삼성,2루수,91,84,696 1/3,16,0,170,224,45,0.961,0,0,0,
2023,65040,김태훈,삼성,좌익수,5,5,40,0,0,8,1,0,1,0,0,0,
2023,62360,김태훈,삼성,투수,71,0,63 1/3,0,0,4,14,0,1,0,0,0,
2023,65040,김태훈,삼성,1루수,5,1,12,0,0,15,2,0,1,0,0,0,
2023,61404,김헌곤,삼성,우익수,1,0,1,0,0,0,0,0,,0,0,0,
2023,61404,김헌곤,삼성,좌익수,4,0,4,0,0,0,0,0,,0,0,0,
2023,51417,김현준,삼성,우익수,1,1,8,0,0,2,0,0,1,0,0,0,
2023,51417,김현준,삼성,중견수,104,101,872,5,0,301,4,2,0.984,0,0,0,
2023,64407,김호재,삼성,1루수,20,9,86,2,0,70,9,5,0.975,0,0,0,
2023,64407,김호재,삼성,3루수,33,17,157 2/3,0,0,11,31,1,1,0,0,0,
2023,64407,김호재,삼성,유격수,3,0,6,0,0,1,3,0,1,0,0,0,
2023,64407,김호재,삼성,2루수,20,9,84,0,0,25,22,6,1,0,0,0,
2023,62920,노건우,삼성,투수,16,0,12 1/3,1,0,0,1,0,0.5,0,0,0,
2023,53404,류승민,삼성,우익수,18,16,120 1/3,1,0,22,0,0,0.957,0,0,0,
2023,53404,류승민,삼성,좌익수,3,0,3,0,0,0,0,0,,0,0,0,
2023,62234,류지혁,삼성,3루수,99,83,690 2/3,6,0,56,124,14,0.968,0,0,0,
2023,62234,류지혁,삼성,2루수,18,13,108,0,0,24,36,8,1,0,0,0,
2023,62234,류지혁,삼성,1루수,31,22,194,0,0,173,11,20,1,0,0,0,
2023,67419,문용익,삼성,투수,14,0,13,0,0,0,0,0,,0,0,0,
2023,53469,박권후,삼성,투수,4,0,2 2/3,0,0,0,0,0,,0,0,0,
2023,65844,박세웅,삼성,투수,2,0,02월 03일,0,0,1,0,0,1,0,0,0,
2023,77446,백정현,삼성,투수,18,18,100 2/3,0,2,4,17,0,1,0,0,0,
2023,50404,뷰캐넌,삼성,투수,30,30,188,2,1,15,40,2,0.965,0,0,0,
2023,64469,송준석,삼성,우익수,2,1,6,0,0,0,0,0,,0,0,0,
2023,64469,송준석,삼성,좌익수,2,1,3,0,0,1,0,0,1,0,0,0,
2023,52457,수아레즈,삼성,투수,19,19,108,0,1,6,18,2,1,0,0,0,
2023,66406,안주형,삼성,3루수,4,2,16 1/3,0,0,0,2,1,1,0,0,0,
2023,66406,안주형,삼성,유격수,13,2,25 2/3,0,0,5,2,0,1,0,0,0,
2023,66406,안주형,삼성,2루수,18,12,113 1/3,2,0,35,38,9,0.973,0,0,0,
2023,68415,양창섭,삼성,투수,15,4,28 2/3,0,0,2,5,1,1,0,0,0,
2023,75421,오승환,삼성,투수,58,1,62 2/3,0,0,4,12,0,1,0,0,0,
2023,75334,오재일,삼성,1루수,88,80,700,8,0,656,53,55,0.989,0,0,0,
2023,53927,와이드너,삼성,투수,21,20,115,2,0,3,9,0,0.857,0,0,0,
2023,73117,우규민,삼성,투수,56,0,43,0,1,1,8,0,1,0,0,0,
2023,69446,원태인,삼성,투수,26,26,150,4,3,9,24,0,0.892,0,0,0,
2023,68463,윤정빈,삼성,좌익수,8,1,23,0,0,5,0,0,1,0,0,0,
2023,68463,윤정빈,삼성,중견수,4,3,17,0,0,5,0,0,1,0,0,0,
2023,68463,윤정빈,삼성,우익수,7,2,21,0,0,3,0,0,1,0,0,0,
2023,68463,윤정빈,삼성,1루수,9,5,42,0,0,39,2,3,1,0,0,0,
2023,69428,이병헌,삼성,포수,21,9,85 1/3,0,0,63,3,1,1,1,5,1,16.7
2023,63960,이상민,삼성,투수,23,0,18,0,0,1,2,0,1,0,0,0,
2023,66409,이성규,삼성,우익수,41,3,104 2/3,2,0,22,2,0,0.923,0,0,0,
2023,66409,이성규,삼성,좌익수,2,0,5,0,0,2,0,0,1,0,0,0,
2023,66409,이성규,삼성,1루수,20,8,77 2/3,0,0,68,3,4,1,0,0,0,
2023,66409,이성규,삼성,중견수,33,25,218 2/3,1,0,68,1,0,0.986,0,0,0,
2023,51454,이승현,삼성,투수,48,0,43 1/3,0,0,2,5,0,1,0,0,0,
2023,60146,이승현,삼성,투수,60,0,60,0,0,4,4,0,1,0,0,0,
2023,63492,이재익,삼성,투수,51,0,41,1,0,3,5,0,0.889,0,0,0,
2023,52415,이재현,삼성,유격수,140,135,1156 1/3,20,0,222,341,70,0.966,0,0,0,
2023,51460,이재희,삼성,투수,2,1,8,0,0,0,1,0,1,0,0,0,
2023,68466,이태훈,삼성,1루수,7,3,22 2/3,1,0,17,0,1,0.944,0,0,0,
2023,69416,이해승,삼성,3루수,5,0,10 1/3,0,0,3,3,0,1,0,0,0,
2023,69416,이해승,삼성,2루수,1,0,1,0,0,1,1,0,1,0,0,0,
2023,69416,이해승,삼성,유격수,3,1,8,0,0,0,1,0,1,0,0,0,
2023,53455,이호성,삼성,투수,5,2,17,0,1,1,6,0,1,0,0,0,
2023,77927,장필준,삼성,투수,17,3,19 1/3,0,0,0,2,0,1,0,0,0,
2023,52405,조민성,삼성,1루수,8,6,44,0,0,47,3,4,1,0,0,0,
2023,52405,조민성,삼성,우익수,1,0,3,0,0,1,0,0,1,0,0,0,
2023,67421,최지광,삼성,투수,22,0,17 1/3,0,0,1,2,0,1,0,0,0,
2023,68419,최채흥,삼성,투수,15,14,63 1/3,2,0,6,11,2,0.895,0,0,0,
2023,66451,최충연,삼성,투수,7,0,9 1/3,0,0,0,0,0,,0,0,0,
2023,68501,최하늘,삼성,투수,3,2,6 1/3,0,0,0,1,0,1,0,0,0,
2023,51463,피렐라,삼성,우익수,19,19,141,1,0,32,0,0,0.97,0,0,0,
2023,51463,피렐라,삼성,좌익수,99,95,809,1,0,171,6,0,0.994,0,0,0,
2023,50449,허윤동,삼성,투수,7,1,10 2/3,0,0,0,1,0,1,0,0,0,
2023,50430,홍원표,삼성,투수,3,0,3 2/3,0,0,0,0,0,,0,0,0,
2023,65496,홍정우,삼성,투수,36,1,36,0,0,4,2,0,1,0,0,0,
2023,50441,황동재,삼성,투수,7,7,31 2/3,0,0,1,2,0,1,0,0,0,
2023,62925,강진성,SSG,1루수,31,27,221 1/3,1,0,221,15,24,0.996,0,0,0,
2023,62925,강진성,SSG,좌익수,8,4,33,0,0,7,0,0,1,0,0,0,
2023,62925,강진성,SSG,우익수,2,0,2,0,0,0,0,0,,0,0,0,
2023,51868,고명준,SSG,3루수,1,0,1 1/3,0,0,0,0,0,,0,0,0,
2023,51868,고명준,SSG,1루수,1,1,5,0,0,7,0,1,1,0,0,0,
2023,72523,고효준,SSG,투수,73,0,58,2,1,1,8,0,0.818,0,0,0,
2023,71837,김강민,SSG,중견수,33,22,202 1/3,0,0,57,3,1,1,0,0,0,
2023,71837,김강민,SSG,우익수,4,1,13 2/3,0,0,3,0,0,1,0,0,0,
2023,53844,김건웅,SSG,1루수,1,1,9,0,0,6,0,1,1,0,0,0,
2023,77829,김광현,SSG,투수,30,30,168 1/3,2,0,7,31,0,0.95,0,0,0,
2023,62864,김민식,SSG,포수,121,87,786 2/3,1,4,601,62,7,0.998,6,65,18,21.7
2023,76802,김성현,SSG,유격수,26,19,179,4,0,40,53,16,0.959,0,0,0,
2023,76802,김성현,SSG,3루수,26,21,185 2/3,4,0,14,32,7,0.92,0,0,0,
2023,76802,김성현,SSG,2루수,69,44,426,6,0,122,144,42,0.978,0,0,0,
2023,53865,김정민,SSG,좌익수,1,0,1,0,0,0,0,0,,0,0,0,
2023,53865,김정민,SSG,우익수,5,0,8,0,0,2,0,0,1,0,0,0,
2023,65411,김주온,SSG,투수,1,0,01월 03일,0,0,0,0,0,,0,0,0,
2023,66859,김주한,SSG,투수,1,0,0,0,0,0,0,0,,0,0,0,
2023,66917,김찬형,SSG,3루수,25,6,100,3,0,5,14,3,0.864,0,0,0,
2023,66917,김찬형,SSG,유격수,3,1,9,0,0,4,7,1,1,0,0,0,
2023,66917,김찬형,SSG,2루수,8,3,31 2/3,0,0,9,17,3,1,0,0,0,
2023,73211,노경은,SSG,투수,76,0,83,1,0,6,8,1,0.933,0,0,0,
2023,53833,맥카티,SSG,투수,24,24,130,1,0,2,15,0,0.944,0,0,0,
2023,62869,문승원,SSG,투수,50,12,105,1,2,6,21,1,0.964,0,0,0,
2023,64893,박민호,SSG,투수,10,0,10,1,0,0,1,0,0.5,0,0,0,
