year,player_id,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
2023,69969,전사민,NC,4.76,9,0,2,1,0,0,17.00,17,1,14,2,6,10,9,1.82
2023,50995,정구범,NC,7.82,4,0,1,0,0,0,12.66,16,3,12,0,6,11,11,2.21
2023,52903,조민석,NC,4.06,35,1,0,0,4,1,31.00,33,2,14,3,28,15,14,1.52
2023,65241,채원후,NC,8.1,3,0,0,0,0,,3.33,4,0,4,0,2,3,3,2.4
2023,66920,최성영,NC,4.86,18,5,4,0,0,0.556,66.66,77,6,32,5,38,37,36,1.64
2023,53909,태너,NC,2.92,11,5,2,0,0,0.714,64.66,58,6,13,1,47,26,21,1.1
2023,53913,페디,NC,2,30,20,6,0,0,0.769,180.33,137,9,35,4,209,46,40,0.95
2023,69991,하준수,NC,0,1,0,0,0,0,,1.00,0,0,2,0,1,0,0,2
2023,68639,하준영,NC,4.59,57,1,0,0,2,1,49.00,52,4,19,2,49,25,25,1.45
2023,51994,한재승,NC,4.66,11,0,1,0,0,0,9.66,9,2,5,0,10,5,5,1.45
2023,61365,김대우,삼성,4.5,44,0,2,0,4,0,64.00,66,7,22,3,49,37,32,1.38
2023,52460,김서준,삼성,7.04,8,0,1,0,1,0,7.66,9,0,6,2,2,6,6,1.96
2023,67467,김시현,삼성,12,2,0,0,0,0,,3.00,6,2,2,0,2,5,4,2.67
2023,62360,김태훈,삼성,7.11,71,6,7,3,11,0.462,63.33,74,8,43,3,40,54,50,1.85
2023,62920,노건우,삼성,7.3,16,0,1,0,1,0,12.33,22,3,5,1,12,11,10,2.19
2023,67419,문용익,삼성,4.15,14,1,0,0,0,1,13.00,8,0,12,2,12,6,6,1.54
2023,53469,박권후,삼성,3.38,4,0,0,0,0,,2.66,4,1,1,0,0,2,1,1.88
2023,77446,백정현,삼성,3.67,18,7,5,0,0,0.583,100.66,100,6,30,0,61,44,41,1.29
2023,50404,뷰캐넌,삼성,2.54,30,12,8,0,0,0.6,188.00,174,4,43,6,139,71,53,1.15
2023,50404,뷰캐넌,삼성,2.54,30,12,8,0,0,0.6,188.00,174,4,43,6,139,71,53,1.15
2023,52457,수아레즈,삼성,3.92,19,4,7,0,0,0.364,108.00,129,3,32,2,88,54,47,1.49
2023,68415,양창섭,삼성,9.1,15,0,3,0,2,0,28.66,45,7,16,1,12,29,29,2.13
2023,75421,오승환,삼성,3.45,58,4,5,30,2,0.444,62.66,57,9,15,2,44,26,24,1.15
2023,53927,와이드너,삼성,4.54,21,7,5,0,0,0.583,115.00,112,7,40,6,99,65,58,1.32
2023,73117,우규민,삼성,4.81,56,3,1,0,13,0.75,43.00,55,3,5,3,28,25,23,1.4
2023,69446,원태인,삼성,3.24,26,7,7,0,0,0.5,150.00,157,15,34,6,102,61,54,1.27
2023,69446,원태인,삼성,3.24,26,7,7,0,0,0.5,150.00,157,15,34,6,102,61,54,1.27
2023,63960,이상민,삼성,8.5,23,2,1,0,1,0.667,18.00,32,2,3,0,17,17,17,1.94
2023,60146,이승현,삼성,3.6,60,4,4,0,14,0.5,60.00,68,5,15,0,42,29,24,1.38
2023,51454,이승현,삼성,4.98,48,1,5,5,7,0.167,43.33,41,6,29,2,37,26,24,1.62
2023,63492,이재익,삼성,3.95,51,1,3,0,11,0.25,41.00,46,3,17,0,26,19,18,1.54
2023,51460,이재희,삼성,3.38,2,0,0,0,0,,8.00,4,1,5,0,5,3,3,1.13
2023,53455,이호성,삼성,2.65,5,1,0,0,0,1,17.00,11,1,10,0,11,5,5,1.24
2023,77927,장필준,삼성,7.91,17,1,1,0,1,0.5,19.33,28,2,12,2,11,17,17,2.07
2023,67421,최지광,삼성,5.19,22,2,0,0,1,1,17.33,17,4,9,1,18,10,10,1.5
2023,68419,최채흥,삼성,6.68,15,1,7,0,0,0.125,63.33,90,9,16,3,33,52,47,1.67
2023,66451,최충연,삼성,4.82,7,0,0,0,0,,9.33,10,3,7,3,8,8,5,1.82
2023,68501,최하늘,삼성,19.89,3,0,2,0,0,0,6.33,14,2,5,2,3,14,14,3
2023,50449,허윤동,삼성,10.13,7,0,1,0,0,0,10.66,16,0,12,0,8,12,12,2.63
2023,50430,홍원표,삼성,2.45,3,0,0,0,0,,3.66,2,0,2,0,1,1,1,1.09
2023,65496,홍정우,삼성,7.5,36,2,3,0,3,0.4,36.00,36,5,21,3,22,31,30,1.58
2023,50441,황동재,삼성,7.11,7,0,5,0,0,0,31.66,40,6,21,2,27,27,25,1.93
2023,72523,고효준,SSG,4.5,73,4,1,0,13,0.8,58.00,49,3,42,3,66,31,29,1.57
2023,77829,김광현,SSG,3.53,30,9,8,0,0,0.529,168.33,163,11,70,2,119,75,66,1.38
2023,65411,김주온,SSG,81,1,0,0,0,0,,,2,0,1,1,1,3,3,9
2023,66859,김주한,SSG,,1,0,0,0,0,,0.00,2,1,1,0,0,3,3,
2023,73211,노경은,SSG,3.58,76,9,5,2,30,0.643,83.00,78,4,36,4,65,33,33,1.37
2023,53833,맥카티,SSG,3.39,24,9,5,0,0,0.643,130.00,124,10,45,1,116,58,49,1.3
2023,62869,문승원,SSG,5.23,50,5,8,1,9,0.385,105.00,138,12,35,6,65,67,61,1.65
2023,64893,박민호,SSG,0.9,10,0,0,0,0,,10.00,14,0,1,2,4,3,1,1.5
2023,60841,박종훈,SSG,6.19,18,2,6,0,0,0.25,80.00,77,8,60,19,56,57,55,1.71
2023,69839,백승건,SSG,4.97,25,2,2,0,3,0.5,38.00,41,7,17,0,29,24,21,1.53
2023,64896,서동민,SSG,0,2,0,0,0,0,,1.00,0,0,3,0,1,0,0,3
2023,69803,서상준,SSG,0,2,0,0,0,0,,2.00,1,0,5,0,3,3,0,3
2023,61895,서진용,SSG,2.59,69,5,4,42,0,0.556,73.00,63,3,49,4,64,22,21,1.53
2023,53898,송영진,SSG,5.7,17,3,3,0,0,0.5,47.33,46,3,31,2,38,35,30,1.63
2023,52873,신헌민,SSG,6,11,0,0,0,0,,12.00,19,1,6,0,8,10,8,2.08
2023,53825,엘리아스,SSG,3.7,22,8,6,0,0,0.571,131.33,140,12,33,6,93,58,54,1.32
2023,50859,오원석,SSG,5.23,28,8,10,0,0,0.444,144.66,158,11,69,9,88,92,84,1.57
2023,64861,이건욱,SSG,2.09,27,1,0,0,0,1,38.66,31,0,25,2,31,13,9,1.45
2023,52868,이기순,SSG,9,2,0,0,0,0,,3.00,3,1,4,0,3,3,3,2.33
2023,53892,이로운,SSG,5.62,50,6,1,0,5,0.857,57.66,67,7,29,1,52,39,36,1.66
2023,62611,임준섭,SSG,5.79,41,0,2,0,4,0,32.66,44,1,19,1,26,25,21,1.93
2023,65058,정성곤,SSG,10.38,6,0,0,0,0,,4.33,8,2,7,0,3,9,5,3.46
2023,68848,조성훈,SSG,6.43,2,0,1,0,0,0,7.00,10,0,4,2,4,5,5,2
2023,68856,최민준,SSG,4.2,53,5,3,1,7,0.625,60.00,75,7,19,1,37,29,28,1.57
2023,68092,한두솔,SSG,9,1,0,0,0,0,,1.00,1,0,1,1,2,1,1,2
2024,68220,곽빈,두산,4.24,30,15,9,0,0,0.625,167.66,142,11,76,6,154,83,79,1.3
2024,50203,권휘,두산,11,8,0,0,0,0,,9.00,15,0,7,0,11,11,11,2.44
2024,77263,김강률,두산,3,53,2,2,1,12,0.5,42.00,41,1,21,2,33,16,14,1.48
2024,51294,김도윤,두산,3.86,2,0,0,0,0,,2.33,2,0,2,1,1,2,1,1.71
2024,51230,김동주,두산,6.84,14,1,3,0,0,0.25,50.00,67,6,21,4,35,46,38,1.76
2024,67246,김명신,두산,9.37,35,2,1,0,4,0.667,32.66,63,8,8,2,25,34,34,2.17
2024,68200,김민규,두산,4.32,13,0,1,0,0,0,25.00,23,4,19,4,19,14,12,1.68
2024,53262,김유성,두산,6.43,17,1,2,0,0,0.333,28.00,28,1,24,4,29,23,20,1.86
2024,68830,김정우,두산,81,1,0,0,0,0,,,3,0,0,0,0,3,3,9
2024,54263,김택연,두산,2.08,60,3,2,19,4,0.6,65.00,51,2,31,4,78,17,15,1.26
2024,68269,김호준,두산,8.78,16,1,2,0,0,0.333,13.33,22,1,4,5,6,14,13,1.95
2024,63292,박소준,두산,11.25,1,0,1,0,0,0,4.00,6,2,2,0,2,5,5,2
2024,68249,박신지,두산,2.08,6,0,1,0,0,0,8.66,8,0,8,1,3,3,2,1.85
2024,65639,박정수,두산,5.16,29,1,2,0,4,0.333,29.66,38,2,12,2,22,18,17,1.69
2024,54213,박지호,두산,0,1,0,0,0,1,,,0,0,1,0,2,0,0,1.5
2024,67266,박치국,두산,6.38,52,2,3,1,3,0.4,48.00,59,8,18,10,35,34,34,1.6
2024,54243,발라조빅,두산,4.26,12,2,6,0,1,0.25,57.00,54,3,28,2,69,29,27,1.44
2024,52257,브랜든,두산,3.12,14,7,4,0,0,0.636,75.00,75,3,11,4,75,34,26,1.15
2024,54843,시라카와,두산,5.65,12,4,5,0,0,0.444,57.33,59,6,33,3,46,41,36,1.6
2024,69045,알칸타라,두산,4.76,12,2,2,0,0,0.5,64.33,58,10,22,2,34,35,34,1.24
2024,69205,이교훈,두산,7.39,33,1,1,0,1,0.5,35.33,43,7,17,2,27,32,29,1.7
2024,52204,이병헌,두산,2.89,77,6,1,1,22,0.857,65.33,61,3,34,3,57,25,21,1.45
2024,66291,이영하,두산,3.99,59,5,4,2,5,0.556,65.33,62,4,36,2,59,34,29,1.5
2024,68242,정철원,두산,6.4,36,2,1,6,1,0.667,32.33,39,5,26,5,39,24,23,2.01
2024,51264,최승용,두산,6,12,2,0,0,1,1,27.00,37,6,7,0,21,19,18,1.63
2024,67263,최원준,두산,6.46,24,6,7,0,0,0.462,110.00,125,21,34,10,72,79,79,1.45
2024,50206,최종인,두산,3.72,11,1,0,1,2,1,9.66,8,2,5,0,8,4,4,1.34
2024,53259,최준호,두산,5.1,17,3,6,0,0,0.333,72.33,69,11,30,4,58,44,41,1.37
2024,52206,최지강,두산,3.24,55,3,1,1,15,0.75,50.00,48,6,24,6,45,19,18,1.44
2024,61643,홍건희,두산,2.73,65,4,3,9,11,0.571,59.33,55,5,33,5,45,22,18,1.48
2024,51713,김규연,한화,7.02,58,1,0,0,4,1,59.00,66,6,28,4,40,50,46,1.59
2024,51715,김기중,한화,6.56,27,5,4,0,0,0.556,59.00,83,8,27,6,39,44,43,1.86
2024,54705,김도빈,한화,54,1,0,1,0,0,0,,1,0,3,0,1,2,2,12
2024,65764,김민우,한화,2.19,3,1,0,0,0,1,12.33,7,2,6,0,13,3,3,1.05
2024,65769,김범수,한화,5.29,39,0,0,0,4,,34.00,33,11,20,5,38,20,20,1.56
2024,53754,김서현,한화,3.76,37,1,2,0,10,0.333,38.33,31,0,32,4,43,20,16,1.64
2024,50711,김승일,한화,3,3,0,0,0,0,,3.00,4,0,0,1,2,1,1,1.33
2024,50720,남지민,한화,0,2,0,0,0,0,,4.00,2,0,2,1,3,0,0,1
2024,76715,류현진,한화,3.87,28,10,8,0,0,0.556,158.33,182,12,33,3,135,78,68,1.36
2024,52701,문동주,한화,5.17,21,7,7,0,0,0.5,111.33,148,14,38,4,96,71,64,1.67
2024,54720,바리아,한화,5.15,20,6,7,0,0,0.462,92.66,114,10,18,0,83,58,53,1.42
2024,67703,박상원,한화,4.59,65,3,3,2,16,0.5,66.66,57,2,22,7,65,38,34,1.19
2024,69974,배민서,한화,16.2,1,0,0,0,0,,1.66,4,0,3,0,1,3,3,4.2
2024,53714,산체스,한화,4.22,11,2,3,0,0,0.4,53.33,60,2,21,10,56,28,25,1.52
2024,54755,와이스,한화,3.73,16,5,5,0,0,0.5,91.66,77,8,29,3,98,43,38,1.16
2024,63464,윤대경,한화,10.57,7,0,0,0,0,,7.66,10,1,6,1,7,9,9,2.09
2024,65616,이민우,한화,3.76,64,2,1,1,10,0.667,55.00,56,5,23,1,49,25,23,1.44
2024,65117,이상규,한화,5.63,21,1,4,0,0,0.2,32.00,39,5,15,1,27,20,20,1.69
2024,63749,이충호,한화,3.86,3,0,0,0,0,,2.33,4,0,3,0,3,1,1,3
2024,60768,이태양,한화,11.57,10,0,2,0,0,0,9.33,17,4,2,0,2,13,12,2.04
2024,79764,장민재,한화,3.1,26,1,1,0,0,0.5,29.00,46,2,7,1,17,10,10,1.83
2024,77318,장시환,한화,5.13,30,2,2,0,2,0.5,33.33,34,3,22,1,28,27,19,1.68
2024,69645,장지수,한화,10.93,13,0,0,0,0,,14.00,23,0,10,2,11,18,17,2.36
2024,74857,정우람,한화,,1,0,0,0,0,,0.00,1,0,0,0,0,0,0,
2024,54768,조동욱,한화,6.37,21,1,2,0,0,0.333,41.00,57,5,14,6,32,34,29,1.73
2024,65707,주현상,한화,2.65,65,8,4,23,2,0.667,71.33,52,9,8,1,64,22,21,0.84
2024,52720,페냐,한화,6.27,9,3,5,0,0,0.375,37.33,41,6,20,0,29,28,26,1.63
2024,50726,한승주,한화,11.45,18,0,2,0,0,0,22.00,45,2,10,3,14,31,28,2.5
2024,61666,한승혁,한화,5.03,70,5,5,0,19,0.5,62.66,63,2,38,6,64,39,35,1.61
2024,54729,황준서,한화,5.38,36,2,8,0,1,0.2,72.00,80,9,51,5,70,44,43,1.82
2024,53609,곽도규,KIA,3.56,71,4,2,2,16,0.667,55.66,43,4,34,4,64,24,22,1.38
2024,76225,김건국,KIA,7.86,20,0,1,0,0,0,34.33,48,5,14,2,20,33,30,1.81
2024,69620,김기훈,KIA,5.03,17,1,0,0,0,1,19.66,16,1,15,3,17,13,11,1.58
2024,60337,김대유,KIA,8.28,37,0,0,0,8,,25.00,35,4,12,2,26,23,23,1.88
2024,69745,김도현,KIA,4.92,35,4,6,0,3,0.4,75.00,87,9,31,9,59,45,41,1.57
2024,54645,김민주,KIA,9,2,0,0,0,0,,1.00,3,0,1,0,2,2,1,4
2024,63894,김사윤,KIA,4.62,23,0,1,1,0,0,37.00,40,2,25,5,36,29,19,1.76
2024,66492,김승현,KIA,4,15,1,0,0,0,1,18.00,23,3,7,0,11,12,8,1.67
2024,54640,네일,KIA,2.53,26,12,5,0,0,0.706,149.33,154,11,35,9,138,69,42,1.27
2024,54666,라우어,KIA,4.93,7,2,2,0,0,0.5,34.66,35,3,12,3,37,19,19,1.36
2024,67609,박정우,KIA,0,1,0,0,0,0,,1.00,0,0,0,0,2,0,0,0
2024,63638,박준표,KIA,6,8,0,0,0,1,,6.00,10,0,3,1,4,4,4,2.17
2024,54615,스타우트,KIA,5.06,4,1,1,0,0,0.5,16.00,17,2,5,3,20,10,9,1.38
2024,54664,알드레드,KIA,4.53,9,3,2,0,0,0.6,43.66,38,4,17,2,52,24,22,1.26
2024,77637,양현종,KIA,4.1,29,11,5,0,0,0.688,171.33,174,21,41,6,129,86,78,1.25
2024,67640,유승철,KIA,5.4,5,0,0,0,0,,5.00,3,0,7,0,4,3,3,2
2024,50604,유지성,KIA,7.71,3,0,0,0,0,,2.33,5,1,0,1,3,4,2,2.14
2024,53613,윤영철,KIA,4.19,18,7,4,0,0,0.636,81.66,82,8,43,1,58,44,38,1.53
2024,68619,윤중현,KIA,13.94,11,0,0,0,0,,10.33,22,4,9,3,4,17,16,3
2024,51648,이의리,KIA,5.4,4,1,0,0,0,1,13.33,17,3,14,0,14,10,8,2.33
2024,65665,이준영,KIA,3.86,56,4,0,0,9,1,35.00,37,5,17,2,33,21,15,1.54
2024,62951,이형범,KIA,7.8,16,0,1,0,2,0,15.00,26,2,7,5,9,17,13,2.2
2024,62754,임기영,KIA,6.31,37,6,2,0,2,0.75,45.66,61,8,17,1,36,35,32,1.71
2024,50641,장재혁,KIA,0,1,0,0,0,0,,1.33,2,0,1,0,0,0,0,2.25
2024,63950,장현식,KIA,3.94,75,5,4,0,16,0.556,75.33,75,8,34,2,75,41,33,1.45
2024,66609,전상현,KIA,4.09,66,10,5,7,19,0.667,66.00,55,5,20,5,54,32,30,1.14
2024,50662,정해영,KIA,2.49,53,2,3,31,1,0.4,50.66,47,8,16,1,50,14,14,1.24
2024,52639,최지민,KIA,5.09,56,3,3,3,12,0.5,46.00,44,2,40,4,37,28,26,1.83
2024,54612,크로우,KIA,3.57,8,5,1,0,0,0.833,40.33,41,2,12,1,43,19,16,1.31
2024,52641,황동하,KIA,4.44,25,5,7,0,0,0.417,103.33,109,13,44,8,81,64,51,1.48
2024,53164,김동규,키움,54,2,0,0,0,0,,,1,0,2,0,0,2,2,9
2024,50393,김동욱,키움,5,37,2,1,0,3,0.667,36.00,33,4,6,2,18,20,20,1.08
2024,50360,김동혁,키움,6.85,17,0,2,0,0,0,22.33,27,7,10,2,9,21,17,1.66
2024,66018,김선기,키움,5.54,42,6,4,0,0,0.6,76.33,91,13,30,6,43,51,47,1.59
2024,67828,김성민,키움,4.34,46,3,4,0,14,0.429,45.66,45,5,17,1,34,24,22,1.36
2024,54368,김연주,키움,6.61,34,1,1,0,1,0.5,31.33,34,5,17,5,18,24,23,1.63
2024,54319,김윤하,키움,6.04,19,1,6,0,2,0.143,79.00,93,6,35,4,43,57,53,1.62
2024,69367,김인범,키움,5.4,19,2,7,0,0,0.222,63.33,75,9,31,8,27,40,38,1.67
2024,67391,김재웅,키움,3.42,26,0,2,0,7,0,23.66,24,2,12,1,19,9,9,1.52
2024,60336,문성현,키움,6.57,42,1,2,3,2,0.333,38.33,54,3,25,2,31,28,28,2.06
2024,54304,박범준,키움,13.5,5,0,1,0,0,0,5.33,7,1,4,1,8,8,8,2.06
2024,66305,박승주,키움,6.75,15,0,1,0,0,0,17.33,16,2,9,1,13,13,13,1.44
2024,53301,박윤성,키움,5.79,17,0,0,0,1,,18.66,14,5,9,0,14,12,12,1.23
2024,54363,손현기,키움,7.53,6,0,1,0,0,0,14.33,17,2,8,3,9,14,12,1.74
2024,67365,양지율,키움,6.27,21,0,2,0,3,0,18.66,16,1,13,2,7,13,13,1.55
2024,67116,오석주,키움,11.12,17,1,1,0,0,0.5,17.00,28,0,11,3,16,21,21,2.29
2024,76118,원종현,키움,4.91,4,0,0,0,0,,3.66,4,0,3,0,4,2,2,1.91
2024,52395,윤석원,키움,11.42,11,0,1,0,0,0,17.33,31,3,7,2,1,24,22,2.19
2024,69399,윤정현,키움,9,2,0,0,0,0,,3.00,4,0,2,0,1,3,3,2
2024,52397,이명종,키움,8.18,10,0,1,0,0,0,11.00,20,4,5,0,4,10,10,2.27
2024,50354,이종민,키움,7.63,12,1,8,0,0,0.111,43.66,56,9,22,5,21,39,37,1.79
2024,54362,전준표,키움,6.83,18,2,4,0,0,0.333,27.66,35,4,20,5,18,28,21,1.99
2024,78148,정찬헌,키움,7.88,4,0,2,0,0,0,16.00,26,3,3,1,5,14,14,1.81
2024,63342,조상우,키움,3.18,44,0,1,6,9,0,39.66,40,2,20,0,36,17,14,1.51
2024,69360,조영건,키움,8.01,25,2,1,0,1,0.667,39.33,51,7,24,1,31,39,35,1.91
2024,52330,주승우,키움,4.35,55,4,6,14,5,0.4,51.66,50,4,18,5,43,25,25,1.32
2024,64350,하영민,키움,4.37,28,9,8,0,0,0.529,150.33,168,8,58,5,101,82,73,1.5
2024,54354,헤이수스,키움,3.68,30,13,11,0,0,0.542,171.33,171,22,44,14,178,78,70,1.25
2024,53375,후라도,키움,3.36,30,10,8,0,0,0.556,190.33,185,19,32,9,169,78,71,1.14
2024,53006,강건,KT,11.25,4,0,1,0,0,0,4.00,8,1,4,1,3,5,5,3
2024,64001,고영표,KT,4.95,18,6,8,0,0,0.429,100.00,141,6,14,11,79,61,55,1.55
2024,68043,김민,KT,4.31,71,8,4,0,21,0.667,77.33,84,5,27,2,77,38,37,1.44
2024,65048,김민수,KT,5.2,75,5,3,0,12,0.625,81.33,84,8,33,1,75,56,47,1.44
2024,51097,김영현,KT,4.91,8,0,0,0,0,,7.33,9,1,7,1,8,6,4,2.18
2024,67419,문용익,KT,12.18,12,0,0,0,0,,17.00,23,2,22,2,17,27,23,2.65
2024,66047,박세진,KT,3.38,6,0,0,0,0,,5.33,7,0,4,0,2,4,2,2.06
2024,60559,박시영,KT,4.62,26,0,1,1,4,0,25.33,27,4,7,1,23,13,13,1.34
2024,52060,박영현,KT,3.52,66,10,2,25,0,0.833,76.66,63,12,22,0,87,31,30,1.11
2024,52043,벤자민,KT,4.63,28,11,8,0,0,0.579,149.66,141,28,48,4,156,90,77,1.26
2024,50109,성재헌,KT,7.31,30,0,0,0,1,,32.00,46,1,16,5,20,29,26,1.94
2024,50030,소형준,KT,3.24,6,2,0,0,0,1,8.33,7,1,1,1,3,3,3,0.96
2024,69041,손동현,KT,5.32,42,1,2,1,4,0.333,47.33,50,5,20,1,27,31,28,1.48
2024,65056,엄상백,KT,4.88,29,13,10,0,0,0.565,156.66,164,26,42,7,159,88,85,1.31
2024,73117,우규민,KT,2.49,45,4,1,1,4,0.8,43.33,47,1,2,2,39,14,12,1.13
2024,54063,원상현,KT,7.03,22,2,5,0,1,0.286,65.33,105,6,31,2,59,54,51,2.08
2024,54064,육청명,KT,5.44,13,1,5,0,0,0.167,44.66,52,6,20,6,20,31,27,1.61
2024,69054,이상동,KT,5.34,29,0,1,0,3,0,32.00,42,3,14,3,30,20,19,1.75
2024,69068,이선우,KT,5.4,6,0,0,0,0,,10.00,10,0,4,2,4,6,6,1.4
2024,68896,이채호,KT,9.45,9,0,0,0,0,,6.66,13,2,3,1,5,7,7,2.4
2024,69047,전용주,KT,10.8,4,0,0,0,0,,1.66,2,0,3,1,4,3,2,3
2024,64768,조이현,KT,6.3,16,1,2,0,0,0.333,40.00,53,9,10,1,19,29,28,1.58
2024,65060,주권,KT,6.67,48,1,1,0,0,0.5,58.00,78,7,11,3,31,48,43,1.53
2024,69032,쿠에바스,KT,4.1,31,7,12,0,0,0.368,173.33,158,17,59,7,154,86,79,1.25
2024,78517,하준호,KT,9,2,0,0,0,0,,2.00,5,0,1,0,0,2,2,3
2024,51058,한차현,KT,9.95,10,0,4,0,0,0,19.00,29,4,18,0,17,22,21,2.47
2024,66145,김대현,LG,5.4,37,2,0,1,1,1,35.00,33,6,18,2,30,21,21,1.46
2024,68130,김영준,LG,8.22,14,1,1,0,0,0.5,15.33,21,2,9,0,11,17,14,1.96
2024,64596,김유영,LG,3.78,53,1,2,1,6,0.333,47.66,50,2,16,4,42,27,20,1.38
2024,50157,김윤식,LG,12,1,0,0,0,0,,3.00,7,0,1,0,1,4,4,2.67
2024,65411,김주온,LG,15.43,2,0,0,0,0,,4.66,8,2,3,0,4,8,8,2.36
2024,75867,김진성,LG,3.97,71,3,3,1,27,0.5,70.33,62,11,23,7,61,34,31,1.21
2024,51154,김진수,LG,6.75,8,0,1,0,0,0,13.33,17,3,4,0,6,10,10,1.58
2024,53139,박명근,LG,6.39,33,2,2,1,8,0.5,25.33,29,6,12,3,13,20,18,1.62
2024,65109,백승현,LG,9.11,36,2,1,2,1,0.667,26.66,33,3,22,2,14,28,27,2.06
2024,68159,성동현,LG,0,2,0,0,0,0,,2.00,0,0,3,0,1,0,0,1.5
2024,67143,손주영,LG,3.79,28,9,10,0,1,0.474,144.66,157,11,54,10,112,71,61,1.46
2024,54119,에르난데스,LG,4.02,11,3,2,1,1,0.6,47.00,41,5,16,2,55,21,21,1.21
2024,54134,엔스,LG,4.19,30,13,6,0,0,0.684,167.66,169,16,50,6,157,84,78,1.31
2024,51526,우강훈,LG,3.09,14,1,0,0,0,1,11.66,11,0,8,6,10,6,4,1.63
2024,50106,유영찬,LG,2.97,62,7,5,26,1,0.583,63.66,61,2,30,3,77,24,21,1.43
2024,63961,윤호솔,LG,4.15,7,0,0,0,0,,4.33,4,0,8,0,5,2,2,2.77
2024,51110,이믿음,LG,15.75,1,0,1,0,0,0,4.00,11,0,4,0,2,7,7,3.75
2024,69168,이상영,LG,3.31,8,0,1,0,1,0,16.33,15,1,8,4,8,6,6,1.41
2024,61145,이우찬,LG,8.82,42,3,2,0,6,0.6,33.66,42,2,30,1,31,35,33,2.14
2024,50904,이종준,LG,4.15,27,1,2,0,1,0.333,26.00,26,4,16,0,28,13,12,1.62
2024,69108,이지강,LG,4.53,46,2,3,1,1,0.4,53.66,61,5,26,2,39,35,27,1.62
2024,69113,임준형,LG,6.59,18,0,0,0,0,,13.66,16,2,4,3,13,10,10,1.46
2024,61101,임찬규,LG,3.83,25,10,6,0,1,0.625,134.00,144,12,42,5,136,58,57,1.39
2024,69159,정우영,LG,4.76,27,2,1,0,3,0.667,22.66,31,0,11,6,17,15,12,1.85
2024,54149,정지헌,LG,11.68,17,0,0,0,1,,12.33,19,2,11,3,11,18,16,2.43
2024,54148,진우영,LG,4.7,6,0,0,0,0,,7.66,8,1,4,0,6,4,4,1.57
2024,79140,최동환,LG,6.95,26,0,1,0,2,0,22.00,35,4,9,0,14,18,17,2
2024,65320,최원태,LG,4.26,24,9,7,0,0,0.563,126.66,126,10,57,5,103,66,60,1.44
2024,69103,켈리,LG,4.51,19,5,8,0,0,0.385,113.66,131,13,25,6,69,65,57,1.37
2024,63248,함덕주,LG,5.4,15,0,1,0,3,0,11.66,13,2,7,1,8,7,7,1.71
2024,63543,구승민,롯데,4.84,66,5,3,0,13,0.625,57.66,68,6,35,6,62,37,31,1.79
2024,65522,김강현,롯데,3.55,26,0,0,0,0,,25.33,28,2,18,2,24,13,10,1.82
2024,68585,김도규,롯데,9,5,0,1,0,0,0,4.00,5,0,6,2,5,4,4,2.75
2024,76430,김상수,롯데,4.15,74,8,4,2,17,0.667,73.66,71,5,26,5,56,40,34,1.32
2024,62528,김원중,롯데,3.55,56,3,6,25,0,0.333,63.33,59,4,31,1,68,27,25,1.42
2024,51516,김진욱,롯데,5.31,19,4,3,0,0,0.571,84.66,89,13,44,3,87,54,50,1.57
2024,67539,나균안,롯데,8.51,26,4,7,0,0,0.364,73.00,114,15,47,5,74,73,69,2.21
2024,64021,박세웅,롯데,4.78,30,6,11,0,0,0.353,173.33,188,13,56,11,124,103,92,1.41
2024,54503,박준우,롯데,9,2,0,0,0,0,,2.00,3,0,1,0,1,2,2,2
2024,69594,박진,롯데,4.38,38,2,4,1,0,0.333,49.33,60,4,11,2,35,28,24,1.44
2024,63512,박진형,롯데,4.26,7,0,0,0,0,,6.33,6,0,1,1,4,3,3,1.11
2024,52528,반즈,롯데,3.35,25,9,6,0,0,0.6,150.66,140,18,46,5,171,59,56,1.23
2024,52528,반즈,롯데,3.35,25,9,6,0,0,0.6,150.66,140,18,46,5,171,59,56,1.23
2024,51594,송재영,롯데,10.8,19,0,1,1,3,0,8.33,9,2,5,1,9,10,10,1.68
2024,53546,윌커슨,롯데,3.84,32,12,8,0,0,0.6,196.66,210,18,27,2,167,90,84,1.21
2024,53546,윌커슨,롯데,3.84,32,12,8,0,0,0.6,196.66,210,18,27,2,167,90,84,1.21
2024,67588,윤성빈,롯데,45,1,0,1,0,0,0,1.00,4,1,2,0,1,5,5,6
2024,52530,이민석,롯데,7.26,18,0,2,0,1,0,31.00,38,3,25,2,20,27,25,2.03
2024,64565,이인복,롯데,9.55,8,0,3,0,0,0,33.00,49,10,13,3,20,35,35,1.88
2024,62611,임준섭,롯데,7.94,24,0,0,0,2,,11.33,12,0,11,3,3,11,10,2.03
2024,54561,전미르,롯데,5.88,36,1,5,1,5,0.167,33.66,33,4,21,1,34,28,22,1.6
2024,51546,정우준,롯데,4.32,8,0,0,0,0,,8.33,10,2,7,0,5,4,4,2.04
2024,54537,정현수,롯데,4.56,18,1,1,0,1,0.5,23.66,20,0,12,2,25,12,12,1.35
2024,52558,진승현,롯데,8.53,7,0,1,0,0,0,6.33,7,0,5,0,5,6,6,1.89
2024,76650,진해수,롯데,6.18,54,2,1,0,5,0.667,27.66,36,5,10,3,22,21,19,1.66
