YEAR,PLAYER_ID,PLAYER_NAME,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+
2022,52712,터크먼,9.90%,16.00%,0.62,0.366,0.428,0.794,0.139,5.2,0.334,-1.1,92,16.9,0.365,122
2022,69209,페르난데스,6.40%,8.20%,0.78,0.353,0.4,0.752,0.091,1.1,0.327,-0.3,71,7.3,0.348,111
2022,52366,푸이그,10.60%,18.30%,0.58,0.367,0.474,0.841,0.197,2.8,0.309,-0.4,86,22.6,0.384,135
2022,51463,피렐라,8.70%,12.90%,0.68,0.411,0.565,0.976,0.223,5.2,0.361,0.5,124,50.9,0.435,169
2022,52526,피터스,7.30%,21.80%,0.34,0.299,0.402,0.701,0.174,3.1,0.257,-0.4,39,-2.7,0.321,94
2022,62700,하주석,6.40%,26.10%,0.25,0.309,0.342,0.651,0.083,5.5,0.347,0.8,46,-10.3,0.303,82
2022,68525,한동희,6.60%,12.80%,0.52,0.359,0.458,0.817,0.151,0.7,0.33,-0.3,74,16,0.372,127
2022,62895,한유섬,12.10%,25.10%,0.48,0.372,0.478,0.851,0.214,2.1,0.328,-0.5,86,23,0.385,136
2022,79240,허경민,7.30%,8.10%,0.9,0.36,0.398,0.759,0.109,3.9,0.299,0.5,65,7.7,0.351,113
2022,66108,홍창기,11.20%,14.30%,0.79,0.39,0.355,0.745,0.069,6.1,0.339,0.8,72,10.5,0.357,117
2022,65610,황대인,6.90%,17.60%,0.39,0.315,0.401,0.716,0.145,0.6,0.288,-0.3,60,-1.2,0.328,98
2022,50500,황성빈,6.20%,15.60%,0.4,0.341,0.366,0.707,0.072,6.2,0.35,-3.2,41,-0.4,0.329,99
2022,76313,황재균,9.10%,17.00%,0.54,0.335,0.38,0.715,0.118,4,0.306,-0.2,67,-0.3,0.33,100
2023,74540,강민호,9.90%,13.10%,0.75,0.366,0.445,0.811,0.154,3.2,0.307,0.4,73,14.9,0.375,125
2023,68050,강백호,11.40%,20.30%,0.56,0.347,0.416,0.763,0.151,4.1,0.311,0.4,35,3.2,0.352,110
2023,63123,강승호,5.90%,24.00%,0.25,0.316,0.387,0.703,0.122,6.5,0.341,-0.1,51,-2.7,0.329,95
2023,64610,강한울,8.30%,22.50%,0.37,0.282,0.269,0.551,0.052,4.7,0.288,-1.2,15,-13.1,0.265,54
2023,69517,고승민,13.60%,20.80%,0.66,0.331,0.318,0.649,0.094,5.6,0.285,0.1,30,-6,0.311,83
2023,61353,고종욱,4.90%,20.30%,0.24,0.329,0.393,0.721,0.096,2.7,0.365,-0.7,34,0.1,0.337,100
2023,53506,구드럼,11.40%,22.90%,0.5,0.373,0.387,0.76,0.092,1.9,0.389,-0.2,27,3.3,0.357,114
2023,62404,구자욱,10.30%,15.70%,0.65,0.407,0.494,0.902,0.159,4.1,0.387,0.3,93,31.9,0.417,153
2023,63963,권희동,13.10%,13.40%,0.98,0.388,0.405,0.792,0.12,2.5,0.315,0.2,55,11.5,0.376,126
2023,52605,김도영,9.90%,16.10%,0.61,0.371,0.453,0.824,0.15,8.3,0.349,3,59,13.2,0.381,129
2023,53344,김동헌,7.00%,22.70%,0.31,0.318,0.308,0.626,0.066,2.9,0.312,-0.2,22,-6.1,0.303,78
2023,53554,김민석,6.80%,24.70%,0.28,0.314,0.338,0.652,0.083,5.1,0.341,1.6,44,-9.5,0.309,82
2023,77564,김민성,7.90%,18.40%,0.43,0.327,0.379,0.705,0.129,2.7,0.288,-0.3,37,-0.5,0.334,99
2023,62864,김민식,9.70%,17.90%,0.54,0.302,0.316,0.618,0.098,2,0.257,-0.2,28,-9.7,0.296,74
2023,64004,김민혁,8.00%,10.70%,0.75,0.356,0.385,0.741,0.088,5.8,0.328,0.1,57,4.6,0.35,109
2023,79402,김상수,10.70%,13.30%,0.81,0.353,0.339,0.692,0.068,3.1,0.312,-2,59,-0.9,0.334,98
2023,78603,김선빈,8.00%,5.50%,1.46,0.381,0.358,0.739,0.038,2.3,0.338,-0.3,62,6.7,0.355,112
2023,62934,김성욱,7.80%,30.90%,0.25,0.303,0.38,0.683,0.156,5.4,0.306,0.6,22,-2.2,0.322,91
2023,67449,김성윤,5.10%,12.90%,0.4,0.354,0.404,0.759,0.09,8.4,0.352,2.1,36,3.5,0.353,111
2023,76802,김성현,8.20%,10.20%,0.81,0.328,0.323,0.651,0.055,3.3,0.298,0.1,35,-6.8,0.311,84
2023,66715,김인환,9.60%,24.90%,0.38,0.301,0.338,0.64,0.114,2.1,0.287,-0.1,33,-9.5,0.302,78
2023,74206,김재호,9.90%,7.90%,1.25,0.376,0.372,0.749,0.089,3.7,0.302,0.5,40,4.9,0.357,114
2023,78224,김재환,14.90%,20.70%,0.72,0.343,0.331,0.674,0.111,2.3,0.266,0,53,-3.8,0.326,93
2023,51907,김주원,9.30%,22.40%,0.42,0.328,0.34,0.668,0.107,5.7,0.289,1.4,50,-5.4,0.322,90
2023,63920,김준완,11.60%,25.30%,0.46,0.315,0.259,0.574,0.037,1.8,0.311,-0.2,18,-8.8,0.285,67
2023,50458,김지찬,13.50%,10.10%,1.33,0.408,0.33,0.738,0.038,6.4,0.331,1.8,50,7.9,0.365,119
2023,78122,김태군,4.40%,8.20%,0.54,0.305,0.308,0.614,0.049,2.7,0.279,-0.3,29,-11.6,0.292,71
2023,66704,김태연,9.60%,21.10%,0.46,0.337,0.363,0.7,0.102,3.4,0.323,0.4,32,-1.1,0.331,97
2023,64984,김태진,2.40%,11.00%,0.22,0.295,0.303,0.598,0.025,1.3,0.309,-0.2,16,-8.7,0.282,65
2023,76290,김현수,10.50%,9.60%,1.09,0.365,0.384,0.749,0.091,2.6,0.314,-0.5,72,6.5,0.352,110
2023,51417,김현준,6.30%,17.50%,0.36,0.327,0.346,0.673,0.072,5.3,0.332,-1.5,50,-6.1,0.32,89
2023,67304,김혜성,9.20%,12.30%,0.75,0.397,0.447,0.845,0.112,6.8,0.376,3.1,100,27,0.393,137
2023,51344,김휘집,11.00%,22.30%,0.49,0.338,0.374,0.712,0.125,1.3,0.31,-0.3,52,0.4,0.337,101
2023,62947,나성범,10.30%,14.20%,0.72,0.427,0.671,1.098,0.306,2.8,0.366,-0.2,60,29.8,0.49,200
2023,69737,노시환,12.40%,19.80%,0.63,0.388,0.541,0.929,0.243,2.6,0.332,-0.5,109,39.2,0.422,156
2023,62931,노진혁,11.50%,21.50%,0.54,0.347,0.377,0.724,0.12,4.6,0.328,0.7,48,2,0.343,104
2023,53327,도슨,6.90%,15.70%,0.44,0.398,0.454,0.853,0.118,6.2,0.389,0.7,43,12.2,0.397,140
2023,66965,도태훈,12.60%,15.90%,0.79,0.376,0.322,0.698,0.088,3.3,0.273,-0.3,38,2.4,0.347,107
2023,50350,러셀,7.20%,16.60%,0.44,0.34,0.403,0.743,0.116,2.8,0.333,0,30,1.9,0.347,107
2023,52547,렉스,12.00%,23.10%,0.52,0.338,0.345,0.682,0.099,2.9,0.313,-0.6,25,-2.2,0.324,92
2023,53211,로하스,11.90%,14.70%,0.81,0.345,0.474,0.819,0.221,2.7,0.26,-0.8,69,14,0.375,126
2023,62234,류지혁,8.80%,14.00%,0.63,0.34,0.31,0.65,0.042,5.8,0.312,3.5,53,-8.7,0.315,86
2023,53955,마틴,11.30%,21.30%,0.53,0.36,0.455,0.815,0.172,4.8,0.33,1.3,74,14.9,0.375,125
2023,69102,문보경,10.80%,15.20%,0.71,0.378,0.449,0.828,0.148,5.1,0.345,-2,83,19.9,0.384,131
2023,64007,문상철,4.80%,24.50%,0.2,0.298,0.414,0.712,0.155,2.7,0.318,0,36,-2.7,0.326,93
2023,68119,문성주,12.50%,6.20%,2,0.393,0.374,0.768,0.078,5.8,0.313,-1.2,76,13.4,0.369,121
2023,53764,문현빈,6.90%,17.50%,0.39,0.324,0.362,0.686,0.096,4.2,0.317,0.2,51,-5.1,0.322,91
2023,79215,박건우,10.50%,13.30%,0.79,0.397,0.48,0.877,0.162,3.7,0.349,-1.2,91,28.4,0.406,145
2023,73113,박경수,13.60%,20.80%,0.65,0.315,0.286,0.601,0.086,0.6,0.261,-0.2,19,-6.9,0.296,73
2023,79365,박동원,10.30%,18.90%,0.54,0.337,0.447,0.784,0.195,1.8,0.271,-0.8,65,8.6,0.36,115
2023,62907,박민우,7.90%,11.20%,0.7,0.381,0.405,0.786,0.088,7.3,0.356,2.2,73,12.9,0.369,121
2023,75125,박병호,9.30%,23.10%,0.4,0.357,0.443,0.8,0.16,2.1,0.339,0,71,12.9,0.37,122
2023,67893,박성한,11.00%,10.60%,1.04,0.347,0.366,0.713,0.1,2.8,0.284,0.1,63,1.2,0.339,102
2023,62244,박세혁,10.60%,15.20%,0.7,0.307,0.347,0.654,0.136,4.5,0.232,-0.4,28,-5.2,0.313,85
2023,62802,박승욱,10.40%,25.70%,0.4,0.364,0.369,0.733,0.083,6.3,0.407,1,43,3.5,0.35,109
2023,64646,박찬호,7.90%,11.00%,0.71,0.356,0.378,0.734,0.077,6.6,0.333,2.2,64,4.1,0.347,107
2023,62415,박해민,8.10%,13.30%,0.61,0.35,0.36,0.71,0.075,5.7,0.327,-0.3,67,1.1,0.339,102
2023,64166,배정대,10.50%,21.10%,0.5,0.356,0.347,0.703,0.071,4.8,0.353,1,43,0,0.336,100
2023,69727,변우혁,10.20%,32.70%,0.31,0.314,0.35,0.664,0.125,1.2,0.319,-0.2,23,-3.4,0.317,87
2023,69995,서호철,4.60%,11.70%,0.39,0.329,0.38,0.709,0.096,4,0.313,-1.6,50,-1.2,0.333,98
2023,52630,소크라테스,8.60%,13.20%,0.65,0.344,0.463,0.806,0.177,5.3,0.299,0,87,14.9,0.368,121
2023,77532,손아섭,8.20%,11.00%,0.75,0.392,0.44,0.832,0.102,5.5,0.375,1,96,24.3,0.388,134
2023,65357,송성문,8.90%,8.70%,1.03,0.325,0.358,0.683,0.095,3.3,0.276,-0.1,45,-6.4,0.317,88
2023,65207,신민재,8.80%,10.30%,0.85,0.344,0.309,0.652,0.032,7.2,0.312,-0.4,34,-5,0.317,87
2023,50202,안권수,9.70%,12.90%,0.75,0.341,0.321,0.662,0.052,5.6,0.306,-0.2,32,-4.2,0.318,88
2023,79608,안치홍,9.90%,10.70%,0.92,0.374,0.4,0.774,0.108,2.8,0.314,-1.1,69,10.8,0.365,119
2023,52009,알포드,8.60%,25.60%,0.34,0.356,0.456,0.813,0.167,6.2,0.375,1.7,81,16.8,0.376,126
2023,64153,양석환,7.00%,22.90%,0.31,0.332,0.452,0.784,0.174,3.1,0.328,0.4,78,9.7,0.358,114
2023,76232,양의지,11.20%,11.00%,1.02,0.396,0.474,0.87,0.169,3.2,0.317,0.9,85,25.2,0.401,142
2023,53827,에레디아,7.40%,14.30%,0.52,0.384,0.46,0.844,0.137,3.7,0.363,-1.4,84,22.4,0.392,136
2023,53123,오스틴,9.20%,13.00%,0.71,0.377,0.516,0.892,0.202,4.5,0.327,-0.3,99,31.3,0.407,146
2023,68904,오영수,7.10%,23.10%,0.31,0.305,0.346,0.651,0.111,3.7,0.296,-0.8,23,-5.4,0.307,81
2023,64504,오윤석,5.80%,19.70%,0.3,0.313,0.387,0.7,0.136,4.7,0.305,0,25,-1.5,0.327,94
2023,75334,오재일,11.80%,30.20%,0.39,0.302,0.356,0.658,0.152,1.8,0.269,0,36,-6.8,0.312,84
2023,79109,오지환,12.70%,16.50%,0.77,0.37,0.394,0.764,0.126,5.3,0.312,-0.4,69,10.5,0.364,118
2023,60558,오태곤,5.90%,22.00%,0.27,0.293,0.375,0.668,0.136,7.1,0.289,3.4,30,-5.8,0.312,84
2023,53716,윌리엄스,2.90%,23.10%,0.13,0.275,0.403,0.678,0.159,2.4,0.286,-0.4,27,-5.3,0.311,84
2023,61102,유강남,9.20%,15.90%,0.58,0.342,0.384,0.725,0.122,2,0.291,-0.6,49,2,0.343,104
2023,52591,윤동희,6.60%,16.30%,0.41,0.333,0.354,0.687,0.067,2.8,0.34,-2.3,46,-3.8,0.325,92
2023,63905,윤형준,4.20%,24.60%,0.17,0.291,0.385,0.676,0.133,2.7,0.316,-0.4,24,-4.2,0.313,85
2023,65703,이도윤,5.20%,15.90%,0.33,0.302,0.317,0.619,0.065,5.6,0.304,0.5,30,-11.1,0.294,73
2023,63260,이우성,7.80%,20.30%,0.38,0.363,0.417,0.78,0.115,3.5,0.368,0.8,55,8,0.362,117
2023,75566,이원석,9.90%,19.40%,0.51,0.326,0.298,0.624,0.052,0.9,0.307,-0.7,32,-8.8,0.303,78
2023,67207,이유찬,8.40%,21.30%,0.39,0.316,0.31,0.626,0.067,7,0.314,1,22,-6.2,0.302,78
2023,52415,이재현,9.70%,16.50%,0.58,0.33,0.378,0.707,0.129,3.7,0.281,-0.7,62,-0.9,0.334,99
2023,67341,이정후,12.70%,5.90%,2.13,0.406,0.455,0.86,0.136,4.1,0.324,-0.4,63,17.7,0.396,139
2023,50167,이주형,7.80%,21.80%,0.36,0.39,0.507,0.897,0.181,5.8,0.405,0,42,13.7,0.41,148
2023,79456,이지영,5.10%,16.70%,0.31,0.291,0.294,0.585,0.047,3.3,0.303,-0.4,17,-10.1,0.28,63
2023,66657,이진영,12.60%,30.10%,0.42,0.344,0.394,0.738,0.145,3.9,0.35,0.7,54,4,0.349,108
2023,64560,이창진,12.00%,15.50%,0.77,0.362,0.389,0.751,0.119,6.1,0.313,0.7,38,4.1,0.355,112
2023,78135,이형종,10.50%,21.10%,0.5,0.33,0.324,0.653,0.106,2.2,0.279,-0.3,38,-5.6,0.317,87
2023,68504,이호연,6.80%,17.50%,0.39,0.339,0.354,0.693,0.075,4.6,0.331,-0.2,27,-1,0.331,96
2023,64346,임병욱,4.50%,33.60%,0.14,0.292,0.405,0.697,0.146,6.2,0.367,0.7,23,-2.7,0.321,90
2023,64340,임지열,11.40%,26.10%,0.44,0.35,0.365,0.715,0.109,2.1,0.343,0,30,1.2,0.343,104
2023,78548,장성우,9.10%,15.10%,0.6,0.351,0.422,0.773,0.134,1.2,0.318,-0.6,63,8.3,0.36,115
2023,78513,전준우,9.30%,11.60%,0.8,0.381,0.471,0.852,0.158,4.6,0.328,0.3,90,24,0.392,136
2023,79231,정수빈,11.00%,10.80%,1.02,0.375,0.371,0.746,0.084,7.8,0.324,3.7,78,9.2,0.357,113
2023,68743,정은원,13.50%,15.90%,0.85,0.333,0.268,0.601,0.046,3.2,0.268,-0.5,41,-12.7,0.3,76
2023,60523,정훈,11.20%,16.70%,0.67,0.358,0.438,0.796,0.159,4.2,0.316,0.2,33,5.9,0.369,122
2023,66209,조수행,9.20%,15.30%,0.61,0.298,0.251,0.549,0.032,7.6,0.26,2.5,17,-12.2,0.272,58
2023,79192,채은성,8.70%,17.10%,0.51,0.351,0.428,0.779,0.165,1.3,0.286,-0.5,81,11.2,0.361,116
2023,66606,최원준,11.30%,14.20%,0.79,0.338,0.328,0.666,0.076,6.2,0.298,0.3,29,-3,0.322,91
2023,78288,최재훈,13.40%,11.50%,1.17,0.392,0.294,0.686,0.046,1.1,0.286,-0.7,52,3.3,0.347,107
2023,75847,최정,10.70%,15.80%,0.68,0.388,0.548,0.936,0.251,3.7,0.307,-0.3,102,36.8,0.423,157
2023,76267,최주환,9.20%,19.70%,0.47,0.31,0.43,0.74,0.195,0.9,0.254,-0.3,57,1.1,0.339,102
2023,50854,최지훈,5.80%,9.90%,0.58,0.315,0.357,0.672,0.089,7.8,0.297,3,52,-7.6,0.317,87
2023,72443,최형우,12.80%,16.30%,0.78,0.4,0.487,0.887,0.186,1.7,0.337,-0.5,89,29.2,0.411,149
2023,51817,추신수,14.10%,17.10%,0.82,0.377,0.395,0.772,0.144,3.9,0.287,-0.5,66,11.7,0.369,122
2023,51463,피렐라,6.90%,11.40%,0.61,0.339,0.425,0.764,0.14,2.9,0.302,-0.9,79,7.8,0.353,111
2023,69813,하재훈,8.30%,23.10%,0.36,0.374,0.468,0.842,0.164,6.7,0.378,2,36,9.3,0.389,135
2023,68525,한동희,7.40%,16.40%,0.45,0.279,0.304,0.583,0.082,1.8,0.253,-0.9,26,-15.8,0.278,62
2023,62895,한유섬,8.80%,20.90%,0.42,0.355,0.393,0.748,0.12,3,0.333,-0.4,50,4.8,0.352,110
2023,79240,허경민,7.40%,5.50%,1.35,0.326,0.371,0.697,0.105,3.9,0.267,0.2,52,-3.7,0.326,93
2023,66108,홍창기,13.30%,12.90%,1.04,0.443,0.412,0.854,0.079,4.8,0.389,-5.3,111,35.5,0.409,147
2023,76313,황재균,9.80%,14.00%,0.7,0.366,0.413,0.778,0.118,3.7,0.337,-1,64,10.4,0.366,119
2024,74540,강민호,7.70%,11.50%,0.67,0.365,0.496,0.861,0.194,2.9,0.305,0.3,73,11.8,0.38,119
2024,68050,강백호,9.60%,20.70%,0.46,0.36,0.48,0.84,0.191,3.3,0.333,-0.2,95,12,0.373,115
2024,63123,강승호,5.70%,27.90%,0.2,0.328,0.476,0.804,0.196,7,0.367,0.5,77,0.8,0.352,101
2024,51868,고명준,6.80%,24.60%,0.28,0.303,0.385,0.689,0.135,1.9,0.31,-1.5,38,-11.9,0.312,76
2024,69517,고승민,7.70%,14.70%,0.53,0.358,0.476,0.834,0.168,4.9,0.338,-1.3,81,9.3,0.37,113
2024,54344,고영우,9.70%,24.50%,0.39,0.329,0.319,0.648,0.063,2.4,0.349,-0.2,28,-11.1,0.306,72
2024,69100,구본혁,9.80%,13.10%,0.75,0.335,0.327,0.662,0.071,4.9,0.293,-0.6,40,-12.5,0.313,76
2024,62404,구자욱,9.70%,12.90%,0.75,0.417,0.627,1.044,0.284,4.4,0.346,0.3,126,48.9,0.45,164
2024,63963,권희동,15.10%,12.30%,1.22,0.417,0.452,0.868,0.151,3.5,0.324,0.4,90,21.2,0.398,131
2024,53312,김건희,6.40%,29.00%,0.22,0.3,0.418,0.718,0.161,1,0.333,-0.2,31,-7.6,0.319,80
2024,66112,김기연,7.80%,16.60%,0.47,0.337,0.377,0.714,0.099,1.8,0.32,-1.2,33,-5.3,0.328,86
2024,52605,김도영,10.60%,17.60%,0.6,0.42,0.647,1.067,0.3,8.9,0.375,5.6,141,56.9,0.456,167
2024,53554,김민석,4.90%,25.10%,0.19,0.269,0.298,0.568,0.07,5.1,0.304,-0.5,15,-14.6,0.262,52
2024,64004,김민혁,8.90%,11.50%,0.78,0.41,0.419,0.829,0.066,4,0.399,-0.5,64,11.2,0.383,121
2024,79402,김상수,8.80%,14.00%,0.63,0.351,0.379,0.73,0.103,5,0.319,-0.7,53,-4.1,0.339,93
2024,78603,김선빈,6.40%,8.40%,0.77,0.38,0.447,0.827,0.118,2.9,0.347,0.2,74,10.7,0.377,117
2024,62934,김성욱,7.50%,19.20%,0.39,0.291,0.38,0.671,0.176,5.8,0.21,-0.1,39,-16.3,0.304,71
2024,52430,김영웅,8.80%,30.50%,0.29,0.321,0.485,0.806,0.232,5.1,0.314,0.5,70,1.4,0.353,102
2024,62332,김재현,4.30%,19.30%,0.22,0.297,0.281,0.579,0.038,2.2,0.306,-0.5,23,-21.1,0.275,52
2024,78224,김재환,11.40%,30.40%,0.38,0.368,0.525,0.893,0.243,1.9,0.367,-0.6,93,18.7,0.389,125
2024,51907,김주원,10.70%,23.40%,0.46,0.371,0.379,0.75,0.127,5.6,0.326,0,65,0.8,0.352,101
2024,50458,김지찬,11.20%,7.50%,1.5,0.405,0.384,0.789,0.068,7.5,0.341,6,82,9.9,0.371,114
2024,78122,김태군,4.40%,8.90%,0.5,0.328,0.383,0.711,0.119,1.1,0.268,-0.2,31,-5.3,0.327,85
2024,66704,김태연,9.50%,18.90%,0.51,0.363,0.436,0.798,0.145,3.1,0.342,-0.3,69,5,0.362,108
2024,64984,김태진,3.50%,13.40%,0.26,0.249,0.286,0.534,0.063,4.6,0.258,-0.1,9,-18.8,0.242,31
2024,61404,김헌곤,7.10%,16.10%,0.44,0.358,0.434,0.792,0.132,4.1,0.341,-0.4,45,2.6,0.36,106
2024,76290,김현수,8.10%,13.00%,0.62,0.357,0.418,0.775,0.124,3.9,0.326,0.3,80,0.9,0.352,101
2024,51417,김현준,5.40%,23.90%,0.22,0.279,0.29,0.568,0.066,5.4,0.299,0.3,13,-14.9,0.266,46
2024,68912,김형준,10.90%,34.80%,0.31,0.285,0.373,0.658,0.178,0.9,0.261,-0.2,37,-18.7,0.298,67
2024,67304,김혜성,8.30%,10.90%,0.76,0.383,0.458,0.84,0.132,6.6,0.35,2.7,90,13.8,0.378,118
2024,51344,김휘집,9.30%,21.20%,0.44,0.337,0.41,0.747,0.152,3.6,0.305,-1,70,-5.8,0.338,92
2024,62947,나성범,9.00%,23.10%,0.39,0.357,0.511,0.868,0.219,1.8,0.336,-0.3,68,10.9,0.38,119
2024,51551,나승엽,14.10%,17.00%,0.83,0.411,0.469,0.88,0.157,3.5,0.37,-0.2,87,20.5,0.399,131
2024,69737,노시환,10.00%,21.50%,0.47,0.356,0.454,0.81,0.183,4.5,0.316,0.8,86,4.7,0.359,106
2024,54944,데이비슨,6.90%,25.00%,0.27,0.37,0.633,1.003,0.327,2.1,0.334,-0.8,113,36.6,0.425,148
2024,53327,도슨,9.10%,12.60%,0.72,0.399,0.508,0.906,0.178,3.7,0.361,-0.9,79,20.7,0.406,136
2024,52025,라모스,7.80%,17.20%,0.45,0.36,0.482,0.843,0.177,4,0.344,-1.1,54,6.7,0.373,114
2024,54529,레이예스,7.30%,13.00%,0.56,0.394,0.51,0.904,0.159,4.2,0.383,0.5,113,27.6,0.401,132
2024,67025,로하스,13.10%,17.20%,0.77,0.421,0.568,0.989,0.24,2.7,0.364,-0.6,138,47.4,0.432,152
2024,62234,류지혁,9.50%,20.10%,0.47,0.341,0.325,0.666,0.066,5.2,0.325,0,37,-10.1,0.316,79
2024,54424,맥키넌,12.40%,10.50%,1.18,0.381,0.386,0.767,0.092,1.8,0.319,-0.1,44,1.1,0.354,103
2024,69102,문보경,10.80%,18.60%,0.58,0.372,0.507,0.879,0.206,3.7,0.337,-1.9,100,18.3,0.385,122
2024,64007,문상철,11.20%,21.30%,0.52,0.351,0.435,0.786,0.179,3.5,0.291,0.4,56,1.4,0.354,103
2024,68119,문성주,13.60%,10.50%,1.29,0.411,0.38,0.791,0.066,4.9,0.356,-1.1,56,7.6,0.374,116
2024,53764,문현빈,8.30%,18.30%,0.45,0.34,0.412,0.752,0.135,3.5,0.328,-2,37,-2.5,0.34,94
2024,79215,박건우,9.10%,14.90%,0.61,0.409,0.542,0.951,0.198,4.5,0.38,0.5,71,21.7,0.42,144
2024,79365,박동원,11.00%,22.50%,0.49,0.349,0.461,0.81,0.189,1.8,0.317,-0.1,71,4,0.359,106
2024,62907,박민우,10.20%,15.00%,0.68,0.406,0.446,0.853,0.118,5.8,0.38,2.6,89,17.6,0.389,125
2024,75125,박병호,11.60%,29.80%,0.39,0.333,0.449,0.781,0.217,3.3,0.279,0.5,55,0,0.35,100
2024,67893,박성한,11.30%,15.20%,0.74,0.38,0.411,0.791,0.11,4.1,0.343,0.7,82,6,0.362,108
2024,62802,박승욱,10.00%,25.60%,0.39,0.351,0.365,0.716,0.104,3.2,0.352,-1.9,56,-7.2,0.332,89
2024,66928,박준영,9.90%,27.40%,0.36,0.313,0.409,0.721,0.183,5.6,0.287,0.3,24,-4.4,0.326,84
2024,54805,박지환,4.80%,24.50%,0.2,0.317,0.386,0.703,0.11,6.3,0.355,0,27,-6.8,0.318,80
2024,64646,박찬호,8.30%,7.60%,1.09,0.363,0.386,0.75,0.08,4.6,0.324,-2.7,76,-2.3,0.345,97
2024,62415,박해민,8.30%,18.30%,0.46,0.336,0.359,0.695,0.095,7.7,0.315,2,61,-13.4,0.322,82
2024,64166,배정대,6.90%,23.60%,0.29,0.279,0.292,0.57,0.088,5.5,0.267,-0.3,19,-14.4,0.271,57
2024,64166,배정대,10.60%,24.10%,0.44,0.355,0.394,0.748,0.119,3.5,0.359,-1.9,61,-2.8,0.343,96
2024,68305,변상권,4.70%,22.00%,0.22,0.289,0.342,0.631,0.091,1.6,0.305,-0.1,19,-12.3,0.288,61
2024,78168,서건창,14.50%,12.50%,1.16,0.416,0.404,0.82,0.094,4.7,0.356,-0.1,41,7.3,0.384,122
2024,69995,서호철,5.30%,17.80%,0.3,0.342,0.393,0.735,0.107,3.2,0.337,-1.6,70,-6.2,0.337,92
2024,52630,소크라테스,6.80%,15.10%,0.45,0.359,0.516,0.875,0.207,5,0.33,-0.2,98,17,0.383,121
2024,77532,손아섭,4.50%,18.30%,0.25,0.314,0.396,0.711,0.111,3.9,0.332,0,39,-9.2,0.32,81
2024,50150,손호영,4.00%,15.10%,0.26,0.354,0.538,0.892,0.221,5.5,0.338,-0.8,72,13.9,0.388,124
2024,65357,송성문,10.60%,13.60%,0.78,0.409,0.518,0.927,0.178,6,0.369,3.7,113,32.1,0.412,139
2024,65207,신민재,13.50%,9.90%,1.36,0.401,0.357,0.757,0.059,7.5,0.335,0.7,69,4.4,0.361,107
2024,79608,안치홍,9.20%,13.10%,0.7,0.37,0.427,0.797,0.127,2.3,0.327,-0.8,78,6.2,0.364,109
2024,64153,양석환,8.30%,21.60%,0.38,0.316,0.488,0.804,0.242,3.6,0.259,-0.8,81,0.7,0.351,101
2024,76232,양의지,8.20%,11.50%,0.71,0.379,0.479,0.858,0.165,2.5,0.325,-0.4,79,13,0.381,120
2024,53827,에레디아,4.70%,12.40%,0.38,0.399,0.538,0.937,0.177,2.7,0.382,-1.1,112,32.1,0.413,140
2024,53123,오스틴,10.10%,13.60%,0.74,0.384,0.573,0.957,0.254,4.5,0.319,-1.8,113,31.7,0.411,139
2024,64504,오윤석,9.00%,20.40%,0.44,0.369,0.489,0.857,0.195,4.3,0.349,-0.6,33,5.5,0.382,120
2024,75334,오재일,10.50%,25.70%,0.41,0.321,0.422,0.743,0.179,1.7,0.296,-0.2,41,-5.6,0.331,88
2024,79109,오지환,11.90%,24.80%,0.48,0.35,0.411,0.761,0.157,6.3,0.329,1.2,57,-0.6,0.349,99
2024,60558,오태곤,10.80%,25.30%,0.42,0.355,0.449,0.804,0.174,6.2,0.351,3.3,41,2.2,0.359,106
2024,52591,윤동희,10.90%,18.60%,0.59,0.376,0.453,0.829,0.16,4.4,0.347,-2.9,96,13.2,0.375,116
2024,65703,이도윤,7.00%,15.00%,0.46,0.332,0.333,0.665,0.057,5.3,0.326,-1,38,-12.6,0.311,75
2024,66409,이성규,8.70%,30.70%,0.28,0.339,0.5,0.839,0.258,5.9,0.293,0.6,54,5.9,0.369,112
2024,74163,이용규,13.70%,14.50%,0.94,0.429,0.372,0.8,0.066,4.2,0.367,-0.8,37,6.7,0.385,122
2024,63260,이우성,9.80%,19.80%,0.49,0.361,0.401,0.762,0.113,4.2,0.349,0.6,61,0.2,0.351,100
2024,67207,이유찬,8.40%,19.50%,0.43,0.341,0.364,0.705,0.087,5.5,0.343,0.1,30,-5.1,0.327,86
2024,52415,이재현,12.70%,18.10%,0.7,0.365,0.419,0.784,0.159,3.5,0.295,-0.4,65,3.5,0.359,106
2024,50167,이주형,9.10%,22.20%,0.41,0.352,0.402,0.754,0.135,5.6,0.33,0.8,71,-1.7,0.347,98
2024,79456,이지영,4.20%,8.10%,0.51,0.32,0.349,0.669,0.07,4.5,0.294,0.8,43,-15.1,0.309,74
2024,64560,이창진,18.20%,14.60%,1.25,0.401,0.33,0.731,0.068,3.4,0.31,-0.9,35,1.2,0.356,103
2024,78548,장성우,12.30%,17.60%,0.7,0.355,0.45,0.805,0.182,2.9,0.29,0.7,70,4.4,0.36,107
2024,66706,장진혁,8.90%,22.00%,0.4,0.335,0.412,0.747,0.149,5.5,0.321,-0.3,41,-2.9,0.34,93
