YEAR,PLAYER_ID,PLAYER_NAME,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+
2024,68205,전민재,6.20%,19.20%,0.32,0.301,0.298,0.6,0.052,5.3,0.301,-0.2,21,-16.5,0.281,56
2024,78513,전준우,10.10%,17.40%,0.58,0.369,0.485,0.854,0.191,3.4,0.327,-0.2,78,12.8,0.381,120
2024,79231,정수빈,11.70%,11.80%,0.99,0.376,0.361,0.737,0.076,7,0.319,3.7,81,-1.6,0.347,98
2024,54812,정준재,7.90%,20.40%,0.39,0.371,0.405,0.776,0.098,8.3,0.394,0.6,34,1.6,0.358,105
2024,60523,정훈,10.80%,19.40%,0.56,0.343,0.432,0.774,0.165,1.5,0.309,-0.5,44,-0.4,0.349,99
2024,60523,정훈,5.00%,20.00%,0.25,0.268,0.308,0.576,0.092,1.1,0.266,-0.2,13,-11,0.267,55
2024,66209,조수행,8.60%,13.90%,0.62,0.334,0.293,0.627,0.027,8.3,0.312,8.7,35,-16.6,0.3,68
2024,79192,채은성,9.80%,16.70%,0.59,0.351,0.463,0.815,0.193,1.8,0.29,-0.6,73,5.8,0.364,109
2024,50054,천성호,7.10%,16.90%,0.42,0.346,0.368,0.714,0.073,7.3,0.356,1.2,30,-4.3,0.331,88
2024,67905,천재환,5.50%,22.00%,0.25,0.335,0.405,0.739,0.121,5.8,0.352,0.5,29,-2.8,0.336,91
2024,66606,최원준,9.80%,13.00%,0.76,0.371,0.42,0.791,0.128,6,0.323,-0.5,74,5.4,0.363,108
2024,50707,최인호,10.20%,12.70%,0.81,0.367,0.395,0.762,0.11,5.9,0.324,0.4,33,0.5,0.352,101
2024,78288,최재훈,9.50%,16.70%,0.57,0.371,0.336,0.706,0.079,1.4,0.304,-0.3,44,-3.2,0.339,93
2024,75847,최정,10.00%,20.70%,0.48,0.384,0.594,0.978,0.303,4.6,0.306,0.2,108,33.8,0.422,146
2024,76267,최주환,8.60%,16.90%,0.51,0.325,0.39,0.715,0.133,1.6,0.288,-0.8,61,-12.3,0.324,83
2024,50854,최지훈,9.20%,13.10%,0.7,0.345,0.418,0.763,0.143,8,0.303,3.6,72,-1.7,0.346,98
2024,72443,최형우,10.70%,17.70%,0.6,0.361,0.499,0.86,0.219,3,0.301,-0.6,77,11.6,0.378,118
2024,51817,추신수,12.30%,22.50%,0.54,0.373,0.403,0.776,0.123,4.6,0.355,0.3,43,2,0.358,105
2024,54730,페라자,12.10%,24.70%,0.49,0.364,0.486,0.85,0.211,3,0.332,-1.3,82,11.5,0.376,116
2024,69813,하재훈,5.70%,28.40%,0.2,0.292,0.417,0.709,0.169,5.6,0.318,1.9,33,-9.9,0.314,77
2024,62895,한유섬,8.80%,27.20%,0.32,0.314,0.453,0.767,0.218,1.6,0.282,-0.8,65,-5.5,0.338,92
2024,68646,한준수,6.60%,15.20%,0.44,0.351,0.456,0.808,0.15,1.5,0.34,-0.2,45,2.4,0.359,106
2024,79240,허경민,7.50%,5.20%,1.44,0.384,0.427,0.811,0.118,3.8,0.312,0.1,74,9.1,0.372,114
2024,66108,홍창기,15.10%,14.60%,1.03,0.447,0.41,0.857,0.074,3.9,0.398,-3.9,115,29.3,0.403,134
2024,50500,황성빈,7.60%,13.80%,0.55,0.375,0.437,0.812,0.117,9.5,0.368,5.1,62,6.8,0.37,112
2024,54795,황영묵,8.00%,14.40%,0.55,0.365,0.372,0.738,0.072,4.5,0.351,-2.9,51,-1.9,0.344,96
2024,76313,황재균,6.30%,17.70%,0.36,0.309,0.383,0.692,0.124,2.4,0.297,-2.4,56,-16.5,0.314,77
2025,74540,강민호,8.20%,14.80%,0.55,0.336,0.417,0.754,0.148,2,0.293,-0.9,58,1.9,0.341,103
2025,68050,강백호,11.90%,17.30%,0.69,0.358,0.467,0.825,0.202,2.4,0.288,-1.7,56,10.8,0.373,124
2025,63123,강승호,6.00%,28.20%,0.21,0.302,0.372,0.674,0.136,6.9,0.318,1.2,40,-8.7,0.309,82
2025,51868,고명준,4.00%,19.80%,0.2,0.306,0.433,0.739,0.155,2.6,0.315,-0.1,59,-1.8,0.332,97
2025,69517,고승민,10.40%,15.40%,0.67,0.35,0.35,0.699,0.079,4.3,0.319,-0.1,63,-2.9,0.329,96
2025,69100,구본혁,9.10%,11.10%,0.82,0.364,0.353,0.716,0.067,4.6,0.326,-0.6,49,0.9,0.339,102
2025,62404,구자욱,11.90%,14.80%,0.8,0.402,0.516,0.918,0.197,4.1,0.351,-0.3,111,36.3,0.41,148
2025,51003,권동진,9.70%,29.40%,0.33,0.304,0.303,0.606,0.077,5.5,0.333,-0.1,26,-11.7,0.289,69
2025,63963,권희동,16.90%,17.50%,0.96,0.393,0.363,0.756,0.117,2.7,0.299,-1.7,66,10,0.364,118
2025,53312,김건희,3.80%,29.70%,0.13,0.27,0.345,0.615,0.102,3.5,0.342,-0.3,27,-15.2,0.281,64
2025,66614,김규성,9.50%,22.10%,0.43,0.313,0.301,0.614,0.067,4.5,0.296,-0.1,20,-7.4,0.294,73
2025,66112,김기연,7.80%,18.00%,0.43,0.307,0.315,0.622,0.068,2.2,0.297,-0.1,21,-8.3,0.293,72
2025,53554,김민석,4.90%,25.10%,0.19,0.269,0.298,0.568,0.07,5.1,0.304,-0.5,15,-14.6,0.262,52
2025,77564,김민성,13.00%,18.90%,0.69,0.353,0.346,0.699,0.103,1.5,0.299,-0.7,30,-0.8,0.332,97
2025,64004,김민혁,6.00%,9.80%,0.61,0.341,0.329,0.67,0.042,5.5,0.321,0.4,44,-6.5,0.317,87
2025,76430,김상수,12.30%,13.50%,0.91,0.349,0.335,0.684,0.082,2.6,0.283,-0.3,48,-3.9,0.325,93
2025,78603,김선빈,10.10%,11.40%,0.89,0.395,0.428,0.823,0.107,4,0.359,0.4,49,11.3,0.383,130
2025,67449,김성윤,12.10%,10.00%,1.2,0.419,0.474,0.892,0.143,7.7,0.364,1.5,97,31.6,0.41,148
2025,52430,김영웅,9.60%,28.70%,0.34,0.323,0.455,0.778,0.206,4.4,0.313,-0.1,66,5.2,0.349,109
2025,63257,김인태,16.00%,25.30%,0.63,0.356,0.328,0.683,0.115,2.3,0.29,-0.7,27,-0.8,0.332,97
2025,78224,김재환,14.00%,23.60%,0.59,0.354,0.404,0.758,0.163,4.4,0.295,0.1,54,4.5,0.35,109
2025,51907,김주원,10.10%,17.80%,0.57,0.379,0.451,0.83,0.161,8,0.34,3.3,98,22.4,0.381,130
2025,50458,김지찬,10.20%,11.80%,0.86,0.364,0.322,0.685,0.041,7,0.322,2.6,43,-2.1,0.329,95
2025,78122,김태군,6.20%,7.30%,0.85,0.331,0.373,0.704,0.114,1.6,0.262,-0.3,31,-2.1,0.326,94
2025,66704,김태연,6.80%,18.20%,0.37,0.329,0.34,0.669,0.079,3.6,0.319,-0.7,36,-5.3,0.317,87
2025,64984,김태진,6.60%,17.40%,0.38,0.281,0.341,0.622,0.108,3.2,0.268,-0.5,25,-12.3,0.285,67
2025,76290,김현수,11.60%,13.20%,0.88,0.384,0.422,0.806,0.124,2.9,0.331,0.1,84,16.9,0.375,125
2025,68912,김형준,10.80%,30.40%,0.36,0.32,0.414,0.735,0.182,3.8,0.3,0.2,51,0.4,0.337,101
2025,65653,김호령,8.90%,24.70%,0.36,0.359,0.434,0.793,0.151,6.2,0.378,1.6,55,8.6,0.365,119
2025,51344,김휘집,8.00%,17.80%,0.45,0.349,0.42,0.769,0.17,5.3,0.277,0.6,69,8.2,0.357,114
2025,62947,나성범,13.50%,25.50%,0.53,0.381,0.444,0.825,0.176,0.7,0.347,-0.4,49,10.9,0.381,129
2025,51551,나승엽,14.00%,16.60%,0.85,0.347,0.36,0.707,0.131,2.1,0.259,-0.4,47,-0.9,0.334,98
2025,69737,노시환,11.20%,20.00%,0.56,0.354,0.497,0.851,0.237,4.9,0.28,0.1,97,20.8,0.378,127
2025,54944,데이비슨,7.10%,26.90%,0.26,0.346,0.619,0.965,0.326,1.9,0.313,-0.2,81,27.8,0.416,152
2025,54400,디아즈,9.60%,15.90%,0.6,0.381,0.644,1.025,0.33,1.6,0.299,-0.4,129,52.5,0.441,169
2025,54529,레이예스,9.00%,10.30%,0.88,0.386,0.475,0.86,0.148,3.3,0.346,0.3,101,23.2,0.382,130
2025,67025,로하스,12.50%,18.50%,0.68,0.333,0.426,0.759,0.187,2,0.26,-0.6,49,2.5,0.344,105
2025,62234,류지혁,7.10%,15.70%,0.45,0.351,0.323,0.674,0.043,3.9,0.336,-1,51,-5.2,0.322,91
2025,55703,리베라토,8.40%,17.20%,0.49,0.366,0.524,0.891,0.211,4.3,0.347,-0.2,93,26.5,0.397,140
2025,69102,문보경,13.00%,17.80%,0.73,0.371,0.46,0.831,0.184,3.3,0.301,-0.5,94,19.7,0.377,127
2025,64007,문상철,12.00%,21.10%,0.57,0.325,0.347,0.672,0.133,3.5,0.252,-0.5,22,-3.1,0.318,88
2025,68119,문성주,10.00%,10.90%,0.92,0.375,0.375,0.749,0.069,3.1,0.336,-1.2,72,6.3,0.351,110
2025,53764,문현빈,6.40%,13.90%,0.46,0.37,0.453,0.822,0.133,4.7,0.353,0.1,89,17.3,0.373,124
2025,79215,박건우,10.60%,14.30%,0.75,0.37,0.427,0.797,0.138,3,0.322,-1,64,10.3,0.366,119
2025,79365,박동원,11.90%,23.70%,0.5,0.342,0.455,0.797,0.202,2.7,0.297,0.3,73,9.6,0.359,115
2025,62907,박민우,9.40%,13.70%,0.69,0.384,0.426,0.809,0.124,7.8,0.349,1.6,70,12.8,0.371,122
2025,75125,박병호,11.60%,30.20%,0.39,0.315,0.454,0.769,0.255,0.9,0.212,-0.2,31,2.3,0.349,108
2025,67893,박성한,14.70%,17.30%,0.85,0.384,0.381,0.765,0.106,3.4,0.331,-2.3,76,10.8,0.361,116
2025,69418,박승규,10.50%,21.50%,0.49,0.377,0.42,0.796,0.132,4.5,0.352,-1,30,5.6,0.371,123
2025,50357,박주홍,10.60%,25.40%,0.42,0.31,0.331,0.64,0.105,7.2,0.303,1.5,27,-7.8,0.302,77
2025,55252,박준순,3.40%,18.80%,0.18,0.307,0.379,0.687,0.096,6,0.338,0.8,31,-5.7,0.312,84
2025,64646,박찬호,10.40%,11.60%,0.9,0.363,0.359,0.721,0.072,5.5,0.319,2.1,74,1.9,0.34,103
2025,62415,박해민,12.50%,17.30%,0.72,0.379,0.346,0.725,0.07,6.6,0.341,3.1,71,4.9,0.348,107
2025,64166,배정대,6.90%,23.60%,0.29,0.279,0.292,0.57,0.088,5.5,0.267,-0.3,19,-14.4,0.271,57
2025,69995,서호철,2.70%,17.50%,0.16,0.301,0.335,0.636,0.068,4.5,0.315,-0.2,26,-9.5,0.295,73
2025,77532,손아섭,8.90%,14.20%,0.63,0.352,0.371,0.723,0.083,2.9,0.338,-2.2,50,-0.1,0.336,100
2025,50150,손호영,5.90%,17.60%,0.33,0.313,0.323,0.636,0.073,4.5,0.298,1,35,-10.7,0.3,77
2025,65357,송성문,10.50%,14.90%,0.71,0.387,0.53,0.917,0.214,6.2,0.341,3.4,116,37.8,0.41,148
2025,55013,스티븐슨,8.30%,25.60%,0.33,0.341,0.403,0.744,0.141,4.7,0.35,0.5,43,2.4,0.345,106
2025,65207,신민재,11.50%,10.60%,1.09,0.395,0.382,0.777,0.069,6.2,0.352,-1.6,78,12.7,0.366,119
2025,64006,심우준,6.20%,17.80%,0.35,0.287,0.3,0.587,0.069,6.9,0.279,1.5,21,-12.9,0.277,61
2025,66864,안상현,6.20%,29.40%,0.21,0.314,0.38,0.694,0.116,6.9,0.367,0.5,31,-3.8,0.32,89
2025,52001,안현민,15.60%,14.90%,1.04,0.448,0.57,1.018,0.235,5.1,0.362,0.3,104,45.4,0.455,177
2025,64153,양석환,8.20%,27.90%,0.29,0.32,0.401,0.72,0.153,2.5,0.326,-0.1,34,-1.5,0.33,96
2025,76232,양의지,9.70%,12.20%,0.79,0.406,0.533,0.939,0.196,2.5,0.353,-0.7,97,34.2,0.419,154
2025,55392,어준서,8.30%,20.80%,0.4,0.305,0.327,0.632,0.09,3.8,0.291,-0.2,32,-11.3,0.297,74
2025,53827,에레디아,7.50%,14.90%,0.5,0.398,0.491,0.888,0.152,1.3,0.377,-1.2,72,21.8,0.402,143
2025,50208,오명진,7.30%,25.30%,0.29,0.321,0.366,0.687,0.103,5.1,0.352,-0.7,40,-5.6,0.317,88
2025,69636,오선우,7.20%,33.30%,0.22,0.323,0.432,0.755,0.167,2.2,0.375,-1.3,60,2.5,0.343,104
2025,53123,오스틴,12.20%,12.40%,0.98,0.393,0.595,0.988,0.282,3.5,0.297,0.1,98,37,0.429,161
2025,79109,오지환,7.80%,24.40%,0.32,0.314,0.43,0.744,0.177,3.9,0.306,-1.6,58,0.2,0.337,100
2025,60558,오태곤,13.10%,25.80%,0.51,0.31,0.309,0.619,0.108,6.1,0.26,1.3,21,-7.1,0.297,75
2025,55645,위즈덤,10.70%,29.20%,0.37,0.321,0.535,0.856,0.3,3.9,0.257,0.2,74,15.3,0.376,126
2025,61102,유강남,7.40%,18.90%,0.39,0.352,0.383,0.734,0.109,1.3,0.329,-0.4,44,1.8,0.343,104
2025,52591,윤동희,12.30%,16.30%,0.75,0.386,0.433,0.82,0.152,3.9,0.321,-0.5,62,13,0.377,127
2025,65703,이도윤,4.00%,18.80%,0.21,0.296,0.34,0.636,0.08,5.4,0.32,-0.1,24,-9.8,0.292,71
2025,63260,이우성,9.20%,19.60%,0.47,0.321,0.36,0.681,0.11,3,0.308,-0.4,36,-5,0.317,88
2025,68700,이원석,9.30%,20.60%,0.45,0.29,0.292,0.583,0.09,7,0.245,2.7,19,-11.2,0.279,63
2025,67207,이유찬,10.60%,21.20%,0.5,0.328,0.29,0.618,0.048,5.6,0.315,1.2,29,-9.2,0.299,76
2025,52415,이재현,12.40%,21.40%,0.58,0.36,0.427,0.786,0.173,4.4,0.303,0.2,79,11.2,0.362,117
2025,50167,이주형,7.20%,22.40%,0.32,0.337,0.368,0.704,0.128,5.3,0.3,2,61,-2,0.331,97
2025,79456,이지영,5.10%,10.20%,0.5,0.283,0.325,0.608,0.086,3.2,0.253,-0.2,17,-9.3,0.282,65
2025,66657,이진영,10.40%,25.40%,0.41,0.35,0.417,0.767,0.143,2.2,0.347,-1.9,49,4.8,0.353,111
2025,64340,임지열,10.10%,26.60%,0.38,0.322,0.382,0.704,0.138,5.4,0.316,-0.4,47,-3.3,0.326,93
2025,68507,장두성,8.50%,22.50%,0.38,0.332,0.298,0.631,0.036,8,0.349,0.9,27,-7.7,0.302,78
2025,78548,장성우,11.50%,20.00%,0.57,0.333,0.38,0.713,0.133,1,0.283,-1,56,-2.4,0.33,96
2025,68205,전민재,6.00%,17.10%,0.35,0.337,0.378,0.715,0.091,2.5,0.34,-1.1,44,-1.3,0.332,97
2025,78513,전준우,9.30%,15.00%,0.62,0.369,0.42,0.788,0.127,2.7,0.332,-0.6,67,9.9,0.363,117
2025,55397,전태현,9.70%,28.50%,0.34,0.304,0.258,0.562,0.027,4.3,0.336,0.6,15,-10.4,0.273,59
2025,79231,정수빈,11.20%,10.40%,1.07,0.355,0.348,0.704,0.091,6.6,0.28,-1,65,-1.4,0.333,98
2025,54812,정준재,11.50%,21.00%,0.55,0.34,0.288,0.629,0.043,7.4,0.326,3.4,43,-10.6,0.306,80
2025,60523,정훈,5.00%,20.00%,0.25,0.268,0.308,0.576,0.092,1.1,0.266,-0.2,13,-11,0.267,55
2025,51865,조형우,6.50%,21.80%,0.3,0.294,0.312,0.606,0.074,1,0.296,-0.3,24,-12,0.285,67
2025,79192,채은성,5.90%,18.20%,0.32,0.347,0.467,0.814,0.179,1.9,0.326,-1.2,77,13,0.367,120
2025,67905,천재환,5.80%,19.70%,0.29,0.292,0.368,0.659,0.13,7.8,0.277,0.6,28,-8,0.302,78
2025,66606,최원준,5.10%,15.80%,0.32,0.289,0.332,0.62,0.09,7.3,0.276,1.3,37,-17.3,0.288,68
2025,78288,최재훈,13.20%,13.80%,0.96,0.414,0.353,0.767,0.067,1.5,0.336,-0.7,52,9.6,0.371,123
2025,75847,최정,12.60%,23.20%,0.54,0.36,0.482,0.842,0.238,2.1,0.265,-0.2,63,13.2,0.377,127
2025,76267,최주환,7.10%,13.00%,0.55,0.33,0.425,0.755,0.15,1.4,0.295,-0.5,64,2.4,0.342,104
2025,50854,최지훈,7.50%,15.20%,0.49,0.342,0.371,0.713,0.087,6,0.327,1.9,67,-2.5,0.331,96
2025,72443,최형우,12.20%,17.90%,0.68,0.399,0.529,0.928,0.222,2.4,0.341,-0.4,100,33.6,0.413,150
2025,54444,카디네스,8.90%,18.60%,0.48,0.33,0.372,0.702,0.119,2.3,0.297,-1,41,-3.3,0.325,92
2025,55208,케이브,7.30%,19.60%,0.37,0.351,0.463,0.814,0.164,6.2,0.35,2.3,87,14.5,0.367,120
2025,55734,플로리얼,8.40%,22.80%,0.37,0.333,0.45,0.783,0.178,6.4,0.332,1,38,3.6,0.352,110
2025,62700,하주석,3.90%,21.60%,0.18,0.337,0.391,0.728,0.094,2.9,0.377,-0.4,37,0,0.336,100
2025,62895,한유섬,9.00%,23.50%,0.38,0.347,0.424,0.771,0.152,1.7,0.339,-0.3,69,6.8,0.353,111
2025,68646,한준수,9.40%,17.40%,0.54,0.304,0.369,0.673,0.143,2.5,0.25,-0.3,28,-5.7,0.31,83
2025,52568,한태양,12.00%,25.80%,0.46,0.367,0.378,0.746,0.104,5.1,0.384,-0.6,36,3.2,0.351,110
2025,79240,허경민,8.10%,7.30%,1.11,0.362,0.355,0.717,0.071,2.8,0.299,-0.2,60,1,0.339,102
2025,66108,홍창기,13.50%,18.60%,0.73,0.399,0.328,0.727,0.04,4.3,0.358,0.3,29,2.8,0.353,111
2025,50500,황성빈,6.60%,16.80%,0.39,0.315,0.317,0.632,0.061,9.1,0.308,3,25,-8.3,0.298,75
2025,54795,황영묵,7.00%,12.90%,0.54,0.329,0.358,0.686,0.085,3.7,0.314,-1.4,31,-3.7,0.32,89
2025,76313,황재균,8.00%,19.80%,0.4,0.336,0.379,0.715,0.104,2.9,0.334,-0.3,50,-1.7,0.331,97
