player_id,구분,AVG,AB,H,2B,3B,HR,RBI,BB,HBP,SO,GDP
61700,주자없음,0.150,20,3,0,0,0,0,0,0,10,0
61700,1루,0.167,6,1,0,0,0,0,2,0,2,0
61700,2루,0.500,2,1,0,0,0,0,1,0,0,0
61700,3루,0.000,1,0,0,0,0,0,1,1,0,0
61700,"1,2루",0.000,2,0,0,0,0,0,1,0,1,0
61700,"1,3루",0.000,1,0,0,0,0,0,0,0,0,0
61700,만루,0.000,1,0,0,0,0,1,0,0,0,0
61700,주자있음,0.154,13,2,0,0,0,1,5,1,3,0
61700,득점권,0.143,7,1,0,0,0,1,3,1,1,0
61700,0-0,0.000,1,0,0,0,0,0,0,0,0,0
61700,1-0,0.333,3,1,0,0,0,0,0,0,0,0
61700,0-1,0.000,1,0,0,0,0,0,0,1,0,0
61700,1-1,0.333,3,1,0,0,0,0,0,0,0,0
61700,2-1,0.250,4,1,0,0,0,0,0,0,0,0
61700,3-1,-,0,0,0,0,0,0,3,0,0,0
61700,0-2,0.333,3,1,0,0,0,1,0,0,1,0
61700,1-2,0.000,6,0,0,0,0,0,0,0,5,0
61700,2-2,0.000,6,0,0,0,0,0,0,0,4,0
61700,3-2,0.167,6,1,0,0,0,0,2,0,3,0
61700,1회,0.000,4,0,0,0,0,0,0,0,2,0
61700,2회,0.000,1,0,0,0,0,1,0,0,0,0
61700,3회,0.333,6,2,0,0,0,0,0,0,2,0
61700,4회,0.000,1,0,0,0,0,0,0,1,1,0
61700,5회,0.000,1,0,0,0,0,0,0,0,1,0
61700,6회,0.000,5,0,0,0,0,0,2,0,3,0
61700,7회,0.500,2,1,0,0,0,0,2,0,0,0
61700,8회,0.125,8,1,0,0,0,0,0,0,2,0
61700,9회,0.200,5,1,0,0,0,0,1,0,2,0
61700,1~3회,0.182,11,2,0,0,0,1,0,0,4,0
61700,4~6회,0.000,7,0,0,0,0,0,2,1,5,0
61700,7회이후,0.200,15,3,0,0,0,0,3,0,4,0
61700,1번타자,0.000,7,0,0,0,0,0,1,0,3,0
61700,2번타자,0.000,11,0,0,0,0,0,2,0,6,0
61700,3번타자,0.000,1,0,0,0,0,0,0,0,1,0
61700,8번타자,0.200,5,1,0,0,0,1,2,1,0,0
61700,9번타자,0.444,9,4,0,0,0,0,0,0,3,0
61700,좌투수,0.000,2,0,0,0,0,0,2,0,1,0
61700,우투수,0.138,29,4,0,0,0,1,2,1,12,0
61700,언더투수,0.500,2,1,0,0,0,0,1,0,0,0
61700,0아웃,0.182,11,2,0,0,0,0,2,0,4,0
61700,1아웃,0.071,14,1,0,0,0,0,0,0,6,0
61700,2아웃,0.250,8,2,0,0,0,1,3,1,3,0
65515,주자없음,0.111,18,2,0,0,1,1,0,0,11,0
65515,1루,0.167,6,1,0,0,1,2,0,0,3,0
65515,2루,0.000,2,0,0,0,0,0,1,0,2,0
65515,"1,2루",0.000,2,0,0,0,0,0,0,0,1,0
65515,"1,3루",1.000,1,1,0,0,0,1,1,0,0,0
65515,만루,0.000,4,0,0,0,0,0,0,0,1,0
65515,주자있음,0.133,15,2,0,0,1,3,2,0,7,0
65515,득점권,0.111,9,1,0,0,0,1,2,0,4,0
65515,1-0,0.000,2,0,0,0,0,0,0,0,0,0
65515,2-0,0.000,1,0,0,0,0,0,0,0,0,0
65515,0-1,0.250,4,1,0,0,1,1,0,0,0,0
65515,1-1,0.667,3,2,0,0,0,1,0,0,0,0
65515,2-1,0.000,1,0,0,0,0,0,0,0,0,0
65515,0-2,0.000,5,0,0,0,0,0,0,0,5,0
65515,1-2,0.000,3,0,0,0,0,0,0,0,3,0
65515,2-2,0.100,10,1,0,0,1,2,0,0,7,0
65515,3-2,0.000,4,0,0,0,0,0,2,0,3,0
65515,1회,-,0,0,0,0,0,0,1,0,0,0
65515,2회,0.000,3,0,0,0,0,0,0,0,1,0
65515,3회,0.167,6,1,0,0,0,0,0,0,1,0
65515,4회,0.000,1,0,0,0,0,0,0,0,0,0
65515,5회,0.333,6,2,0,0,1,2,1,0,4,0
65515,6회,0.000,3,0,0,0,0,0,0,0,3,0
65515,7회,0.000,4,0,0,0,0,0,0,0,3,0
65515,8회,0.000,3,0,0,0,0,0,0,0,1,0
65515,9회,0.167,6,1,0,0,1,2,0,0,4,0
65515,연장,0.000,1,0,0,0,0,0,0,0,1,0
65515,1~3회,0.111,9,1,0,0,0,0,1,0,2,0
65515,4~6회,0.200,10,2,0,0,1,2,1,0,7,0
65515,7회이후,0.071,14,1,0,0,1,2,0,0,9,0
65515,3번타자,0.000,2,0,0,0,0,0,0,0,2,0
65515,5번타자,0.222,9,2,0,0,1,3,2,0,7,0
65515,6번타자,0.000,5,0,0,0,0,0,0,0,2,0
65515,9번타자,0.118,17,2,0,0,1,1,0,0,7,0
65515,좌투수,0.000,3,0,0,0,0,0,0,0,2,0
65515,우투수,0.182,22,4,0,0,2,4,0,0,11,0
65515,언더투수,0.000,8,0,0,0,0,0,2,0,5,0
65515,0아웃,0.231,13,3,0,0,2,3,2,0,7,0
65515,1아웃,0.000,5,0,0,0,0,0,0,0,2,0
65515,2아웃,0.067,15,1,0,0,0,1,0,0,9,0
64906,주자없음,0.250,20,5,0,0,0,0,2,0,4,0
64906,1루,0.250,8,2,0,0,0,0,0,0,0,0
64906,2루,0.200,5,1,0,0,0,1,0,0,1,0
64906,3루,0.000,2,0,0,0,0,0,1,0,1,0
64906,"1,2루",0.333,6,2,1,0,0,1,0,0,0,1
64906,"1,3루",0.000,2,0,0,0,0,0,0,0,0,0
64906,만루,0.500,2,1,1,0,0,2,0,0,0,0
64906,주자있음,0.240,25,6,2,0,0,4,1,0,2,1
64906,득점권,0.235,17,4,2,0,0,4,1,0,2,1
64906,0-0,0.500,2,1,0,0,0,0,0,0,0,0
64906,1-0,0.400,5,2,0,0,0,0,0,0,0,0
64906,2-0,0.000,1,0,0,0,0,0,0,0,0,0
64906,3-0,-,0,0,0,0,0,0,1,0,0,0
64906,0-1,0.000,5,0,0,0,0,0,0,0,0,0
64906,1-1,0.400,5,2,1,0,0,2,0,0,0,1
64906,2-1,0.500,2,1,0,0,0,0,0,0,0,0
64906,3-1,0.000,1,0,0,0,0,0,1,0,0,0
64906,0-2,0.000,1,0,0,0,0,0,0,0,0,0
64906,1-2,0.286,7,2,1,0,0,2,0,0,2,0
64906,2-2,0.250,12,3,0,0,0,0,0,0,3,0
64906,3-2,0.000,4,0,0,0,0,0,1,0,1,0
64906,1회,0.000,2,0,0,0,0,0,0,0,0,0
64906,2회,0.100,10,1,0,0,0,1,0,0,3,0
64906,3회,0.333,3,1,1,0,0,1,1,0,1,0
64906,4회,0.333,9,3,0,0,0,0,0,0,1,1
64906,5회,0.400,5,2,0,0,0,0,0,0,1,0
64906,6회,0.200,5,1,0,0,0,0,0,0,0,0
64906,7회,0.143,7,1,0,0,0,0,1,0,0,0
64906,8회,0.500,2,1,0,0,0,0,1,0,0,0
64906,9회,0.500,2,1,1,0,0,2,0,0,0,0
64906,1~3회,0.133,15,2,1,0,0,2,1,0,4,0
64906,4~6회,0.316,19,6,0,0,0,0,0,0,2,1
64906,7회이후,0.273,11,3,1,0,0,2,2,0,0,0
64906,5번타자,0.308,13,4,1,0,0,1,2,0,1,0
64906,6번타자,0.143,7,1,0,0,0,0,0,0,1,0
64906,7번타자,0.174,23,4,0,0,0,1,1,0,4,1
64906,8번타자,1.000,2,2,1,0,0,2,0,0,0,0
64906,좌투수,0.167,12,2,0,0,0,0,2,0,3,0
64906,우투수,0.310,29,9,2,0,0,4,1,0,2,1
64906,언더투수,0.000,4,0,0,0,0,0,0,0,1,0
64906,0아웃,0.500,10,5,0,0,0,1,2,0,3,0
64906,1아웃,0.188,16,3,0,0,0,0,0,0,1,1
64906,2아웃,0.158,19,3,2,0,0,3,1,0,2,0
74540,주자없음,0.313,201,63,10,0,14,14,18,2,26,0
74540,1루,0.301,73,22,6,0,2,6,7,0,7,8
74540,2루,0.263,38,10,1,0,2,10,9,0,8,0
