연도,선수_ID,선수명,포지션,데이터유무
2023,54905,김세훈,타자,X
2023,67900,김수윤,타자,O
2023,50115,김수인,타자,X
2023,68346,김수환,타자,O
2023,50711,김승일,투수,X
2023,66492,김승현,투수,O
2023,51303,김시앙,타자,O
2023,67467,김시현,투수,O
2023,68928,김시훈,투수,O
2023,54368,김연주,투수,X
2023,68900,김영규,투수,O
2023,55167,김영우,투수,X
2023,52430,김영웅,타자,O
2023,68130,김영준,투수,O
2023,51097,김영현,투수,O
2023,78217,김용의,타자,X
2023,65898,김웅빈,타자,O
2023,62528,김원중,투수,O
2023,53262,김유성,투수,O
2023,68659,김유신,투수,O
2023,64596,김유영,투수,X
2023,50157,김윤식,투수,O
2023,54319,김윤하,투수,X
2023,65304,김은성,타자,X
2023,60288,김응민,타자,X
2023,69367,김인범,투수,X
2023,63257,김인태,타자,O
2023,66715,김인환,타자,O
2023,53400,김재상,타자,O
2023,65132,김재성,타자,O
2023,64580,김재열,투수,O
2023,66741,김재영,투수,O
2023,67391,김재웅,투수,O
2023,55043,김재원,투수,X
2023,65506,김재유,타자,X
2023,65062,김재윤,투수,O
2023,52424,김재혁,타자,X
2023,62332,김재현,타자,O
2023,64499,김재현,타자,X
2023,74206,김재호,타자,O
2023,78224,김재환,타자,O
2023,53865,김정민,타자,O
2023,55646,김정엽,투수,X
2023,68830,김정우,투수,O
2023,53029,김정운,투수,O
2023,65392,김정인,투수,X
2023,51903,김정호,타자,X
2023,63765,김종수,투수,X
2023,55122,김종운,투수,X
2023,66162,김주성,타자,O
2023,65411,김주온,투수,O
2023,52140,김주완,투수,X
2023,51907,김주원,타자,O
2023,66859,김주한,투수,O
2023,66749,김주현,타자,X
2023,69306,김주형,타자,O
2023,55226,김준상,타자,X
2023,63920,김준완,타자,O
2023,62558,김준태,타자,O
2023,51393,김준형,투수,O
2023,65503,김지수,타자,X
2023,60181,김지용,타자,X
2023,50458,김지찬,타자,O
2023,75867,김진성,투수,O
2023,51154,김진수,투수,X
2023,67737,김진영,투수,X
2023,51516,김진욱,투수,O
2023,67954,김진호,투수,O
2023,66917,김찬형,타자,O
2023,69825,김창평,타자,X
2023,51586,김창훈,투수,O
2023,50992,김태경,투수,X
2023,78122,김태군,타자,O
2023,71752,김태균,타자,X
2023,69207,김태근,타자,O
2023,66704,김태연,타자,O
2023,66064,김태오,투수,O
2023,67768,김태욱,투수,O
2023,52803,김태윤,타자,X
2023,64984,김태진,타자,O
2023,55566,김태현,투수,X
2023,67956,김태현,투수,O
2023,55610,김태형,투수,X
2023,67122,김태형,투수,X
2023,55995,김태훈,투수,X
2023,62360,김태훈,투수,O
2023,65040,김태훈,타자,O
2023,79847,김태훈,투수,X
2023,54263,김택연,투수,X
2023,65343,김택형,투수,X
2023,50902,김한별,타자,O
2023,55221,김한중,투수,X
2023,61404,김헌곤,타자,O
2023,69516,김현수,투수,X
2023,76290,김현수,타자,O
2023,54166,김현종,타자,X
2023,51417,김현준,타자,O
2023,66630,김현준,투수,X
2023,68912,김형준,타자,O
2023,67304,김혜성,타자,O
2023,65653,김호령,타자,O
2023,66113,김호은,타자,X
2023,64407,김호재,타자,O
2023,68269,김호준,투수,O
2023,54460,김호진,타자,X
2023,51344,김휘집,타자,O
2023,67539,나균안,투수,O
2023,62947,나성범,타자,O
2023,51551,나승엽,타자,X
2023,67454,나원탁,투수,O
2023,73209,나주환,타자,X
2023,78629,나지완,타자,X
2023,50720,남지민,투수,O
2023,66052,남태혁,타자,X
2023,66660,남하준,투수,X
2023,69104,남호,투수,X
2023,54640,네일,투수,X
2023,62920,노건우,투수,O
2023,73211,노경은,투수,O
2023,52833,노바,투수,X
2023,63704,노수광,타자,O
2023,69737,노시환,타자,O
2023,69996,노시훈,투수,X
2023,52394,노운현,투수,X
2023,62931,노진혁,타자,O
2023,64704,노태형,타자,X
2023,52637,놀린,투수,X
2023,51636,다카하시,투수,X
2023,54804,더거,투수,X
2023,52950,더모디,투수,X
2023,50040,데스파이네,투수,X
2023,54944,데이비슨,타자,X
2023,55536,데이비슨,투수,X
2023,53327,도슨,타자,O
2023,66965,도태훈,타자,O
2023,54400,디아즈,타자,X
2023,53233,딜런,투수,O
2023,52025,라모스,타자,X
2023,52707,라미레즈,투수,X
2023,54666,라우어,투수,X
2023,69439,라이블리,투수,X
2023,55903,라일리,투수,X
2023,54443,레예스,투수,X
2023,54529,레이예스,타자,X
2023,52547,렉스,타자,O
2023,55912,로건,투수,X
2023,52645,로니,투수,X
2023,55322,로젠버그,투수,X
2023,51234,로켓,투수,X
2023,67025,로하스,타자,X
2023,52112,루이즈,타자,X
2023,69940,루친스키,투수,X
2023,53404,류승민,타자,O
2023,66615,류승현,타자,X
2023,63103,류원석,투수,O
2023,62234,류지혁,타자,O
2023,65949,류진욱,투수,O
2023,53036,류현인,타자,O
2023,54219,류현준,타자,X
2023,76715,류현진,투수,X
2023,50868,류효승,타자,O
2023,64029,류희운,투수,O
2023,51834,르위키,투수,X
2023,55703,리베라토,타자,X
2023,50506,마차도,타자,X
2023,52904,마티니,타자,X
2023,53955,마틴,타자,O
2023,55844,맥브룸,타자,X
2023,53833,맥카티,투수,O
2023,54424,맥키넌,타자,X
2023,53322,맥키니,투수,O
2023,53645,메디나,투수,O
2023,55342,메르세데스,투수,X
2023,51619,멩덴,투수,X
2023,52808,모리만도,투수,X
2023,78813,모창민,타자,X
2023,53973,목지훈,투수,X
2023,51439,몽고메리,투수,X
2023,65643,문경찬,투수,O
2023,64554,문동욱,투수,X
2023,52701,문동주,투수,O
2023,69102,문보경,타자,O
2023,67063,문상인,타자,O
2023,50007,문상준,타자,O
2023,64007,문상철,타자,O
2023,68119,문성주,타자,O
2023,60336,문성현,투수,O
2023,62869,문승원,투수,O
2023,67419,문용익,투수,O
2023,67259,문원,투수,X
2023,52121,문정빈,타자,X
2023,50365,문찬종,타자,X
2023,53764,문현빈,타자,O
2023,51257,미란다,투수,X
2023,76249,민병헌,타자,X
2023,54720,바리아,투수,X
2023,51645,박건우,투수,X
2023,55046,박건우,투수,X
2023,55509,박건우,타자,X
2023,79215,박건우,타자,O
2023,73113,박경수,타자,O
2023,64468,박계범,타자,O
2023,55164,박관우,타자,X
2023,50397,박관진,투수,X
2023,53469,박권후,투수,O
2023,54802,박기호,투수,X
2023,64944,박대온,타자,O
2023,52994,박동수,투수,X
2023,79365,박동원,타자,O
2023,50563,박로건,투수,X
2023,53139,박명근,투수,O
2023,50657,박민,타자,X
2023,69056,박민석,타자,O
2023,62907,박민우,타자,O
2023,53204,박민준,타자,X
2023,64893,박민호,투수,O
2023,54304,박범준,투수,X
2023,75125,박병호,타자,O
2023,66707,박상언,타자,O
2023,67703,박상원,투수,O
2023,74465,박석민,타자,O
2023,66556,박선우,투수,X
2023,53305,박성빈,타자,X
2023,54807,박성빈,투수,X
2023,68703,박성웅,투수,X
2023,51298,박성재,타자,X
2023,67893,박성한,타자,O
2023,64021,박세웅,투수,O
2023,65844,박세웅,투수,O
2023,66047,박세진,투수,O
2023,62244,박세혁,타자,O
2023,55568,박세현,투수,X
2023,63292,박소준,투수,X
2023,52305,박수종,타자,O
2023,69418,박승규,타자,X
2023,62802,박승욱,타자,O
2023,66305,박승주,타자,X
2023,60559,박시영,투수,X
2023,50996,박시원,타자,X
2023,55121,박시원,투수,X
2023,50812,박시후,투수,X
2023,68249,박신지,투수,O
2023,50906,박영빈,타자,O
2023,69507,박영완,투수,O
2023,52060,박영현,투수,O
2023,50205,박웅,투수,X
2023,67202,박유연,타자,O
2023,53301,박윤성,투수,X
2023,69762,박윤철,투수,O
2023,55563,박재엽,타자,X
2023,64100,박재욱,타자,X
2023,55636,박재현,타자,X
2023,65639,박정수,투수,O
2023,67609,박정우,타자,O
2023,62353,박정음,타자,X
2023,61396,박정준,투수,X
2023,50709,박정현,타자,O
2023,55394,박정훈,투수,X
2023,60841,박종훈,투수,O
2023,69328,박주성,투수,X
2023,69900,박주찬,타자,O
2023,50411,박주혁,투수,X
2023,68097,박주현,투수,X
2023,50357,박주홍,타자,O
2023,55252,박준순,타자,X
2023,52731,박준영,투수,O
2023,66928,박준영,타자,O
2023,54503,박준우,투수,X
2023,64657,박준태,타자,O
2023,63638,박준표,투수,O
2023,69363,박준형,타자,X
2023,54213,박지호,투수,X
2023,54805,박지환,타자,X
2023,50204,박지훈,타자,O
2023,69594,박진,투수,O
2023,53411,박진우,타자,X
2023,63991,박진우,투수,X
2023,63512,박진형,투수,X
2023,52348,박찬혁,타자,O
2023,55530,박찬형,타자,X
2023,64646,박찬호,타자,O
2023,67266,박치국,투수,O
2023,53992,박한결,타자,O
2023,62415,박해민,타자,O
2023,55637,박헌,타자,X
2023,51803,박형준,타자,O
2023,52528,반즈,투수,O
2023,54243,발라조빅,투수,X
2023,51761,배동현,투수,X
2023,69974,배민서,투수,O
2023,64501,배성근,타자,X
2023,53587,배영빈,타자,O
2023,63145,배재준,투수,O
2023,64995,배재환,투수,X
2023,64166,배정대,타자,O
2023,65516,배제성,투수,O
2023,55455,배찬승,투수,X
2023,63559,백동훈,타자,X
2023,54507,백두산,타자,X
2023,69839,백승건,투수,O
2023,64410,백승민,타자,X
2023,53298,백승우,투수,O
2023,65109,백승현,투수,O
2023,78643,백용환,타자,X
2023,77446,백정현,투수,O
2023,52043,벤자민,투수,O
2023,55526,벨라스케즈,투수,X
2023,68305,변상권,타자,X
2023,62263,변시원,투수,O
2023,69727,변우혁,타자,O
2023,50404,뷰캐넌,투수,O
2023,52257,브랜든,투수,O
2023,50636,브룩스,투수,X
2023,67313,브리검,투수,X
2023,53665,산체스,투수,O
2023,53714,산체스,투수,O
2023,78168,서건창,타자,O
2023,64759,서균,투수,X
2023,64896,서동민,투수,O
2023,53569,서동욱,타자,O
2023,69803,서상준,투수,O
2023,66203,서예일,타자,O
2023,53309,서유신,타자,X
2023,66068,서의태,투수,X
2023,61895,서진용,투수,O
2023,69995,서호철,타자,O
2023,53560,석상호,투수,O
2023,52804,석정우,타자,X
2023,68159,성동현,투수,O
2023,54610,성영탁,투수,X
2023,50109,성재헌,투수,X
2023,67962,소이현,투수,X
2023,52630,소크라테스,타자,O
2023,50030,소형준,투수,O
2023,69041,손동현,투수,O
2023,53057,손민석,타자,O
2023,51528,손성빈,타자,O
2023,77532,손아섭,타자,O
2023,54156,손용준,타자,X
2023,63914,손정욱,타자,X
2023,67143,손주영,투수,O
2023,54904,손주환,투수,X
2023,54363,손현기,투수,X
2023,50150,손호영,타자,O
2023,55300,손힘찬,투수,X
2023,53105,송대현,타자,O
2023,69962,송명기,투수,O
2023,64012,송민섭,타자,O
2023,65357,송성문,타자,O
2023,51111,송승기,투수,O
2023,69203,송승환,타자,O
2023,53898,송영진,투수,O
2023,61156,송윤준,투수,O
2023,73801,송은범,투수,O
2023,53303,송재선,타자,O
2023,51594,송재영,투수,X
2023,52391,송정인,투수,X
2023,64469,송준석,타자,O
2023,54394,송지후,타자,X
2023,68110,송찬의,타자,O
2023,51767,송호정,타자,X
2023,67606,송후섭,투수,X
2023,51136,수아레즈,투수,X
2023,52457,수아레즈,투수,O
2023,53040,슐서,투수,O
2023,51334,스미스,투수,X
2023,53734,스미스,투수,O
2023,54615,스타우트,투수,X
2023,52234,스탁,투수,X
2023,55326,스톤,타자,X
2023,50558,스트레일리,투수,O
2023,55013,스티븐슨,타자,X
2023,52557,스파크맨,투수,X
2023,54843,시라카와,투수,X
2023,65207,신민재,타자,O
2023,68902,신민혁,투수,O
2023,66662,신범수,타자,O
2023,62556,신본기,타자,O
2023,64086,신성현,타자,O
2023,53919,신영우,투수,X
2023,53991,신용석,타자,X
2023,69508,신윤후,타자,O
2023,62937,신재영,투수,X
2023,75138,신재웅,타자,X
2023,60140,신정락,투수,O
2023,50312,신준우,타자,O
2023,55860,신지환,투수,X
2023,50758,신지후,투수,X
2023,52873,신헌민,투수,O
2023,64006,심우준,타자,X
2023,64017,심재민,투수,O
2023,55438,심재훈,타자,X
2023,61411,심창민,투수,O
2023,54306,심휘윤,타자,X
2023,50202,안권수,타자,O
2023,66864,안상현,타자,O
2023,64011,안승한,타자,O
2023,73738,안영명,투수,X
2023,68341,안우진,투수,O
2023,65115,안익훈,타자,O
2023,50901,안인산,타자,X
2023,51203,안재석,타자,O
2023,66406,안주형,타자,O
2023,64022,안중열,타자,O
2023,67006,안치영,타자,O
2023,79608,안치홍,타자,O
2023,52001,안현민,타자,X
2023,54664,알드레드,투수,X
2023,69045,알칸타라,투수,O
2023,50923,알테어,타자,X
2023,52009,알포드,타자,O
2023,52308,애플러,투수,X
2023,53664,앤더슨,투수,O
2023,54833,앤더슨,투수,X
2023,54408,양도근,타자,X
2023,64153,양석환,타자,O
2023,50813,양선률,투수,X
2023,68002,양승혁,타자,X
2023,69403,양우현,타자,X
2023,76232,양의지,타자,O
2023,55215,양재훈,투수,X
2023,67365,양지율,투수,O
2023,50293,양찬열,타자,O
2023,68415,양창섭,투수,O
2023,61268,양현,투수,O
2023,55370,양현종,타자,X
2023,77637,양현종,투수,O
2023,55392,어준서,타자,X
2023,65056,엄상백,투수,O
2023,53827,에레디아,타자,O
2023,54119,에르난데스,투수,X
2023,54134,엔스,투수,X
2023,53825,엘리아스,투수,O
2023,54205,여동건,타자,X
2023,55393,여동욱,타자,X
2023,55339,염승원,타자,X
2023,68330,예진원,타자,O
2023,53712,오그레디,타자,O
2023,50208,오명진,타자,X
2023,53300,오상원,투수,O
2023,55005,오서진,타자,X
2023,67116,오석주,투수,O
2023,69636,오선우,타자,O
2023,78756,오선진,타자,O
2023,53123,오스틴,타자,O
2023,75421,오승환,투수,O
2023,68904,오영수,타자,O
2023,50859,오원석,투수,O
2023,64504,오윤석,타자,O
2023,51991,오장한,타자,O
2023,77248,오재원,타자,X
2023,75334,오재일,타자,O
2023,68614,오정환,타자,X
2023,74359,오주원,타자,X
2023,61743,오준혁,타자,X
2023,79109,오지환,타자,O
2023,60558,오태곤,타자,O
2023,51996,오태양,타자,O
2023,79293,오현택,투수,X
2023,55633,올러,투수,X
2023,53927,와이드너,투수,O
2023,54755,와이스,투수,X
2023,69343,요키시,투수,O
2023,51526,우강훈,투수,O
2023,73117,우규민,투수,O
2023,54063,원상현,투수,X
2023,54307,원성준,타자,X
2023,54702,원종혁,투수,X
2023,76118,원종현,투수,O
2023,69446,원태인,투수,O
2023,67760,원혁재,타자,X
2023,55348,웰스,투수,X
2023,55645,위즈덤,타자,X
2023,53716,윌리엄스,타자,O
2023,53546,윌커슨,투수,O
2023,61102,유강남,타자,O
2023,69766,유로결,타자,O
2023,62265,유민상,타자,X
2023,52705,유상빈,타자,O
2023,64890,유서준,타자,X
2023,67640,유승철,투수,O
2023,50106,유영찬,투수,O
2023,76757,유원상,투수,X
2023,66160,유재유,투수,X
2023,51013,유준규,타자,X
2023,50604,유지성,투수,X
2023,74339,유한준,타자,X
2023,79229,유희관,투수,X
2023,54404,육선엽,투수,X
2023,54064,육청명,투수,X
2023,63464,윤대경,투수,O
2023,52667,윤도현,타자,O
2023,52591,윤동희,타자,O
2023,62242,윤명준,투수,O
2023,69213,윤산흠,투수,O
2023,52395,윤석원,투수,O
2023,67588,윤성빈,투수,X
2023,53505,윤수녕,타자,O
2023,53613,윤영철,투수,O
2023,68463,윤정빈,타자,O
2023,69399,윤정현,투수,O
2023,50092,윤준혁,타자,X
2023,53296,윤준호,타자,X
2023,68619,윤중현,투수,O
2023,52867,윤태현,투수,X
2023,52202,윤태호,투수,X
2023,55396,윤현,투수,X
2023,63905,윤형준,타자,O
2023,63961,윤호솔,투수,O
2023,50036,이강준,투수,X
2023,64861,이건욱,투수,O
2023,69205,이교훈,투수,X
2023,52868,이기순,투수,O
2023,67008,이대은,투수,X
2023,71564,이대호,타자,X
2023,65703,이도윤,타자,O
2023,53615,이도현,투수,X
2023,53892,이로운,투수,O
2023,69366,이명기,타자,X
2023,76849,이명기,타자,O
2023,52397,이명종,투수,O
2023,52530,이민석,투수,O
2023,65616,이민우,투수,O
2023,55710,이민재,타자,X
2023,53795,이민준,타자,O
2023,50126,이민호,투수,O
2023,51110,이믿음,투수,X
2023,67363,이병규,타자,O
2023,76100,이병규,타자,X
2023,52204,이병헌,투수,O
2023,69428,이병헌,타자,O
2023,75342,이보근,투수,X
2023,65117,이상규,투수,O
2023,69054,이상동,투수,O
2023,63960,이상민,투수,O
2023,69168,이상영,투수,O
2023,52063,이상우,투수,X
2023,52704,이상혁,타자,O
2023,60566,이상호,타자,O
2023,54595,이선우,타자,X
2023,55224,이선우,타자,X
2023,69068,이선우,투수,O
2023,64266,이성곤,타자,O
2023,66409,이성규,타자,O
2023,73136,이성열,타자,X
2023,71184,이성우,타자,X
2023,55632,이성원,투수,X
2023,64464,이수민,투수,X
2023,68797,이승관,투수,X
2023,50464,이승민,투수,X
2023,54806,이승민,타자,X
2023,53302,이승원,타자,O
2023,51668,이승재,투수,X
2023,64805,이승진,투수,O
2023,68529,이승헌,투수,X
2023,68910,이승헌,투수,X
2023,51454,이승현,투수,O
2023,55712,이승현,타자,X
2023,60146,이승현,투수,O
2023,67603,이승호,투수,O
2023,66702,이시원,타자,O
2023,51100,이영빈,타자,X
2023,55503,이영재,투수,X
2023,64051,이영준,투수,O
2023,66291,이영하,투수,O
2023,74163,이용규,타자,O
2023,51948,이용준,투수,O
2023,77211,이용찬,투수,O
2023,65964,이우석,투수,O
2023,63260,이우성,타자,O
2023,61145,이우찬,투수,O
2023,68700,이원석,타자,O
2023,75566,이원석,타자,O
2023,52295,이원재,투수,O
2023,62025,이원재,타자,X
2023,67207,이유찬,타자,O
2023,55832,이율예,타자,X
2023,51648,이의리,투수,O
2023,64565,이인복,투수,O
2023,50608,이인한,타자,X
2023,52715,이재민,투수,X
2023,54305,이재상,타자,X
2023,67993,이재용,타자,O
2023,68106,이재원,타자,O
2023,76812,이재원,타자,O
2023,66968,이재율,타자,X
2023,63492,이재익,투수,O
2023,60263,이재학,투수,O
2023,52415,이재현,타자,O
2023,51307,이재홍,타자,X
2023,51460,이재희,투수,O
2023,67807,이정범,타자,O
2023,69134,이정용,투수,O
2023,67048,이정현,투수,X
2023,67341,이정후,타자,O
2023,67644,이정훈,타자,O
2023,50354,이종민,투수,O
2023,50904,이종준,투수,X
2023,51560,이주찬,타자,X
2023,52154,이주헌,타자,X
2023,50167,이주형,타자,O
2023,51302,이주형,타자,X
2023,65665,이준영,투수,O
2023,55301,이준우,투수,X
2023,52992,이준혁,투수,X
2023,53996,이준호,투수,O
2023,69108,이지강,투수,O
2023,79456,이지영,타자,O
2023,66657,이진영,타자,O
2023,53562,이진하,투수,O
2023,67164,이찬혁,투수,X
2023,51407,이창용,타자,X
2023,65057,이창재,투수,X
2023,64560,이창진,타자,O
2023,68896,이채호,투수,O
2023,61186,이천웅,타자,O
2023,63749,이충호,투수,O
2023,55511,이태경,타자,X
2023,60768,이태양,투수,O
2023,53594,이태연,투수,O
2023,68466,이태훈,타자,O
2023,69453,이학주,타자,O
2023,69416,이해승,타자,O
2023,60343,이해창,타자,X
2023,65869,이현석,타자,X
2023,76329,이현승,투수,X
2023,62951,이형범,투수,O
2023,78135,이형종,타자,O
2023,55663,이호민,투수,X
2023,53455,이호성,투수,O
2023,68504,이호연,타자,O
2023,54598,이호준,타자,X
2023,63634,이홍구,타자,X
2023,63440,이흥련,타자,O
2023,65398,임규빈,타자,X
2023,52807,임근우,타자,X
2023,62754,임기영,투수,O
2023,66493,임대한,투수,X
2023,64346,임병욱,타자,O
2023,54900,임상현,투수,X
2023,66833,임석진,타자,X
2023,63959,임정호,투수,O
2023,54236,임종성,타자,X
2023,50704,임종찬,타자,X
2023,62611,임준섭,투수,O
2023,69113,임준형,투수,X
2023,52902,임지민,투수,O
2023,64340,임지열,타자,O
2023,55382,임진묵,투수,X
2023,61101,임찬규,투수,O
2023,78352,임창민,투수,O
2023,50244,장규빈,타자,X
2023,51762,장규현,타자,X
2023,68507,장두성,타자,O
2023,51665,장민기,투수,X
2023,79764,장민재,투수,O
2023,78548,장성우,타자,O
2023,53596,장세진,투수,O
2023,63202,장승현,타자,O
2023,77318,장시환,투수,O
2023,63700,장운호,타자,O
2023,50706,장웅정,투수,X
2023,74513,장원준,투수,O
2023,51359,장재영,타자,X
2023,50641,장재혁,투수,X
2023,64115,장준원,타자,O
2023,69645,장지수,투수,O
2023,51706,장지승,타자,O
2023,51895,장지훈,투수,X
2023,66706,장진혁,타자,O
2023,77927,장필준,투수,O
2023,63950,장현식,투수,O
2023,55239,잭로그,투수,X
2023,68869,전경원,타자,X
2023,54214,전다민,타자,X
2023,69204,전루건,투수,X
2023,78361,전민수,타자,X
2023,68205,전민재,타자,O
2023,65586,전병우,타자,O
2023,69969,전사민,투수,O
2023,66609,전상현,투수,O
2023,52809,전영준,투수,X
2023,69047,전용주,투수,O
2023,75340,전유수,투수,X
2023,50820,전의산,타자,O
2023,78513,전준우,타자,O
2023,54362,전준표,투수,X
2023,67123,전준호,투수,X
2023,51009,전진영,타자,X
2023,55397,전태현,타자,X
2023,50995,정구범,투수,O
2023,53568,정대선,타자,O
2023,66858,정동윤,투수,X
2023,51764,정민규,타자,X
2023,54467,정민성,투수,X
2023,76720,정범모,타자,X
2023,68518,정보근,타자,O
2023,71842,정상호,타자,X
2023,65058,정성곤,투수,O
2023,68556,정성종,투수,O
2023,55377,정세영,투수,X
2023,66960,정수민,투수,X
2023,79231,정수빈,타자,O
2023,62056,정영일,투수,X
2023,74857,정우람,타자,X
2023,69159,정우영,투수,O
2023,55743,정우주,투수,X
2023,51546,정우준,투수,X
2023,68743,정은원,타자,O
2023,75151,정의윤,타자,X
2023,79440,정인욱,투수,X
2023,79150,정주현,타자,O
2023,53058,정준영,타자,O
2023,54812,정준재,타자,X
2023,54149,정지헌,투수,X
2023,61869,정진기,타자,X
2023,61208,정진호,타자,X
2023,78148,정찬헌,타자,X
2023,68242,정철원,투수,O
2023,50662,정해영,투수,O
2023,53659,정해원,타자,X
2023,63450,정현,타자,X
2023,54537,정현수,투수,X
2023,54815,정현승,타자,X
2023,55313,정현우,투수,X
2023,55926,정현창,타자,X
2023,60523,정훈,타자,O
2023,54295,제러드,타자,X
2023,50211,제환유,투수,O
2023,68089,조대현,타자,X
2023,54768,조동욱,투수,X
2023,65067,조무근,타자,X
2023,52903,조민석,투수,O
2023,52405,조민성,타자,O
2023,51897,조병현,투수,X
2023,63342,조상우,투수,X
2023,68848,조성훈,투수,O
2023,52516,조세진,타자,X
2023,66209,조수행,타자,O
2023,69360,조영건,투수,O
2023,51809,조요한,투수,X
2023,64868,조용호,타자,O
2023,52149,조원태,투수,X
2023,64768,조이현,투수,O
2023,50296,조제영,투수,X
2023,69705,조한민,타자,X
2023,64047,조현우,투수,O
2023,51701,조현진,타자,O
2023,51865,조형우,타자,O
2023,65060,주권,투수,O
2023,69332,주성원,타자,O
2023,52330,주승우,투수,O
2023,65707,주현상,투수,O
2023,66354,주효상,타자,O
2023,51060,지명성,투수,X
2023,73306,지석훈,타자,X
2023,64717,지시완,타자,O
2023,79545,진명호,투수,X
2023,52558,진승현,투수,O
2023,54148,진우영,투수,X
2023,76650,진해수,투수,O
2023,64615,차명진,투수,X
