player_id,구분,AVG,AB,H,2B,3B,HR,RBI,BB,HBP,SO,GDP
52125,주자없음,0.219,64,14,1,0,4,4,9,0,16,0
52125,1루,0.185,27,5,3,0,0,2,5,1,12,3
52125,2루,0.200,20,4,1,0,0,3,1,0,6,0
52125,3루,0.500,2,1,0,0,0,2,3,0,0,0
52125,"1,2루",0.000,7,0,0,0,0,0,0,0,2,0
52125,"1,3루",0.167,6,1,0,1,0,2,0,0,1,0
52125,"2,3루",0.000,2,0,0,0,0,0,1,0,1,0
52125,만루,0.375,8,3,1,0,0,6,0,0,2,1
52125,주자있음,0.194,72,14,5,1,0,15,10,1,24,4
52125,득점권,0.200,45,9,2,1,0,13,5,0,12,1
52125,0-0,0.444,9,4,1,1,1,7,0,0,0,0
52125,1-0,0.125,8,1,0,0,0,1,0,0,0,0
52125,2-0,0.000,3,0,0,0,0,0,0,0,0,1
52125,3-0,-,0,0,0,0,0,0,1,0,0,0
52125,0-1,0.231,13,3,2,0,0,1,0,0,0,1
52125,1-1,0.222,9,2,1,0,0,0,0,1,0,0
52125,2-1,0.000,3,0,0,0,0,0,0,0,0,0
52125,3-1,0.667,3,2,0,0,2,2,7,0,0,0
52125,0-2,0.133,15,2,0,0,1,1,0,0,10,0
52125,1-2,0.217,23,5,1,0,0,2,0,0,8,1
52125,2-2,0.185,27,5,1,0,0,3,0,0,12,0
52125,3-2,0.174,23,4,0,0,0,2,11,0,10,1
52125,1회,0.250,8,2,0,0,0,4,1,0,3,0
52125,2회,0.263,19,5,2,0,0,1,4,0,4,1
52125,3회,0.100,10,1,0,0,0,0,3,0,4,0
52125,4회,0.316,19,6,1,0,2,3,4,0,4,0
52125,5회,0.071,14,1,0,0,0,0,2,1,6,0
52125,6회,0.200,15,3,1,0,1,2,3,0,4,1
52125,7회,0.227,22,5,2,0,1,6,0,0,6,2
52125,8회,0.250,12,3,0,1,0,3,1,0,3,0
52125,9회,0.125,16,2,0,0,0,0,1,0,6,0
52125,연장,0.000,1,0,0,0,0,0,0,0,0,0
52125,1~3회,0.216,37,8,2,0,0,5,8,0,11,1
52125,4~6회,0.208,48,10,2,0,3,5,9,1,14,1
52125,7회이후,0.196,51,10,2,1,1,9,2,0,15,2
52125,2번타자,0.000,3,0,0,0,0,0,1,0,0,0
52125,4번타자,0.273,11,3,0,0,0,1,2,0,1,1
52125,5번타자,0.200,20,4,0,0,0,1,2,0,5,0
52125,6번타자,0.125,16,2,0,1,0,3,1,0,4,1
52125,7번타자,0.247,77,19,6,0,4,14,13,1,25,2
52125,8번타자,0.000,9,0,0,0,0,0,0,0,5,0
52125,좌투수,0.237,38,9,3,1,2,6,6,0,5,2
52125,우투수,0.185,81,15,3,0,2,11,11,1,30,1
52125,언더투수,0.235,17,4,0,0,0,2,2,0,5,1
52125,0아웃,0.218,55,12,2,0,1,3,10,0,14,3
52125,1아웃,0.227,44,10,3,0,3,6,4,1,15,1
52125,2아웃,0.162,37,6,1,1,0,10,5,0,11,0
64906,주자없음,0.000,1,0,0,0,0,0,0,0,0,0
64906,"1,2루",0.000,2,0,0,0,0,0,0,0,1,0
64906,만루,-,0,0,0,0,0,1,1,0,0,0
64906,주자있음,0.000,2,0,0,0,0,1,1,0,1,0
64906,득점권,0.000,2,0,0,0,0,1,1,0,1,0
64906,1-0,0.000,1,0,0,0,0,0,0,0,0,0
64906,1-1,0.000,1,0,0,0,0,0,0,0,0,0
64906,3-1,-,0,0,0,0,0,1,1,0,0,0
64906,2-2,0.000,1,0,0,0,0,0,0,0,1,0
64906,2회,0.000,1,0,0,0,0,0,0,0,1,0
64906,4회,0.000,1,0,0,0,0,0,0,0,0,0
64906,8회,0.000,1,0,0,0,0,0,0,0,0,0
64906,연장,-,0,0,0,0,0,1,1,0,0,0
64906,1~3회,0.000,1,0,0,0,0,0,0,0,1,0
64906,4~6회,0.000,1,0,0,0,0,0,0,0,0,0
64906,7회이후,0.000,1,0,0,0,0,1,1,0,0,0
64906,1번타자,-,0,0,0,0,0,1,1,0,0,0
64906,2번타자,0.000,1,0,0,0,0,0,0,0,0,0
64906,8번타자,0.000,2,0,0,0,0,0,0,0,1,0
64906,우투수,0.000,3,0,0,0,0,1,1,0,1,0
64906,1아웃,0.000,1,0,0,0,0,0,0,0,0,0
64906,2아웃,0.000,2,0,0,0,0,1,1,0,1,0
74540,주자없음,0.215,200,43,10,0,5,5,16,1,31,0
74540,1루,0.324,74,24,3,1,3,9,6,0,9,11
74540,2루,0.359,39,14,2,0,2,13,5,0,7,0
74540,3루,0.200,10,2,0,0,0,7,2,1,1,0
74540,"1,2루",0.222,36,8,1,0,2,11,5,0,3,9
74540,"1,3루",0.333,12,4,2,0,1,6,2,0,2,0
74540,"2,3루",0.357,14,5,1,0,0,8,3,0,2,0
74540,만루,0.182,11,2,0,0,0,7,2,1,3,1
74540,주자있음,0.301,196,59,9,1,8,61,25,2,27,21
