game_id,player_id,일자,상대,구분,결과,ERA1,TBF,IP,H,HR,BB,HBP,SO,R,ER,ERA2
20220415HTNC0,61295,2022-04-15,KIA,구원,,0.00,3,1,0,0,0,0,1,0,0,0.0
20220416HTNC0,61295,2022-04-16,KIA,구원,,31.50,14,2,8,1,0,0,1,7,7,21.0
20220419SSNC0,61295,2022-04-19,삼성,구원,,0.00,5,1,1,0,1,0,1,0,0,15.75
20220421SSNC0,61295,2022-04-21,삼성,구원,,10.80,8,1 2/3,3,1,1,0,0,2,2,14.29
20220714OBNC0,61295,2022-07-14,두산,구원,,0.00,4,1,1,0,0,0,0,0,0,12.15
20220723LGNC0,61295,2022-07-23,LG,구원,,4.50,10,2,3,0,1,1,0,1,1,10.38
20220403WONC0,79358,2022-04-03,키움,구원,,0.00,1,1/3,0,0,0,0,1,0,0,0.0
20220406NCNC0,79358,2022-04-06,NC,구원,,27.00,3,1/3,1,0,1,0,0,1,1,13.5
20220408OBNC0,79358,2022-04-08,두산,구원,,0.00,3,1,1,0,0,0,1,0,0,5.4
20220611KTNC0,79358,2022-06-11,KT,구원,,0.00,4,1,0,0,1,0,0,0,0,3.38
20220617SKNC0,79358,2022-06-17,SSG,구원,,0.00,3,1,0,0,0,0,1,0,0,2.45
20220619SKNC0,79358,2022-06-19,SSG,구원,,-,2,0,1,0,1,0,0,2,2,7.36
20220625WONC0,79358,2022-06-25,키움,구원,,0.00,6,1,2,0,1,0,1,1,0,5.79
20220706SKNC0,79358,2022-07-06,SSG,구원,,0.00,1,1/3,0,0,0,0,0,0,0,5.4
20220707SKNC0,79358,2022-07-07,SSG,구원,,0.00,3,1,0,0,0,0,1,0,0,4.5
20220723HTLT0,79358,2022-07-23,KIA,구원,,0.00,2,2/3,0,0,0,0,1,0,0,4.05
20220724HTLT0,79358,2022-07-24,KIA,구원,,0.00,6,1 2/3,0,0,1,0,2,0,0,3.24
20220728OBLT0,79358,2022-07-28,두산,구원,,81.00,4,1/3,3,0,0,0,1,3,3,6.23
20220731SSLT0,79358,2022-07-31,삼성,구원,,0.00,1,1/3,0,0,0,0,0,0,0,6.0
20220803LGLT0,79358,2022-08-03,LG,구원,,0.00,4,1,1,0,0,0,1,0,0,5.4
20220804LGLT0,79358,2022-08-04,LG,구원,,27.00,7,1,4,0,0,0,1,3,3,7.36
20220806NCLT0,79358,2022-08-06,NC,구원,,0.00,4,1 1/3,0,0,0,0,2,0,0,6.57
20220807NCLT0,79358,2022-08-07,NC,구원,,54.00,3,1/3,2,0,0,0,0,2,2,7.82
20220813HTLT0,79358,2022-08-13,KIA,구원,,0.00,3,1,0,0,0,0,1,0,0,7.24
20220802HHLT0,79358,2022-08-02,한화,구원,,0.00,3,2/3,1,0,0,0,2,0,0,6.91
20220823NCLT0,79358,2022-08-23,NC,구원,,0.00,3,1/3,1,0,0,0,0,2,0,6.75
20220827SKLT0,79358,2022-08-27,SSG,구원,,6.75,8,1 1/3,3,0,0,0,2,2,1,6.75
20220803WOLT0,79358,2022-08-03,키움,구원,,0.00,1,1/3,0,0,0,0,1,0,0,6.61
20220904LGLT0,79358,2022-09-04,LG,구원,,0.00,4,1,1,0,0,0,2,0,0,6.23
20220911NCLT0,79358,2022-09-11,NC,구원,,0.00,2,2/3,0,0,0,0,1,0,0,6.0
20220913SKLT0,79358,2022-09-13,SSG,구원,,0.00,2,2/3,0,0,0,0,1,0,0,5.79
20220914SKLT0,79358,2022-09-14,SSG,구원,,0.00,3,1,0,0,0,0,3,0,0,5.49
20220916WOLT0,79358,2022-09-16,키움,구원,,27.00,5,1/3,3,0,0,1,1,1,1,5.85
20220924WOLT0,79358,2022-09-24,키움,구원,,0.00,2,1/3,0,0,1,0,0,0,0,5.75
20221003OBLT0,79358,2022-10-03,두산,구원,,0.00,4,1,1,0,0,0,0,0,0,5.48
20220427WOHH0,50705,2022-04-27,키움,구원,,0.00,3,1,0,0,0,0,1,0,0,0.0
20220501NCHH0,50705,2022-05-01,NC,구원,,0.00,5,1,0,0,0,2,2,0,0,0.0
20220504SKHH0,50705,2022-05-04,SSG,구원,,0.00,4,1,0,0,1,0,2,0,0,0.0
20220507HTHH0,50705,2022-05-07,KIA,구원,,0.00,3,1,0,0,0,0,1,0,0,0.0
20220511LGHH0,50705,2022-05-11,LG,구원,,54.00,6,1/3,2,0,3,0,0,2,2,4.15
20220513LTHH0,50705,2022-05-13,롯데,구원,,0.00,3,1,0,0,0,0,0,0,0,3.38
20220517SSHH0,50705,2022-05-17,삼성,구원,홀,0.00,3,2/3,1,0,0,0,0,0,0,3.0
20220519SSHH0,50705,2022-05-19,삼성,구원,,0.00,4,1,1,0,0,0,1,0,0,2.57
20220522WOHH0,50705,2022-05-22,키움,구원,홀,0.00,3,1,0,0,0,0,1,0,0,2.25
20220527KTHH0,50705,2022-05-27,KT,구원,,0.00,4,1,1,0,0,0,2,0,0,2.0
