player_id,선수명,팀명,G,SBA,SB,CS,SB%,OOB,PKO
50393,김동욱,키움,1,0,0,0,-,0,0
50304,김병휘,키움,13,0,0,0,-,0,0
67828,김성민,키움,5,0,0,0,-,0,0
51301,김성진,키움,3,0,0,0,-,0,0
68346,김수환,키움,13,0,0,0,-,0,0
65898,김웅빈,키움,97,2,1,1,50.0,6,0
65304,김은성,키움,6,0,0,0,-,0,0
67391,김재웅,키움,3,0,0,0,-,0,0
62332,김재현,키움,39,1,0,1,0.0,0,0
65392,김정인,키움,3,0,0,0,-,0,0
69306,김주형,키움,36,1,1,0,100,0,0
62360,김태훈,키움,5,0,0,0,-,0,0
67304,김혜성,키움,144,50,46,4,92.0,4,1
51344,김휘집,키움,34,1,1,0,100,1,0
60336,문성현,키움,1,0,0,0,-,0,0
50365,문찬종,키움,13,0,0,0,-,0,0
50397,박관진,키움,1,0,0,0,-,0,0
79365,박동원,키움,131,2,2,0,100,4,0
75125,박병호,키움,118,1,0,1,0.0,0,0
66305,박승주,키움,1,0,0,0,-,0,0
62353,박정음,키움,70,6,4,2,66.7,0,0
50357,박주홍,키움,23,2,1,1,50.0,0,0
64657,박준태,키움,27,1,1,0,100,2,0
68305,변상권,키움,72,0,0,0,-,1,0
65357,송성문,키움,66,0,0,0,-,2,0
65362,송우현,키움,69,2,1,1,50.0,2,0
50312,신준우,키움,56,1,0,1,0.0,3,0
61268,양현,키움,4,0,0,0,-,0,0
68330,예진원,키움,52,1,0,1,0.0,2,0
74359,오주원,키움,2,0,0,0,-,0,0
69399,윤정현,키움,1,0,0,0,-,0,0
69366,이명기,키움,3,0,0,0,-,0,0
67603,이승호,키움,3,0,0,0,-,0,0
74163,이용규,키움,133,19,17,2,89.5,3,0
67341,이정후,키움,123,13,10,3,76.9,2,1
51302,이주형,키움,5,0,0,0,-,0,0
79456,이지영,키움,108,4,3,1,75.0,3,1
64340,임지열,키움,19,1,0,1,0.0,0,0
51359,장재영,키움,1,0,0,0,-,0,0
65586,전병우,키움,115,4,3,1,75.0,0,0
63342,조상우,키움,4,0,0,0,-,0,0
69360,조영건,키움,1,0,0,0,-,0,0
51309,크레익,키움,61,1,0,1,0.0,1,0
51324,프레이타스,키움,43,0,0,0,-,1,0
65399,허정협,키움,29,0,0,0,-,0,0
