선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
김동욱,키움,투수,3,0,3,0,0,0,0,0,-,0,0,0,-
김동혁,키움,투수,40,8,82,2,1,1,14,2,0.882,0,0,0,-
김병휘,키움,유격수,3,0,3,0,0,0,2,1,1.000,0,0,0,-
김병휘,키움,2루수,5,2,24,1,0,5,7,1,0.923,0,0,0,-
김선기,키움,투수,21,7,48 1/3,1,0,4,4,0,0.889,0,0,0,-
김성민,키움,투수,47,0,46 2/3,2,0,2,11,2,0.867,0,0,0,-
김성진,키움,투수,46,0,41 2/3,1,0,3,4,0,0.875,0,0,0,-
김수환,키움,3루수,4,4,28 1/3,1,0,1,8,1,0.900,0,0,0,-
김수환,키움,1루수,8,7,59,1,0,50,2,7,0.981,0,0,0,-
김웅빈,키움,3루수,56,42,364 2/3,4,0,32,77,9,0.965,0,0,0,-
김은성,키움,좌익수,6,5,44,0,0,17,0,0,1.000,0,0,0,-
김인범,키움,투수,3,0,5 1/3,0,0,0,0,0,-,0,0,0,-
김재웅,키움,투수,51,0,53 1/3,2,0,0,6,0,0.75,0,0,0,-
김재현,키움,포수,39,12,139,1,0,93,8,0,0.99,1,7,2,22.2
김정인,키움,투수,11,6,31 2/3,0,0,1,1,0,1.0,0,0,0,-
김주형,키움,2루수,3,0,4,0,0,1,0,0,1.000,0,0,0,-
김주형,키움,3루수,1,1,9,0,0,1,1,0,1.000,0,0,0,-
김주형,키움,유격수,30,19,170 2/3,5,0,22,52,12,0.937,0,0,0,-
김준형,키움,투수,14,0,14 1/3,0,0,0,1,0,1.0,0,0,0,-
김태훈,키움,투수,66,0,64 1/3,2,0,6,10,1,0.889,0,0,0,-
김혜성,키움,유격수,114,104,905 2/3,29,0,159,322,74,0.943,0,0,0,-
김혜성,키움,2루수,39,36,283,6,0,79,105,31,0.968,0,0,0,-
김휘집,키움,2루수,7,1,14,1,0,1,5,1,0.857,0,0,0,-
김휘집,키움,유격수,9,3,30,2,0,9,8,3,0.895,0,0,0,-
김휘집,키움,3루수,24,19,162,4,0,7,32,2,0.907,0,0,0,-
문성현,키움,투수,4,0,3 1/3,0,0,0,0,0,-,0,0,0,-
문찬종,키움,1루수,2,0,2,0,0,1,0,0,1.000,0,0,0,-
문찬종,키움,2루수,5,2,21 1/3,0,0,6,7,0,1.000,0,0,0,-
문찬종,키움,유격수,3,0,7,0,0,2,4,2,1.000,0,0,0,-
문찬종,키움,3루수,2,1,10,0,0,0,3,0,1.000,0,0,0,-
박관진,키움,투수,2,0,2/3,0,0,0,0,0,-,0,0,0,-
박동원,키움,포수,84,73,560 1/3,5,8,407,46,6,0.989,3,35,12,25.5
박병호,키움,1루수,97,96,810 2/3,6,0,775,67,89,0.993,0,0,0,-
박승주,키움,투수,3,0,4 1/3,0,0,0,0,0,-,0,0,0,-
박정음,키움,중견수,17,0,27,0,0,10,0,0,1.0,0,0,0,-
박정음,키움,우익수,11,0,15 2/3,0,0,4,0,0,1.0,0,0,0,-
박정음,키움,좌익수,19,1,41 1/3,0,0,16,0,0,1.0,0,0,0,-
박주성,키움,투수,13,0,18 1/3,1,0,2,1,0,0.75,0,0,0,-
박주홍,키움,1루수,1,1,7,0,0,11,0,1,1.000,0,0,0,-
박주홍,키움,좌익수,11,5,53,0,0,20,0,0,1.0,0,0,0,-
박준태,키움,중견수,10,4,45,0,0,14,0,0,1.0,0,0,0,-
박준태,키움,좌익수,5,3,20,0,0,8,0,0,1.000,0,0,0,-
박준태,키움,우익수,16,6,71,0,0,17,0,0,1.0,0,0,0,-
변상권,키움,좌익수,58,41,360 2/3,0,0,96,2,1,1.0,0,0,0,-
변상권,키움,중견수,7,0,12,0,0,2,0,0,1.000,0,0,0,-
브리검,키움,투수,10,10,61,1,0,3,10,1,0.929,0,0,0,-
송성문,키움,3루수,38,33,265,5,0,18,67,10,0.944,0,0,0,-
송성문,키움,2루수,35,28,251 2/3,2,0,75,88,26,0.988,0,0,0,-
송성문,키움,1루수,3,2,19,0,0,24,1,3,1.000,0,0,0,-
송우현,키움,우익수,67,64,561 1/3,1,0,113,5,1,0.992,0,0,0,-
스미스,키움,투수,2,2,10,0,0,0,2,1,1.000,0,0,0,-
신준우,키움,유격수,28,16,129,5,0,22,44,9,0.93,0,0,0,-
신준우,키움,2루수,22,0,33 1/3,0,0,10,10,2,1.0,0,0,0,-
신준우,키움,3루수,2,0,2,0,0,0,1,0,1.000,0,0,0,-
안우진,키움,투수,21,21,107 2/3,1,0,5,9,1,0.933,0,0,0,-
양현,키움,투수,45,0,48,1,0,4,9,0,0.929,0,0,0,-
예진원,키움,중견수,22,18,150 2/3,0,0,40,2,0,1.0,0,0,0,-
예진원,키움,좌익수,24,15,126,0,0,38,1,0,1.0,0,0,0,-
예진원,키움,우익수,9,1,27,0,0,4,0,0,1.0,0,0,0,-
오주원,키움,투수,22,0,19 1/3,0,0,2,4,0,1.0,0,0,0,-
요키시,키움,투수,31,31,181 1/3,5,1,21,36,3,0.919,0,0,0,-
윤정현,키움,투수,10,0,12 1/3,0,0,2,2,0,1.0,0,0,0,-
이명기,키움,1루수,2,2,12,0,0,13,2,1,1.000,0,0,0,-
