선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
이승호,키움,투수,38,3,47 1/3,1,0,1,8,0,0.9,0,0,0,-
이용규,키움,우익수,62,55,438 1/3,1,0,93,1,0,0.989,0,0,0,-
이용규,키움,중견수,12,8,62,0,0,23,1,0,1.0,0,0,0,-
이용규,키움,좌익수,68,61,503 1/3,2,0,100,3,1,0.981,0,0,0,-
이정후,키움,중견수,115,114,966 2/3,3,0,258,8,2,0.989,0,0,0,-
이종민,키움,투수,2,0,2 1/3,0,0,0,0,0,-,0,0,0,-
이주형,키움,좌익수,1,0,1,0,0,0,0,0,-,0,0,0,-
이지영,키움,포수,94,50,508 2/3,3,1,389,30,3,0.993,0,37,12,24.5
임규빈,키움,투수,5,0,8 2/3,0,0,1,2,0,1.000,0,0,0,-
임지열,키움,좌익수,10,7,53,0,0,10,1,0,1.0,0,0,0,-
임지열,키움,우익수,2,0,2,0,0,0,0,0,-,0,0,0,-
장재영,키움,투수,19,2,17 2/3,0,0,0,3,0,1.0,0,0,0,-
전병우,키움,1루수,30,9,121,0,0,112,8,11,1.0,0,0,0,-
전병우,키움,3루수,77,44,422 1/3,8,0,28,88,8,0.935,0,0,0,-
전병우,키움,2루수,13,6,57 1/3,0,0,13,26,8,1.0,0,0,0,-
전병우,키움,유격수,3,2,18,1,0,5,8,3,0.929,0,0,0,-
정찬헌,키움,투수,23,23,114 1/3,1,1,8,13,2,0.955,0,0,0,-
조상우,키움,투수,44,0,44,1,0,1,1,0,0.667,0,0,0,-
조영건,키움,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
최원태,키움,투수,28,28,143 1/3,0,1,12,16,2,1.0,0,0,0,-
크레익,키움,우익수,18,18,140,3,0,24,2,0,0.897,0,0,0,-
크레익,키움,1루수,29,26,226 2/3,0,0,232,17,27,1.0,0,0,0,-
프레이타스,키움,포수,9,9,55 1/3,1,1,36,5,0,0.976,1,6,2,25.0
프레이타스,키움,1루수,1,1,6,0,0,5,2,1,1.000,0,0,0,-
한현희,키움,투수,18,15,85 2/3,0,0,8,7,0,1.0,0,0,0,-
허정협,키움,좌익수,13,6,61,0,0,19,0,0,1.0,0,0,0,-
허정협,키움,우익수,2,0,8,0,0,1,0,0,1.000,0,0,0,-
