선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
강건,KT,투수,2,1,3 2/3,0,0,0,1,0,1.000,0,0,0,-
강민성,KT,1루수,4,0,9,0,0,4,0,1,1.000,0,0,0,-
강민성,KT,3루수,6,0,9,0,0,2,4,1,1.000,0,0,0,-
강민성,KT,2루수,16,6,74 1/3,0,0,20,28,5,1.000,0,0,0,-
강백호,KT,1루수,4,0,10 1/3,0,0,10,1,0,1.000,0,0,0,-
강백호,KT,포수,5,4,32 2/3,1,0,22,2,1,0.960,0,2,2,50.0
강백호,KT,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
강현우,KT,포수,32,18,160 1/3,4,0,141,14,0,0.975,0,6,2,25.0
고영표,KT,투수,29,26,161,2,1,10,34,2,0.957,0,0,0,-
권동진,KT,유격수,119,81,740 1/3,15,0,150,236,40,0.963,0,0,0,-
권동진,KT,2루수,4,2,24,0,0,4,9,0,1.000,0,0,0,-
김건형,KT,좌익수,1,0,1,0,0,0,0,0,-,0,0,0,-
김동현,KT,투수,3,0,3 1/3,0,0,0,0,0,-,0,0,0,-
김민석,KT,포수,2,0,2,0,0,1,0,0,1.000,0,1,0,0.0
김민수,KT,투수,58,0,52 2/3,0,0,1,4,0,1.0,0,0,0,-
김민혁,KT,좌익수,90,83,662 2/3,1,0,127,1,0,0.992,0,0,0,-
김민혁,KT,중견수,10,7,42,0,0,6,1,0,1.000,0,0,0,-
김민혁,KT,우익수,1,1,8 1/3,1,0,1,0,0,0.500,0,0,0,-
김병준,KT,우익수,2,0,4,0,0,1,0,0,1.000,0,0,0,-
김병준,KT,좌익수,3,0,5 1/3,0,0,1,0,0,1.000,0,0,0,-
김병준,KT,중견수,1,0,3,0,0,0,0,0,-,0,0,0,-
김상수,KT,유격수,25,13,125 2/3,2,0,29,34,6,0.969,0,0,0,-
김상수,KT,2루수,99,90,742 1/3,6,0,167,268,45,0.986,0,0,0,-
김재원,KT,투수,4,0,4 1/3,0,0,0,0,0,-,0,0,0,-
로하스,KT,좌익수,34,19,170 2/3,1,0,40,1,0,0.976,0,0,0,-
로하스,KT,우익수,53,49,385,3,0,76,3,1,0.963,0,0,0,-
로하스,KT,중견수,6,5,36 1/3,0,0,8,0,0,1.000,0,0,0,-
문상철,KT,1루수,61,45,382,0,0,351,30,31,1.0,0,0,0,-
문용익,KT,투수,20,2,28 2/3,0,0,2,6,1,1.000,0,0,0,-
박건우,KT,투수,6,0,6 2/3,0,0,2,0,0,1.000,0,0,0,-
박경수,KT,2루수,1,0,2/3,0,0,0,0,0,-,0,0,0,-
박민석,KT,2루수,5,2,12,1,0,4,4,0,0.889,0,0,0,-
박민석,KT,유격수,11,3,43 1/3,1,0,7,11,7,0.947,0,0,0,-
박영현,KT,투수,67,0,69,1,0,3,2,0,0.833,0,0,0,-
배정대,KT,중견수,92,64,617 1/3,1,0,156,2,1,0.994,0,0,0,-
배제성,KT,투수,8,5,27,0,0,2,5,1,1.000,0,0,0,-
소형준,KT,투수,26,24,147 1/3,2,0,11,33,2,0.957,0,0,0,-
손동현,KT,투수,58,0,58 2/3,2,1,6,7,0,0.867,0,0,0,-
송민섭,KT,우익수,3,0,4,0,0,2,0,0,1.000,0,0,0,-
스티븐슨,KT,우익수,2,0,3,0,0,0,0,0,-,0,0,0,-
스티븐슨,KT,중견수,39,39,331 2/3,2,0,73,2,0,0.974,0,0,0,-
안치영,KT,중견수,5,2,19,0,0,5,0,0,1.000,0,0,0,-
안치영,KT,좌익수,23,9,87 2/3,0,0,22,0,0,1.000,0,0,0,-
안치영,KT,우익수,17,1,35 1/3,0,0,10,0,0,1.000,0,0,0,-
안현민,KT,우익수,93,84,699 2/3,7,0,149,14,1,0.959,0,0,0,-
안현민,KT,중견수,14,12,88 2/3,1,0,18,0,0,0.947,0,0,0,-
안현민,KT,좌익수,1,0,1,0,0,0,0,0,-,0,0,0,-
오서진,KT,3루수,1,0,1,0,0,0,0,0,-,0,0,0,-
오서진,KT,2루수,1,0,1 1/3,1,0,0,0,0,0.000,0,0,0,-
오서진,KT,유격수,2,0,2,0,0,2,1,1,1.000,0,0,0,-
오원석,KT,투수,25,25,132 1/3,1,0,7,26,1,0.971,0,0,0,-
오윤석,KT,2루수,48,21,215 1/3,1,0,48,76,12,0.992,0,0,0,-
오윤석,KT,3루수,1,0,1,0,0,0,0,0,-,0,0,0,-
오윤석,KT,1루수,34,22,190 1/3,0,0,171,15,16,1.0,0,0,0,-
우규민,KT,투수,53,0,44 1/3,0,0,2,7,0,1.0,0,0,0,-
원상현,KT,투수,52,0,57,0,0,0,9,0,1.0,0,0,0,-
유준규,KT,우익수,2,2,12,0,0,2,0,0,1.000,0,0,0,-
유준규,KT,좌익수,17,4,41 2/3,0,0,8,0,0,1.000,0,0,0,-
유준규,KT,중견수,8,1,25 2/3,0,0,8,1,0,1.000,0,0,0,-
윤준혁,KT,1루수,9,1,23,0,0,19,2,4,1.000,0,0,0,-
윤준혁,KT,유격수,4,0,11,0,0,0,4,1,1.000,0,0,0,-
윤준혁,KT,3루수,2,0,5,0,0,0,0,0,-,0,0,0,-
이상동,KT,투수,41,0,43 1/3,0,0,4,3,0,1.0,0,0,0,-
이정현,KT,투수,6,0,4 1/3,0,0,0,0,0,-,0,0,0,-
이정훈,KT,좌익수,24,17,132,0,0,23,0,0,1.000,0,0,0,-
이정훈,KT,1루수,2,1,9,1,0,8,0,0,0.889,0,0,0,-
이채호,KT,투수,10,1,11 2/3,0,0,4,0,0,1.000,0,0,0,-
이호연,KT,3루수,6,3,28,1,0,3,2,0,0.833,0,0,0,-
이호연,KT,2루수,5,0,8 2/3,0,0,1,2,1,1.000,0,0,0,-
이호연,KT,1루수,12,9,80,0,0,68,5,3,1.000,0,0,0,-
임준형,KT,투수,10,0,8 2/3,1,0,0,2,0,0.667,0,0,0,-
장성우,KT,포수,112,98,836 2/3,5,0,708,43,5,0.993,4,104,11,9.6
장준원,KT,3루수,11,0,26 1/3,0,0,2,4,1,1.000,0,0,0,-
장준원,KT,유격수,62,47,355,3,0,72,114,26,0.984,0,0,0,-
장준원,KT,2루수,11,4,40 1/3,0,0,11,16,4,1.000,0,0,0,-
장진혁,KT,우익수,27,5,77,1,0,19,0,0,0.95,0,0,0,-
장진혁,KT,좌익수,41,11,159,0,0,37,3,1,1.0,0,0,0,-
장진혁,KT,중견수,20,13,109 1/3,0,0,36,1,0,1.000,0,0,0,-
전용주,KT,투수,21,0,13 2/3,2,0,0,1,0,0.333,0,0,0,-
