player_id,Name,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+
74540,강민호,7.70%,11.50%,0.67,0.365,0.496,0.861,0.194,2.9,0.305,0.3,73,11.8,0.38,119
68050,강백호,9.60%,20.70%,0.46,0.36,0.48,0.84,0.191,3.3,0.333,-0.2,95,12,0.373,115
63123,강승호,5.70%,27.90%,0.2,0.328,0.476,0.804,0.196,7,0.367,0.5,77,0.8,0.352,101
51868,고명준,6.80%,24.60%,0.28,0.303,0.385,0.689,0.135,1.9,0.31,-1.5,38,-11.9,0.312,76
69517,고승민,7.70%,14.70%,0.53,0.358,0.476,0.834,0.168,4.9,0.338,-1.3,81,9.3,0.37,113
54344,고영우,9.70%,24.50%,0.39,0.329,0.319,0.648,0.063,2.4,0.349,-0.2,28,-11.1,0.306,72
69100,구본혁,9.80%,13.10%,0.75,0.335,0.327,0.662,0.071,4.9,0.293,-0.6,40,-12.5,0.313,76
62404,구자욱,9.70%,12.90%,0.75,0.417,0.627,1.044,0.284,4.4,0.346,0.3,126,48.9,0.45,164
63963,권희동,15.10%,12.30%,1.22,0.417,0.452,0.868,0.151,3.5,0.324,0.4,90,21.2,0.398,131
53312,김건희,6.40%,29.00%,0.22,0.3,0.418,0.718,0.161,1,0.333,-0.2,31,-7.6,0.319,80
66112,김기연,7.80%,16.60%,0.47,0.337,0.377,0.714,0.099,1.8,0.32,-1.2,33,-5.3,0.328,86
52605,김도영,10.60%,17.60%,0.6,0.42,0.647,1.067,0.3,8.9,0.375,5.6,141,56.9,0.456,167
53554,김민석,4.90%,25.10%,0.19,0.269,0.298,0.568,0.07,5.1,0.304,-0.5,15,-14.6,0.262,52
64004,김민혁,8.90%,11.50%,0.78,0.41,0.419,0.829,0.066,4,0.399,-0.5,64,11.2,0.383,121
79402,김상수,8.80%,14.00%,0.63,0.351,0.379,0.73,0.103,5,0.319,-0.7,53,-4.1,0.339,93
78603,김선빈,6.40%,8.40%,0.77,0.38,0.447,0.827,0.118,2.9,0.347,0.2,74,10.7,0.377,117
62934,김성욱,7.50%,19.20%,0.39,0.291,0.38,0.671,0.176,5.8,0.21,-0.1,39,-16.3,0.304,71
52430,김영웅,8.80%,30.50%,0.29,0.321,0.485,0.806,0.232,5.1,0.314,0.5,70,1.4,0.353,102
62332,김재현,4.30%,19.30%,0.22,0.297,0.281,0.579,0.038,2.2,0.306,-0.5,23,-21.1,0.275,52
78224,김재환,11.40%,30.40%,0.38,0.368,0.525,0.893,0.243,1.9,0.367,-0.6,93,18.7,0.389,125
51907,김주원,10.70%,23.40%,0.46,0.371,0.379,0.75,0.127,5.6,0.326,0,65,0.8,0.352,101
50458,김지찬,11.20%,7.50%,1.5,0.405,0.384,0.789,0.068,7.5,0.341,6,82,9.9,0.371,114
78122,김태군,4.40%,8.90%,0.5,0.328,0.383,0.711,0.119,1.1,0.268,-0.2,31,-5.3,0.327,85
66704,김태연,9.50%,18.90%,0.51,0.363,0.436,0.798,0.145,3.1,0.342,-0.3,69,5,0.362,108
64984,김태진,3.50%,13.40%,0.26,0.249,0.286,0.534,0.063,4.6,0.258,-0.1,9,-18.8,0.242,31
61404,김헌곤,7.10%,16.10%,0.44,0.358,0.434,0.792,0.132,4.1,0.341,-0.4,45,2.6,0.36,106
76290,김현수,8.10%,13.00%,0.62,0.357,0.418,0.775,0.124,3.9,0.326,0.3,80,0.9,0.352,101
51417,김현준,5.40%,23.90%,0.22,0.279,0.29,0.568,0.066,5.4,0.299,0.3,13,-14.9,0.266,46
68912,김형준,10.90%,34.80%,0.31,0.285,0.373,0.658,0.178,0.9,0.261,-0.2,37,-18.7,0.298,67
67304,김혜성,8.30%,10.90%,0.76,0.383,0.458,0.84,0.132,6.6,0.35,2.7,90,13.8,0.378,118
51344,김휘집,9.30%,21.20%,0.44,0.337,0.41,0.747,0.152,3.6,0.305,-1,70,-5.8,0.338,92
62947,나성범,9.00%,23.10%,0.39,0.357,0.511,0.868,0.219,1.8,0.336,-0.3,68,10.9,0.38,119
51551,나승엽,14.10%,17.00%,0.83,0.411,0.469,0.88,0.157,3.5,0.37,-0.2,87,20.5,0.399,131
69737,노시환,10.00%,21.50%,0.47,0.356,0.454,0.81,0.183,4.5,0.316,0.8,86,4.7,0.359,106
54944,데이비슨,6.90%,25.00%,0.27,0.37,0.633,1.003,0.327,2.1,0.334,-0.8,113,36.6,0.425,148
53327,도슨,9.10%,12.60%,0.72,0.399,0.508,0.906,0.178,3.7,0.361,-0.9,79,20.7,0.406,136
52025,라모스,7.80%,17.20%,0.45,0.36,0.482,0.843,0.177,4,0.344,-1.1,54,6.7,0.373,114
54529,레이예스,7.30%,13.00%,0.56,0.394,0.51,0.904,0.159,4.2,0.383,0.5,113,27.6,0.401,132
67025,로하스,13.10%,17.20%,0.77,0.421,0.568,0.989,0.24,2.7,0.364,-0.6,138,47.4,0.432,152
62234,류지혁,9.50%,20.10%,0.47,0.341,0.325,0.666,0.066,5.2,0.325,0,37,-10.1,0.316,79
54424,맥키넌,12.40%,10.50%,1.18,0.381,0.386,0.767,0.092,1.8,0.319,-0.1,44,1.1,0.354,103
69102,문보경,10.80%,18.60%,0.58,0.372,0.507,0.879,0.206,3.7,0.337,-1.9,100,18.3,0.385,122
64007,문상철,11.20%,21.30%,0.52,0.351,0.435,0.786,0.179,3.5,0.291,0.4,56,1.4,0.354,103
68119,문성주,13.60%,10.50%,1.29,0.411,0.38,0.791,0.066,4.9,0.356,-1.1,56,7.6,0.374,116
53764,문현빈,8.30%,18.30%,0.45,0.34,0.412,0.752,0.135,3.5,0.328,-2,37,-2.5,0.34,94
79215,박건우,9.10%,14.90%,0.61,0.409,0.542,0.951,0.198,4.5,0.38,0.5,71,21.7,0.42,144
79365,박동원,11.00%,22.50%,0.49,0.349,0.461,0.81,0.189,1.8,0.317,-0.1,71,4,0.359,106
62907,박민우,10.20%,15.00%,0.68,0.406,0.446,0.853,0.118,5.8,0.38,2.6,89,17.6,0.389,125
75125,박병호,11.60%,29.80%,0.39,0.333,0.449,0.781,0.217,3.3,0.279,0.5,55,0,0.35,100
67893,박성한,11.30%,15.20%,0.74,0.38,0.411,0.791,0.11,4.1,0.343,0.7,82,6,0.362,108
62802,박승욱,10.00%,25.60%,0.39,0.351,0.365,0.716,0.104,3.2,0.352,-1.9,56,-7.2,0.332,89
66928,박준영,9.90%,27.40%,0.36,0.313,0.409,0.721,0.183,5.6,0.287,0.3,24,-4.4,0.326,84
54805,박지환,4.80%,24.50%,0.2,0.317,0.386,0.703,0.11,6.3,0.355,0,27,-6.8,0.318,80
64646,박찬호,8.30%,7.60%,1.09,0.363,0.386,0.75,0.08,4.6,0.324,-2.7,76,-2.3,0.345,97
62415,박해민,8.30%,18.30%,0.46,0.336,0.359,0.695,0.095,7.7,0.315,2,61,-13.4,0.322,82
64166,배정대,6.90%,23.60%,0.29,0.279,0.292,0.57,0.088,5.5,0.267,-0.3,19,-14.4,0.271,57
64166,배정대,10.60%,24.10%,0.44,0.355,0.394,0.748,0.119,3.5,0.359,-1.9,61,-2.8,0.343,96
68305,변상권,4.70%,22.00%,0.22,0.289,0.342,0.631,0.091,1.6,0.305,-0.1,19,-12.3,0.288,61
78168,서건창,14.50%,12.50%,1.16,0.416,0.404,0.82,0.094,4.7,0.356,-0.1,41,7.3,0.384,122
69995,서호철,5.30%,17.80%,0.3,0.342,0.393,0.735,0.107,3.2,0.337,-1.6,70,-6.2,0.337,92
52630,소크라테스,6.80%,15.10%,0.45,0.359,0.516,0.875,0.207,5,0.33,-0.2,98,17,0.383,121
77532,손아섭,4.50%,18.30%,0.25,0.314,0.396,0.711,0.111,3.9,0.332,0,39,-9.2,0.32,81
50150,손호영,4.00%,15.10%,0.26,0.354,0.538,0.892,0.221,5.5,0.338,-0.8,72,13.9,0.388,124
65357,송성문,10.60%,13.60%,0.78,0.409,0.518,0.927,0.178,6,0.369,3.7,113,32.1,0.412,139
65207,신민재,13.50%,9.90%,1.36,0.401,0.357,0.757,0.059,7.5,0.335,0.7,69,4.4,0.361,107
79608,안치홍,9.20%,13.10%,0.7,0.37,0.427,0.797,0.127,2.3,0.327,-0.8,78,6.2,0.364,109
64153,양석환,8.30%,21.60%,0.38,0.316,0.488,0.804,0.242,3.6,0.259,-0.8,81,0.7,0.351,101
76232,양의지,8.20%,11.50%,0.71,0.379,0.479,0.858,0.165,2.5,0.325,-0.4,79,13,0.381,120
53827,에레디아,4.70%,12.40%,0.38,0.399,0.538,0.937,0.177,2.7,0.382,-1.1,112,32.1,0.413,140
53123,오스틴,10.10%,13.60%,0.74,0.384,0.573,0.957,0.254,4.5,0.319,-1.8,113,31.7,0.411,139
64504,오윤석,9.00%,20.40%,0.44,0.369,0.489,0.857,0.195,4.3,0.349,-0.6,33,5.5,0.382,120
75334,오재일,10.50%,25.70%,0.41,0.321,0.422,0.743,0.179,1.7,0.296,-0.2,41,-5.6,0.331,88
79109,오지환,11.90%,24.80%,0.48,0.35,0.411,0.761,0.157,6.3,0.329,1.2,57,-0.6,0.349,99
60558,오태곤,10.80%,25.30%,0.42,0.355,0.449,0.804,0.174,6.2,0.351,3.3,41,2.2,0.359,106
52591,윤동희,10.90%,18.60%,0.59,0.376,0.453,0.829,0.16,4.4,0.347,-2.9,96,13.2,0.375,116
65703,이도윤,7.00%,15.00%,0.46,0.332,0.333,0.665,0.057,5.3,0.326,-1,38,-12.6,0.311,75
66409,이성규,8.70%,30.70%,0.28,0.339,0.5,0.839,0.258,5.9,0.293,0.6,54,5.9,0.369,112
74163,이용규,13.70%,14.50%,0.94,0.429,0.372,0.8,0.066,4.2,0.367,-0.8,37,6.7,0.385,122
63260,이우성,9.80%,19.80%,0.49,0.361,0.401,0.762,0.113,4.2,0.349,0.6,61,0.2,0.351,100
67207,이유찬,8.40%,19.50%,0.43,0.341,0.364,0.705,0.087,5.5,0.343,0.1,30,-5.1,0.327,86
52415,이재현,12.70%,18.10%,0.7,0.365,0.419,0.784,0.159,3.5,0.295,-0.4,65,3.5,0.359,106
50167,이주형,9.10%,22.20%,0.41,0.352,0.402,0.754,0.135,5.6,0.33,0.8,71,-1.7,0.347,98
79456,이지영,4.20%,8.10%,0.51,0.32,0.349,0.669,0.07,4.5,0.294,0.8,43,-15.1,0.309,74
64560,이창진,18.20%,14.60%,1.25,0.401,0.33,0.731,0.068,3.4,0.31,-0.9,35,1.2,0.356,103
78548,장성우,12.30%,17.60%,0.7,0.355,0.45,0.805,0.182,2.9,0.29,0.7,70,4.4,0.36,107
