player_id,구분,AVG,AB,H,2B,3B,HR,RBI,BB,HBP,SO,GDP
69064,주자없음,0.000,1,0,0,0,0,0,0,0,0,0
69064,2-2,0.000,1,0,0,0,0,0,0,0,0,0
69064,9회,0.000,1,0,0,0,0,0,0,0,0,0
69064,7회이후,0.000,1,0,0,0,0,0,0,0,0,0
69064,4번타자,0.000,1,0,0,0,0,0,0,0,0,0
69064,우투수,0.000,1,0,0,0,0,0,0,0,0,0
69064,1아웃,0.000,1,0,0,0,0,0,0,0,0,0
74540,주자없음,0.333,204,68,11,0,12,12,14,1,27,0
74540,1루,0.268,82,22,4,1,3,10,6,2,13,11
74540,2루,0.267,30,8,2,0,0,8,7,1,2,0
74540,3루,0.400,10,4,0,0,1,9,1,0,0,0
74540,"1,2루",0.257,35,9,0,0,3,15,2,2,3,5
74540,"1,3루",0.385,13,5,1,0,0,8,4,0,1,1
74540,"2,3루",0.200,10,2,1,0,0,10,1,2,0,0
74540,만루,0.211,19,4,0,0,0,5,0,0,6,0
74540,주자있음,0.271,199,54,8,1,7,65,21,7,25,17
74540,득점권,0.274,117,32,4,0,4,55,15,5,12,6
74540,0-0,0.348,66,23,5,0,5,19,2,5,0,3
74540,1-0,0.382,34,13,0,0,2,9,0,0,0,1
74540,2-0,0.467,15,7,1,0,1,3,0,1,0,0
74540,3-0,-,0,0,0,0,0,0,3,0,0,0
74540,0-1,0.291,55,16,2,0,3,13,0,1,0,4
74540,1-1,0.375,40,15,5,0,0,6,0,1,0,1
74540,2-1,0.367,30,11,0,0,4,8,0,0,0,0
74540,3-1,0.333,9,3,0,0,0,1,14,0,0,0
74540,0-2,0.200,30,6,0,0,0,0,0,0,13,2
74540,1-2,0.190,58,11,4,1,1,8,0,0,22,2
74540,2-2,0.286,35,10,0,0,2,5,0,0,6,4
74540,3-2,0.226,31,7,2,0,1,5,16,0,11,0
74540,1회,0.311,45,14,3,0,1,13,3,0,5,2
74540,2회,0.275,51,14,3,0,5,8,1,0,12,0
74540,3회,0.395,38,15,1,0,3,9,3,0,5,2
74540,4회,0.326,46,15,0,0,3,8,3,1,8,1
74540,5회,0.413,46,19,6,0,1,11,6,2,4,1
74540,6회,0.277,47,13,2,1,0,6,5,1,2,6
74540,7회,0.289,45,13,2,0,2,10,6,1,5,1
74540,8회,0.333,45,15,1,0,3,8,4,2,8,1
74540,9회,0.088,34,3,0,0,1,4,3,1,3,3
74540,연장,0.167,6,1,1,0,0,0,1,0,0,0
74540,1~3회,0.321,134,43,7,0,9,30,7,0,22,4
74540,4~6회,0.338,139,47,8,1,4,25,14,4,14,8
74540,7회이후,0.246,130,32,4,0,6,22,14,4,16,5
74540,1번타자,0.000,2,0,0,0,0,0,1,0,0,0
74540,2번타자,0.200,5,1,0,0,0,1,0,0,0,0
74540,3번타자,0.429,7,3,0,0,0,1,1,0,2,0
74540,4번타자,0.338,142,48,6,0,10,36,13,1,19,6
74540,5번타자,0.253,83,21,4,0,4,13,7,1,11,7
74540,6번타자,0.313,83,26,5,0,3,10,4,3,9,3
74540,7번타자,0.333,39,13,2,0,1,8,1,0,6,0
74540,8번타자,0.242,33,8,2,1,1,7,7,3,3,1
74540,9번타자,0.222,9,2,0,0,0,1,1,0,2,0
74540,좌투수,0.306,124,38,8,0,4,19,10,1,18,7
74540,우투수,0.291,237,69,10,1,12,50,20,6,29,8
74540,언더투수,0.357,42,15,1,0,3,8,5,1,5,2
74540,0아웃,0.258,120,31,3,0,7,9,13,0,13,9
74540,1아웃,0.281,128,36,7,1,5,24,10,3,21,8
74540,2아웃,0.355,155,55,9,0,7,44,12,5,18,0
68050,주자없음,0.282,273,77,13,0,17,17,30,2,69,0
68050,1루,0.315,127,40,8,0,5,15,8,0,22,4
68050,2루,0.278,36,10,1,0,0,8,5,0,8,0
68050,3루,0.333,12,4,2,0,0,5,1,0,4,0
68050,"1,2루",0.229,48,11,0,0,3,15,5,1,12,1
68050,"1,3루",0.318,22,7,1,0,0,10,1,0,5,0
68050,"2,3루",0.545,11,6,1,0,0,12,7,0,2,0
68050,만루,0.190,21,4,1,0,1,14,2,0,5,1
68050,주자있음,0.296,277,82,14,0,9,79,29,1,58,6
68050,득점권,0.280,150,42,6,0,4,64,21,1,36,2
68050,0-0,0.333,48,16,1,0,4,10,2,0,0,1
68050,1-0,0.310,29,9,3,0,3,7,0,1,0,0
68050,2-0,0.294,17,5,2,0,0,3,0,1,0,0
68050,3-0,0.000,4,0,0,0,0,2,14,0,0,0
68050,0-1,0.375,48,18,3,0,3,10,0,0,0,0
68050,1-1,0.375,56,21,4,0,5,14,0,0,0,2
68050,2-1,0.450,40,18,5,0,2,17,0,1,0,0
68050,3-1,0.462,13,6,2,0,2,5,16,0,0,0
68050,0-2,0.242,62,15,2,0,1,4,0,0,25,1
68050,1-2,0.146,89,13,0,0,0,5,0,0,46,2
68050,2-2,0.278,90,25,3,0,5,11,0,0,35,0
68050,3-2,0.241,54,13,2,0,1,8,27,0,21,0
68050,1회,0.293,99,29,5,0,6,16,9,1,20,1
68050,2회,0.176,34,6,1,0,0,3,1,1,10,0
68050,3회,0.246,69,17,4,0,5,12,6,1,19,2
68050,4회,0.375,56,21,3,0,3,13,7,0,13,1
68050,5회,0.327,55,18,2,0,1,6,0,0,13,1
68050,6회,0.276,76,21,2,0,3,13,4,0,15,1
68050,7회,0.304,56,17,4,0,3,17,5,0,12,0
68050,8회,0.263,57,15,4,0,3,8,13,0,17,0
68050,9회,0.326,43,14,2,0,2,6,9,0,6,0
68050,연장,0.200,5,1,0,0,0,2,5,0,2,0
68050,1~3회,0.257,202,52,10,0,11,31,16,3,49,3
68050,4~6회,0.321,187,60,7,0,7,32,11,0,41,3
68050,7회이후,0.292,161,47,10,0,8,33,32,0,37,0
68050,2번타자,0.280,207,58,9,0,9,31,21,2,45,3
68050,3번타자,0.308,185,57,9,0,12,33,23,0,42,3
68050,4번타자,0.283,46,13,4,0,2,9,1,1,13,0
68050,5번타자,0.286,70,20,3,0,2,13,10,0,17,0
68050,6번타자,0.276,29,8,2,0,1,8,3,0,4,0
68050,7번타자,0.000,3,0,0,0,0,0,1,0,2,0
68050,8번타자,0.200,5,1,0,0,0,1,0,0,4,0
68050,9번타자,0.400,5,2,0,0,0,1,0,0,0,0
68050,좌투수,0.292,185,54,6,0,8,32,19,1,44,2
68050,우투수,0.276,341,94,17,0,15,55,37,2,77,3
68050,언더투수,0.458,24,11,4,0,3,9,3,0,6,1
68050,0아웃,0.309,188,58,8,0,10,28,17,1,32,3
68050,1아웃,0.268,183,49,10,0,8,29,19,2,45,3
68050,2아웃,0.291,179,52,9,0,8,39,23,0,50,0
54567,주자없음,0.500,2,1,0,0,0,0,0,0,0,0
54567,1루,-,0,0,0,0,0,0,0,0,0,0
54567,"1,2루",-,0,0,0,0,0,0,0,0,0,0
54567,주자있음,-,0,0,0,0,0,0,0,0,0,0
54567,득점권,-,0,0,0,0,0,0,0,0,0,0
54567,0-0,0.000,1,0,0,0,0,0,0,0,0,0
