player_id,H,2B,3B,HR,BB,HBP,SO,WP,BK,AVG
53006,4,0,0,1,1,0,0,0,0,0.667
53006,1,0,0,0,1,1,0,0,0,1.000
53006,0,0,0,0,0,0,1,0,0,0.000
53006,1,0,0,0,0,0,2,0,0,0.250
53006,0,0,0,0,2,0,0,0,0,-
53006,0,0,0,0,0,0,0,0,0,0.000
53006,1,0,1,0,0,0,0,0,0,1.000
53006,1,0,0,0,0,0,0,0,0,0.500
53006,4,0,1,0,3,1,3,0,0,0.308
53006,3,0,1,0,2,0,3,0,0,0.250
53006,2,0,0,0,0,0,0,0,0,0.667
53006,1,0,0,0,0,0,0,0,0,1.000
53006,0,0,0,0,0,1,0,0,0,-
53006,0,0,0,0,1,0,0,0,0,0.000
53006,2,0,1,0,0,0,0,0,0,1.000
53006,1,0,0,1,1,0,3,0,0,0.167
53006,3,0,1,1,1,0,1,0,0,0.500
53006,1,0,0,0,0,1,0,0,0,0.500
53006,2,0,0,0,0,0,0,0,0,0.400
53006,1,0,0,0,2,0,0,0,0,0.333
53006,1,0,0,0,1,0,2,0,0,0.333
53006,4,0,1,1,1,1,1,0,0,0.500
53006,4,0,0,0,3,0,2,0,0,0.364
53006,0,0,0,0,2,1,0,0,0,-
53006,2,0,0,0,0,0,1,0,0,0.667
53006,0,0,0,0,1,0,1,0,0,0.000
53006,2,0,1,0,0,0,0,0,0,0.667
53006,2,0,0,1,0,0,0,0,0,0.667
53006,2,0,0,0,0,0,0,0,0,1.000
53006,2,0,0,0,2,1,1,0,0,0.667
53006,2,0,1,0,2,0,1,0,0,0.333
53006,4,0,0,1,0,0,1,0,0,0.400
53006,5,0,0,1,3,1,3,0,0,0.455
53006,3,0,1,0,1,0,0,0,0,0.375
53006,3,0,0,0,2,0,1,0,0,0.429
53006,3,0,1,0,1,1,1,0,0,0.429
53006,2,0,0,1,1,0,1,0,0,0.400
51143,0,0,0,0,2,0,1,0,0,0.000
51143,1,0,0,1,1,0,1,0,0,0.333
51143,0,0,0,0,0,0,0,0,0,0.000
51143,1,0,0,0,0,0,0,0,0,1.000
51143,2,0,0,1,1,0,1,0,0,0.400
51143,1,0,0,0,0,0,0,0,0,0.500
51143,1,0,0,1,0,0,0,0,0,1.000
51143,0,0,0,0,1,0,0,0,0,-
51143,0,0,0,0,0,0,1,0,0,0.000
51143,1,0,0,1,1,0,2,0,0,0.250
51143,1,0,0,0,2,0,0,0,0,0.500
51143,2,0,0,1,3,0,2,0,0,0.333
51143,0,0,0,0,1,0,0,0,0,0.000
51143,1,0,0,1,0,0,2,0,0,0.333
51143,1,0,0,0,2,0,1,0,0,0.333
51143,0,0,0,0,3,0,0,0,0,0.000
51143,1,0,0,0,0,0,1,0,0,0.500
51143,1,0,0,1,0,0,1,0,0,0.500
64001,71,16,2,5,10,8,42,0,0,0.330
64001,35,3,1,1,1,0,9,1,1,0.443
64001,7,1,0,0,1,1,7,1,0,0.269
64001,2,1,0,0,1,0,1,0,0,0.333
64001,7,1,0,0,0,0,4,0,0,0.318
64001,10,1,1,0,1,2,12,0,0,0.213
64001,3,2,0,0,0,0,1,0,0,0.273
64001,6,2,0,0,0,0,3,0,0,0.353
64001,70,11,2,1,4,3,37,2,1,0.337
64001,35,8,1,0,3,3,28,1,0,0.271
64001,24,2,2,0,0,2,0,0,0,0.414
64001,6,0,0,0,0,0,0,0,0,0.316
64001,2,2,0,0,0,0,0,0,0,0.333
64001,0,0,0,0,4,0,0,0,0,-
64001,25,3,0,3,0,1,0,0,0,0.463
64001,23,6,0,0,0,2,0,1,0,0.469
64001,8,2,0,2,0,0,0,0,0,0.571
64001,1,1,0,0,3,0,0,0,0,0.167
64001,18,4,1,0,0,3,32,0,0,0.243
64001,16,4,1,0,0,3,36,1,1,0.195
64001,10,3,0,0,0,0,6,0,0,0.278
64001,8,0,0,1,7,0,5,0,0,0.320
64001,30,6,3,1,5,3,20,0,0,0.385
64001,23,6,0,0,1,2,14,0,0,0.319
64001,32,5,1,2,3,1,11,0,1,0.400
64001,24,4,0,1,2,3,14,1,0,0.333
64001,17,1,0,1,2,1,11,0,0,0.283
64001,10,5,0,1,0,0,5,0,0,0.256
64001,4,0,0,0,1,1,1,1,0,0.250
64001,0,0,0,0,0,0,3,0,0,0.000
64001,1,0,0,0,0,0,0,0,0,0.333
64001,85,17,4,3,9,6,45,0,1,0.370
64001,51,10,0,3,4,4,30,1,0,0.298
64001,5,0,0,0,1,1,4,1,0,0.227
64001,26,3,2,1,2,1,8,0,0,0.491
64001,16,2,0,0,0,1,11,0,0,0.302
64001,20,5,0,0,2,0,9,0,0,0.392
64001,22,4,1,3,2,3,5,0,0,0.478
64001,14,3,0,1,2,2,5,0,0,0.298
64001,13,5,1,0,1,1,13,0,1,0.271
64001,9,1,0,1,2,2,11,0,0,0.214
64001,8,1,0,0,0,1,12,1,0,0.182
64001,13,3,0,0,3,0,5,1,0,0.333
64001,42,5,2,1,2,2,19,0,0,0.396
64001,56,12,1,4,6,5,19,0,0,0.389
64001,43,10,1,1,6,4,41,2,1,0.249
64001,87,16,3,3,7,5,37,1,0,0.361
64001,54,11,1,3,7,6,42,1,1,0.297
64001,57,11,3,4,5,5,33,1,0,0.370
64001,36,4,0,1,3,3,25,0,0,0.281
64001,48,12,1,1,6,3,21,1,1,0.340
72523,12,3,0,3,8,0,11,0,0,0.316
72523,3,0,0,0,3,0,6,1,0,0.200
72523,2,0,0,1,3,0,3,0,0,0.182
72523,3,1,0,0,1,0,3,0,0,0.300
72523,0,0,0,0,1,1,0,0,0,-
72523,2,0,0,0,1,0,2,1,0,0.250
72523,1,0,0,0,3,0,1,0,0,0.500
72523,0,0,0,0,0,0,1,0,0,0.000
72523,11,1,0,1,12,1,16,2,0,0.234
72523,8,1,0,1,9,1,10,1,0,0.250
72523,1,0,0,0,0,0,0,0,0,0.200
72523,1,1,0,0,0,0,0,0,0,0.250
72523,1,0,0,1,0,0,0,0,0,0.250
72523,0,0,0,0,5,0,0,0,0,-
72523,5,1,0,0,0,0,0,0,0,0.625
72523,1,0,0,0,0,1,0,1,0,0.167
72523,0,0,0,0,0,0,0,0,0,0.000
72523,3,1,0,0,0,0,2,0,0,0.333
72523,2,0,0,1,0,0,10,0,0,0.133
72523,4,0,0,1,0,0,8,0,0,0.250
72523,5,1,0,1,10,0,7,1,0,0.294
72523,0,0,0,0,1,0,0,0,0,0.000
72523,7,0,0,1,4,1,9,1,0,0.292
72523,14,3,0,3,13,0,12,0,0,0.326
72523,1,1,0,0,2,0,4,1,0,0.091
72523,1,0,0,0,0,0,2,0,0,0.250
72523,7,0,0,1,5,1,9,1,0,0.259
72523,16,4,0,3,15,0,18,1,0,0.276
72523,1,0,0,1,2,0,2,0,0,0.167
