player_id,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
67591,강동호,롯데,6.75,1,0,0,0,0,-,1 1/3,1,0,1,1,1,1,1,1.5
79358,강윤구,롯데,8.44,22,0,1,0,3,0.000,16,21,3,14,1,15,15,15,2.19
65514,강태율,롯데,0.0,1,0,0,0,0,-,1/3,2,0,0,0,0,0,0,6.0
63543,구승민,롯데,4.33,68,6,5,0,20,0.545,62 1/3,47,5,31,4,65,30,30,1.25
76225,김건국,롯데,6.55,13,0,0,0,0,-,22,27,3,14,0,17,16,16,1.86
78536,김대우,롯데,5.09,39,2,2,0,9,0.500,35 1/3,32,4,24,4,31,22,20,1.58
68585,김도규,롯데,5.79,43,2,1,0,5,0.667,42,41,3,22,0,39,28,27,1.5
67504,김민수,롯데,0.0,1,0,0,0,0,-,1,0,0,1,0,1,0,0,1.0
62528,김원중,롯데,3.59,61,4,4,35,0,0.500,62 2/3,50,6,28,3,64,26,25,1.24
64596,김유영,롯데,7.23,26,1,0,0,0,1.000,18 2/3,21,1,14,2,17,16,15,1.88
51516,김진욱,롯데,6.31,39,4,6,0,8,0.400,45 2/3,42,3,49,3,45,32,32,1.99
67539,나균안,롯데,6.41,23,1,2,1,1,0.333,46 1/3,62,4,24,0,27,36,33,1.86
73211,노경은,롯데,7.35,14,3,5,0,0,0.375,56 1/3,79,11,24,4,35,50,46,1.83
66556,박선우,롯데,0.0,1,0,0,0,0,-,2,1,0,0,2,1,0,0,0.5
64021,박세웅,롯데,3.98,28,10,9,0,0,0.526,163,141,20,53,10,125,75,72,1.19
63512,박진형,롯데,7.88,22,2,1,0,0,0.667,16,25,1,10,0,23,14,14,2.19
64501,배성근,롯데,0.0,2,0,0,0,0,-,2,2,0,1,0,1,0,0,1.5
69539,서준원,롯데,7.33,26,1,3,0,3,0.250,54,72,5,29,2,37,46,44,1.87
50558,스트레일리,롯데,4.07,31,10,12,0,0,0.455,165 2/3,162,12,67,7,164,85,75,1.38
79293,오현택,롯데,6.61,20,0,1,0,1,0.000,16 1/3,28,2,8,1,8,13,12,2.2
67588,윤성빈,롯데,0.0,1,0,0,0,0,-,1,0,0,1,0,0,0,0,1.0
68529,이승헌,롯데,5.77,16,0,3,0,0,0.000,57 2/3,65,2,43,7,31,39,37,1.87
64565,이인복,롯데,4.11,25,3,0,0,1,1.000,61 1/3,75,5,14,5,45,31,28,1.45
68556,정성종,롯데,8.25,12,0,0,0,0,-,12,19,2,8,1,4,12,11,2.25
51546,정우준,롯데,9.53,6,0,0,0,0,-,5 2/3,6,1,5,2,4,6,6,1.94
79545,진명호,롯데,4.81,33,2,2,0,3,0.500,24 1/3,20,3,14,2,24,14,13,1.4
64718,최설우,롯데,6.2,20,1,2,0,0,0.333,40 2/3,45,4,24,2,28,30,28,1.7
50556,최준용,롯데,2.85,44,4,2,1,20,0.667,47 1/3,41,6,16,1,45,16,15,1.2
68362,추재현,롯데,0.0,1,0,0,0,0,-,1,0,0,2,0,0,0,0,2.0
51567,프랑코,롯데,5.4,37,9,8,0,1,0.529,150,147,20,75,20,124,97,90,1.48
