date,stadium,team_away,team_home,status,crowd,time_start,time_end,time_run,score_away,score_home
2022-08-20,고척,SSG,키움,finished,7439,14:00,17:52,03:52,14,7
2022-08-20,잠실,두산,LG,finished,17504,18:00,21:21,03:21,1,6
2022-08-20,사직,한화,롯데,finished,7376,18:00,21:29,03:29,5,3
2022-08-20,사직,NC,삼성,canceled,,,,,,
2022-08-20,수원,KIA,KT,finished,19194,18:00,21:30,03:30,5,2
2022-08-21,고척,SSG,키움,finished,7183,14:00,16:58,02:58,6,1
2022-08-21,잠실,두산,LG,finished,14441,17:00,20:26,03:26,4,2
2022-08-21,사직,한화,롯데,finished,7754,17:00,20:19,03:19,1,8
2022-08-21,대구,NC,삼성,finished,11429,17:00,20:16,03:16,6,2
2022-08-21,수원,KIA,KT,finished,16158,17:01,20:33,03:32,3,11
2022-08-23,한밭,LG,한화,finished,2107,18:49,22:05,03:16,4,6
2022-08-23,잠실,KT,두산,finished,3059,18:30,22:30,04:00,2,1
2022-08-23,문학,삼성,SSG,finished,8096,18:30,21:43,03:13,3,7
2022-08-23,창원,롯데,NC,finished,9211,18:31,21:47,03:16,9,3
2022-08-23,고척,KIA,키움,finished,6637,18:31,21:47,03:16,12,3
2022-08-24,한밭,LG,한화,finished,2608,18:30,22:18,03:48,9,2
2022-08-24,잠실,KT,두산,finished,2827,18:30,21:44,03:14,5,1
2022-08-24,문학,삼성,SSG,finished,8345,18:30,21:26,02:56,2,4
2022-08-24,창원,롯데,NC,finished,7479,18:30,21:23,02:53,2,1
2022-08-24,고척,KIA,키움,finished,8175,18:30,22:32,04:02,10,11
2022-08-25,한밭,두산,한화,finished,2315,18:29,21:56,03:27,0,4
2022-08-25,잠실,KIA,LG,finished,14262,18:30,21:38,03:08,1,0
2022-08-25,사직,삼성,롯데,finished,6844,18:30,21:42,03:12,9,5
2022-08-25,창원,키움,NC,finished,2712,18:30,22:53,04:23,10,9
2022-08-25,수원,SSG,KT,finished,5103,18:30,22:01,03:31,4,5
2022-08-26,한밭,두산,한화,finished,3226,18:30,21:28,02:58,1,2
2022-08-26,잠실,KIA,LG,finished,18154,18:30,20:49,02:19,1,3
2022-08-26,사직,삼성,롯데,finished,7483,18:30,21:23,02:53,3,8
2022-08-26,창원,키움,NC,finished,4856,18:30,21:39,03:09,6,3
2022-08-26,수원,SSG,KT,finished,6149,18:31,21:44,03:13,3,12
2022-08-27,잠실,키움,LG,finished,15250,18:00,20:51,02:51,0,1
2022-08-27,문학,롯데,SSG,finished,21043,18:00,21:03,03:03,0,10
2022-08-27,대구,한화,삼성,finished,13729,18:01,21:12,03:11,4,7
2022-08-27,창원,KT,NC,finished,8977,18:00,20:59,02:59,2,9
2022-08-27,광주,두산,KIA,finished,11053,18:01,21:00,02:59,2,1
2022-08-28,잠실,키움,LG,finished,12917,17:00,19:56,02:56,0,7
2022-08-28,문학,롯데,SSG,finished,20604,17:00,20:09,03:09,4,2
2022-08-28,대구,한화,삼성,finished,10236,17:01,20:46,03:45,4,5
2022-08-28,창원,KT,NC,finished,5110,17:00,19:48,02:48,0,5
2022-08-28,광주,두산,KIA,finished,8188,17:01,20:48,03:47,6,11
2022-08-30,한밭,KIA,한화,canceled,,,,,,
2022-08-30,잠실,NC,LG,canceled,,,,,,
2022-08-30,대구,SSG,삼성,canceled,,,,,,
2022-08-30,수원,두산,KT,canceled,,,,,,
2022-08-30,고척,롯데,키움,finished,4381,18:30,21:54,03:24,5,6
2022-08-31,한밭,KIA,한화,finished,3513,18:30,22:12,03:42,4,3
2022-08-31,잠실,NC,LG,finished,8553,18:30,21:48,03:18,3,5
2022-08-31,대구,SSG,삼성,finished,4314,18:30,21:24,02:54,1,2
2022-08-31,수원,두산,KT,finished,3798,18:30,21:19,02:49,2,5
2022-08-31,고척,롯데,키움,finished,6685,18:30,21:51,03:21,4,5
2022-09-01,잠실,롯데,두산,finished,6219,18:29,21:15,02:46,1,2
2022-09-01,문학,NC,SSG,finished,7804,18:30,21:22,02:52,3,2
2022-09-01,수원,LG,KT,finished,6888,18:31,21:29,02:58,3,1
2022-09-01,광주,삼성,KIA,finished,5234,18:33,21:53,03:20,4,1
2022-09-01,고척,한화,키움,finished,2799,18:30,21:27,02:57,1,7
2022-09-02,잠실,롯데,두산,finished,8100,18:30,22:23,03:53,16,4
2022-09-02,문학,NC,SSG,finished,12392,18:30,21:15,02:45,3,5
2022-09-02,수원,LG,KT,finished,10128,18:30,21:35,03:05,2,1
2022-09-02,광주,삼성,KIA,finished,6274,18:30,21:42,03:12,3,8
2022-09-02,고척,한화,키움,finished,3156,18:30,21:43,03:13,0,4
2022-09-03,한밭,NC,한화,finished,5547,17:00,20:16,03:16,3,7
2022-09-03,잠실,삼성,두산,finished,13113,16:59,20:12,03:13,4,1
2022-09-03,문학,키움,SSG,finished,20347,17:00,19:54,02:54,2,1
2022-09-03,문학,LG,롯데,canceled,,,,,,
2022-09-03,광주,KT,KIA,finished,10639,17:00,20:17,03:17,5,1
2022-09-04,한밭,NC,한화,finished,3743,14:00,17:09,03:09,1,10
2022-09-04,한밭,삼성,두산,canceled,,,,,,
2022-09-04,한밭,키움,SSG,canceled,,,,,,
2022-09-04,사직,LG,롯데,finished,6286,14:00,17:05,03:05,14,1
2022-09-04,광주,KT,KIA,finished,7056,14:01,17:06,03:05,6,2
2022-09-06,잠실,SSG,LG,finished,12917,18:30,21:45,03:15,8,6
2022-09-06,대구,키움,삼성,finished,3890,18:30,21:38,03:08,4,11
2022-09-06,창원,두산,NC,finished,4331,18:31,21:14,02:43,3,4
2022-09-06,수원,한화,KT,finished,3459,18:31,21:40,03:09,5,8
2022-09-06,울산,KIA,롯데,finished,5060,18:31,21:46,03:15,3,6
2022-09-07,잠실,SSG,LG,finished,15185,18:30,22:40,04:10,2,2
2022-09-07,대구,키움,삼성,finished,5093,18:29,21:17,02:48,1,2
2022-09-07,창원,두산,NC,finished,8070,18:30,22:06,03:36,5,16
2022-09-07,수원,한화,KT,finished,4364,18:30,21:03,02:33,2,4
2022-09-07,울산,KIA,롯데,finished,7380,18:30,21:56,03:26,12,6
2022-09-08,잠실,한화,두산,finished,4757,18:31,22:07,03:36,5,4
2022-09-08,문학,KIA,SSG,finished,16148,18:30,21:58,03:28,9,4
2022-09-08,대구,롯데,삼성,finished,13125,18:30,21:37,03:07,2,1
2022-09-08,수원,NC,KT,finished,3651,18:30,21:37,03:07,8,3
2022-09-08,고척,LG,키움,finished,6505,18:30,21:20,02:50,2,3
2022-09-09,잠실,한화,두산,finished,5691,14:00,17:14,03:14,0,11
2022-09-09,문학,KIA,SSG,finished,20951,13:59,17:45,03:46,16,9
2022-09-09,대구,롯데,삼성,finished,12634,14:00,17:04,03:04,0,4
2022-09-09,수원,NC,KT,finished,5966,14:01,16:50,02:49,17,1
2022-09-09,고척,LG,키움,finished,10074,14:00,17:34,03:34,6,3
2022-09-10,잠실,KIA,두산,finished,13433,13:59,16:36,02:37,3,0
2022-09-10,한밭,SSG,한화,finished,5236,17:00,20:03,03:03,0,5
2022-09-10,사직,NC,롯데,finished,11091,17:00,20:08,03:08,6,3
2022-09-10,대구,LG,삼성,finished,11995,16:59,20:18,03:19,10,1
2022-09-10,고척,KT,키움,finished,4017,17:00,20:13,03:13,2,1
2022-09-11,한밭,SSG,한화,finished,7863,14:00,16:52,02:52,12,1
2022-09-11,잠실,KIA,두산,finished,20681,14:01,17:24,03:23,3,6
2022-09-11,사직,NC,롯데,finished,12343,14:00,17:48,03:48,11,6
2022-09-11,대구,LG,삼성,finished,15446,14:00,16:49,02:49,1,3
2022-09-11,고척,KT,키움,finished,5009,14:00,16:50,02:50,0,5
2022-09-13,한밭,KT,한화,finished,2723,18:30,21:21,02:51,5,2
2022-09-13,잠실,LG,두산,finished,6803,18:30,21:35,03:05,5,0
2022-09-13,사직,SSG,롯데,finished,4570,18:30,21:49,03:19,8,9
2022-09-13,창원,삼성,NC,finished,3780,18:30,21:02,02:32,3,1
2022-09-13,광주,키움,KIA,finished,3507,18:34,21:43,03:09,4,1
2022-09-14,한밭,KT,한화,finished,2777,18:30,21:37,03:07,1,4
2022-09-14,잠실,LG,두산,finished,7098,18:30,21:46,03:16,0,5
2022-09-14,사직,SSG,롯데,finished,4179,18:31,21:26,02:55,3,1
2022-09-14,창원,삼성,NC,finished,4084,18:30,21:06,02:36,2,7
2022-09-14,광주,키움,KIA,finished,5175,18:31,20:42,02:11,2,0
2022-09-15,잠실,KT,LG,finished,9614,18:30,21:31,03:01,0,2
2022-09-15,사직,키움,롯데,finished,5133,18:30,21:31,03:01,2,4
2022-09-15,대구,두산,삼성,finished,5374,18:30,22:07,03:37,3,13
2022-09-15,창원,SSG,NC,finished,3851,18:30,21:20,02:50,0,6
2022-09-15,광주,한화,KIA,finished,5158,18:30,22:19,03:49,2,1
2022-09-16,잠실,KT,LG,canceled,,,,,,
2022-09-16,사직,키움,롯데,finished,8567,18:30,22:38,04:08,12,10
2022-09-16,대구,두산,삼성,finished,6576,18:30,22:28,03:58,13,11
2022-09-16,창원,SSG,NC,finished,5680,18:30,21:29,02:59,10,0
2022-09-16,광주,한화,KIA,finished,8642,18:30,23:22,04:52,7,6
2022-09-17,잠실,한화,LG,finished,20104,17:00,20:02,03:02,1,4
2022-09-17,문학,두산,SSG,finished,20871,17:00,19:47,02:47,4,1
2022-09-17,대구,KIA,삼성,finished,15130,17:00,19:58,02:58,1,10
2022-09-17,수원,롯데,KT,finished,14944,17:00,20:13,03:13,2,0
2022-09-17,고척,NC,키움,finished,5827,17:00,20:21,03:21,3,10
2022-09-18,잠실,한화,LG,finished,16798,14:00,17:30,03:30,5,1
2022-09-18,문학,두산,SSG,finished,17684,13:59,18:14,04:15,13,14
2022-09-18,대구,KIA,삼성,finished,12340,14:00,17:16,03:16,6,9
2022-09-18,수원,롯데,KT,finished,16612,14:00,17:18,03:18,3,6
2022-09-18,고척,NC,키움,finished,4128,14:00,16:53,02:53,5,1
2022-09-20,한밭,롯데,한화,finished,5515,18:30,22:11,03:41,8,6
2022-09-20,잠실,NC,두산,finished,7386,18:30,22:02,03:32,2,8
2022-09-20,문학,KT,SSG,finished,10066,18:30,21:13,02:43,2,4
2022-09-20,광주,LG,KIA,finished,5992,18:30,21:49,03:19,11,1
2022-09-20,고척,삼성,키움,finished,4851,18:30,21:47,03:17,10,0
2022-09-21,한밭,롯데,한화,finished,4291,18:30,21:30,03:00,9,0
2022-09-21,잠실,NC,두산,finished,4683,18:30,21:53,03:23,5,1
2022-09-21,문학,KT,SSG,finished,10359,18:30,21:55,03:25,4,3
2022-09-21,광주,LG,KIA,finished,6633,18:30,21:28,02:58,11,2
2022-09-21,고척,삼성,키움,finished,5407,18:30,21:57,03:27,4,5
2022-09-22,잠실,롯데,LG,finished,18034,18:30,21:22,02:52,7,1
2022-09-22,문학,한화,SSG,finished,11471,18:29,21:25,02:56,1,10
2022-09-22,대구,KT,삼성,finished,6006,18:31,22:23,03:52,9,7
2022-09-22,창원,KIA,NC,finished,7340,18:31,21:25,02:54,3,1
2022-09-22,고척,두산,키움,finished,3063,18:30,22:12,03:42,5,2
2022-09-23,잠실,롯데,LG,finished,19377,18:30,21:37,03:07,0,1
2022-09-23,문학,한화,SSG,finished,16353,18:29,21:56,03:27,4,5
2022-09-23,대구,KT,삼성,finished,8056,18:30,21:29,02:59,3,5
2022-09-23,창원,KIA,NC,finished,9871,18:30,22:02,03:32,2,5
2022-09-23,고척,두산,키움,finished,4040,18:30,21:46,03:16,1,5
2022-09-24,잠실,한화,LG,finished,16775,17:00,20:32,03:32,2,0
2022-09-24,문학,두산,SSG,finished,19253,16:59,20:10,03:11,5,14
2022-09-24,창원,KIA,NC,finished,12938,17:00,20:16,03:16,3,0
2022-09-24,고척,롯데,키움,finished,9442,17:00,20:21,03:21,5,9
2022-09-25,잠실,한화,두산,finished,9590,14:00,17:07,03:07,3,5
2022-09-25,문학,LG,SSG,finished,23000,14:00,17:46,03:46,6,2
2022-09-25,대구,KIA,삼성,finished,17730,14:00,17:04,03:04,4,3
2022-09-25,창원,KT,NC,finished,5148,13:59,17:00,03:01,9,1
2022-09-27,한밭,LG,한화,finished,3110,18:30,22:16,03:46,1,0
2022-09-27,창원,키움,NC,finished,2571,18:29,22:17,03:48,5,6
2022-09-27,수원,두산,KT,finished,4196,18:30,21:29,02:59,4,5
2022-09-28,한밭,LG,한화,finished,2845,18:30,22:04,03:34,4,1
2022-09-28,창원,삼성,NC,finished,5164,18:28,21:13,02:45,3,4
2022-09-28,수원,두산,KT,finished,5220,18:30,21:22,02:52,0,8
2022-09-29,한밭,두산,한화,finished,2018,18:30,22:05,03:35,6,5
2022-09-29,잠실,KT,LG,finished,10859,18:30,21:54,03:24,5,3
2022-09-29,문학,키움,SSG,finished,13358,18:30,22:58,04:28,14,9
2022-09-29,대구,NC,삼성,finished,7703,18:31,20:51,02:20,0,3
2022-09-29,광주,롯데,KIA,finished,6294,18:30,21:47,03:17,4,5
2022-09-30,한밭,롯데,한화,finished,4025,18:30,22:45,04:15,6,5
2022-09-30,잠실,NC,LG,finished,11076,18:31,21:21,02:50,1,2
2022-09-30,문학,키움,SSG,finished,20422,18:29,22:57,04:28,3,7
2022-09-30,대구,두산,삼성,finished,9081,18:30,21:57,03:27,3,11
2022-10-01,잠실,NC,LG,finished,17282,17:00,20:38,03:38,2,1
2022-10-01,대구,두산,삼성,finished,15964,17:01,19:43,02:42,3,4
2022-10-01,광주,SSG,KIA,finished,13341,17:00,20:22,03:22,3,2
2022-10-02,한밭,KIA,한화,finished,11336,14:00,17:13,03:13,10,1
2022-10-02,잠실,NC,LG,finished,15711,14:00,17:08,03:08,2,0
2022-10-02,사직,두산,롯데,finished,14088,14:00,17:13,03:13,1,3
2022-10-03,한밭,SSG,한화,finished,7023,13:59,17:31,03:32,4,7
2022-10-03,한밭,KIA,LG,canceled,,,,,,
2022-10-03,사직,두산,롯데,finished,11162,14:00,17:47,03:47,9,3
2022-10-03,사직,NC,KT,canceled,,,,,,
2022-10-04,잠실,KIA,LG,finished,13385,18:30,21:37,03:07,8,3
2022-10-04,수원,삼성,KT,finished,5451,18:30,21:02,02:32,3,7
2022-10-05,잠실,SSG,두산,finished,9474,18:31,21:16,02:45,2,5
2022-10-05,창원,롯데,NC,finished,11326,18:32,21:39,03:07,3,7
2022-10-05,수원,삼성,KT,finished,7226,18:30,21:26,02:56,7,4
2022-10-05,광주,LG,KIA,finished,5487,18:30,21:19,02:49,10,2
2022-10-06,한밭,키움,한화,finished,9802,18:30,22:43,04:13,2,3
2022-10-06,잠실,삼성,두산,finished,7350,18:31,21:18,02:47,4,5
2022-10-06,창원,SSG,NC,finished,6064,18:30,21:07,02:37,1,6
2022-10-06,광주,LG,KIA,finished,5209,18:31,21:40,03:09,3,4
2022-10-07,잠실,삼성,두산,finished,11681,18:31,22:01,03:30,8,2
2022-10-07,창원,LG,NC,finished,6257,18:29,21:53,03:24,7,2
2022-10-07,광주,KT,KIA,finished,15175,18:30,21:21,02:51,1,11
2022-10-08,잠실,키움,두산,finished,23511,17:01,19:54,02:53,5,1
2022-10-08,사직,LG,롯데,finished,22990,17:00,19:58,02:58,2,3
2022-10-08,대구,SSG,삼성,finished,24000,17:00,19:14,02:14,1,6
2022-10-08,창원,한화,NC,finished,12462,17:00,21:47,04:47,5,6
2022-10-08,광주,KT,KIA,finished,17231,17:00,20:03,03:03,7,2
2022-10-09,잠실,KT,LG,canceled,,,,,,
2022-10-10,수원,NC,KT,finished,10535,13:59,16:33,02:34,2,5
2022-10-11,잠실,KT,LG,finished,10092,18:30,21:57,03:27,5,6
