player_id,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
66145,김대현,LG,5.4,37,2,0,1,1,1.000,35,33,6,18,2,30,21,21,1.46
68130,김영준,LG,8.22,14,1,1,0,0,0.500,15 1/3,21,2,9,0,11,17,14,1.96
64596,김유영,LG,3.78,53,1,2,1,6,0.333,47 2/3,50,2,16,4,42,27,20,1.38
50157,김윤식,LG,12.0,1,0,0,0,0,-,3,7,0,1,0,1,4,4,2.67
65411,김주온,LG,15.43,2,0,0,0,0,-,4 2/3,8,2,3,0,4,8,8,2.36
75867,김진성,LG,3.97,71,3,3,1,27,0.500,70 1/3,62,11,23,7,61,34,31,1.21
51154,김진수,LG,6.75,8,0,1,0,0,0.000,13 1/3,17,3,4,0,6,10,10,1.58
53139,박명근,LG,6.39,33,2,2,1,8,0.500,25 1/3,29,6,12,3,13,20,18,1.62
65109,백승현,LG,9.11,36,2,1,2,1,0.667,26 2/3,33,3,22,2,14,28,27,2.06
68159,성동현,LG,0.0,2,0,0,0,0,-,2,0,0,3,0,1,0,0,1.5
67143,손주영,LG,3.79,28,9,10,0,1,0.474,144 2/3,157,11,54,10,112,71,61,1.46
54119,에르난데스,LG,4.02,11,3,2,1,1,0.600,47,41,5,16,2,55,21,21,1.21
54134,엔스,LG,4.19,30,13,6,0,0,0.684,167 2/3,169,16,50,6,157,84,78,1.31
51526,우강훈,LG,3.09,14,1,0,0,0,1.000,11 2/3,11,0,8,6,10,6,4,1.63
50106,유영찬,LG,2.97,62,7,5,26,1,0.583,63 2/3,61,2,30,3,77,24,21,1.43
63961,윤호솔,LG,4.15,7,0,0,0,0,-,4 1/3,4,0,8,0,5,2,2,2.77
51110,이믿음,LG,15.75,1,0,1,0,0,0.000,4,11,0,4,0,2,7,7,3.75
69168,이상영,LG,3.31,8,0,1,0,1,0.000,16 1/3,15,1,8,4,8,6,6,1.41
61145,이우찬,LG,8.82,42,3,2,0,6,0.600,33 2/3,42,2,30,1,31,35,33,2.14
50904,이종준,LG,4.15,27,1,2,0,1,0.333,26,26,4,16,0,28,13,12,1.62
69108,이지강,LG,4.53,46,2,3,1,1,0.400,53 2/3,61,5,26,2,39,35,27,1.62
69113,임준형,LG,6.59,18,0,0,0,0,-,13 2/3,16,2,4,3,13,10,10,1.46
61101,임찬규,LG,3.83,25,10,6,0,1,0.625,134,144,12,42,5,136,58,57,1.39
69159,정우영,LG,4.76,27,2,1,0,3,0.667,22 2/3,31,0,11,6,17,15,12,1.85
54149,정지헌,LG,11.68,17,0,0,0,1,-,12 1/3,19,2,11,3,11,18,16,2.43
54148,진우영,LG,4.7,6,0,0,0,0,-,7 2/3,8,1,4,0,6,4,4,1.57
79140,최동환,LG,6.95,26,0,1,0,2,0.000,22,35,4,9,0,14,18,17,2.0
65320,최원태,LG,4.26,24,9,7,0,0,0.563,126 2/3,126,10,57,5,103,66,60,1.44
69103,켈리,LG,4.51,19,5,8,0,0,0.385,113 2/3,131,13,25,6,69,65,57,1.37
63248,함덕주,LG,5.4,15,0,1,0,3,0.000,11 2/3,13,2,7,1,8,7,7,1.71
