선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
전민재,두산,2루수,14,11,93,2,0,20,38,6,0.967,0,0,0,-
정수빈,두산,중견수,133,131,1114,1,0,313,5,1,0.997,0,0,0,-
정철원,두산,투수,36,0,32 1/3,0,1,0,2,0,1.0,0,0,0,-
제러드,두산,좌익수,15,14,118 1/3,0,0,23,0,0,1.000,0,0,0,-
제러드,두산,우익수,18,17,147,0,0,34,2,1,1.000,0,0,0,-
제러드,두산,1루수,2,0,5,1,0,4,0,1,0.800,0,0,0,-
조수행,두산,중견수,22,11,119 2/3,0,0,33,1,0,1.000,0,0,0,-
조수행,두산,우익수,43,30,274 1/3,0,0,71,1,0,1.0,0,0,0,-
조수행,두산,좌익수,70,52,491 1/3,1,0,143,2,0,0.993,0,0,0,-
최승용,두산,투수,12,6,27,0,0,0,4,0,1.000,0,0,0,-
최원준,두산,투수,24,24,110,2,3,7,11,0,0.900,0,0,0,-
최종인,두산,투수,11,0,9 2/3,0,0,1,0,0,1.000,0,0,0,-
최준호,두산,투수,17,15,72 1/3,1,0,1,5,0,0.857,0,0,0,-
최지강,두산,투수,55,0,50,1,2,2,9,0,0.917,0,0,0,-
허경민,두산,3루수,110,108,883,5,0,77,143,13,0.978,0,0,0,-
홍건희,두산,투수,65,0,59 1/3,1,1,1,12,1,0.929,0,0,0,-
홍성호,두산,우익수,3,0,5,0,0,0,0,0,-,0,0,0,-
홍성호,두산,1루수,3,0,5,0,0,5,0,2,1.000,0,0,0,-
홍성호,두산,좌익수,1,0,2,0,0,0,0,0,-,0,0,0,-
