player_id,선수명,팀명,G,SBA,SB,CS,SB%,OOB,PKO
63123,강승호,두산,140,21,16,5,76.2,3,0
50203,권휘,두산,1,0,0,0,-,0,0
77263,김강률,두산,1,0,0,0,-,0,0
66112,김기연,두산,95,2,0,2,0.0,3,0
69238,김대한,두산,61,2,1,1,50.0,3,0
51230,김동주,두산,1,0,0,0,-,0,0
67246,김명신,두산,3,0,0,0,-,0,0
68200,김민규,두산,1,0,0,0,-,0,0
65269,김민혁,두산,5,0,0,0,-,0,0
63257,김인태,두산,10,0,0,0,-,0,0
74206,김재호,두산,57,0,0,0,-,1,0
78224,김재환,두산,136,2,1,1,50.0,1,0
69207,김태근,두산,43,1,0,1,0.0,2,0
54263,김택연,두산,1,0,0,0,-,0,0
68269,김호준,두산,2,0,0,0,-,0,0
52025,라모스,두산,80,6,3,3,50.0,4,0
54219,류현준,두산,2,0,0,0,-,0,0
64468,박계범,두산,24,1,1,0,100,1,0
53204,박민준,두산,5,0,0,0,-,0,0
65639,박정수,두산,1,0,0,0,-,0,0
66928,박준영,두산,65,2,2,0,100,1,0
67266,박치국,두산,3,0,0,0,-,0,0
66203,서예일,두산,24,0,0,0,-,0,0
64011,안승한,두산,4,0,0,0,-,0,0
64153,양석환,두산,142,8,5,3,62.5,2,0
76232,양의지,두산,119,3,2,1,66.7,8,0
50293,양찬열,두산,11,0,0,0,-,0,0
54205,여동건,두산,9,3,3,0,100,2,0
50208,오명진,두산,2,0,0,0,-,0,0
53296,윤준호,두산,3,0,0,0,-,0,0
69205,이교훈,두산,5,0,0,0,-,0,0
52204,이병헌,두산,1,0,0,0,-,0,0
66291,이영하,두산,2,0,0,0,-,0,0
67207,이유찬,두산,103,22,16,6,72.7,5,1
54236,임종성,두산,1,0,0,0,-,0,0
50244,장규빈,두산,3,0,0,0,-,0,0
63202,장승현,두산,9,1,0,1,0.0,0,0
54214,전다민,두산,25,2,1,1,50.0,1,0
68205,전민재,두산,100,10,7,3,70.0,4,0
79231,정수빈,두산,136,65,52,13,80.0,7,1
68242,정철원,두산,2,0,0,0,-,0,0
54295,제러드,두산,38,4,4,0,100,3,0
66209,조수행,두산,130,72,64,8,88.9,2,2
51264,최승용,두산,1,0,0,0,-,0,0
52206,최지강,두산,2,0,0,0,-,0,0
79240,허경민,두산,115,6,5,1,83.3,3,0
61643,홍건희,두산,5,0,0,0,-,0,0
66233,홍성호,두산,15,1,1,0,100,0,0
