player_id,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF
54567,강성우,롯데,0.5,2,3,2,0,1,0,0,0,1,0,1,0
54506,강승구,롯데,0.0,5,2,2,0,0,0,0,0,0,0,0,0
65514,강태율,롯데,0.0,10,10,10,0,0,0,0,0,0,0,0,0
69517,고승민,롯데,0.308,120,532,481,79,148,27,6,14,229,87,1,8
65522,김강현,롯데,-,2,0,0,0,0,0,0,0,0,0,0,0
52504,김동혁,롯데,0.2,39,17,15,8,3,0,1,0,5,1,0,0
53554,김민석,롯데,0.211,41,83,76,14,16,3,1,0,21,6,1,0
77564,김민성,롯데,0.2,35,84,70,6,14,5,0,2,25,8,0,1
76430,김상수,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0
62528,김원중,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0
51551,나승엽,롯데,0.312,121,489,407,59,127,35,4,7,191,66,2,7
62931,노진혁,롯데,0.219,73,157,137,13,30,6,0,2,42,13,2,2
54529,레이예스,롯데,0.352,144,632,574,88,202,40,3,15,293,111,0,11
62802,박승욱,롯데,0.262,139,468,405,57,106,19,1,7,148,53,3,3
54507,백두산,롯데,0.000,1,1,1,0,0,0,0,0,0,0,0,0
53569,서동욱,롯데,0.115,33,27,26,2,3,1,0,0,4,0,0,0
51528,손성빈,롯데,0.197,86,171,152,24,30,6,2,6,58,21,1,2
50150,손호영,롯데,0.317,102,430,398,70,126,26,4,18,214,78,1,5
69508,신윤후,롯데,0.161,39,35,31,5,5,0,0,0,5,1,1,0
78756,오선진,롯데,0.2,26,29,20,0,4,1,0,0,5,0,5,0
61102,유강남,롯데,0.191,52,155,136,11,26,3,0,5,44,20,2,1
52591,윤동희,롯데,0.293,141,613,532,97,156,35,4,14,241,85,2,5
54595,이선우,롯데,-,7,0,0,1,0,0,0,0,0,0,0,0
50608,이인한,롯데,0.5,5,5,4,0,2,0,0,0,2,2,0,0
67644,이정훈,롯데,0.3,65,116,100,10,30,8,0,0,38,18,1,2
51560,이주찬,롯데,0.167,17,25,24,7,4,1,0,1,8,2,0,0
69453,이학주,롯데,0.263,43,105,95,13,25,2,2,2,37,4,2,0
54598,이호준,롯데,0.333,12,7,6,5,2,1,1,0,5,3,0,0
68507,장두성,롯데,0.156,71,37,32,23,5,0,0,0,5,1,0,0
78513,전준우,롯데,0.293,109,483,423,57,124,26,2,17,205,82,1,5
53568,정대선,롯데,0.000,3,2,2,0,0,0,0,0,0,0,0,0
68518,정보근,롯데,0.226,89,140,133,9,30,0,1,2,38,7,4,0
60523,정훈,롯데,0.267,109,325,285,31,76,20,0,9,123,47,1,4
62884,최항,롯데,0.25,72,143,132,17,33,3,1,0,38,12,0,0
68362,추재현,롯데,-,2,0,0,1,0,0,0,0,0,0,0,0
68525,한동희,롯데,0.257,14,36,35,1,9,2,0,0,11,3,0,0
68260,현도훈,롯데,-,2,0,0,0,0,0,0,0,0,0,0,0
50500,황성빈,롯데,0.32,125,406,366,94,117,15,8,4,160,26,6,1
