player_id,H,2B,3B,HR,BB,HBP,SO,WP,BK,AVG
53006,2,1,0,0,1,0,2,0,0,0.154
53006,0,0,0,0,0,0,4,1,0,0.000
53006,0,0,0,0,1,0,0,0,0,-
53006,1,1,0,0,1,0,1,0,0,0.333
53006,1,0,0,0,0,0,1,0,0,0.500
53006,2,1,0,0,2,0,6,1,0,0.182
53006,2,1,0,0,2,0,2,0,0,0.400
53006,1,1,0,0,0,0,0,0,0,0.333
53006,0,0,0,0,0,0,0,0,0,0.000
53006,0,0,0,0,0,0,0,1,0,-
53006,3,1,0,0,0,0,0,0,0,1.000
53006,0,0,0,0,0,0,1,0,0,0.000
53006,0,0,0,0,0,0,3,0,0,0.000
53006,0,0,0,0,2,0,3,0,0,0.000
53006,0,0,0,0,1,0,1,0,0,0.000
53006,2,1,0,0,2,0,1,1,0,0.667
53006,2,1,0,0,0,0,5,0,0,0.182
53006,2,1,0,0,0,0,6,0,0,0.111
53006,1,1,0,0,1,0,0,0,0,0.250
53006,0,0,0,0,1,0,0,0,0,0.000
53006,1,1,0,0,0,0,0,0,0,0.500
53006,1,0,0,0,0,0,0,0,0,1.000
53006,1,0,0,0,0,0,2,0,0,0.250
53006,0,0,0,0,1,0,2,1,0,0.000
53006,1,1,0,0,1,0,3,0,0,0.125
53006,1,1,0,0,1,0,0,0,0,0.200
53006,2,0,0,0,1,0,5,1,0,0.182
53006,1,1,0,0,1,0,6,0,0,0.059
53006,3,1,0,0,2,0,2,1,0,0.429
53006,2,1,0,0,0,0,1,0,0,0.250
53006,0,0,0,0,0,0,4,0,0,0.000
53006,2,1,0,0,3,0,3,1,0,0.222
50705,17,6,0,0,9,4,23,0,0,0.202
50705,7,1,0,5,4,1,11,0,0,0.194
50705,3,1,0,0,3,0,4,0,0,0.200
50705,1,1,0,0,0,2,1,0,0,0.250
50705,1,1,0,0,1,0,0,0,0,0.500
50705,2,0,0,0,2,1,1,0,0,0.222
50705,3,0,0,0,0,0,1,0,0,0.750
50705,1,0,1,0,0,0,1,0,0,0.500
50705,18,4,1,5,10,4,19,0,0,0.250
50705,11,3,1,0,6,3,8,0,0,0.306
50705,6,1,0,2,0,0,0,0,0,0.333
50705,1,0,0,0,0,1,0,0,0,0.100
50705,0,0,0,0,0,0,0,0,0,0.000
50705,0,0,0,0,3,1,0,0,0,-
50705,3,3,0,0,0,0,0,0,0,0.200
50705,2,0,1,0,0,0,0,0,0,0.286
50705,3,1,0,0,0,0,0,0,0,0.375
50705,1,1,0,0,8,0,0,0,0,0.333
50705,4,0,0,0,0,0,8,0,0,0.250
50705,6,0,0,2,0,2,17,0,0,0.194
50705,6,3,0,0,0,3,8,0,0,0.231
50705,3,1,0,1,8,1,9,0,0,0.143
50705,0,0,0,0,0,0,2,0,0,0.000
50705,0,0,0,0,1,0,0,0,0,0.000
50705,6,3,0,1,0,0,2,0,0,0.400
50705,8,2,0,0,6,2,9,0,0,0.258
50705,14,3,1,3,10,6,26,0,0,0.161
50705,4,1,0,0,1,0,2,0,0,0.364
50705,3,1,0,1,1,0,1,0,0,0.500
50705,6,3,0,1,1,0,2,0,0,0.333
50705,29,7,1,4,18,8,38,0,0,0.215
50705,4,1,0,0,0,0,4,0,0,0.222
50705,2,0,0,0,2,0,3,0,0,0.154
50705,3,0,0,1,1,3,2,0,0,0.273
50705,6,1,0,2,2,2,3,0,0,0.375
50705,5,3,0,0,1,1,6,0,0,0.263
50705,4,1,0,1,2,0,8,0,0,0.182
50705,4,2,0,0,2,1,5,0,0,0.200
50705,3,1,0,0,5,1,6,0,0,0.188
50705,4,1,1,1,4,0,5,0,0,0.190
50705,6,1,0,0,2,0,7,0,0,0.194
50705,14,4,0,3,4,6,11,0,0,0.304
50705,15,5,1,2,13,2,24,0,0,0.190
50705,20,4,1,3,12,3,15,0,0,0.263
50705,15,6,0,2,7,5,27,0,0,0.188
50705,9,4,0,0,5,1,13,0,0,0.184
50705,15,3,1,4,10,3,12,0,0,0.278
50705,11,3,0,1,4,4,17,0,0,0.208
51143,12,2,0,0,6,1,11,0,0,0.273
51143,7,1,0,0,1,0,1,0,0,0.412
51143,3,0,0,0,1,0,1,0,0,0.300
51143,0,0,0,0,0,0,0,0,0,-
51143,0,0,0,0,0,0,0,0,0,0.000
51143,2,0,0,1,4,1,1,0,0,0.286
51143,1,0,0,0,0,0,0,0,0,0.500
51143,0,0,0,0,0,0,0,0,1,0.000
51143,13,1,0,1,6,1,3,0,1,0.325
51143,6,0,0,1,5,1,2,0,1,0.261
51143,2,0,0,0,0,0,0,0,0,0.333
51143,2,0,0,0,0,1,0,0,0,0.500
51143,2,0,0,0,0,0,0,0,0,1.000
51143,0,0,0,0,3,0,0,0,0,-
51143,2,0,0,0,0,0,0,0,0,0.250
51143,1,0,0,1,0,0,0,0,0,0.100
51143,3,1,0,0,0,0,0,0,0,0.500
51143,0,0,0,0,3,0,0,0,0,0.000
51143,1,0,0,0,0,0,3,0,0,0.143
51143,3,1,0,0,0,0,2,0,0,0.273
51143,2,0,0,0,0,1,6,0,0,0.200
51143,7,1,0,0,6,0,3,0,1,0.412
51143,6,0,0,0,1,0,3,0,1,0.231
51143,10,1,0,0,4,2,2,0,0,0.400
51143,4,0,0,1,3,0,5,0,0,0.250
51143,5,2,0,0,2,0,3,0,0,0.385
51143,0,0,0,0,2,0,1,0,0,0.000
51143,20,1,0,1,8,2,10,0,1,0.299
51143,5,2,0,0,4,0,4,0,0,0.294
51143,3,0,0,0,1,0,1,0,0,0.231
51143,4,0,0,0,1,0,2,0,0,0.333
51143,2,0,0,1,3,0,3,0,1,0.222
51143,4,0,0,0,1,0,1,0,0,0.444
51143,1,0,0,0,2,0,1,0,0,0.125
51143,5,2,0,0,0,1,2,0,0,0.500
51143,3,0,0,0,2,0,1,0,0,0.375
51143,3,1,0,0,1,0,2,0,0,0.300
51143,0,0,0,0,1,1,1,0,0,0.000
51143,7,0,0,0,2,0,3,0,0,0.280
51143,7,0,0,1,6,0,5,0,1,0.269
51143,11,3,0,0,4,2,6,0,0,0.333
51143,13,3,0,0,10,2,6,0,0,0.302
51143,12,0,0,1,2,0,8,0,1,0.293
51143,9,1,0,0,5,1,6,0,0,0.290
51143,9,0,0,0,6,0,6,0,1,0.333
51143,7,2,0,1,1,1,2,0,0,0.269
66201,3,0,0,0,3,0,5,0,0,0.130
66201,1,0,0,0,1,0,1,0,0,0.200
66201,2,0,0,0,1,1,0,0,0,0.667
66201,2,1,0,0,0,0,1,0,0,0.500
66201,1,0,0,0,0,0,0,0,0,1.000
66201,2,0,1,0,1,0,0,0,0,0.667
66201,1,1,0,0,1,0,0,0,0,1.000
66201,0,0,0,0,0,0,0,0,0,0.000
66201,9,2,1,0,4,1,2,0,0,0.474
66201,8,2,1,0,3,1,1,0,0,0.571
66201,1,0,0,0,0,0,0,0,0,0.200
66201,3,1,0,0,0,0,0,0,0,0.500
66201,0,0,0,0,2,0,0,0,0,-
66201,1,0,0,0,0,0,0,0,0,0.500
66201,1,0,1,0,0,0,0,0,0,0.167
66201,1,0,0,0,2,0,0,0,0,1.000
66201,0,0,0,0,0,1,3,0,0,0.000
66201,0,0,0,0,0,0,1,0,0,0.000
66201,3,1,0,0,0,0,1,0,0,0.375
66201,1,0,0,0,3,0,2,0,0,0.250
66201,0,0,0,0,3,0,1,0,0,0.000
66201,5,0,1,0,0,0,2,0,0,0.417
66201,5,1,0,0,1,1,3,0,0,0.278
66201,2,1,0,0,3,0,1,0,0,0.286
66201,12,2,1,0,4,1,6,0,0,0.324
66201,4,0,0,0,0,0,1,0,0,0.500
66201,3,1,1,0,0,1,1,0,0,0.429
66201,2,0,0,0,0,0,1,0,0,0.500
66201,0,0,0,0,1,0,0,0,0,0.000
66201,1,1,0,0,1,0,1,0,0,0.500
66201,0,0,0,0,3,0,0,0,0,0.000
66201,0,0,0,0,1,0,1,0,0,0.000
66201,2,0,0,0,1,0,2,0,0,0.250
66201,7,1,1,0,0,1,2,0,0,0.467
66201,2,0,0,0,1,0,1,0,0,0.200
66201,3,1,0,0,6,0,4,0,0,0.176
66201,7,1,0,0,6,0,5,0,0,0.333
66201,5,1,1,0,1,1,2,0,0,0.238
66201,4,0,0,0,2,0,1,0,0,0.286
66201,6,2,1,0,2,0,1,0,0,0.429
66201,2,0,0,0,3,1,5,0,0,0.143
64001,105,17,3,4,5,6,63,0,0,0.254
64001,38,6,0,1,5,1,22,1,0,0.328
64001,10,1,2,1,1,1,8,1,0,0.250
64001,2,1,0,0,1,0,2,0,0,0.200
64001,4,0,0,0,1,0,1,0,0,0.308
64001,13,1,0,0,3,1,13,0,0,0.232
64001,4,1,0,0,1,0,2,1,0,0.444
64001,5,0,0,1,2,0,3,2,0,0.313
64001,76,10,2,3,14,3,51,5,0,0.292
64001,38,4,2,2,9,2,29,4,0,0.264
64001,36,5,1,3,0,2,0,0,0,0.360
64001,10,2,0,0,0,1,0,2,0,0.278
64001,5,1,0,0,0,0,0,0,0,0.417
64001,0,0,0,0,4,0,0,0,0,0.000
64001,28,4,0,0,0,3,0,0,0,0.329
64001,23,3,1,1,0,0,0,0,0,0.383
