player_id,AVG,AB,H,2B,3B,HR,RBI,BB,HBP,SO,GDP
69064,0.077,13,1,1,0,0,0,1,0,6,0
69064,0.333,6,2,0,0,0,0,2,0,3,0
69064,0.000,1,0,0,0,0,0,0,0,0,0
69064,1.000,1,1,0,0,0,0,1,0,0,0
69064,0.000,1,0,0,0,0,0,0,0,1,0
69064,0.333,9,3,0,0,0,0,3,0,4,0
69064,0.333,3,1,0,0,0,0,1,0,1,0
69064,0.500,2,1,0,0,0,0,0,0,0,0
69064,1.000,1,1,0,0,0,0,0,0,0,0
69064,-,0,0,0,0,0,0,1,0,0,0
69064,0.000,2,0,0,0,0,0,0,0,0,0
69064,0.143,7,1,0,0,0,0,0,0,4,0
69064,0.250,4,1,1,0,0,0,0,0,3,0
69064,0.000,2,0,0,0,0,0,0,0,2,0
69064,0.000,2,0,0,0,0,0,2,0,1,0
69064,0.000,4,0,0,0,0,0,0,0,2,0
69064,0.000,6,0,0,0,0,0,1,0,4,0
69064,0.667,3,2,0,0,0,0,1,0,0,0
69064,1.000,1,1,1,0,0,0,0,0,0,0
69064,0.333,3,1,0,0,0,0,2,0,1,0
69064,0.000,8,0,0,0,0,0,0,0,4,0
69064,0.000,7,0,0,0,0,0,1,0,5,0
69064,0.571,7,4,1,0,0,0,3,0,1,0
69064,0.333,3,1,0,0,0,0,1,0,2,0
69064,0.100,10,1,0,0,0,0,1,0,6,0
69064,0.250,8,2,1,0,0,0,2,0,2,0
69064,0.250,8,2,1,0,0,0,1,0,4,0
69064,0.154,13,2,0,0,0,0,2,0,6,0
69064,0.000,1,0,0,0,0,0,1,0,0,0
69064,0.125,8,1,0,0,0,0,0,0,3,0
69064,0.250,4,1,0,0,0,0,2,0,1,0
69064,0.200,10,2,1,0,0,0,2,0,6,0
74540,0.281,199,56,11,0,10,10,22,1,32,0
74540,0.293,99,29,3,0,0,2,7,2,13,10
74540,0.314,35,11,3,0,0,10,6,1,3,0
74540,0.368,19,7,0,0,3,11,2,0,4,0
74540,0.220,41,9,1,0,2,13,5,1,6,3
