player_id,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
50705,강재민,한화,4.21,56,4,8,7,7,0.333,51 1/3,44,7,29,4,39,26,24,1.42
51713,김규연,한화,5.27,12,0,0,0,1,-,13 2/3,16,2,12,0,11,11,8,2.05
51715,김기중,한화,6.0,5,0,2,0,0,0.000,12,14,4,11,1,8,10,8,2.08
65764,김민우,한화,4.36,29,6,11,0,0,0.353,163,143,16,84,8,129,82,79,1.39
65769,김범수,한화,4.36,78,3,7,0,27,0.300,66,64,5,35,3,58,36,32,1.5
66741,김재영,한화,5.4,30,0,2,0,1,0.000,30,33,1,12,7,16,25,18,1.5
63765,김종수,한화,4.4,52,3,4,1,6,0.429,45,39,5,21,2,45,30,22,1.33
50720,남지민,한화,6.37,22,2,11,0,0,0.154,89,109,9,45,3,41,68,63,1.73
52707,라미레즈,한화,4.13,13,2,6,0,0,0.250,65 1/3,52,4,37,7,47,33,30,1.36
64029,류희운,한화,8.49,15,0,1,0,0,0.000,11 2/3,15,2,7,2,10,11,11,1.89
52701,문동주,한화,5.65,13,1,3,0,2,0.250,28 2/3,28,5,14,1,36,19,18,1.47
67703,박상원,한화,2.25,14,0,0,0,4,-,12,11,0,6,0,16,4,3,1.42
69762,박윤철,한화,4.59,11,0,3,0,0,0.000,33 1/3,41,5,23,2,16,22,17,1.92
61156,송윤준,한화,6.23,3,0,0,0,0,-,4 1/3,3,0,2,2,3,3,3,1.15
60140,신정락,한화,4.02,44,2,1,1,4,0.667,47,52,4,16,7,23,25,21,1.45
63464,윤대경,한화,7.53,25,4,9,0,0,0.308,75 1/3,106,6,17,7,51,63,63,1.63
69213,윤산흠,한화,2.67,37,1,1,0,3,0.500,33 2/3,23,1,30,2,46,12,10,1.57
63961,윤호솔,한화,4.04,52,3,5,0,7,0.375,42 1/3,43,2,28,0,33,26,19,1.68
65616,이민우,한화,6.25,25,1,1,0,0,0.500,44 2/3,60,3,17,3,23,33,31,1.72
68797,이승관,한화,10.13,7,0,0,0,0,-,5 1/3,8,0,4,1,3,6,6,2.25
63749,이충호,한화,9.64,5,1,0,0,0,1.000,4 2/3,7,1,5,1,4,5,5,2.57
62611,임준섭,한화,2.45,5,0,0,0,0,-,3 2/3,5,0,1,1,0,1,1,1.64
79764,장민재,한화,3.55,32,7,8,0,0,0.467,126 2/3,124,15,39,4,75,54,50,1.29
77318,장시환,한화,4.38,64,0,5,14,9,0.000,63 2/3,57,4,33,1,67,37,31,1.41
74857,정우람,한화,2.95,23,0,1,1,7,0.000,18 1/3,23,1,6,0,20,8,6,1.58
65707,주현상,한화,6.83,49,0,1,1,3,0.000,55 1/3,69,5,14,5,33,43,42,1.5
51722,카펜터,한화,2.5,4,0,1,0,0,0.000,18,19,1,6,1,15,6,5,1.39
50815,킹험,한화,2.76,3,1,2,0,0,0.333,16 1/3,15,1,5,1,18,6,5,1.22
52720,페냐,한화,3.72,13,5,4,0,0,0.556,67 2/3,63,4,30,4,72,33,28,1.37
50726,한승주,한화,6.32,7,0,0,0,0,-,15 2/3,25,0,4,3,12,11,11,1.85
