player_id,선수명,팀명,G,SBA,SB,CS,SB%,OOB,PKO
74540,강민호,삼성,127,4,2,2,50.0,5,0
62404,구자욱,삼성,142,5,4,1,80.0,7,0
54401,김대호,삼성,1,0,0,0,-,0,0
69442,김도환,삼성,6,0,0,0,-,0,0
67449,김성윤,삼성,127,33,26,7,78.8,8,0
52430,김영웅,삼성,125,8,6,2,75.0,3,0
65132,김재성,삼성,43,0,0,0,-,1,0
65062,김재윤,삼성,2,0,0,0,-,0,0
52424,김재혁,삼성,8,0,0,0,-,0,0
50458,김지찬,삼성,90,25,22,3,88.0,5,0
69207,김태근,삼성,11,0,0,0,-,0,0
65040,김태훈,삼성,51,1,1,0,100,1,0
62360,김태훈,삼성,1,0,0,0,-,0,0
61404,김헌곤,삼성,77,3,2,1,66.7,0,0
54460,김호진,삼성,1,0,0,0,-,0,0
54400,디아즈,삼성,144,1,1,0,100,5,1
62234,류지혁,삼성,129,17,11,6,64.7,11,2
75125,박병호,삼성,77,0,0,0,-,0,0
69418,박승규,삼성,64,9,5,4,55.6,0,0
53411,박진우,삼성,1,0,0,0,-,0,0
55455,배찬승,삼성,2,0,0,0,-,0,0
55438,심재훈,삼성,31,4,3,1,75.0,1,0
66406,안주형,삼성,8,1,0,1,0.0,0,0
54408,양도근,삼성,116,6,5,1,83.3,3,0
69403,양우현,삼성,14,0,0,0,-,0,0
68415,양창섭,삼성,1,0,0,0,-,0,0
54404,육선엽,삼성,2,0,0,0,-,0,0
68463,윤정빈,삼성,25,0,0,0,-,0,0
69428,이병헌,삼성,55,0,0,0,-,0,0
66409,이성규,삼성,68,4,2,2,50.0,1,0
60146,이승현,삼성,2,0,0,0,-,0,0
52415,이재현,삼성,139,7,6,1,85.7,2,0
51460,이재희,삼성,1,0,0,0,-,0,0
51407,이창용,삼성,11,1,1,0,100,0,0
69416,이해승,삼성,8,0,0,0,-,0,0
53455,이호성,삼성,2,0,0,0,-,0,0
65586,전병우,삼성,59,1,1,0,100,0,0
55435,차승준,삼성,1,0,0,0,-,0,0
55440,함수호,삼성,6,0,0,0,-,0,0
67005,홍현빈,삼성,32,0,0,0,-,0,0
