player_id,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
55460,가라비토,삼성,2.64,15,4,4,0,0,0.500,78 1/3,56,6,37,6,84,31,23,1.19
61365,김대우,삼성,0.0,2,0,0,0,1,-,2/3,1,0,0,0,0,0,0,1.5
54401,김대호,삼성,5.14,11,0,1,0,0,0.000,21,25,3,15,1,19,13,12,1.9
65062,김재윤,삼성,4.99,63,4,7,13,3,0.364,57 2/3,57,10,13,1,43,34,32,1.21
62360,김태훈,삼성,4.48,73,2,6,2,19,0.250,66 1/3,66,8,26,2,74,34,33,1.39
54443,레예스,삼성,4.14,10,4,3,0,0,0.571,50,51,5,12,3,35,26,23,1.26
55455,배찬승,삼성,3.91,65,2,3,0,19,0.400,50 2/3,50,3,34,2,57,25,22,1.66
77446,백정현,삼성,1.95,29,2,0,1,3,1.000,32 1/3,19,1,7,2,31,7,7,0.8
73801,송은범,삼성,4.5,5,0,0,0,0,-,6,9,0,3,0,2,3,3,2.0
68415,양창섭,삼성,3.43,33,3,3,0,2,0.500,63,67,3,19,9,45,29,24,1.37
61268,양현,삼성,0.0,4,0,0,0,0,-,3 1/3,2,0,3,0,1,0,0,1.5
75421,오승환,삼성,8.0,12,0,0,0,0,-,9,15,1,3,0,7,8,8,2.0
69446,원태인,삼성,3.24,27,12,4,0,0,0.750,166 2/3,157,20,27,6,108,66,60,1.1
54404,육선엽,삼성,5.34,27,0,1,0,1,0.000,28 2/3,23,4,24,0,19,21,17,1.64
63960,이상민,삼성,0.0,1,0,0,0,0,-,1,2,0,0,0,1,0,0,2.0
50464,이승민,삼성,3.78,62,3,2,0,8,0.600,64 1/3,61,5,26,3,53,37,27,1.35
51454,이승현,삼성,5.42,25,4,9,0,0,0.308,101 1/3,121,10,46,9,74,64,61,1.65
60146,이승현,삼성,6.31,42,2,1,0,11,0.667,35 2/3,43,9,11,1,29,26,25,1.51
63492,이재익,삼성,1.23,7,1,0,0,0,1.000,7 1/3,8,0,2,0,6,1,1,1.36
51460,이재희,삼성,3.0,11,0,2,0,4,0.000,9,7,0,5,0,9,3,3,1.33
53455,이호성,삼성,6.34,58,7,4,9,3,0.636,55 1/3,54,7,29,2,69,44,39,1.5
78352,임창민,삼성,4.85,16,1,0,0,2,1.000,13,17,5,7,1,6,8,7,1.85
54467,정민성,삼성,36.0,1,0,1,0,0,0.000,1,3,0,0,2,0,4,4,3.0
62146,최성훈,삼성,9.0,2,0,0,0,0,-,1,1,0,1,0,1,1,1,2.0
65320,최원태,삼성,4.92,27,8,7,0,0,0.533,124 1/3,128,13,51,12,109,72,68,1.44
66451,최충연,삼성,37.8,4,0,0,0,0,-,1 2/3,7,1,2,1,1,8,7,5.4
50430,홍원표,삼성,4.5,2,0,1,0,0,0.000,2,3,0,2,1,1,1,1,2.5
50441,황동재,삼성,6.97,15,0,1,0,0,0.000,20 2/3,27,1,14,2,22,16,16,1.98
53375,후라도,삼성,2.6,30,15,8,0,0,0.652,197 1/3,177,17,36,4,142,65,57,1.08
