player_id,선수명,팀명,G,SBA,SB,CS,SB%,OOB,PKO
68050,강백호,KT,62,0,0,0,-,1,0
68069,고명성,KT,1,0,0,0,-,0,0
51003,권동진,KT,48,4,4,0,100,1,0
64004,김민혁,KT,132,15,6,9,40.0,3,1
64014,김병희,KT,41,3,0,3,0.0,1,0
65062,김재윤,KT,1,0,0,0,-,0,0
62558,김준태,KT,98,2,2,0,100,2,0
65040,김태훈,KT,7,0,0,0,-,0,0
52025,라모스,KT,18,2,2,0,100,1,0
67063,문상인,KT,12,0,0,0,-,0,0
50007,문상준,KT,2,0,0,0,-,0,0
64007,문상철,KT,28,1,1,0,100,0,0
73113,박경수,KT,100,0,0,0,-,0,0
75125,박병호,KT,124,8,5,3,62.5,3,0
52060,박영현,KT,4,0,0,0,-,0,0
64166,배정대,KT,144,23,19,4,82.6,9,2
65516,배제성,KT,1,0,0,0,-,0,0
64012,송민섭,KT,119,2,0,2,0.0,0,0
62556,신본기,KT,74,1,0,1,0.0,0,0
64006,심우준,KT,132,25,23,2,92.0,3,0
64017,심재민,KT,2,0,0,0,-,0,0
52009,알포드,KT,80,6,5,1,83.3,6,1
68002,양승혁,KT,11,2,1,1,50.0,0,1
64504,오윤석,KT,112,3,2,1,66.7,1,0
51013,유준규,KT,7,0,0,0,-,0,0
52063,이상우,KT,1,0,0,0,-,0,0
66702,이시원,KT,31,2,2,0,100,0,0
67048,이정현,KT,1,0,0,0,-,0,0
78548,장성우,KT,117,1,1,0,100,0,0
64115,장준원,KT,35,1,1,0,100,0,0
51009,전진영,KT,4,0,0,0,-,0,0
68089,조대현,KT,6,0,0,0,-,0,0
64868,조용호,KT,131,9,5,4,55.6,4,0
65060,주권,KT,1,0,0,0,-,0,0
51060,지명성,KT,1,0,0,0,-,0,0
67005,홍현빈,KT,61,4,4,0,100,0,0
76313,황재균,KT,141,9,6,3,66.7,3,1
