player_id,선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
63628,고영창,KIA,투수,27,0,24,0,0,0,4,0,1.0,0,0,0,-
61353,고종욱,KIA,좌익수,8,3,28,0,0,3,0,0,1.000,0,0,0,-
51640,권다결,KIA,포수,2,0,4,0,0,6,0,0,1.000,0,0,0,-
66614,김규성,KIA,3루수,17,3,50,1,0,2,12,0,0.933,0,0,0,-
66614,김규성,KIA,유격수,5,0,10,0,0,5,5,1,1.000,0,0,0,-
66614,김규성,KIA,1루수,19,0,35,0,0,30,2,5,1.000,0,0,0,-
66614,김규성,KIA,2루수,24,7,77 2/3,1,0,21,13,2,0.971,0,0,0,-
69620,김기훈,KIA,투수,5,0,8 2/3,0,0,0,0,0,-,0,0,0,-
52605,김도영,KIA,3루수,69,44,407,11,0,47,83,8,0.922,0,0,0,-
52605,김도영,KIA,유격수,28,16,160 2/3,2,0,29,47,7,0.974,0,0,0,-
69745,김도현,KIA,투수,5,2,10 2/3,0,0,0,2,0,1.000,0,0,0,-
63894,김사윤,KIA,투수,31,0,27,0,0,1,6,0,1.0,0,0,0,-
67610,김석환,KIA,우익수,1,0,1,0,0,0,0,0,-,0,0,0,-
67610,김석환,KIA,1루수,9,2,30 2/3,0,0,27,0,4,1.000,0,0,0,-
67610,김석환,KIA,좌익수,29,20,173,0,0,33,0,0,1.0,0,0,0,-
78603,김선빈,KIA,유격수,2,0,2 2/3,0,0,0,1,0,1.000,0,0,0,-
78603,김선빈,KIA,2루수,137,134,1134 1/3,10,0,246,334,80,0.983,0,0,0,-
51604,김선우,KIA,포수,1,0,3,0,0,2,0,0,1.000,0,0,0,-
68659,김유신,KIA,투수,10,0,14 2/3,0,0,0,2,0,1.000,0,0,0,-
64580,김재열,KIA,투수,47,0,43,1,0,1,4,1,0.833,0,0,0,-
69516,김현수,KIA,투수,1,0,2,0,0,0,0,0,-,0,0,0,-
66630,김현준,KIA,투수,12,0,14 2/3,0,0,0,0,0,-,0,0,0,-
65653,김호령,KIA,중견수,48,19,209,3,0,66,2,0,0.958,0,0,0,-
62947,나성범,KIA,우익수,132,132,1131 2/3,3,0,223,4,1,0.987,0,0,0,-
78629,나지완,KIA,좌익수,1,0,1,0,0,0,0,0,-,0,0,0,-
