game_id,player_id,일자,상대,AVG1,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,AVG2
20250501OBKT0,69064,2025-05-01,두산,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
20250502WOKT0,69064,2025-05-02,키움,0.500,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0.5
20250503WOKT0,69064,2025-05-03,키움,-,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5
20250504WOKT0,69064,2025-05-04,키움,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
20250505NCKT0,69064,2025-05-05,NC,0.000,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0.167
20250507NCKT0,69064,2025-05-07,NC,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167
20250501LTKT0,69064,2025-05-01,롯데,0.000,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0.1
20250511LTKT0,69064,2025-05-11,롯데,0.000,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0.083
20250511LTKT0,69064,2025-05-11,롯데,-,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.083
20250513SSKT0,69064,2025-05-13,삼성,0.000,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0.077
20250514SSKT0,69064,2025-05-14,삼성,0.000,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0.059
20250515SSKT0,69064,2025-05-15,삼성,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.056
20250517LGKT0,69064,2025-05-17,LG,0.000,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0.05
20250517LGKT0,69064,2025-05-17,LG,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
20250518LGKT0,69064,2025-05-18,LG,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
20250521HTKT0,69064,2025-05-21,KIA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
20250528OBKT0,69064,2025-05-28,두산,0.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.048
20250529OBKT0,69064,2025-05-29,두산,-,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.048
20250601HTKT0,69064,2025-06-01,KIA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048
20250603HHKT0,69064,2025-06-03,한화,0.000,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0.043
20250824OBKT0,69064,2025-08-24,두산,0.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.042
20250827LTKT0,69064,2025-08-27,롯데,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042
20250829HTKT0,69064,2025-08-29,KIA,0.000,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0.038
20250803HTKT0,69064,2025-08-03,KIA,0.000,4,3,0,0,0,0,0,0,0,0,1,0,2,0,0.034
20250916LGKT0,69064,2025-09-16,LG,0.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.033
20250322WOSS0,74540,2025-03-22,키움,0.400,5,5,1,2,2,0,0,2,0,0,0,0,1,0,0.4
20250323WOSS0,74540,2025-03-23,키움,0.250,5,4,1,1,1,0,0,0,0,1,1,0,1,0,0.333
20250325NCSS0,74540,2025-03-25,NC,0.000,5,4,1,0,0,0,0,0,0,0,1,0,1,0,0.231
20250326NCSS0,74540,2025-03-26,NC,0.250,4,4,0,1,0,0,0,2,0,0,0,0,1,0,0.235
