player_id,구분,H,2B,3B,HR,BB,HBP,SO,WP,BK,AVG
55460,주자없음,32,2,0,4,17,3,50,0,0,0.193
55460,1루,9,1,0,1,5,2,17,1,0,0.180
55460,"1,2루",3,0,0,1,4,0,5,1,0,0.167
55460,만루,0,0,0,0,0,0,0,0,0,0.000
55460,"1,3루",2,0,0,0,1,0,2,0,0,0.250
55460,2루,7,2,0,0,7,0,5,0,0,0.368
55460,"2,3루",3,0,0,0,1,1,3,0,0,0.333
55460,3루,0,0,0,0,2,0,2,0,0,0.000
55460,주자있음,24,3,0,2,20,3,34,2,0,0.211
55460,득점권,15,2,0,1,15,1,17,1,0,0.234
55460,0-0,4,0,0,0,0,2,0,0,0,0.148
55460,1-0,6,0,0,0,0,0,0,0,0,0.353
55460,2-0,3,1,0,0,0,0,0,0,0,0.300
55460,3-0,1,0,0,0,8,0,0,0,0,1.000
55460,0-1,7,1,0,1,0,3,0,0,0,0.368
55460,1-1,10,0,0,2,0,1,0,1,0,0.357
55460,2-1,3,0,0,1,0,0,0,0,0,0.273
55460,3-1,1,1,0,0,15,0,0,0,0,0.111
55460,0-2,4,0,0,1,0,0,16,0,0,0.160
55460,1-2,7,1,0,1,0,0,26,0,0,0.130
55460,2-2,7,1,0,0,0,0,23,1,0,0.156
55460,3-2,3,0,0,0,14,0,19,0,0,0.088
55460,1회,11,1,0,2,2,0,13,0,0,0.196
55460,2회,10,0,0,1,7,0,18,2,0,0.196
55460,3회,9,1,0,1,11,2,17,0,0,0.170
55460,4회,10,1,0,1,7,1,19,0,0,0.196
55460,5회,9,1,0,0,5,1,11,0,0,0.209
55460,6회,6,1,0,0,4,2,4,0,0,0.300
55460,7회,1,0,0,1,1,0,2,0,0,0.167
55460,1~3회,30,2,0,4,20,2,48,2,0,0.188
55460,4~6회,25,3,0,1,16,4,34,0,0,0.219
55460,7회이후,1,0,0,1,1,0,2,0,0,0.167
55460,1번타자,8,1,0,1,5,1,14,1,0,0.216
55460,2번타자,9,2,0,2,2,1,5,0,0,0.237
55460,3번타자,5,0,0,0,5,1,7,0,0,0.147
55460,4번타자,11,2,0,0,3,1,9,0,0,0.314
55460,5번타자,5,0,0,0,3,0,13,0,0,0.152
55460,6번타자,4,0,0,0,7,1,8,0,0,0.148
55460,7번타자,6,0,0,1,2,1,7,1,0,0.222
55460,8번타자,2,0,0,2,4,0,12,0,0,0.077
55460,9번타자,6,0,0,0,6,0,9,0,0,0.261
55460,상위(1~2번),17,3,0,3,7,2,19,1,0,0.227
