선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
김태훈,삼성,투수,71,0,63 1/3,0,0,4,14,0,1.0,0,0,0,-
김태훈,삼성,1루수,5,1,12,0,0,15,2,0,1.000,0,0,0,-
김헌곤,삼성,우익수,1,0,1,0,0,0,0,0,-,0,0,0,-
김헌곤,삼성,좌익수,4,0,4,0,0,0,0,0,-,0,0,0,-
김현준,삼성,우익수,1,1,8,0,0,2,0,0,1.000,0,0,0,-
김현준,삼성,중견수,104,101,872,5,0,301,4,2,0.984,0,0,0,-
김호재,삼성,1루수,20,9,86,2,0,70,9,5,0.975,0,0,0,-
김호재,삼성,3루수,33,17,157 2/3,0,0,11,31,1,1.0,0,0,0,-
김호재,삼성,유격수,3,0,6,0,0,1,3,0,1.000,0,0,0,-
김호재,삼성,2루수,20,9,84,0,0,25,22,6,1.000,0,0,0,-
노건우,삼성,투수,16,0,12 1/3,1,0,0,1,0,0.500,0,0,0,-
류승민,삼성,우익수,18,16,120 1/3,1,0,22,0,0,0.957,0,0,0,-
류승민,삼성,좌익수,3,0,3,0,0,0,0,0,-,0,0,0,-
류지혁,삼성,3루수,99,83,690 2/3,6,0,56,124,14,0.968,0,0,0,-
류지혁,삼성,2루수,18,13,108,0,0,24,36,8,1.000,0,0,0,-
류지혁,삼성,1루수,31,22,194,0,0,173,11,20,1.0,0,0,0,-
문용익,삼성,투수,14,0,13,0,0,0,0,0,-,0,0,0,-
박권후,삼성,투수,4,0,2 2/3,0,0,0,0,0,-,0,0,0,-
박세웅,삼성,투수,2,0,2/3,0,0,1,0,0,1.000,0,0,0,-
백정현,삼성,투수,18,18,100 2/3,0,2,4,17,0,1.000,0,0,0,-
뷰캐넌,삼성,투수,30,30,188,2,1,15,40,2,0.965,0,0,0,-
송준석,삼성,우익수,2,1,6,0,0,0,0,0,-,0,0,0,-
송준석,삼성,좌익수,2,1,3,0,0,1,0,0,1.000,0,0,0,-
수아레즈,삼성,투수,19,19,108,0,1,6,18,2,1.000,0,0,0,-
안주형,삼성,3루수,4,2,16 1/3,0,0,0,2,1,1.000,0,0,0,-
안주형,삼성,유격수,13,2,25 2/3,0,0,5,2,0,1.000,0,0,0,-
안주형,삼성,2루수,18,12,113 1/3,2,0,35,38,9,0.973,0,0,0,-
양창섭,삼성,투수,15,4,28 2/3,0,0,2,5,1,1.000,0,0,0,-
오승환,삼성,투수,58,1,62 2/3,0,0,4,12,0,1.0,0,0,0,-
오재일,삼성,1루수,88,80,700,8,0,656,53,55,0.989,0,0,0,-
와이드너,삼성,투수,21,20,115,2,0,3,9,0,0.857,0,0,0,-
우규민,삼성,투수,56,0,43,0,1,1,8,0,1.0,0,0,0,-
원태인,삼성,투수,26,26,150,4,3,9,24,0,0.892,0,0,0,-
윤정빈,삼성,좌익수,8,1,23,0,0,5,0,0,1.000,0,0,0,-
윤정빈,삼성,중견수,4,3,17,0,0,5,0,0,1.000,0,0,0,-
윤정빈,삼성,우익수,7,2,21,0,0,3,0,0,1.000,0,0,0,-
윤정빈,삼성,1루수,9,5,42,0,0,39,2,3,1.000,0,0,0,-
이병헌,삼성,포수,21,9,85 1/3,0,0,63,3,1,1.000,1,5,1,16.7
이상민,삼성,투수,23,0,18,0,0,1,2,0,1.0,0,0,0,-
이성규,삼성,우익수,41,3,104 2/3,2,0,22,2,0,0.923,0,0,0,-
이성규,삼성,좌익수,2,0,5,0,0,2,0,0,1.000,0,0,0,-
이성규,삼성,1루수,20,8,77 2/3,0,0,68,3,4,1.000,0,0,0,-
이성규,삼성,중견수,33,25,218 2/3,1,0,68,1,0,0.986,0,0,0,-
이승현,삼성,투수,48,0,43 1/3,0,0,2,5,0,1.0,0,0,0,-
이승현,삼성,투수,60,0,60,0,0,4,4,0,1.0,0,0,0,-
이재익,삼성,투수,51,0,41,1,0,3,5,0,0.889,0,0,0,-
이재현,삼성,유격수,140,135,1156 1/3,20,0,222,341,70,0.966,0,0,0,-
이재희,삼성,투수,2,1,8,0,0,0,1,0,1.000,0,0,0,-
이태훈,삼성,1루수,7,3,22 2/3,1,0,17,0,1,0.944,0,0,0,-
이해승,삼성,3루수,5,0,10 1/3,0,0,3,3,0,1.000,0,0,0,-
이해승,삼성,2루수,1,0,1,0,0,1,1,0,1.000,0,0,0,-
이해승,삼성,유격수,3,1,8,0,0,0,1,0,1.000,0,0,0,-
이호성,삼성,투수,5,2,17,0,1,1,6,0,1.000,0,0,0,-
장필준,삼성,투수,17,3,19 1/3,0,0,0,2,0,1.000,0,0,0,-
조민성,삼성,1루수,8,6,44,0,0,47,3,4,1.000,0,0,0,-
조민성,삼성,우익수,1,0,3,0,0,1,0,0,1.000,0,0,0,-
최지광,삼성,투수,22,0,17 1/3,0,0,1,2,0,1.000,0,0,0,-
최채흥,삼성,투수,15,14,63 1/3,2,0,6,11,2,0.895,0,0,0,-
최충연,삼성,투수,7,0,9 1/3,0,0,0,0,0,-,0,0,0,-
최하늘,삼성,투수,3,2,6 1/3,0,0,0,1,0,1.000,0,0,0,-
피렐라,삼성,우익수,19,19,141,1,0,32,0,0,0.970,0,0,0,-
피렐라,삼성,좌익수,99,95,809,1,0,171,6,0,0.994,0,0,0,-
허윤동,삼성,투수,7,1,10 2/3,0,0,0,1,0,1.000,0,0,0,-
홍원표,삼성,투수,3,0,3 2/3,0,0,0,0,0,-,0,0,0,-
홍정우,삼성,투수,36,1,36,0,0,4,2,0,1.0,0,0,0,-
황동재,삼성,투수,7,7,31 2/3,0,0,1,2,0,1.000,0,0,0,-
