선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
강민호,삼성,포수,101,94,786 2/3,3,0,579,49,4,0.995,4,50,12,19.4
강준서,삼성,중견수,6,2,21 2/3,0,0,6,0,0,1.000,0,0,0,-
강준서,삼성,좌익수,3,2,18,0,0,2,0,0,1.000,0,0,0,-
강한울,삼성,2루수,11,7,63 2/3,1,0,12,20,5,0.970,0,0,0,-
강한울,삼성,1루수,2,2,17,0,0,12,1,0,1.000,0,0,0,-
강한울,삼성,3루수,58,48,415 2/3,6,0,34,77,9,0.949,0,0,0,-
강한울,삼성,유격수,3,1,11,0,0,2,4,0,1.000,0,0,0,-
공민규,삼성,1루수,10,1,28 1/3,0,0,33,0,2,1.000,0,0,0,-
공민규,삼성,3루수,9,6,47,0,0,3,5,0,1.000,0,0,0,-
구자욱,삼성,좌익수,22,22,182,0,0,53,2,0,1.000,0,0,0,-
구자욱,삼성,우익수,70,69,590 2/3,0,0,121,3,1,1.0,0,0,0,-
김대우,삼성,투수,44,5,64,2,0,3,8,0,0.846,0,0,0,-
김도환,삼성,포수,8,3,31,0,0,24,1,0,1.000,0,5,0,0.0
김동엽,삼성,좌익수,8,6,44,1,0,10,0,0,0.909,0,0,0,-
김동진,삼성,3루수,7,4,31,0,0,3,7,0,1.000,0,0,0,-
김동진,삼성,2루수,37,23,236,4,0,55,87,22,0.973,0,0,0,-
김동진,삼성,유격수,7,3,35 1/3,2,0,7,8,3,0.882,0,0,0,-
김민수,삼성,포수,2,0,3,0,0,3,0,0,1.000,0,2,0,0.0
김상민,삼성,우익수,3,0,8,0,0,1,0,0,1.000,0,0,0,-
김상민,삼성,좌익수,3,2,15,0,0,10,0,0,1.000,0,0,0,-
김상민,삼성,중견수,2,1,8,0,0,3,0,0,1.000,0,0,0,-
김서준,삼성,투수,8,1,7 2/3,0,0,0,0,0,-,0,0,0,-
김성윤,삼성,우익수,39,33,274 2/3,2,0,65,2,1,0.971,0,0,0,-
김성윤,삼성,좌익수,33,10,132 1/3,0,0,37,1,1,1.0,0,0,0,-
김성윤,삼성,중견수,28,12,141,0,0,45,0,0,1.0,0,0,0,-
김시현,삼성,투수,2,0,3,0,0,0,0,0,-,0,0,0,-
김영웅,삼성,유격수,14,1,36,1,0,8,13,1,0.955,0,0,0,-
김영웅,삼성,2루수,4,0,9,0,0,0,2,0,1.000,0,0,0,-
김영웅,삼성,3루수,38,20,215 1/3,5,0,11,40,1,0.911,0,0,0,-
김재상,삼성,3루수,4,1,13,0,0,2,2,0,1.000,0,0,0,-
김재상,삼성,2루수,4,2,19,1,0,7,6,0,0.929,0,0,0,-
김재성,삼성,포수,40,18,191 1/3,0,0,134,10,1,1.0,1,13,6,31.6
김재성,삼성,1루수,8,5,44 2/3,0,0,38,2,1,1.000,0,0,0,-
김지찬,삼성,2루수,91,84,696 1/3,16,0,170,224,45,0.961,0,0,0,-
김태훈,삼성,좌익수,5,5,40,0,0,8,1,0,1.000,0,0,0,-
