선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
김건희,키움,투수,3,0,2,0,0,0,0,0,-,0,0,0,-
김건희,키움,1루수,7,3,28 1/3,1,0,22,3,2,0.962,0,0,0,-
김동규,키움,투수,4,1,4 1/3,0,0,0,0,0,-,0,0,0,-
김동헌,키움,포수,100,48,522,4,0,377,43,5,0.991,7,49,21,30.0
김동혁,키움,투수,35,2,39 1/3,1,0,1,6,1,0.875,0,0,0,-
김병휘,키움,유격수,3,0,11,1,0,4,3,1,0.875,0,0,0,-
김병휘,키움,2루수,7,6,44 1/3,0,0,10,10,2,1.000,0,0,0,-
김선기,키움,투수,17,7,43 2/3,2,0,3,9,2,0.857,0,0,0,-
김성진,키움,투수,55,0,47,1,0,1,5,0,0.857,0,0,0,-
김수환,키움,3루수,4,1,7 2/3,1,0,0,1,0,0.500,0,0,0,-
김수환,키움,1루수,39,24,214 2/3,0,0,194,9,15,1.0,0,0,0,-
김시앙,키움,포수,32,24,198 1/3,0,1,134,13,1,1.0,2,25,4,13.8
김웅빈,키움,1루수,13,9,73 2/3,2,0,68,6,5,0.974,0,0,0,-
김재웅,키움,투수,67,0,59 2/3,0,1,1,8,0,1.0,0,0,0,-
김재현,키움,포수,8,3,29,0,0,16,0,0,1.000,0,3,0,0.0
김주형,키움,2루수,4,0,7,0,0,1,3,1,1.000,0,0,0,-
김주형,키움,유격수,35,20,206 1/3,2,0,19,65,4,0.977,0,0,0,-
김주형,키움,3루수,3,1,9,0,0,2,0,0,1.000,0,0,0,-
김준완,키움,좌익수,44,31,281 1/3,0,0,69,1,0,1.0,0,0,0,-
김준완,키움,중견수,5,1,16,0,0,7,0,0,1.000,0,0,0,-
김준완,키움,우익수,23,12,116 2/3,0,0,25,1,0,1.000,0,0,0,-
김준형,키움,투수,8,0,7 2/3,0,0,0,0,0,-,0,0,0,-
김태진,키움,3루수,37,28,233,6,0,28,38,4,0.917,0,0,0,-
김태진,키움,1루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
김태진,키움,좌익수,1,1,8,1,0,0,0,0,0.000,0,0,0,-
김태진,키움,2루수,24,13,139 1/3,1,0,41,46,13,0.989,0,0,0,-
김혜성,키움,유격수,5,5,37 1/3,2,0,12,12,6,0.923,0,0,0,-
김혜성,키움,2루수,126,124,1067,15,0,247,374,79,0.976,0,0,0,-
김휘집,키움,3루수,43,35,295 1/3,4,0,19,56,3,0.949,0,0,0,-
김휘집,키움,유격수,74,64,578,14,0,102,157,40,0.949,0,0,0,-
도슨,키움,중견수,26,26,230 2/3,2,0,57,0,0,0.966,0,0,0,-
도슨,키움,좌익수,22,19,159 2/3,2,0,45,0,0,0.957,0,0,0,-
러셀,키움,유격수,51,49,407 2/3,3,0,68,113,24,0.984,0,0,0,-
맥키니,키움,투수,12,12,59 1/3,0,1,1,14,1,1.000,0,0,0,-
문성현,키움,투수,32,0,28 1/3,0,0,2,3,0,1.0,0,0,0,-
박수종,키움,중견수,3,0,5,0,0,2,0,0,1.000,0,0,0,-
박수종,키움,우익수,14,11,102 2/3,0,0,35,1,0,1.000,0,0,0,-
박수종,키움,좌익수,4,0,3 1/3,0,0,0,0,0,-,0,0,0,-
박승주,키움,투수,18,0,18,0,0,0,1,0,1.000,0,0,0,-
