선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
천성호,LG,1루수,21,10,99,1,0,89,9,9,0.99,0,0,0,-
천성호,LG,3루수,20,10,85,1,0,7,9,3,0.941,0,0,0,-
천성호,LG,좌익수,8,5,29,0,0,6,0,0,1.0,0,0,0,-
천성호,LG,우익수,3,3,17,0,0,1,0,0,1.000,0,0,0,-
천성호,LG,2루수,27,18,158 1/3,2,0,36,66,14,0.981,0,0,0,-
최승민,LG,우익수,2,0,2 1/3,0,0,0,0,0,-,0,0,0,-
최승민,LG,중견수,1,0,1,0,0,0,0,0,-,0,0,0,-
최승민,LG,좌익수,12,0,19 2/3,1,0,5,0,0,0.833,0,0,0,-
최원영,LG,중견수,34,5,78 1/3,0,0,29,0,0,1.0,0,0,0,-
최원영,LG,좌익수,60,8,169 1/3,1,0,41,0,0,0.976,0,0,0,-
최원영,LG,우익수,27,7,81,0,0,23,0,0,1.0,0,0,0,-
최채흥,LG,투수,13,4,29,0,0,1,4,2,1.0,0,0,0,-
치리노스,LG,투수,30,30,177,2,1,10,33,1,0.956,0,0,0,-
코엔 윈,LG,투수,5,5,23,0,0,0,6,0,1.000,0,0,0,-
톨허스트,LG,투수,8,8,44,1,0,3,4,2,0.875,0,0,0,-
함덕주,LG,투수,31,0,27,0,0,1,2,0,1.0,0,0,0,-
함창건,LG,우익수,6,0,12,0,0,3,0,0,1.000,0,0,0,-
함창건,LG,좌익수,9,7,56,0,0,17,0,0,1.0,0,0,0,-
홍창기,LG,우익수,42,40,329 2/3,0,0,58,2,0,1.0,0,0,0,-
