game_id,date,stadium,team_away,team_home,status,crowd,time_start,time_end,time_run,score_away,score_home
20210403HTOB0,2021-04-03,잠실,KIA,두산,canceled,,,,,,
20210403LTSK0,2021-04-03,문학,롯데,SSG,canceled,,,,,,
20210403LGNC0,2021-04-03,창원,LG,NC,canceled,,,,,,
20210403HHKT0,2021-04-03,수원,한화,KT,canceled,,,,,,
20210403SSWO0,2021-04-03,고척,삼성,키움,finished,1665,13:59,16:43,164,1,6
20210404HTOB0,2021-04-04,잠실,KIA,두산,finished,2410,13:59,16:59,180,1,4
20210404LTSK0,2021-04-04,문학,롯데,SSG,finished,2300,13:59,16:57,178,3,5
20210404LGNC0,2021-04-04,창원,LG,NC,finished,4376,14:01,17:36,215,2,1
20210404HHKT0,2021-04-04,수원,한화,KT,finished,1956,13:58,17:04,186,2,3
20210404SSWO0,2021-04-04,고척,삼성,키움,finished,1655,13:59,17:23,204,4,7
20210406SSOB0,2021-04-06,잠실,삼성,두산,finished,2245,18:29,21:41,192,3,6
20210406HHSK0,2021-04-06,문학,한화,SSG,finished,2268,18:29,21:24,175,1,2
20210406LTNC0,2021-04-06,창원,롯데,NC,finished,2327,18:30,22:29,239,10,5
20210406LGKT0,2021-04-06,수원,LG,KT,finished,1956,18:31,21:11,160,3,2
20210406HTWO0,2021-04-06,고척,KIA,키움,finished,1614,18:30,22:38,248,5,4
20210407SSOB0,2021-04-07,잠실,삼성,두산,finished,2142,18:30,21:48,198,0,1
20210407HHSK0,2021-04-07,문학,한화,SSG,finished,2264,18:29,22:24,235,17,0
20210407LTNC0,2021-04-07,창원,롯데,NC,finished,2225,18:30,22:04,214,6,10
20210407LGKT0,2021-04-07,수원,LG,KT,finished,1706,18:30,22:15,225,3,7
20210407HTWO0,2021-04-07,고척,KIA,키움,finished,1628,18:31,23:21,290,8,7
20210408SSOB0,2021-04-08,잠실,삼성,두산,finished,2273,18:30,21:38,188,6,1
20210408HHSK0,2021-04-08,문학,한화,SSG,finished,2278,18:29,21:43,194,4,6
20210408LTNC0,2021-04-08,창원,롯데,NC,finished,2261,18:30,22:27,237,8,4
20210408LGKT0,2021-04-08,수원,LG,KT,finished,1605,18:30,21:41,191,7,3
20210408HTWO0,2021-04-08,고척,KIA,키움,finished,1660,18:30,21:43,193,5,3
20210409OBHH0,2021-04-09,한밭,두산,한화,finished,1300,18:29,21:15,166,0,7
20210409SKLG0,2021-04-09,잠실,SSG,LG,finished,2414,18:30,22:21,231,5,9
20210409WOLT0,2021-04-09,사직,키움,롯데,finished,2364,18:31,21:39,188,7,2
20210409KTSS0,2021-04-09,대구,KT,삼성,finished,2724,18:31,21:29,178,5,7
20210409NCHT0,2021-04-09,광주,NC,KIA,finished,3869,18:32,22:05,213,10,6
20210410SKLG0,2021-04-10,잠실,SSG,LG,finished,2431,14:01,17:32,211,4,3
20210410KTSS0,2021-04-10,대구,KT,삼성,finished,3813,14:00,17:17,197,6,7
20210410OBHH0,2021-04-10,한밭,두산,한화,finished,1300,16:59,20:25,206,18,1
20210410WOLT0,2021-04-10,사직,키움,롯데,finished,2364,16:59,20:11,192,0,13
20210410NCHT0,2021-04-10,광주,NC,KIA,finished,4114,17:01,19:52,171,9,2
20210411OBHH0,2021-04-11,한밭,두산,한화,finished,1300,13:59,17:22,203,2,3
20210411SKLG0,2021-04-11,잠실,SSG,LG,finished,2454,14:00,16:20,140,0,1
20210411WOLT0,2021-04-11,사직,키움,롯데,finished,2364,13:59,18:43,284,3,2
20210411KTSS0,2021-04-11,대구,KT,삼성,finished,4658,13:59,17:16,197,2,4
20210411NCHT0,2021-04-11,광주,NC,KIA,finished,4264,14:00,17:19,199,7,3
20210413KTOB0,2021-04-13,잠실,KT,두산,finished,1128,18:30,22:04,214,8,7
20210413NCSK0,2021-04-13,문학,NC,SSG,finished,1632,18:30,21:47,197,4,2
20210413HHSS0,2021-04-13,대구,한화,삼성,finished,1363,18:29,21:38,189,3,4
20210413LTHT0,2021-04-13,광주,롯데,KIA,finished,808,18:31,21:43,192,8,0
20210413LGWO0,2021-04-13,고척,LG,키움,finished,1479,18:31,21:39,188,2,8
20210414KTOB0,2021-04-14,잠실,KT,두산,finished,1038,18:30,21:46,196,1,3
20210414NCSK0,2021-04-14,문학,NC,SSG,finished,1571,18:30,21:19,169,3,0
20210414HHSS0,2021-04-14,대구,한화,삼성,finished,1564,18:30,21:30,180,6,2
20210414LTHT0,2021-04-14,광주,롯데,KIA,finished,884,18:30,22:34,244,2,3
20210414LGWO0,2021-04-14,고척,LG,키움,finished,1311,18:30,21:48,198,13,2
20210415KTOB0,2021-04-15,잠실,KT,두산,finished,1124,18:30,22:09,219,8,3
20210415NCSK0,2021-04-15,문학,NC,SSG,finished,1539,18:30,21:20,170,3,9
20210415HHSS0,2021-04-15,대구,한화,삼성,finished,1728,18:30,20:52,142,0,4
20210415LTHT0,2021-04-15,광주,롯데,KIA,finished,1503,18:31,22:31,240,5,10
20210415LGWO0,2021-04-15,고척,LG,키움,finished,1354,18:31,21:33,182,6,4
20210416OBLG0,2021-04-16,잠실,두산,LG,finished,2442,18:31,21:55,204,0,1
20210416HTSK0,2021-04-16,문학,KIA,SSG,finished,2300,18:29,22:40,251,11,6
20210416SSLT0,2021-04-16,사직,삼성,롯데,finished,1927,18:30,21:47,197,3,9
20210416WOKT0,2021-04-16,수원,키움,KT,finished,929,18:30,21:39,189,4,8
20210416HHNC0,2021-04-16,창원,한화,NC,finished,5061,19:00,22:09,189,1,9
20210417HTSK0,2021-04-17,문학,KIA,SSG,finished,2300,14:00,17:42,222,3,4
20210417OBLG0,2021-04-17,잠실,두산,LG,finished,2472,17:00,20:12,192,3,1
20210417SSLT0,2021-04-17,사직,삼성,롯데,finished,2364,16:59,20:30,211,12,0
20210417HHNC0,2021-04-17,창원,한화,NC,finished,3495,17:01,20:31,210,4,14
20210417WOKT0,2021-04-17,수원,키움,KT,finished,1658,17:00,20:39,219,5,8
20210418OBLG0,2021-04-18,잠실,두산,LG,finished,2472,13:59,17:52,233,9,1
20210418HTSK0,2021-04-18,문학,KIA,SSG,finished,2300,14:00,17:24,204,2,4
20210418SSLT0,2021-04-18,사직,삼성,롯데,finished,2364,13:59,16:41,162,7,0
20210418HHNC0,2021-04-18,창원,한화,NC,finished,2632,14:00,17:21,201,11,3
20210418WOKT0,2021-04-18,수원,키움,KT,finished,1956,13:59,17:11,192,2,10
20210420WOHH0,2021-04-20,한밭,키움,한화,finished,1003,18:29,21:17,168,3,7
20210420HTLG0,2021-04-20,잠실,KIA,LG,finished,2453,18:30,22:10,220,6,3
20210420OBLT0,2021-04-20,사직,두산,롯데,finished,1197,18:28,21:30,182,5,10
20210420SKSS0,2021-04-20,대구,SSG,삼성,finished,2104,18:29,21:49,200,10,7
20210420KTNC0,2021-04-20,창원,KT,NC,finished,1229,18:30,21:44,194,5,2
20210421WOHH0,2021-04-21,한밭,키움,한화,finished,1007,18:30,22:10,220,3,4
20210421HTLG0,2021-04-21,잠실,KIA,LG,finished,2457,18:30,22:02,212,3,7
20210421OBLT0,2021-04-21,사직,두산,롯데,finished,1278,18:29,22:12,223,9,10
20210421SKSS0,2021-04-21,대구,SSG,삼성,finished,2823,18:29,21:57,208,4,14
20210421KTNC0,2021-04-21,창원,KT,NC,finished,1103,18:31,21:32,181,3,4
20210422WOHH0,2021-04-22,한밭,키움,한화,finished,1071,18:30,21:54,204,8,3
20210422HTLG0,2021-04-22,잠실,KIA,LG,finished,2472,18:31,22:48,257,3,2
20210422OBLT0,2021-04-22,사직,두산,롯데,finished,1686,18:30,21:32,182,13,1
20210422SKSS0,2021-04-22,대구,SSG,삼성,finished,2636,18:29,22:20,231,11,6
20210422KTNC0,2021-04-22,창원,KT,NC,finished,1393,18:30,21:38,188,11,5
20210423LGHH0,2021-04-23,한밭,LG,한화,finished,1300,18:31,21:46,195,2,1
20210423NCOB0,2021-04-23,잠실,NC,두산,finished,2225,18:30,21:39,189,1,5
20210423LTKT0,2021-04-23,수원,롯데,KT,finished,1544,18:31,21:30,179,10,5
20210423SSHT0,2021-04-23,광주,삼성,KIA,finished,1318,18:30,21:16,166,1,4
20210423SKWO0,2021-04-23,고척,SSG,키움,finished,1258,18:30,21:51,201,9,5
20210424LGHH0,2021-04-24,한밭,LG,한화,finished,1300,14:01,17:58,237,5,19
20210424SKWO0,2021-04-24,고척,SSG,키움,finished,1638,14:00,17:39,219,5,4
20210424NCOB0,2021-04-24,잠실,NC,두산,finished,2410,17:00,20:32,212,6,9
20210424LTKT0,2021-04-24,수원,롯데,KT,finished,1956,16:59,20:02,183,4,2
20210424SSHT0,2021-04-24,광주,삼성,KIA,finished,2808,17:01,20:32,211,8,4
20210425LGHH0,2021-04-25,한밭,LG,한화,finished,1300,14:00,16:39,159,8,0
20210425NCOB0,2021-04-25,잠실,NC,두산,finished,2410,14:00,17:01,181,10,0
20210425LTKT0,2021-04-25,수원,롯데,KT,finished,1956,13:59,18:01,242,5,6
20210425SSHT0,2021-04-25,광주,삼성,KIA,finished,2749,14:01,17:20,199,3,2
20210425SKWO0,2021-04-25,고척,SSG,키움,finished,1640,14:00,17:23,203,3,4
20210427LTLG0,2021-04-27,잠실,롯데,LG,finished,2347,18:30,21:32,182,0,4
20210427KTSK0,2021-04-27,문학,KT,SSG,finished,1756,18:30,21:58,208,14,5
20210427NCSS0,2021-04-27,대구,NC,삼성,finished,2528,18:29,21:05,156,0,9
20210427HHHT0,2021-04-27,광주,한화,KIA,finished,898,18:30,21:39,189,3,4
20210427OBWO0,2021-04-27,고척,두산,키움,finished,1166,18:29,21:44,195,4,5
20210428LTLG0,2021-04-28,잠실,롯데,LG,finished,2455,18:30,21:31,181,3,0
20210428KTSK0,2021-04-28,문학,KT,SSG,finished,1797,18:29,21:32,183,2,4
20210428NCSS0,2021-04-28,대구,NC,삼성,finished,2130,18:30,21:42,192,3,4
20210428HHHT0,2021-04-28,광주,한화,KIA,finished,1502,18:30,21:08,158,0,4
20210428OBWO0,2021-04-28,고척,두산,키움,finished,1213,18:30,23:23,293,4,5
20210429LTLG0,2021-04-29,잠실,롯데,LG,finished,2472,18:30,21:21,171,2,3
20210429KTSK0,2021-04-29,문학,KT,SSG,finished,2132,18:29,21:32,183,6,1
20210429NCSS0,2021-04-29,대구,NC,삼성,finished,2628,18:30,21:27,177,9,0
20210429HHHT0,2021-04-29,광주,한화,KIA,finished,1478,18:30,22:39,249,2,3
20210429OBWO0,2021-04-29,고척,두산,키움,finished,1394,18:30,21:30,180,15,4
20210430SKOB0,2021-04-30,잠실,SSG,두산,finished,2410,18:30,21:31,181,4,9
20210430HHLT0,2021-04-30,사직,한화,롯데,finished,2271,18:30,22:33,243,11,7
20210430LGSS0,2021-04-30,대구,LG,삼성,finished,4161,18:30,21:30,180,0,4
20210430HTKT0,2021-04-30,수원,KIA,KT,finished,1956,18:31,21:32,181,3,15
20210430WONC0,2021-04-30,창원,키움,NC,finished,1909,19:00,22:34,214,4,3
20210501SKOB0,2021-05-01,잠실,SSG,두산,finished,2427,17:00,21:43,283,5,2
20210501HHLT0,2021-05-01,사직,한화,롯데,finished,2351,17:00,20:13,193,11,3
20210501LGSS0,2021-05-01,대구,LG,삼성,finished,7033,17:00,20:06,186,2,8
20210501WONC0,2021-05-01,창원,키움,NC,finished,2694,17:00,20:45,225,13,9
20210501HTKT0,2021-05-01,수원,KIA,KT,finished,1956,17:11,20:13,165,0,3
20210502SKOB0,2021-05-02,잠실,SSG,두산,finished,2427,14:00,17:26,206,5,8
20210502HHLT0,2021-05-02,사직,한화,롯데,finished,2364,13:59,17:29,210,5,4
20210502LGSS0,2021-05-02,대구,LG,삼성,finished,7033,14:01,16:49,168,4,6
20210502WONC0,2021-05-02,창원,키움,NC,finished,2066,14:00,16:35,155,0,5
20210502HTKT0,2021-05-02,수원,KIA,KT,finished,1956,14:00,17:04,184,2,9
20210504SSHH0,2021-05-04,한밭,삼성,한화,canceled,,,,,,
20210504LGOB0,2021-05-04,잠실,LG,두산,canceled,,,,,,
20210504HTLT0,2021-05-04,사직,KIA,롯데,canceled,,,,,,
20210504SKNC0,2021-05-04,창원,SSG,NC,canceled,,,,,,
20210504KTWO0,2021-05-04,고척,KT,키움,canceled,,,,,,
20210505SSHH0,2021-05-05,한밭,삼성,한화,finished,3900,14:00,17:13,193,4,1
20210505LGOB0,2021-05-05,잠실,LG,두산,finished,2427,14:00,17:17,197,7,4
20210505HTLT0,2021-05-05,사직,KIA,롯데,finished,2364,14:00,17:10,190,8,5
20210505SKNC0,2021-05-05,창원,SSG,NC,finished,4768,14:00,18:25,265,13,12
20210505KTWO0,2021-05-05,고척,KT,키움,finished,1674,14:00,16:44,164,0,14
20210506SSHH0,2021-05-06,한밭,삼성,한화,finished,2522,18:29,22:16,227,5,6
20210506LGOB0,2021-05-06,잠실,LG,두산,finished,2427,18:30,21:42,192,7,2
20210506HTLT0,2021-05-06,사직,KIA,롯데,finished,2068,18:30,22:26,236,9,17
20210506SKNC0,2021-05-06,창원,SSG,NC,finished,1980,18:30,21:25,175,1,7
20210506KTWO0,2021-05-06,고척,KT,키움,finished,957,18:30,21:31,181,4,6
20210507HHLG0,2021-05-07,잠실,한화,LG,canceled,,,,,,
20210507WOSK0,2021-05-07,문학,키움,SSG,canceled,,,,,,
20210507LTSS0,2021-05-07,대구,롯데,삼성,finished,5960,18:30,21:08,158,1,4
20210507NCKT0,2021-05-07,대구,NC,KT,canceled,,,,,,
20210507OBHT0,2021-05-07,대구,두산,KIA,canceled,,,,,,
20210508HHLG0,2021-05-08,잠실,한화,LG,finished,2441,17:00,20:04,184,2,11
20210508WOSK0,2021-05-08,문학,키움,SSG,finished,2300,16:59,19:55,176,9,2
20210508LTSS0,2021-05-08,대구,롯데,삼성,finished,7033,17:00,21:07,247,9,8
20210508NCKT0,2021-05-08,수원,NC,KT,finished,1566,17:00,20:49,229,5,4
20210508OBHT0,2021-05-08,광주,두산,KIA,finished,2462,17:01,20:29,208,11,5
20210508HHLG1,2021-05-08,광주,한화,LG,canceled,,,,,,
20210508WOSK1,2021-05-08,광주,키움,SSG,canceled,,,,,,
20210508NCKT1,2021-05-08,광주,NC,KT,canceled,,,,,,
20210508OBHT1,2021-05-08,광주,두산,KIA,canceled,,,,,,
20210509LTSS0,2021-05-09,대구,롯데,삼성,finished,7033,14:00,17:44,224,6,8
20210509HHLG1,2021-05-09,잠실,한화,LG,finished,2472,14:00,16:58,178,1,11
20210509WOSK1,2021-05-09,문학,키움,SSG,finished,2300,14:00,16:47,167,1,4
20210509NCKT1,2021-05-09,수원,NC,KT,finished,1759,13:59,17:34,215,16,11
20210509OBHT1,2021-05-09,광주,두산,KIA,finished,2646,14:00,17:26,206,5,3
20210509HHLG2,2021-05-09,잠실,한화,LG,finished,2472,17:28,21:20,232,5,4
20210509WOSK2,2021-05-09,문학,키움,SSG,finished,2156,17:20,21:08,228,3,4
20210509NCKT2,2021-05-09,수원,NC,KT,finished,845,18:04,20:51,167,5,9
20210509OBHT2,2021-05-09,광주,두산,KIA,finished,1142,17:56,21:16,200,9,0
